ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-07-19,0.63,5.77,0.42,-17.09,5.17,0.053,4.98,-0.099,7.25,0.077,4.63,2016-08-01,health_care_equipment_and_services
ABC,AMN,2021-07-19,0.53,2.11,0.67,0.99,5.17,-0.04,2.87,-0.056,3.17,0.03,1.54,2016-08-01,health_care_equipment_and_services
ABC,GMED,2021-07-19,0.51,2.4,0.57,2.5,5.17,0.035,1.46,0.023,1.78,0.043,1.26,2016-08-01,health_care_equipment_and_services
ABC,LH,2021-07-19,0.67,2.24,2.59,-49.2,5.17,-0.014,2.75,0.016,1.66,0.041,0.77,2016-08-01,health_care_equipment_and_services
ABC,PHG,2021-07-19,0.53,-2.54,0.45,4.19,5.17,-0.058,-4.2,-0.043,-3.76,-0.05,-3.96,2016-08-01,health_care_equipment_and_services
ABC,RDNT,2021-07-19,0.63,2.79,0.29,-9.0,5.17,0.041,1.96,0.119,0.38,0.083,1.11,2016-08-01,health_care_equipment_and_services
ABMD,AMEH,2021-07-19,0.88,5.77,0.04,10.07,5.17,0.038,5.41,-0.173,7.39,0.086,4.96,2016-08-01,health_care_equipment_and_services
ABT,AMEH,2021-07-19,0.69,5.57,0.25,-1.35,5.17,0.043,5.05,-0.141,7.27,0.057,4.88,2016-08-01,health_care_equipment_and_services
ABT,CRVL,2021-07-19,0.55,2.22,0.92,0.33,5.17,-0.058,3.47,-0.132,5.04,-0.174,5.93,2016-08-01,health_care_equipment_and_services
ABT,PHG,2021-07-19,0.67,-2.85,0.34,14.97,5.17,-0.046,-4.13,-0.019,-3.37,-0.012,-3.19,2016-08-01,health_care_equipment_and_services
ABT,RDNT,2021-07-19,0.63,2.6,0.18,0.85,5.17,0.025,2.23,0.107,1.05,0.055,1.8,2016-08-01,health_care_equipment_and_services
ADUS,AMEH,2021-07-19,0.73,5.81,0.09,13.14,5.17,0.043,5.44,-0.2,7.54,0.069,5.21,2016-08-01,health_care_equipment_and_services
ADUS,ANTM,2021-07-19,0.71,2.86,1.23,179.14,5.17,0.031,2.44,0.025,2.53,-0.033,3.31,2016-08-01,health_care_equipment_and_services
ADUS,MDT,2021-07-19,0.67,2.93,0.64,45.21,5.17,-0.014,3.23,-0.036,3.69,-0.051,4.01,2016-08-01,health_care_equipment_and_services
ADUS,MLAB,2021-07-19,0.9,2.66,1.29,126.56,5.17,0.053,1.5,-0.052,3.79,-0.094,4.7,2016-08-01,health_care_equipment_and_services
ADUS,NVCR,2021-07-19,0.63,2.96,2.29,-104.68,5.17,0.182,0.96,0.169,1.1,0.16,1.21,2016-08-01,health_care_equipment_and_services
ADUS,OPCH,2021-07-19,0.92,2.51,0.13,2.56,5.17,-0.018,2.72,-0.164,4.43,-0.163,4.42,2016-08-01,health_care_equipment_and_services
ADUS,PEN,2021-07-19,0.94,2.41,2.22,-5.3,5.17,0.049,1.77,-0.065,3.27,-0.052,3.1,2016-08-01,health_care_equipment_and_services
ADUS,RDNT,2021-07-19,0.59,3.74,0.16,3.07,5.17,0.033,3.38,0.102,2.63,0.05,3.19,2016-08-01,health_care_equipment_and_services
ALGN,AMEH,2021-07-19,0.92,5.81,0.05,5.33,5.17,0.065,4.93,-0.107,7.25,0.058,5.03,2016-08-01,health_care_equipment_and_services
ALGN,GMED,2021-07-19,0.73,2.08,0.06,34.48,5.17,0.043,1.1,0.035,1.28,0.012,1.8,2016-08-01,health_care_equipment_and_services
ALGN,RDNT,2021-07-19,0.69,2.41,0.03,8.21,5.17,0.049,1.74,0.16,0.21,0.062,1.55,2016-08-01,health_care_equipment_and_services
AMED,AMEH,2021-07-19,0.69,5.7,0.06,9.37,5.17,-0.015,5.85,-0.242,8.16,0.002,5.68,2016-08-01,health_care_equipment_and_services
AMED,ANTM,2021-07-19,0.78,2.12,0.43,207.02,5.17,-0.051,2.92,-0.058,3.02,-0.105,3.76,2016-08-01,health_care_equipment_and_services
AMED,ATRC,2021-07-19,0.65,2.62,0.2,4.72,5.17,-0.079,3.81,-0.122,4.47,-0.106,4.23,2016-08-01,health_care_equipment_and_services
AMED,RDNT,2021-07-19,0.65,2.96,0.05,7.74,5.17,-0.075,3.83,-0.004,3.0,-0.041,3.44,2016-08-01,health_care_equipment_and_services
AMED,UNH,2021-07-19,0.51,2.64,0.76,144.79,5.17,-0.109,5.23,-0.125,5.61,-0.159,6.42,2016-08-01,health_care_equipment_and_services
AMEH,AMN,2021-07-19,0.76,-2.01,0.89,42.83,5.17,0.093,-0.28,0.012,-1.78,0.035,-1.37,2016-08-01,health_care_equipment_and_services
AMEH,ANTM,2021-07-19,0.94,-2.2,2.84,225.48,5.17,0.007,-2.06,-0.095,-4.15,0.046,-1.25,2016-08-01,health_care_equipment_and_services
AMEH,CI,2021-07-19,0.67,-2.21,1.52,157.65,5.17,-0.036,-2.74,-0.138,-4.22,-0.031,-2.66,2016-08-01,health_care_equipment_and_services
AMEH,IART,2021-07-19,0.76,-2.24,0.42,47.98,5.17,0.084,-1.08,-0.041,-2.81,0.055,-1.47,2016-08-01,health_care_equipment_and_services
AMEH,ITGR,2021-07-19,0.51,-2.01,0.42,69.49,5.17,0.085,-0.76,-0.015,-2.23,0.048,-1.3,2016-08-01,health_care_equipment_and_services
AMEH,RDNT,2021-07-19,0.78,-2.37,0.39,8.84,5.17,0.016,-2.04,-0.175,-5.96,-0.01,-2.58,2016-08-01,health_care_equipment_and_services
AMEH,THC,2021-07-19,0.61,-2.93,1.04,10.17,5.17,0.06,-1.96,-0.064,-3.97,0.038,-2.32,2016-08-01,health_care_equipment_and_services
ATEC,GMED,2021-07-19,0.51,2.93,1.67,41.73,5.17,-0.012,3.18,-0.024,3.43,-0.004,3.01,2016-08-01,health_care_equipment_and_services
ATEC,LH,2021-07-19,0.86,2.8,7.35,132.95,5.17,-0.097,5.15,-0.046,3.91,-0.016,3.19,2016-08-01,health_care_equipment_and_services
ATEC,PHG,2021-07-19,0.86,-2.23,1.29,35.79,5.17,-0.011,-2.45,0.007,-2.11,0.004,-2.15,2016-08-01,health_care_equipment_and_services
ATEC,RDNT,2021-07-19,0.76,3.08,0.81,11.23,5.17,-0.012,3.24,0.109,1.59,0.048,2.42,2016-08-01,health_care_equipment_and_services
ATRI,LNTH,2021-07-19,0.65,2.69,0.04,-7.52,5.17,0.069,1.82,0.092,1.53,0.098,1.45,2016-08-01,health_care_equipment_and_services
ATRI,OMCL,2021-07-19,0.51,2.29,-0.1,152.92,5.17,-0.057,2.51,-0.241,3.2,-0.151,2.86,2016-08-01,health_care_equipment_and_services
BAX,CRVL,2021-07-19,0.57,2.76,1.13,-6.99,5.17,-0.113,4.13,-0.161,4.72,-0.186,5.02,2016-08-01,health_care_equipment_and_services
BAX,RDNT,2021-07-19,0.9,3.22,0.28,-5.21,5.17,-0.02,3.47,0.093,2.11,0.055,2.56,2016-08-01,health_care_equipment_and_services
BDX,GMED,2021-07-19,0.55,2.76,0.25,-4.22,5.17,0.011,2.58,0.003,2.72,0.003,2.71,2016-08-01,health_care_equipment_and_services
BDX,HAE,2021-07-19,0.61,-2.46,0.3,31.83,5.17,-0.016,-2.57,0.03,-2.24,0.09,-1.81,2016-08-01,health_care_equipment_and_services
BDX,ISRG,2021-07-19,0.55,2.57,0.91,-8.45,5.17,-0.055,3.3,-0.037,3.07,-0.048,3.22,2016-08-01,health_care_equipment_and_services
BDX,RDNT,2021-07-19,0.86,3.11,0.14,-14.91,5.17,0.014,2.91,0.098,1.75,0.037,2.59,2016-08-01,health_care_equipment_and_services
BKD,CYH,2021-07-19,0.61,2.46,0.0,5.36,5.17,0.13,1.94,0.225,1.57,0.272,1.38,2016-08-01,health_care_equipment_and_services
BKD,NTUS,2021-07-19,0.96,-2.48,2.12,13.93,5.17,0.1,-0.96,0.092,-1.08,0.08,-1.25,2016-08-01,health_care_equipment_and_services
BSX,OMCL,2021-07-19,0.65,2.38,2.28,-1.58,5.17,0.037,2.01,-0.009,2.47,-0.011,2.49,2016-08-01,health_care_equipment_and_services
CAH,CYH,2021-07-19,0.57,2.16,0.53,-19.85,5.17,0.002,2.13,0.035,1.52,0.006,2.06,2016-08-01,health_care_equipment_and_services
CERN,RDNT,2021-07-19,0.57,3.09,0.47,-14.78,5.17,0.03,2.52,0.043,2.27,0.009,2.91,2016-08-01,health_care_equipment_and_services
CHE,RDNT,2021-07-19,0.92,3.25,0.04,1.12,5.17,-0.006,3.32,0.092,2.1,0.034,2.82,2016-08-01,health_care_equipment_and_services
CHE,RMD,2021-07-19,0.84,3.97,0.49,-50.9,5.17,-0.067,5.7,-0.057,5.45,-0.043,5.07,2016-08-01,health_care_equipment_and_services
CI,RDNT,2021-07-19,0.51,3.11,0.13,-7.6,5.17,-0.034,3.73,0.024,2.68,0.008,2.97,2016-08-01,health_care_equipment_and_services
CNC,RDNT,2021-07-19,0.53,2.74,0.28,-0.3,5.17,-0.03,3.09,0.027,2.42,0.027,2.42,2016-08-01,health_care_equipment_and_services
CNMD,CRVL,2021-07-19,0.73,2.81,0.79,9.13,5.17,-0.088,5.15,-0.152,6.86,-0.124,6.1,2016-08-01,health_care_equipment_and_services
CNMD,RDNT,2021-07-19,0.92,3.23,0.18,0.22,5.17,0.001,3.2,0.093,1.3,0.108,0.99,2016-08-01,health_care_equipment_and_services
COO,CRVL,2021-07-19,0.92,2.36,0.42,-50.89,5.17,-0.01,2.72,-0.069,4.91,-0.135,7.4,2016-08-01,health_care_equipment_and_services
COO,RDNT,2021-07-19,0.61,2.57,0.09,-10.71,5.17,0.057,1.36,0.123,-0.05,0.049,1.53,2016-08-01,health_care_equipment_and_services
CRVL,NVTA,2021-07-19,0.51,-2.01,0.4,-7.35,5.17,-0.135,-3.26,-0.182,-3.7,-0.216,-4.01,2016-08-01,health_care_equipment_and_services
CRVL,SYK,2021-07-19,0.98,-2.29,1.41,85.58,5.17,-0.023,-3.19,-0.066,-4.86,-0.092,-5.86,2016-08-01,health_care_equipment_and_services
