ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ANTM,2021-12-22,0.61,2.02,2.99,18.64,4.05,0.019,1.45,0.057,0.27,0.067,-0.02,2017-01-06,health_care_equipment_and_services
ABC,DGX,2021-12-22,0.84,2.25,1.21,-3.42,4.05,0.104,-2.35,0.164,-5.03,0.173,-5.44,2017-01-06,health_care_equipment_and_services
ABC,DVA,2021-12-22,0.71,-2.09,1.42,-49.17,4.05,-0.015,-2.5,-0.049,-3.47,-0.116,-5.35,2017-01-06,health_care_equipment_and_services
ABC,MCK,2021-12-22,0.65,2.56,1.83,-17.11,4.05,-0.011,3.21,-0.02,3.81,-0.046,5.38,2017-01-06,health_care_equipment_and_services
ABC,PHG,2021-12-22,0.53,-3.22,0.22,24.44,4.05,-0.067,-4.03,-0.065,-4.0,-0.176,-5.35,2017-01-06,health_care_equipment_and_services
ABC,UNH,2021-12-22,0.51,2.43,4.25,-96.18,4.05,0.046,0.08,0.083,-1.8,0.085,-1.9,2017-01-06,health_care_equipment_and_services
ABC,ZBH,2021-12-22,0.78,-2.48,0.69,66.47,4.05,-0.016,-2.73,-0.049,-3.23,-0.068,-3.52,2017-01-06,health_care_equipment_and_services
ABMD,FMS,2021-12-22,0.51,-2.07,0.02,33.23,4.05,0.032,-1.72,0.046,-1.57,0.036,-1.67,2017-01-06,health_care_equipment_and_services
ABMD,HQY,2021-12-22,0.96,-2.64,0.05,51.74,4.05,0.144,-1.73,0.197,-1.39,0.324,-0.58,2017-01-06,health_care_equipment_and_services
ABT,CERN,2021-12-22,0.59,2.32,0.26,44.68,4.05,-0.03,3.14,-0.054,3.83,-0.057,3.91,2017-01-06,health_care_equipment_and_services
ABT,CYRX,2021-12-22,0.59,-3.4,1.07,-66.83,4.05,0.004,-3.26,-0.022,-4.12,-0.017,-3.95,2017-01-06,health_care_equipment_and_services
ABT,PEN,2021-12-22,1.0,-2.09,2.55,-44.35,4.05,-0.008,-2.37,-0.021,-2.8,-0.02,-2.79,2017-01-06,health_care_equipment_and_services
ABT,PHG,2021-12-22,0.78,-3.53,0.2,26.45,4.05,-0.009,-3.64,0.043,-3.0,-0.025,-3.84,2017-01-06,health_care_equipment_and_services
ABT,ZBH,2021-12-22,0.82,-2.79,0.61,73.82,4.05,0.04,-2.18,0.054,-1.96,0.077,-1.6,2017-01-06,health_care_equipment_and_services
ACHC,AMN,2021-12-22,0.55,2.82,1.21,20.23,4.05,0.086,1.25,0.064,1.65,0.131,0.44,2017-01-06,health_care_equipment_and_services
ACHC,CVS,2021-12-22,0.51,3.16,0.72,37.44,4.05,-0.042,4.07,-0.045,4.12,-0.024,3.67,2017-01-06,health_care_equipment_and_services
ACHC,HQY,2021-12-22,0.65,-2.92,0.3,54.0,4.05,0.138,-2.02,0.184,-1.71,0.28,-1.08,2017-01-06,health_care_equipment_and_services
ADUS,ANTM,2021-12-22,0.65,2.76,1.22,196.94,4.05,-0.017,2.94,-0.025,3.03,-0.056,3.36,2017-01-06,health_care_equipment_and_services
ADUS,MLAB,2021-12-22,0.75,2.86,0.99,164.74,4.05,0.038,2.24,0.135,0.65,0.161,0.22,2017-01-06,health_care_equipment_and_services
