ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ANTM,2021-10-26,0.61,2.48,2.68,45.67,3.91,0.018,1.93,0.001,2.46,0.037,1.36,2016-11-08,health_care_equipment_and_services
ABC,CAH,2021-10-26,0.57,-2.43,0.27,23.01,3.91,-0.002,-2.49,0.001,-2.4,0.005,-2.31,2016-11-08,health_care_equipment_and_services
ABT,ANTM,2021-10-26,0.96,2.3,2.03,105.87,3.91,0.008,2.13,0.004,2.22,-0.013,2.59,2016-11-08,health_care_equipment_and_services
ABT,CRVL,2021-10-26,0.55,2.21,1.31,-31.08,3.91,-0.08,3.72,-0.04,2.96,-0.023,2.64,2016-11-08,health_care_equipment_and_services
ACHC,CVS,2021-10-26,0.59,2.04,0.63,40.34,3.91,-0.008,2.2,-0.097,4.08,-0.155,5.3,2016-11-08,health_care_equipment_and_services
ACHC,ENOV,2021-10-26,0.88,2.54,0.93,21.94,3.91,0.054,1.26,0.091,0.39,0.108,-0.01,2016-11-08,health_care_equipment_and_services
ADUS,AMEH,2021-10-26,0.61,2.13,0.03,23.81,3.91,-0.353,3.37,0.019,2.06,0.302,1.07,2016-11-08,health_care_equipment_and_services
ADUS,ANTM,2021-10-26,0.71,3.18,1.09,200.67,3.91,0.059,2.49,-0.019,3.39,-0.0,3.18,2016-11-08,health_care_equipment_and_services
ADUS,MDT,2021-10-26,0.53,2.0,0.61,49.86,3.91,0.119,0.23,0.156,-0.33,0.089,0.68,2016-11-08,health_care_equipment_and_services
ADUS,MLAB,2021-10-26,0.82,2.92,1.02,157.32,3.91,0.026,2.47,-0.031,3.45,0.054,1.98,2016-11-08,health_care_equipment_and_services
ADUS,OPCH,2021-10-26,0.78,3.1,0.12,4.23,3.91,0.058,2.57,0.014,2.97,0.097,2.21,2016-11-08,health_care_equipment_and_services
ADUS,PEN,2021-10-26,0.8,2.17,2.1,12.71,3.91,0.119,0.89,0.054,1.59,0.119,0.89,2016-11-08,health_care_equipment_and_services
ADUS,RDNT,2021-10-26,0.59,2.26,0.16,4.74,3.91,0.122,1.36,0.053,1.87,0.129,1.31,2016-11-08,health_care_equipment_and_services
ALGN,ANTM,2021-10-26,0.65,3.56,0.25,203.06,3.91,0.045,2.39,-0.012,3.88,-0.048,4.78,2016-11-08,health_care_equipment_and_services
ALGN,ENOV,2021-10-26,0.69,2.12,0.08,30.08,3.91,0.054,1.0,0.111,-0.18,0.06,0.89,2016-11-08,health_care_equipment_and_services
ALGN,OPCH,2021-10-26,0.65,2.6,0.02,7.42,3.91,0.03,2.18,0.007,2.5,0.039,2.05,2016-11-08,health_care_equipment_and_services
AMED,AMEH,2021-10-26,0.55,2.21,0.06,14.65,3.91,-0.334,3.54,0.006,2.19,0.243,1.25,2016-11-08,health_care_equipment_and_services
AMED,ANTM,2021-10-26,0.73,3.47,0.4,220.28,3.91,0.014,3.3,-0.054,4.11,-0.019,3.69,2016-11-08,health_care_equipment_and_services
AMED,ATRC,2021-10-26,0.59,2.65,0.2,6.99,3.91,-0.033,2.93,0.009,2.57,0.055,2.18,2016-11-08,health_care_equipment_and_services
AMED,DGX,2021-10-26,0.55,2.69,0.22,68.15,3.91,-0.035,3.11,-0.138,4.37,0.005,2.63,2016-11-08,health_care_equipment_and_services
AMED,HOLX,2021-10-26,0.63,2.31,0.17,25.51,3.91,-0.042,2.85,-0.054,3.01,-0.026,2.64,2016-11-08,health_care_equipment_and_services
AMED,HUM,2021-10-26,0.69,3.57,0.94,175.74,3.91,0.034,3.0,-0.005,3.66,0.083,2.17,2016-11-08,health_care_equipment_and_services
AMED,MLAB,2021-10-26,0.53,2.95,0.27,195.25,3.91,-0.031,3.44,-0.077,4.16,0.047,2.2,2016-11-08,health_care_equipment_and_services
AMED,OPCH,2021-10-26,0.88,3.15,0.03,8.64,3.91,-0.014,3.26,-0.041,3.49,0.092,2.4,2016-11-08,health_care_equipment_and_services
AMED,PEN,2021-10-26,0.92,2.73,0.68,67.55,3.91,0.022,2.49,-0.021,2.97,0.1,1.59,2016-11-08,health_care_equipment_and_services
AMED,RDNT,2021-10-26,0.65,2.42,0.05,8.76,3.91,0.05,2.06,-0.003,2.44,0.115,1.6,2016-11-08,health_care_equipment_and_services
AMED,UNH,2021-10-26,0.51,3.69,0.76,156.02,3.91,-0.006,3.77,-0.088,4.81,-0.061,4.47,2016-11-08,health_care_equipment_and_services
AMN,ANTM,2021-10-26,0.98,2.61,2.17,152.33,3.91,0.077,0.82,0.054,1.37,0.007,2.44,2016-11-08,health_care_equipment_and_services
AMN,OPCH,2021-10-26,1.0,2.41,0.21,1.14,3.91,0.076,0.81,0.097,0.38,0.088,0.56,2016-11-08,health_care_equipment_and_services
ANTM,EHC,2021-10-26,0.57,-3.39,0.14,27.64,3.91,-0.026,-3.95,-0.051,-4.47,-0.04,-4.23,2016-11-08,health_care_equipment_and_services
ANTM,ENSG,2021-10-26,0.73,-3.23,0.32,-36.21,3.91,0.069,-1.74,0.029,-2.61,0.028,-2.63,2016-11-08,health_care_equipment_and_services
ATEC,DGX,2021-10-26,0.76,2.12,3.39,82.03,3.91,-0.031,2.66,-0.116,4.11,0.018,1.82,2016-11-08,health_care_equipment_and_services
ATEC,ENOV,2021-10-26,0.69,3.2,2.65,36.96,3.91,0.011,3.0,0.097,1.41,0.112,1.12,2016-11-08,health_care_equipment_and_services
ATEC,GMED,2021-10-26,0.55,2.29,2.12,39.12,3.91,0.096,0.65,0.061,1.26,0.087,0.82,2016-11-08,health_care_equipment_and_services
