ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ABT,2022-03-04,0.55,-3.66,0.98,3.36,4.29,-0.037,-5.05,-0.056,-5.79,-0.017,-4.31,2017-03-20,health_care_equipment_and_services
ABC,AMEH,2022-03-04,0.53,-2.37,1.04,-71.22,4.29,-0.002,-2.39,-0.059,-3.03,-0.021,-2.6,2017-03-20,health_care_equipment_and_services
ABC,ATRC,2022-03-04,0.55,-3.07,0.9,-40.6,4.29,-0.048,-4.26,-0.113,-5.87,-0.126,-6.18,2017-03-20,health_care_equipment_and_services
ABC,CYH,2022-03-04,0.51,-3.09,0.21,-14.02,4.29,-0.02,-3.5,-0.133,-5.8,-0.129,-5.72,2017-03-20,health_care_equipment_and_services
ABC,CYRX,2022-03-04,0.51,-3.74,0.87,-48.34,4.29,-0.019,-3.99,-0.094,-4.94,-0.046,-4.33,2017-03-20,health_care_equipment_and_services
ABC,DGX,2022-03-04,0.94,-3.1,1.02,14.37,4.29,-0.037,-4.31,-0.026,-3.96,-0.002,-3.16,2017-03-20,health_care_equipment_and_services
ABC,DVA,2022-03-04,0.71,-2.93,1.17,-26.48,4.29,-0.02,-3.39,-0.037,-3.77,-0.046,-3.99,2017-03-20,health_care_equipment_and_services
ABC,ENOV,2022-03-04,0.76,-3.12,0.65,-2.3,4.29,-0.028,-3.66,-0.034,-3.78,-0.004,-3.19,2017-03-20,health_care_equipment_and_services
ABC,GMED,2022-03-04,0.73,-2.05,0.56,3.23,4.29,-0.004,-2.13,-0.057,-3.4,-0.053,-3.3,2017-03-20,health_care_equipment_and_services
ABC,HOLX,2022-03-04,0.51,-2.1,0.55,6.34,4.29,-0.001,-2.13,-0.011,-2.34,0.021,-1.65,2017-03-20,health_care_equipment_and_services
ABC,ISRG,2022-03-04,0.55,-2.77,3.02,-63.12,4.29,-0.03,-3.56,-0.113,-5.74,-0.112,-5.71,2017-03-20,health_care_equipment_and_services
ABC,LH,2022-03-04,0.88,-3.35,2.62,-49.32,4.29,-0.039,-4.6,-0.062,-5.34,-0.038,-4.57,2017-03-20,health_care_equipment_and_services
ABC,NEOG,2022-03-04,0.67,-3.62,0.22,15.23,4.29,-0.091,-5.45,-0.134,-6.32,-0.14,-6.44,2017-03-20,health_care_equipment_and_services
ABC,OMI,2022-03-04,0.51,-2.57,0.78,-56.91,4.29,-0.036,-3.53,-0.069,-4.42,-0.059,-4.14,2017-03-20,health_care_equipment_and_services
ABC,PEN,2022-03-04,0.61,-3.54,2.31,-20.96,4.29,-0.034,-4.24,-0.131,-6.26,-0.144,-6.54,2017-03-20,health_care_equipment_and_services
ABC,PHG,2022-03-04,0.55,-2.68,0.05,40.58,4.29,0.01,-2.62,-0.114,-3.34,-0.152,-3.57,2017-03-20,health_care_equipment_and_services
ABC,RDNT,2022-03-04,0.86,-2.89,0.29,-9.14,4.29,-0.045,-3.64,-0.078,-4.2,-0.042,-3.6,2017-03-20,health_care_equipment_and_services
ABMD,HSIC,2022-03-04,0.57,2.6,0.08,46.71,4.29,0.002,2.57,-0.008,2.76,-0.011,2.82,2017-03-20,health_care_equipment_and_services
ABT,ANTM,2022-03-04,0.84,2.95,2.92,21.57,4.29,-0.024,3.54,-0.06,4.43,-0.037,3.85,2017-03-20,health_care_equipment_and_services
