ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-02-25,0.51,2.15,0.03,15.68,4.3,-0.053,2.66,-0.125,3.35,-0.379,5.78,2016-03-10,health_care_equipment_and_services
ABMD,AMEH,2021-02-25,1.0,2.32,0.02,12.99,4.3,-0.073,3.21,-0.115,3.72,-0.374,6.87,2016-03-10,health_care_equipment_and_services
ABMD,AMN,2021-02-25,0.51,2.02,-0.0,58.64,4.3,-0.024,2.23,-0.075,2.71,-0.208,3.94,2016-03-10,health_care_equipment_and_services
ABT,AMEH,2021-02-25,0.8,2.2,0.01,17.44,4.3,-0.073,2.85,-0.151,3.54,-0.421,5.95,2016-03-10,health_care_equipment_and_services
ABT,PEN,2021-02-25,0.82,2.51,1.94,9.87,4.3,0.044,1.17,-0.033,3.51,0.056,0.79,2016-03-10,health_care_equipment_and_services
ABT,STE,2021-02-25,0.69,-3.14,1.59,8.68,4.3,0.055,-0.89,0.106,1.2,0.077,0.03,2016-03-10,health_care_equipment_and_services
ADUS,AMEH,2021-02-25,0.86,2.14,0.01,16.86,4.3,-0.074,2.82,-0.15,3.51,-0.417,5.97,2016-03-10,health_care_equipment_and_services
ADUS,PEN,2021-02-25,1.0,2.97,1.58,40.11,4.3,0.028,2.39,-0.059,4.22,0.021,2.52,2016-03-10,health_care_equipment_and_services
AMED,AMEH,2021-02-25,0.8,2.18,0.0,17.52,4.3,-0.072,2.83,-0.149,3.51,-0.421,5.93,2016-03-10,health_care_equipment_and_services
AMED,ATRC,2021-02-25,0.75,3.65,0.13,13.3,4.3,0.025,3.09,0.028,3.01,-0.083,5.54,2016-03-10,health_care_equipment_and_services
AMED,PEN,2021-02-25,0.73,3.5,0.51,85.67,4.3,0.062,2.1,-0.016,3.87,0.088,1.51,2016-03-10,health_care_equipment_and_services
AMEH,STAA,2021-02-25,0.61,2.59,2.25,1.54,4.3,0.063,2.06,-0.131,3.7,-0.036,2.89,2016-03-10,health_care_equipment_and_services
AMN,LH,2021-02-25,1.0,2.26,1.22,101.91,4.3,-0.043,2.97,-0.064,3.32,-0.061,3.27,2016-03-10,health_care_equipment_and_services
AMN,PEN,2021-02-25,0.65,2.73,1.54,77.03,4.3,0.061,2.03,-0.024,3.01,0.153,0.97,2016-03-10,health_care_equipment_and_services
AMN,THC,2021-02-25,0.8,2.28,0.55,-4.39,4.3,-0.013,2.46,-0.026,2.65,-0.057,3.09,2016-03-10,health_care_equipment_and_services
ANTM,PEN,2021-02-25,0.65,3.14,0.77,-36.71,4.3,0.149,0.6,0.08,1.78,0.215,-0.52,2016-03-10,health_care_equipment_and_services
ANTM,ZBH,2021-02-25,0.8,2.02,0.39,18.68,4.3,0.112,-0.6,0.067,0.45,0.135,-1.14,2016-03-10,health_care_equipment_and_services
ATEC,DGX,2021-02-25,0.57,-2.16,2.91,84.71,4.3,0.081,-0.63,0.103,-0.22,0.132,0.33,2016-03-10,health_care_equipment_and_services
ATRI,OMCL,2021-02-25,0.61,3.11,0.05,39.25,4.3,-0.08,3.83,-0.09,3.92,-0.079,3.82,2016-03-10,health_care_equipment_and_services
ATRI,OPCH,2021-02-25,0.55,2.14,-0.01,17.77,4.3,0.052,1.87,-0.034,2.33,-0.013,2.21,2016-03-10,health_care_equipment_and_services
ATRI,ZBH,2021-02-25,0.69,2.27,-0.0,122.59,4.3,0.018,2.09,-0.074,3.0,0.0,2.27,2016-03-10,health_care_equipment_and_services
AVNS,IART,2021-02-25,0.67,2.17,0.35,40.57,4.3,-0.001,2.19,-0.089,3.5,-0.024,2.53,2016-03-10,health_care_equipment_and_services
AVNS,LH,2021-02-25,0.51,2.89,0.26,161.72,4.3,-0.067,3.65,-0.112,4.16,-0.162,4.73,2016-03-10,health_care_equipment_and_services
AVNS,SEM,2021-02-25,0.51,2.01,0.02,17.46,4.3,-0.281,4.0,-0.394,4.8,-0.49,5.49,2016-03-10,health_care_equipment_and_services
BAX,CRVL,2021-02-25,0.61,2.04,1.06,-7.96,4.3,0.021,1.76,-0.034,2.51,-0.078,3.12,2016-03-10,health_care_equipment_and_services
BAX,CYRX,2021-02-25,0.65,2.5,0.76,-35.08,4.3,0.112,1.58,0.081,1.83,0.075,1.88,2016-03-10,health_care_equipment_and_services
BAX,OPCH,2021-02-25,1.0,2.27,0.1,5.07,4.3,0.056,1.7,0.015,2.12,0.0,2.27,2016-03-10,health_care_equipment_and_services
BAX,PEN,2021-02-25,0.63,3.59,2.33,-11.6,4.3,0.083,2.39,0.002,3.56,0.099,2.15,2016-03-10,health_care_equipment_and_services
BAX,TFX,2021-02-25,0.82,2.55,5.41,-95.06,4.3,0.034,1.61,0.008,2.32,0.026,1.83,2016-03-10,health_care_equipment_and_services
BAX,ZBH,2021-02-25,0.76,2.64,1.21,30.45,4.3,0.046,1.76,-0.008,2.79,0.018,2.29,2016-03-10,health_care_equipment_and_services
BDX,CNMD,2021-02-25,0.57,2.66,0.71,-81.59,4.3,-0.027,3.25,-0.018,3.05,-0.063,4.03,2016-03-10,health_care_equipment_and_services
BDX,CYRX,2021-02-25,0.59,2.37,0.3,-45.99,4.3,0.058,1.87,0.053,1.9,0.037,2.04,2016-03-10,health_care_equipment_and_services
BDX,OPCH,2021-02-25,1.0,2.28,0.08,-6.0,4.3,0.018,2.01,0.014,2.07,-0.018,2.57,2016-03-10,health_care_equipment_and_services
BDX,PEN,2021-02-25,0.8,3.36,1.01,-66.92,4.3,0.039,2.74,-0.012,3.55,0.064,2.36,2016-03-10,health_care_equipment_and_services
BDX,ZBH,2021-02-25,0.82,2.57,0.67,-32.37,4.3,0.007,2.4,-0.013,2.89,-0.009,2.78,2016-03-10,health_care_equipment_and_services
BKD,CYH,2021-02-25,0.78,2.61,-0.27,5.85,4.3,-0.642,5.37,-0.278,3.81,-0.765,5.9,2016-03-10,health_care_equipment_and_services
BKD,ENOV,2021-02-25,0.57,2.91,0.12,51.72,4.3,0.003,2.88,-0.017,3.06,0.018,2.74,2016-03-10,health_care_equipment_and_services
BSX,OMCL,2021-02-25,0.82,2.91,1.85,5.8,4.3,-0.078,3.85,-0.05,3.51,-0.037,3.35,2016-03-10,health_care_equipment_and_services
BSX,OPCH,2021-02-25,1.0,2.15,0.19,5.77,4.3,0.019,1.97,0.004,2.11,0.001,2.14,2016-03-10,health_care_equipment_and_services
BSX,ZBH,2021-02-25,0.73,2.38,2.21,40.34,4.3,-0.002,2.4,-0.023,2.81,0.02,2.0,2016-03-10,health_care_equipment_and_services
CAH,CYH,2021-02-25,0.67,2.53,0.2,-5.38,4.3,-0.135,4.26,-0.008,2.64,-0.226,5.43,2016-03-10,health_care_equipment_and_services
CAH,ENOV,2021-02-25,0.84,3.0,1.06,2.71,4.3,0.077,1.58,0.052,2.04,0.044,2.19,2016-03-10,health_care_equipment_and_services
CERN,OPCH,2021-02-25,0.88,2.2,0.16,2.49,4.3,0.039,1.74,0.017,2.0,0.036,1.76,2016-03-10,health_care_equipment_and_services
CERN,ZBH,2021-02-25,0.82,2.97,1.73,8.97,4.3,0.025,2.25,-0.006,3.14,0.058,1.33,2016-03-10,health_care_equipment_and_services
CHE,CYRX,2021-02-25,0.61,3.0,0.15,-37.28,4.3,0.083,1.89,0.043,2.42,0.106,1.58,2016-03-10,health_care_equipment_and_services
