ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-06-18,0.63,6.35,0.24,-2.13,4.47,-0.397,13.61,-0.235,10.66,-0.507,15.63,2016-07-01,health_care_equipment_and_services
ABC,AMN,2021-06-18,0.53,2.33,0.59,8.22,4.47,-0.019,2.69,-0.065,3.58,-0.08,3.86,2016-07-01,health_care_equipment_and_services
ABC,RDNT,2021-06-18,0.59,3.94,0.24,-5.38,4.47,-0.012,4.22,0.038,3.06,0.103,1.56,2016-07-01,health_care_equipment_and_services
ABMD,AMEH,2021-06-18,0.92,6.57,0.03,11.85,4.47,-0.521,13.1,-0.318,10.55,-0.679,15.07,2016-07-01,health_care_equipment_and_services
ABT,AMEH,2021-06-18,0.73,6.33,0.12,9.31,4.47,-0.477,12.72,-0.28,10.08,-0.624,14.7,2016-07-01,health_care_equipment_and_services
ABT,CRVL,2021-06-18,0.55,2.35,0.85,5.68,4.47,-0.029,2.97,-0.106,4.58,-0.192,6.39,2016-07-01,health_care_equipment_and_services
ABT,RDNT,2021-06-18,0.61,4.22,0.15,3.71,4.47,0.001,4.2,0.067,3.16,0.131,2.14,2016-07-01,health_care_equipment_and_services
ACHC,LMAT,2021-06-18,0.69,3.32,0.65,9.61,4.47,0.066,1.47,0.054,1.8,0.045,2.06,2016-07-01,health_care_equipment_and_services
ADUS,AMEH,2021-06-18,0.76,6.52,0.07,13.65,4.47,-0.549,12.7,-0.33,10.23,-0.727,14.7,2016-07-01,health_care_equipment_and_services
ADUS,ANTM,2021-06-18,0.71,2.9,1.27,173.13,4.47,-0.035,3.42,0.022,2.57,-0.009,3.02,2016-07-01,health_care_equipment_and_services
ADUS,HSIC,2021-06-18,0.55,2.08,0.14,52.31,4.47,-0.003,2.14,0.008,1.96,-0.019,2.39,2016-07-01,health_care_equipment_and_services
ADUS,MDT,2021-06-18,0.71,3.61,0.64,44.17,4.47,-0.005,3.72,-0.002,3.66,-0.019,4.07,2016-07-01,health_care_equipment_and_services
ADUS,NVCR,2021-06-18,0.67,4.97,2.27,-106.37,4.47,0.089,3.71,0.271,1.13,0.25,1.44,2016-07-01,health_care_equipment_and_services
ADUS,OPCH,2021-06-18,0.96,3.17,0.13,2.76,4.47,0.005,3.09,0.011,3.02,-0.144,5.06,2016-07-01,health_care_equipment_and_services
ADUS,PEN,2021-06-18,0.98,3.21,2.18,-4.1,4.47,0.028,2.79,0.078,2.05,-0.01,3.36,2016-07-01,health_care_equipment_and_services
ADUS,PHG,2021-06-18,0.59,2.34,0.35,14.94,4.47,0.078,0.51,0.13,-0.7,0.077,0.53,2016-07-01,health_care_equipment_and_services
ADUS,RDNT,2021-06-18,0.59,5.51,0.16,3.17,4.47,-0.016,5.75,0.06,4.61,0.106,3.93,2016-07-01,health_care_equipment_and_services
ADUS,ZBH,2021-06-18,0.78,2.68,0.89,52.42,4.47,0.024,2.17,0.099,0.59,0.073,1.14,2016-07-01,health_care_equipment_and_services
ALGN,AMEH,2021-06-18,0.96,6.64,0.03,10.14,4.47,-0.457,14.83,-0.256,11.23,-0.566,16.8,2016-07-01,health_care_equipment_and_services
ALGN,AMN,2021-06-18,0.84,2.14,0.06,40.85,4.47,-0.027,2.56,-0.068,3.22,-0.087,3.53,2016-07-01,health_care_equipment_and_services
ALGN,RDNT,2021-06-18,0.71,3.49,0.02,9.45,4.47,-0.02,3.8,0.061,2.57,0.141,1.35,2016-07-01,health_care_equipment_and_services
AMED,AMEH,2021-06-18,0.73,6.37,0.03,14.12,4.47,-0.528,12.73,-0.363,10.74,-0.748,15.38,2016-07-01,health_care_equipment_and_services
AMED,ANTM,2021-06-18,0.78,2.13,0.39,210.37,4.47,-0.028,2.56,-0.057,3.03,-0.083,3.43,2016-07-01,health_care_equipment_and_services
AMED,ATRC,2021-06-18,0.69,3.24,0.18,7.16,4.47,-0.01,3.41,-0.082,4.54,-0.123,5.2,2016-07-01,health_care_equipment_and_services
