ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-06-04,0.63,3.47,0.19,2.45,3.92,-0.638,13.78,-0.907,18.12,-0.697,14.73,2016-06-17,health_care_equipment_and_services
ABC,AMN,2021-06-04,0.51,2.34,0.54,12.23,3.92,-0.035,3.02,-0.022,2.77,-0.115,4.58,2016-06-17,health_care_equipment_and_services
ABMD,AMEH,2021-06-04,0.94,4.53,0.03,12.07,3.92,-0.817,13.95,-1.213,18.52,-0.912,15.05,2016-06-17,health_care_equipment_and_services
ABT,AMEH,2021-06-04,0.75,3.95,0.09,11.74,3.92,-0.786,13.03,-1.163,17.38,-0.883,14.15,2016-06-17,health_care_equipment_and_services
ABT,ANTM,2021-06-04,0.92,3.07,1.45,153.78,3.92,0.037,2.28,0.027,2.5,0.068,1.63,2016-06-17,health_care_equipment_and_services
ABT,CRVL,2021-06-04,0.55,2.31,0.83,7.05,3.92,-0.05,3.37,-0.118,4.81,-0.163,5.78,2016-06-17,health_care_equipment_and_services
ABT,HSIC,2021-06-04,0.57,2.08,0.12,53.62,3.92,0.033,1.5,0.024,1.67,0.011,1.89,2016-06-17,health_care_equipment_and_services
ABT,PEN,2021-06-04,0.9,2.22,2.36,-24.17,3.92,0.03,1.31,0.07,0.15,0.072,0.07,2016-06-17,health_care_equipment_and_services
ABT,RDNT,2021-06-04,0.61,2.9,0.13,4.78,3.92,-0.159,5.37,-0.222,6.34,-0.052,3.7,2016-06-17,health_care_equipment_and_services
ADUS,AMEH,2021-06-04,0.78,4.09,0.06,14.31,3.92,-0.889,13.1,-1.298,17.25,-1.007,14.3,2016-06-17,health_care_equipment_and_services
ADUS,ANTM,2021-06-04,0.71,3.29,1.26,172.16,3.92,-0.008,3.42,-0.014,3.54,0.011,3.1,2016-06-17,health_care_equipment_and_services
ADUS,HSIC,2021-06-04,0.55,2.36,0.15,52.01,3.92,0.007,2.24,0.002,2.33,-0.02,2.72,2016-06-17,health_care_equipment_and_services
ADUS,MDT,2021-06-04,0.73,2.62,0.64,44.09,3.92,-0.05,3.99,-0.038,3.67,-0.072,4.6,2016-06-17,health_care_equipment_and_services
