ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMEH,2021-04-22,1.0,2.43,0.02,12.76,3.95,-0.237,5.17,-0.925,13.11,-2.08,26.45,2016-05-05,health_care_equipment_and_services
ABMD,NEOG,2021-04-22,0.57,2.39,0.03,28.16,3.95,0.001,2.38,0.023,2.09,0.074,1.43,2016-05-05,health_care_equipment_and_services
ABT,AMEH,2021-04-22,0.8,2.05,0.05,14.54,3.95,-0.216,4.23,-0.968,11.83,-2.155,23.83,2016-05-05,health_care_equipment_and_services
ABT,ANTM,2021-04-22,0.92,2.6,1.25,167.52,3.95,-0.045,3.7,-0.03,3.32,-0.022,3.13,2016-05-05,health_care_equipment_and_services
ABT,NVCR,2021-04-22,0.51,2.47,2.07,-96.63,3.95,0.012,2.16,-0.113,5.41,-0.001,2.5,2016-05-05,health_care_equipment_and_services
ADUS,AMEH,2021-04-22,0.84,2.26,0.04,15.16,3.95,-0.234,4.51,-1.024,12.09,-2.275,24.1,2016-05-05,health_care_equipment_and_services
ADUS,ANTM,2021-04-22,0.71,3.18,1.16,175.78,3.95,-0.066,4.61,-0.059,4.45,-0.072,4.75,2016-05-05,health_care_equipment_and_services
ADUS,MDT,2021-04-22,0.78,2.93,0.6,46.14,3.95,-0.033,4.09,-0.062,5.15,-0.072,5.49,2016-05-05,health_care_equipment_and_services
ADUS,NVCR,2021-04-22,0.75,3.69,2.04,-91.26,3.95,-0.027,4.32,-0.181,7.84,-0.106,6.12,2016-05-05,health_care_equipment_and_services
ADUS,PEN,2021-04-22,1.0,2.43,1.87,20.03,3.95,0.01,2.24,-0.067,3.69,-0.059,3.54,2016-05-05,health_care_equipment_and_services
ADUS,PHG,2021-04-22,0.59,2.54,0.31,18.13,3.95,-0.019,3.13,0.013,2.14,0.047,1.11,2016-05-05,health_care_equipment_and_services
ADUS,ZBH,2021-04-22,0.86,2.65,0.82,57.86,3.95,-0.009,2.9,-0.038,3.73,-0.014,3.06,2016-05-05,health_care_equipment_and_services
ALGN,ANTM,2021-04-22,0.57,2.18,0.17,218.26,3.95,-0.042,3.01,-0.004,2.27,-0.007,2.32,2016-05-05,health_care_equipment_and_services
AMED,AMEH,2021-04-22,0.8,2.16,0.01,16.44,3.95,-0.232,4.33,-1.037,11.85,-2.32,23.84,2016-05-05,health_care_equipment_and_services
AMED,ANTM,2021-04-22,0.71,2.86,0.33,216.94,3.95,-0.051,3.89,-0.026,3.39,-0.029,3.44,2016-05-05,health_care_equipment_and_services
AMED,ATRC,2021-04-22,0.76,2.82,0.15,11.04,3.95,-0.05,3.85,-0.104,4.95,-0.124,5.36,2016-05-05,health_care_equipment_and_services
AMED,MOH,2021-04-22,0.75,2.22,0.57,56.58,3.95,-0.041,3.32,-0.034,3.14,-0.045,3.42,2016-05-05,health_care_equipment_and_services
AMED,PEN,2021-04-22,0.82,2.16,0.58,75.99,3.95,0.041,1.3,-0.017,2.52,0.013,1.88,2016-05-05,health_care_equipment_and_services
AMED,UNH,2021-04-22,0.51,3.03,0.61,168.34,3.95,-0.052,4.76,-0.046,4.55,-0.063,5.11,2016-05-05,health_care_equipment_and_services
AMEH,ANTM,2021-04-22,0.94,2.54,3.89,199.68,3.95,0.021,2.18,0.251,-1.74,0.558,-6.97,2016-05-05,health_care_equipment_and_services
