ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-09-28,0.65,3.15,0.87,-55.64,3.94,0.12,1.47,-0.003,3.19,0.165,0.83,2016-10-11,health_care_equipment_and_services
ABC,AMN,2021-09-28,0.53,2.05,0.89,-17.79,3.94,0.062,0.76,-0.026,2.59,0.005,1.95,2016-10-11,health_care_equipment_and_services
ABC,CAH,2021-09-28,0.53,-2.09,0.29,21.12,3.94,-0.032,-2.99,-0.034,-3.04,-0.027,-2.87,2016-10-11,health_care_equipment_and_services
ABC,PHG,2021-09-28,0.53,-2.0,0.35,12.84,3.94,0.018,-1.63,-0.099,-4.02,-0.148,-5.02,2016-10-11,health_care_equipment_and_services
ABMD,AMEH,2021-09-28,0.8,3.5,0.12,-8.41,3.94,0.199,1.96,-0.005,3.55,0.193,2.01,2016-10-11,health_care_equipment_and_services
ABT,AMEH,2021-09-28,0.61,3.43,0.61,-31.28,3.94,0.187,1.43,0.027,3.14,0.219,1.09,2016-10-11,health_care_equipment_and_services
ABT,CRVL,2021-09-28,0.55,4.13,1.2,-22.5,3.94,0.055,3.0,0.024,3.63,0.005,4.03,2016-10-11,health_care_equipment_and_services
ACHC,AMN,2021-09-28,0.51,2.09,1.05,24.55,3.94,0.035,1.4,-0.068,3.44,-0.078,3.64,2016-10-11,health_care_equipment_and_services
ACHC,MDRX,2021-09-28,0.76,-2.73,0.23,2.69,3.94,0.056,-1.61,0.163,0.52,0.204,1.34,2016-10-11,health_care_equipment_and_services
ADUS,AMEH,2021-09-28,0.65,3.62,0.1,16.42,3.94,0.248,2.29,0.008,3.58,0.234,2.37,2016-10-11,health_care_equipment_and_services
ADUS,ANTM,2021-09-28,0.71,2.32,1.22,186.92,3.94,-0.096,3.44,-0.039,2.78,-0.136,3.91,2016-10-11,health_care_equipment_and_services
ADUS,HSIC,2021-09-28,0.55,2.04,0.15,52.98,3.94,0.045,1.39,0.064,1.12,0.032,1.58,2016-10-11,health_care_equipment_and_services
ADUS,MDT,2021-09-28,0.57,2.39,0.64,46.39,3.94,0.023,2.01,0.115,0.48,0.156,-0.19,2016-10-11,health_care_equipment_and_services
