ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,DGX,2021-12-08,0.82,2.6,1.19,-1.66,4.06,0.062,-0.13,0.166,-4.7,0.179,-5.25,2016-12-21,health_care_equipment_and_services
ABC,MCK,2021-12-08,0.65,3.26,1.81,-14.91,4.06,-0.002,3.39,-0.026,4.89,-0.017,4.28,2016-12-21,health_care_equipment_and_services
ABC,PHG,2021-12-08,0.53,-3.38,0.25,21.34,4.06,-0.011,-3.53,-0.097,-4.68,-0.165,-5.61,2016-12-21,health_care_equipment_and_services
ABC,ZBH,2021-12-08,0.78,-2.05,0.77,59.75,4.06,-0.046,-2.8,-0.115,-3.93,-0.117,-3.96,2016-12-21,health_care_equipment_and_services
ABMD,HQY,2021-12-08,0.96,-2.75,0.06,51.08,4.06,0.032,-2.53,0.221,-1.28,0.178,-1.56,2016-12-21,health_care_equipment_and_services
ABT,CRVL,2021-12-08,0.55,2.25,1.52,-50.03,4.06,0.028,1.71,0.091,0.5,0.043,1.42,2016-12-21,health_care_equipment_and_services
ABT,PHG,2021-12-08,0.78,-3.93,0.23,23.34,4.06,0.025,-3.57,-0.003,-3.97,-0.014,-4.12,2016-12-21,health_care_equipment_and_services
ABT,ZBH,2021-12-08,0.82,-2.52,0.68,67.07,4.06,-0.013,-2.73,-0.03,-3.01,0.021,-2.16,2016-12-21,health_care_equipment_and_services
ACHC,AMN,2021-12-08,0.55,2.14,1.18,21.11,4.06,-0.038,2.83,0.01,1.96,0.148,-0.53,2016-12-21,health_care_equipment_and_services
ACHC,CVS,2021-12-08,0.53,2.15,0.69,38.23,4.06,-0.098,4.3,-0.176,6.0,-0.06,3.47,2016-12-21,health_care_equipment_and_services
ACHC,HQY,2021-12-08,0.65,-3.33,0.33,52.94,4.06,0.043,-3.02,0.242,-1.56,0.131,-2.37,2016-12-21,health_care_equipment_and_services
ADUS,AMEH,2021-12-08,0.55,2.05,0.12,19.06,4.06,0.217,1.24,0.313,0.88,0.391,0.59,2016-12-21,health_care_equipment_and_services
ADUS,ANTM,2021-12-08,0.67,2.13,1.24,192.87,4.06,-0.053,2.68,-0.133,3.52,-0.137,3.57,2016-12-21,health_care_equipment_and_services
ADUS,MLAB,2021-12-08,0.76,2.79,1.02,160.89,4.06,0.026,2.34,0.079,1.44,0.141,0.38,2016-12-21,health_care_equipment_and_services
