ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABT,BDX,2020-11-27,0.73,-2.03,0.58,184.83,4.57,0.068,-0.58,0.082,-0.28,0.026,-1.48,2015-12-11,health_care_equipment_and_services
ACHC,CYH,2020-11-27,0.57,3.5,0.06,2.02,4.57,0.131,2.22,-0.045,3.93,0.067,2.84,2015-12-11,health_care_equipment_and_services
ACHC,NTUS,2020-11-27,0.69,-2.43,0.48,13.34,4.57,-0.11,-3.33,-0.015,-2.56,-0.056,-2.89,2015-12-11,health_care_equipment_and_services
ADUS,BSX,2020-11-27,0.65,-2.39,0.21,20.95,4.57,-0.042,-3.09,-0.03,-2.88,0.065,-1.31,2015-12-11,health_care_equipment_and_services
ADUS,NVCR,2020-11-27,0.9,2.81,1.3,-36.26,4.57,-0.065,4.02,-0.051,3.76,-0.064,3.99,2015-12-11,health_care_equipment_and_services
ALGN,MODV,2020-11-27,0.78,3.4,0.16,27.13,4.57,0.044,2.51,-0.066,4.73,0.08,1.8,2015-12-11,health_care_equipment_and_services
AMEH,EHC,2020-11-27,0.76,2.31,-0.08,64.24,4.57,-0.006,2.37,0.008,2.23,0.004,2.26,2015-12-11,health_care_equipment_and_services
AMEH,GMED,2020-11-27,1.0,2.08,0.21,45.5,4.57,-0.085,3.16,-0.015,2.28,-0.014,2.26,2015-12-11,health_care_equipment_and_services
AMEH,ISRG,2020-11-27,0.73,2.31,-0.64,190.01,4.57,-0.119,3.29,-0.036,2.6,-0.048,2.7,2015-12-11,health_care_equipment_and_services
AMEH,MODV,2020-11-27,0.8,4.6,0.47,61.3,4.57,0.014,4.46,-0.137,5.98,0.045,4.15,2015-12-11,health_care_equipment_and_services
AMEH,PEN,2020-11-27,0.59,2.15,-3.2,213.04,4.57,0.315,0.57,-0.276,3.54,-0.469,4.51,2015-12-11,health_care_equipment_and_services
AMEH,STAA,2020-11-27,0.71,2.74,-0.31,41.39,4.57,-0.058,3.02,-0.455,4.98,-0.488,5.14,2015-12-11,health_care_equipment_and_services
AMEH,UNH,2020-11-27,0.65,2.45,-1.22,275.11,4.57,-0.031,2.75,-0.005,2.5,-0.021,2.65,2015-12-11,health_care_equipment_and_services
AMN,ISRG,2020-11-27,0.59,2.1,0.6,144.68,4.57,-0.095,3.07,-0.009,2.19,-0.008,2.18,2015-12-11,health_care_equipment_and_services
ANTM,BDX,2020-11-27,0.86,-2.15,0.36,136.39,4.57,0.056,-0.68,0.114,0.82,0.049,-0.89,2015-12-11,health_care_equipment_and_services
ATEC,BDX,2020-11-27,0.51,-2.02,3.24,214.56,4.57,0.031,-1.48,0.073,-0.75,-0.016,-2.31,2015-12-11,health_care_equipment_and_services
ATRC,STAA,2020-11-27,0.57,2.34,1.35,-6.48,4.57,0.086,1.05,-0.077,3.49,0.001,2.32,2015-12-11,health_care_equipment_and_services
ATRI,COO,2020-11-27,0.51,2.08,0.18,163.38,4.57,-0.019,2.32,-0.029,2.45,-0.091,3.25,2015-12-11,health_care_equipment_and_services
ATRI,NVTA,2020-11-27,0.51,3.28,0.02,4.33,4.57,0.113,2.59,0.028,3.11,0.141,2.42,2015-12-11,health_care_equipment_and_services
ATRI,OMCL,2020-11-27,0.69,4.2,0.09,7.74,4.57,-0.04,4.78,-0.038,4.75,-0.108,5.77,2015-12-11,health_care_equipment_and_services
AVNS,LIVN,2020-11-27,0.84,-2.31,1.74,4.71,4.57,0.061,-1.6,0.04,-1.84,0.141,-0.67,2015-12-11,health_care_equipment_and_services
AVNS,SEM,2020-11-27,0.63,2.23,-0.01,17.97,4.57,-0.105,3.08,-0.044,2.58,-0.363,5.17,2015-12-11,health_care_equipment_and_services
BAX,CHE,2020-11-27,0.63,2.75,8.37,-258.13,4.57,-0.019,3.29,-0.032,3.65,0.045,1.49,2015-12-11,health_care_equipment_and_services
BAX,CRVL,2020-11-27,0.61,2.2,1.07,-11.53,4.57,-0.055,3.08,-0.036,2.77,-0.052,3.02,2015-12-11,health_care_equipment_and_services
BAX,CYRX,2020-11-27,0.76,2.94,0.72,-35.25,4.57,0.065,2.26,-0.212,5.13,-0.112,4.1,2015-12-11,health_care_equipment_and_services
BAX,PEN,2020-11-27,0.61,2.74,2.72,-48.64,4.57,0.145,0.39,-0.074,3.93,-0.118,4.65,2015-12-11,health_care_equipment_and_services
BAX,RDNT,2020-11-27,1.0,2.07,0.22,-1.62,4.57,0.029,1.63,0.042,1.43,0.02,1.77,2015-12-11,health_care_equipment_and_services
BAX,SLP,2020-11-27,0.55,2.04,1.31,-66.78,4.57,-0.066,2.86,-0.142,3.8,-0.077,2.99,2015-12-11,health_care_equipment_and_services
BAX,SYK,2020-11-27,0.59,3.58,2.09,24.59,4.57,0.002,3.52,0.035,2.63,-0.022,4.2,2015-12-11,health_care_equipment_and_services
BAX,TFX,2020-11-27,0.94,3.0,5.14,-80.14,4.57,-0.018,3.6,-0.001,3.05,-0.029,3.97,2015-12-11,health_care_equipment_and_services
BAX,ZBH,2020-11-27,0.84,2.38,1.06,39.81,4.57,0.008,2.2,-0.012,2.62,-0.039,3.19,2015-12-11,health_care_equipment_and_services
BDX,CNMD,2020-11-27,0.63,2.84,0.68,-77.79,4.57,0.023,2.34,0.058,1.56,-0.027,3.44,2015-12-11,health_care_equipment_and_services
BDX,CYRX,2020-11-27,0.71,2.72,0.19,-25.06,4.57,0.081,2.06,-0.179,4.17,-0.11,3.61,2015-12-11,health_care_equipment_and_services
BDX,GMED,2020-11-27,0.73,2.47,0.12,22.17,4.57,-0.035,3.11,0.024,2.04,-0.006,2.58,2015-12-11,health_care_equipment_and_services
BDX,ISRG,2020-11-27,0.86,3.17,1.0,-49.74,4.57,-0.019,3.54,0.057,2.04,0.02,2.78,2015-12-11,health_care_equipment_and_services
BDX,PEN,2020-11-27,0.88,2.67,1.07,-89.37,4.57,0.155,0.31,0.0,2.67,-0.086,3.98,2015-12-11,health_care_equipment_and_services
BDX,RDNT,2020-11-27,0.98,2.53,0.12,-11.85,4.57,0.053,1.5,0.112,0.34,0.047,1.62,2015-12-11,health_care_equipment_and_services
BDX,RMD,2020-11-27,0.57,3.17,1.15,-135.84,4.57,0.045,2.45,0.098,1.59,0.074,1.97,2015-12-11,health_care_equipment_and_services
BDX,TDOC,2020-11-27,0.59,2.07,1.36,-216.06,4.57,0.048,1.64,-0.047,2.5,0.0,2.07,2015-12-11,health_care_equipment_and_services
BDX,UNH,2020-11-27,0.69,3.16,1.03,16.26,4.57,0.017,2.81,0.065,1.85,0.033,2.5,2015-12-11,health_care_equipment_and_services
BDX,ZBH,2020-11-27,0.84,2.72,0.53,-2.25,4.57,0.03,2.01,0.052,1.49,-0.01,2.95,2015-12-11,health_care_equipment_and_services
BKD,CYH,2020-11-27,0.9,3.76,-0.09,4.45,4.57,0.14,2.78,-0.12,4.59,-0.012,3.84,2015-12-11,health_care_equipment_and_services
BSX,ENSG,2020-11-27,0.51,4.85,1.52,-14.34,4.57,0.014,4.6,-0.032,5.41,-0.021,5.22,2015-12-11,health_care_equipment_and_services
BSX,LHCG,2020-11-27,0.61,2.5,4.44,-41.21,4.57,-0.014,2.64,0.021,2.3,0.11,1.44,2015-12-11,health_care_equipment_and_services
BSX,MLAB,2020-11-27,0.92,3.25,5.92,-2.11,4.57,0.009,3.06,0.018,2.89,0.057,2.11,2015-12-11,health_care_equipment_and_services
