ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMN,2021-01-12,0.57,2.19,-0.01,59.33,3.96,-0.074,2.92,-0.065,2.83,-0.05,2.69,2016-01-27,health_care_equipment_and_services
ABMD,OPCH,2021-01-12,0.55,2.05,-0.01,14.13,3.96,-0.193,3.29,-0.279,3.84,-0.13,2.88,2016-01-27,health_care_equipment_and_services
ABT,NVCR,2021-01-12,0.55,3.71,1.89,-83.52,3.96,0.072,1.94,0.14,0.27,0.04,2.73,2016-01-27,health_care_equipment_and_services
ADUS,BSX,2021-01-12,0.59,-2.4,0.16,24.66,3.96,0.058,-1.52,0.114,-0.67,0.128,-0.47,2016-01-27,health_care_equipment_and_services
ADUS,NVCR,2021-01-12,0.84,2.49,1.57,-55.45,3.96,-0.01,2.72,0.036,1.67,-0.099,4.72,2016-01-27,health_care_equipment_and_services
ALGN,MODV,2021-01-12,0.75,2.85,0.2,15.14,3.96,-0.045,3.9,0.06,1.45,0.109,0.33,2016-01-27,health_care_equipment_and_services
AMED,DXCM,2021-01-12,0.57,-2.51,1.83,-66.37,3.96,0.026,-1.99,0.053,-1.47,0.073,-1.08,2016-01-27,health_care_equipment_and_services
AMEH,AMN,2021-01-12,0.82,2.09,0.08,55.73,3.96,-0.067,2.79,-0.057,2.69,-0.041,2.51,2016-01-27,health_care_equipment_and_services
AMEH,ANTM,2021-01-12,0.94,2.44,0.55,252.3,3.96,0.126,0.86,-0.018,2.66,-0.075,3.37,2016-01-27,health_care_equipment_and_services
AMEH,EHC,2021-01-12,0.71,2.37,0.31,58.59,3.96,0.028,2.04,0.049,1.79,0.055,1.72,2016-01-27,health_care_equipment_and_services
AMEH,GMED,2021-01-12,0.96,2.75,0.45,42.16,3.96,0.015,2.54,0.097,1.38,0.004,2.7,2016-01-27,health_care_equipment_and_services
AMEH,ISRG,2021-01-12,0.67,2.51,0.53,174.39,3.96,-0.007,2.57,0.076,1.84,0.014,2.39,2016-01-27,health_care_equipment_and_services
AMEH,MODV,2021-01-12,0.75,4.19,1.06,54.1,3.96,-0.101,5.12,0.115,3.13,0.148,2.83,2016-01-27,health_care_equipment_and_services
AMEH,RDNT,2021-01-12,0.78,2.02,0.05,14.02,3.96,0.087,1.36,-0.13,2.99,-0.036,2.29,2016-01-27,health_care_equipment_and_services
AMEH,STAA,2021-01-12,0.67,3.25,0.22,34.31,3.96,-0.357,5.41,-0.027,3.41,-0.28,4.94,2016-01-27,health_care_equipment_and_services
AMEH,UNH,2021-01-12,0.59,2.67,-0.3,263.6,3.96,0.067,2.02,0.002,2.66,-0.061,3.26,2016-01-27,health_care_equipment_and_services
AMEH,ZBH,2021-01-12,0.67,2.18,0.41,113.47,3.96,-0.006,2.25,0.004,2.13,-0.038,2.6,2016-01-27,health_care_equipment_and_services
AMN,ANTM,2021-01-12,0.69,2.25,0.51,233.0,3.96,0.12,0.62,-0.018,2.49,-0.073,3.24,2016-01-27,health_care_equipment_and_services
AMN,GMED,2021-01-12,0.98,2.38,0.28,34.49,3.96,0.014,2.15,0.072,1.18,-0.015,2.63,2016-01-27,health_care_equipment_and_services
AMN,ISRG,2021-01-12,0.55,2.14,1.0,126.56,3.96,0.005,2.08,0.067,1.39,0.013,1.99,2016-01-27,health_care_equipment_and_services
AMN,LH,2021-01-12,0.96,2.23,0.67,132.1,3.96,-0.05,2.99,-0.062,3.17,-0.114,3.95,2016-01-27,health_care_equipment_and_services
AMN,THC,2021-01-12,0.75,2.17,0.39,4.19,3.96,-0.046,2.74,-0.144,3.97,-0.078,3.14,2016-01-27,health_care_equipment_and_services
ATRI,NVTA,2021-01-12,0.51,2.33,0.01,14.49,3.96,-0.064,2.62,0.087,1.94,0.155,1.63,2016-01-27,health_care_equipment_and_services
ATRI,OMCL,2021-01-12,0.65,3.44,0.07,22.84,3.96,-0.063,4.17,-0.116,4.79,-0.112,4.74,2016-01-27,health_care_equipment_and_services
ATRI,ZBH,2021-01-12,0.75,2.28,0.01,115.26,3.96,-0.014,2.43,-0.01,2.39,-0.055,2.87,2016-01-27,health_care_equipment_and_services
AVNS,LH,2021-01-12,0.57,2.67,0.16,163.54,3.96,-0.074,3.58,-0.087,3.75,-0.146,4.49,2016-01-27,health_care_equipment_and_services
AVNS,SEM,2021-01-12,0.57,3.11,0.01,17.78,3.96,0.055,2.64,-0.205,4.84,-0.185,4.67,2016-01-27,health_care_equipment_and_services
BAX,CHE,2021-01-12,0.59,2.81,8.35,-251.2,3.96,0.007,2.62,0.054,1.39,0.092,0.36,2016-01-27,health_care_equipment_and_services
BAX,CRVL,2021-01-12,0.61,2.66,1.1,-12.5,3.96,-0.004,2.73,-0.03,3.14,0.002,2.62,2016-01-27,health_care_equipment_and_services
BAX,CYRX,2021-01-12,0.71,3.03,0.75,-36.53,3.96,-0.14,4.48,-0.022,3.25,0.07,2.3,2016-01-27,health_care_equipment_and_services
BAX,RDNT,2021-01-12,1.0,2.19,0.21,-0.7,3.96,0.033,1.69,-0.092,3.63,-0.005,2.27,2016-01-27,health_care_equipment_and_services
BAX,SYK,2021-01-12,0.53,2.68,2.1,25.6,3.96,-0.029,3.38,-0.013,3.01,-0.011,2.96,2016-01-27,health_care_equipment_and_services
BAX,TFX,2021-01-12,0.88,2.46,5.31,-89.99,3.96,-0.029,3.35,-0.05,4.02,-0.009,2.74,2016-01-27,health_care_equipment_and_services
BAX,ZBH,2021-01-12,0.82,2.53,1.14,34.43,3.96,-0.022,2.99,-0.014,2.83,-0.015,2.84,2016-01-27,health_care_equipment_and_services
BDX,CYRX,2021-01-12,0.65,2.6,0.2,-26.3,3.96,-0.149,3.91,-0.051,3.04,0.024,2.39,2016-01-27,health_care_equipment_and_services
BDX,GMED,2021-01-12,0.69,2.64,0.11,24.23,3.96,-0.013,2.88,0.027,2.15,-0.037,3.32,2016-01-27,health_care_equipment_and_services
BDX,ISRG,2021-01-12,0.8,2.1,0.97,-38.95,3.96,-0.025,2.57,-0.004,2.19,-0.021,2.5,2016-01-27,health_care_equipment_and_services
BDX,UNH,2021-01-12,0.63,2.19,1.05,15.82,3.96,0.023,1.75,-0.032,2.81,-0.052,3.19,2016-01-27,health_care_equipment_and_services
BKD,CYH,2021-01-12,0.84,2.64,-0.17,5.12,3.96,-0.198,3.69,-0.714,6.42,-0.365,4.57,2016-01-27,health_care_equipment_and_services
BKD,ENOV,2021-01-12,0.57,2.32,0.5,48.88,3.96,0.021,2.13,-0.201,4.12,-0.068,2.93,2016-01-27,health_care_equipment_and_services
BSX,ENSG,2021-01-12,0.51,4.23,1.32,-5.14,3.96,0.003,4.19,-0.02,4.49,-0.025,4.56,2016-01-27,health_care_equipment_and_services
BSX,LHCG,2021-01-12,0.55,2.33,3.88,-16.29,3.96,0.061,1.79,0.097,1.49,0.096,1.49,2016-01-27,health_care_equipment_and_services
BSX,MLAB,2021-01-12,0.86,3.07,5.19,28.38,3.96,0.066,1.92,0.103,1.27,0.129,0.81,2016-01-27,health_care_equipment_and_services
BSX,OMCL,2021-01-12,0.88,4.05,1.96,-0.59,3.96,-0.023,4.38,-0.06,4.92,-0.043,4.67,2016-01-27,health_care_equipment_and_services
BSX,OPCH,2021-01-12,1.0,2.09,0.16,6.61,3.96,-0.104,3.12,-0.162,3.69,-0.054,2.63,2016-01-27,health_care_equipment_and_services
BSX,STE,2021-01-12,0.51,2.66,3.37,8.88,3.96,0.07,1.74,0.059,1.88,0.005,2.6,2016-01-27,health_care_equipment_and_services
BSX,ZBH,2021-01-12,0.78,3.11,1.92,50.06,3.96,0.02,2.72,0.028,2.57,-0.0,3.11,2016-01-27,health_care_equipment_and_services
CAH,CYH,2021-01-12,0.67,2.46,0.15,-3.02,3.96,-0.113,3.98,-0.278,6.22,-0.092,3.7,2016-01-27,health_care_equipment_and_services
CAH,ZBH,2021-01-12,0.53,2.03,0.63,91.12,3.96,-0.024,2.34,-0.002,2.06,-0.028,2.39,2016-01-27,health_care_equipment_and_services
CHE,CYRX,2021-01-12,0.67,2.19,0.13,-27.86,3.96,-0.145,4.57,-0.089,3.65,-0.036,2.78,2016-01-27,health_care_equipment_and_services
CNC,ZBH,2021-01-12,0.69,2.2,0.14,112.75,3.96,-0.021,2.43,-0.014,2.36,-0.056,2.83,2016-01-27,health_care_equipment_and_services
CNMD,CYRX,2021-01-12,0.57,2.13,0.33,-6.06,3.96,-0.128,3.19,0.019,1.97,0.1,1.31,2016-01-27,health_care_equipment_and_services
COO,OMCL,2021-01-12,0.65,2.96,0.34,-26.95,3.96,-0.008,3.19,-0.039,4.02,-0.022,3.56,2016-01-27,health_care_equipment_and_services
CRVL,NVCR,2021-01-12,0.9,2.46,1.89,-68.84,3.96,-0.03,3.1,0.112,0.07,-0.006,2.59,2016-01-27,health_care_equipment_and_services
CUTR,LMAT,2021-01-12,0.59,3.41,0.26,23.85,3.96,-0.074,4.47,-0.059,4.26,-0.137,5.37,2016-01-27,health_care_equipment_and_services
CUTR,MCK,2021-01-12,0.51,2.81,0.19,132.84,3.96,0.017,2.6,-0.023,3.08,-0.034,3.21,2016-01-27,health_care_equipment_and_services
EHC,STAA,2021-01-12,0.63,2.2,1.3,-45.43,3.96,-0.184,5.24,-0.037,2.81,-0.16,4.85,2016-01-27,health_care_equipment_and_services
EVH,HSKA,2021-01-12,0.63,3.59,1.38,72.87,3.96,-0.212,5.93,-0.141,5.15,-0.108,4.79,2016-01-27,health_care_equipment_and_services
EVH,VIVO,2021-01-12,0.57,2.03,0.26,10.75,3.96,-0.249,3.87,-0.033,2.27,-0.026,2.22,2016-01-27,health_care_equipment_and_services
EW,NVCR,2021-01-12,0.92,3.97,2.16,-73.95,3.96,-0.019,4.41,0.056,2.63,-0.037,4.86,2016-01-27,health_care_equipment_and_services
FMS,MDRX,2021-01-12,0.57,2.46,0.23,1.26,3.96,-0.097,3.69,-0.046,3.04,-0.03,2.84,2016-01-27,health_care_equipment_and_services
GKOS,HOLX,2021-01-12,0.57,2.43,0.2,37.84,3.96,0.012,2.31,0.086,1.61,0.042,2.03,2016-01-27,health_care_equipment_and_services
HQY,THC,2021-01-12,0.53,2.89,0.27,8.64,3.96,-0.044,3.4,-0.172,4.89,-0.133,4.43,2016-01-27,health_care_equipment_and_services
HQY,ZBH,2021-01-12,0.57,2.25,0.04,117.86,3.96,-0.012,2.37,-0.009,2.34,-0.055,2.84,2016-01-27,health_care_equipment_and_services
IART,LH,2021-01-12,0.76,2.25,1.09,110.36,3.96,-0.043,2.98,-0.056,3.2,-0.095,3.87,2016-01-27,health_care_equipment_and_services
ICUI,LH,2021-01-12,0.57,2.7,-0.02,174.69,3.96,-0.079,3.63,-0.09,3.77,-0.151,4.48,2016-01-27,health_care_equipment_and_services
ICUI,MODV,2021-01-12,0.63,4.36,-0.06,85.68,3.96,-0.146,5.44,0.107,3.56,0.147,3.27,2016-01-27,health_care_equipment_and_services
ITGR,MOH,2021-01-12,0.67,2.61,1.02,64.46,3.96,0.071,1.95,0.053,2.12,0.014,2.48,2016-01-27,health_care_equipment_and_services
ITGR,ZBH,2021-01-12,0.65,2.14,0.5,84.59,3.96,-0.009,2.26,0.025,1.79,-0.017,2.37,2016-01-27,health_care_equipment_and_services
LHCG,MOH,2021-01-12,0.55,2.15,0.74,45.49,3.96,0.04,1.12,-0.024,2.78,-0.048,3.39,2016-01-27,health_care_equipment_and_services
LHCG,NVCR,2021-01-12,0.53,3.21,0.64,-16.89,3.96,-0.039,3.93,0.073,1.86,-0.067,4.44,2016-01-27,health_care_equipment_and_services
