,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper
WTRG_AEE,0.019623654602149564,0.059397734454552535,-0.021693455059247354,0.03531088239673246,-0.015127088186908735,0.08391025265780366,0.06411437309605178,-0.04318108639956012,0.059604169813496595,0.02667588922858719
ATO_AEP,-0.03866993570200143,-0.03860747887864613,0.0027938542316915224,-0.025723404358626103,-0.010282402253905152,0.0024020823667045697,0.016087192206384562,-0.04210858604797205,0.013706092198900262,0.004409460655635441
D_AEP,0.010675960824949435,0.04082408841950058,0.044811689676466884,0.02570350763725895,-0.05251861427491958,0.02285648813868941,0.06005867165961006,-0.013590419047501077,0.038332009918613914,0.03533522738415615
EIX_AEP,-0.032753976132097774,-0.04365692968518674,-0.036501550703299454,-0.053561779797445815,0.007315747015113206,-0.01585708271474293,-0.02838435611836377,0.023478151344425047,0.000550771811340795,-0.0013438707549646275
ETR_AEP,0.03693649179760133,0.011277440122808544,-0.04337680326751222,-0.013100794404323119,-0.01521248048339252,-0.0010487220259364329,0.029671189156239345,-0.014375826533106912,-0.005206565297768802,0.027169348305636744
SRE_AEP,0.03699935736753244,0.02655443688808526,-0.00027413669278524185,-0.001140214975385759,-0.016753013153607225,-0.004503443194559402,0.006864343394381759,0.02580990171795805,-0.007024773188364364,-0.0015496246378920947
DUK_AES,0.03623446026756374,-0.01784645347046419,-0.02370228374442621,-0.015392570440335531,-0.04537008005075375,0.026794336003296858,0.03444234395044071,0.004721735252980694,0.04889284131223232,0.006485101922109282
ES_AQN,-0.025556828877133553,-0.004368443121784519,0.0156126603727162,-0.003926641259367669,0.002055285056167403,0.008010214514926284,0.007993339586661487,-0.030084133794634822,-0.0050211123868241685,0.02559408742817178
ED_ATO,0.00946002636961342,-0.01577525808924065,-0.034106363949025796,-0.009043243674635121,0.014116772269986658,-0.0008487161497285743,-0.02292342496053044,-0.0018933508803448264,0.0143367506201663,0.004138665874716579
EIX_ATO,-0.03385243909750161,-0.008230274690600637,0.009791945276399877,0.052866600358034845,-0.05888036552756016,0.05111080352693645,0.11091252659526159,-0.05061079616910934,0.011132411637083842,0.05375565883603165
NEE_AWK,0.010847625763967519,-0.06405338911165596,-0.08868907544084807,-0.042352303371782855,0.004078877062246413,-0.018106473884208888,-0.008558834845127757,0.052887966445799184,0.044483937433681064,-0.00991971478341351
DTE_CIG,-0.041254650361544826,0.00860287236445351,0.00945087995555238,0.04842222407469714,0.014581344299688439,-0.031682390957403835,-0.00905126506198414,0.02764183153503382,-0.019852856234816595,-0.030445899183639817
DUK_CIG,-0.09138065114577255,0.01659136801914413,0.02220478256951365,0.07458386658548842,-0.2826160160215106,0.07292283449835077,0.15237267114847128,-0.07603272352505958,0.031092849370517383,0.09618918111504335
ED_CIG,-0.0400746768162601,-0.018563116158517082,0.03734258038223757,0.033533326415295654,0.10121617455129904,-0.03098704175706893,-0.08723546315097047,0.005379722843548959,-0.04216160034324884,-0.0686387024365146
ES_CIG,0.02496900318690935,0.01603087337604123,-0.06323453145426748,0.030986937367640972,-0.03956885138061519,0.01632793778635295,0.030599522148476995,0.007893681741845423,0.034420697547953856,0.01804260463996217
EVRG_CIG,0.056564821098022536,0.05988793659735663,0.017113061113279877,0.006672447312107793,-0.06488035218380866,0.012624460476729145,0.05359620420543003,-0.03478169996465756,0.004750061665241527,0.02794962638364035
IDA_CIG,0.0008611752705262896,0.0159089028338673,-0.012942346506953386,-0.002194906487611126,-0.07734132280967214,0.019277837690940304,0.07504656543253924,-0.013384349743674924,-0.01874847189796261,0.043610078837921715
LNT_CIG,0.021431272385682546,-0.007469903507865444,-0.0195845492735282,0.0019614787601265468,-0.03155865089160859,0.03801125622502062,0.020482236760731864,-0.013565926489186463,0.029080617100211533,0.04228116375800821
NI_CIG,0.0419971503492703,-0.0790659541739788,-0.034114743333461615,-0.1555630014217931,-0.0191018620938619,-0.008254737973762402,0.04690635608622947,-0.07985925757018318,-0.010814973766853388,0.04533700273996855
OGE_CIG,0.03525940498310415,0.006794342316918519,-0.0077806450587942985,0.009343065605004811,-0.021994519003338375,0.025419916538392266,0.020022306717748545,-0.07980036459194277,-0.002780937471282944,0.07638651401240956
PEG_CIG,-0.002529799617054542,-0.004790077947676503,0.026423965359109597,0.030080429561171785,0.02075187101095593,-0.024597947743010704,0.024495258355125234,-0.0559535487410596,-0.0582248345012032,0.017388447917522056
PPL_CIG,0.022051079915709666,0.024667873552204657,-0.03555386603336642,-0.010474321580902649,0.014547008325465313,0.02207521478747025,-0.010214803649623988,-0.02391915436021191,-0.006089214598457478,-0.0096734275124741
WTRG_CIG,0.025246531678562344,0.0019282241110522332,-0.01637394222465424,-0.0006248270365316328,-0.05007324374053631,0.019790761571781945,0.06237781093110605,-0.07235858785916982,0.006991325524205345,0.06005758675142469
DTE_CIG-C,-0.08026907449408593,-0.03510773703355582,0.033135769778718474,0.012290517764560726,0.17339160058706024,-0.052925264745228004,-0.09622181496558171,0.043158721196049465,-0.014663565041006686,-0.05068921414663409
DUK_CIG-C,-0.05847851416367905,-0.014657030116491365,0.01644593917576942,-0.026781992083842538,-0.03393348878017892,0.010855471764262372,0.025303032916562388,0.02765394324206404,0.02024434192479109,-0.003750123705584308
ED_CIG-C,-0.02775253019703189,0.0076436553910637,0.009946287877923721,-0.0003430887008057304,0.0018749478005223078,0.00913532929484999,0.006052731853952849,-0.0005957679274127076,-0.038254474457718485,0.04612006685490446
