,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper
DISH_AMC,0.00910270059286937,0.033454651594476484,0.02399913034925404,0.029482773694475477,0.0066755143095611124,-0.024145256190587546,-0.01727202246531206,0.008166972613250037,-0.026978435976929283,-0.052517859836026935
GOOG_AMC,0.02563919908064076,0.00023034602520631477,0.0029576669039269744,0.018504241551150005,-0.01424171299641508,-0.019853918988503298,0.026447587548442068,-0.032832362198358854,-0.03370131448058079,0.016392815258210843
GOOGL_AMC,-0.01977364969605778,-0.07957459138531095,-0.024580476777030024,-0.07089445280739899,-0.009642594218554859,0.0006375408299871413,0.026890934874318716,-0.007341772931154823,-0.05068793017637872,-0.0062239592506970745
IPG_AMC,0.013179087365627432,-0.032861626877464016,-0.004812955503012967,0.015955930005976945,-0.013092268010265353,0.018911018236769994,0.009094371436644093,0.022262475932003794,0.0797890498490584,0.038928646288310234
SJR_AMC,-0.013657524403653282,0.004250756672401579,0.020790805543858912,0.01890251566156572,0.02817366877522837,0.007815908800250512,-0.0246660600944194,-0.012183543248195983,-0.015610321255932952,0.017250134258484633
PARA_BIDU,-0.025016519790657554,-0.05209745345856505,-0.0344802215915885,-0.04509533197721834,-0.04879618264591139,-0.020322602565923824,0.03761320867557276,0.005633971576223369,0.0717481979705544,-0.03262936514218307
WBD_BIDU,0.017135682973897184,-0.033493248047006825,0.026249393482572728,-0.07753255114291076,-0.01690748692125248,-0.01711176482634293,-0.0005619703308163478,0.0323473132596058,0.03893283184549406,-0.020525460044391573
LBRDA_CHTR,0.032147886903725074,0.06784602892896312,0.01831040075212471,0.027015299088566834,-0.015854854609219142,-0.011109250122943275,0.013922993986216397,-0.05502820016414785,0.007287624689250077,0.032728986489032025
LBRDK_CHTR,0.048413804587069946,0.07375103705953502,0.049216545408744844,0.07246836308817968,0.01717470705446041,-0.005335557070729115,-0.016366491774132484,0.036880663185064694,0.030277770982893294,-0.05704224610603796
MTCH_CHTR,0.014120359366603007,0.028361540660188023,-0.010721493611813585,-0.007029204212105494,0.01368820510870403,-0.011716866316752473,-0.0017203181822897436,-0.03347983778426704,0.01422258731557117,0.0228675757126218
DIS_CMCSA,0.02211903170424849,0.07645510524067073,0.048044973208382295,0.03406366926019561,-0.02066714803408731,0.07359505494939028,0.040274132256228494,-0.05454918020529355,0.04765623671773816,0.025117435260999046
MTCH_CMCSA,0.0035254993414507076,-0.017772496327986928,-0.016594735452593372,-0.02781980823506553,-0.005411459075329282,-0.026366532733657314,0.0029811211828379824,-0.04387670655802445,-0.02190191906353029,-0.010563413186498099
WBD_DIS,0.0253306855176521,-0.009809339875255174,-0.018805082750063516,-0.017523787522153722,-0.025976088285392496,-0.00290627708197238,0.07521916041361539,-0.07533547312125698,-0.014945960084708897,0.0885286628484835
GOOGL_GOOG,0.0013473299189145245,0.010141602067562287,0.011556510978012175,0.0319048385328866,0.006871907783197268,-0.024259109058217904,0.0004173372052598146,0.03017468370829066,-0.024647021350348807,-0.024086096765791806
WBD_IAC,-0.017036333092806888,0.037023503986693115,0.019450234017211698,0.05253764928377971,0.03318171623135544,-0.010541675601931647,-0.05354305626332671,0.05816330314982573,0.013620812872860658,-0.013324366016226528
SJR_IPG,0.022977116660028152,0.042454389128087675,0.0661461873015236,0.01423639541855539,-0.0005748972000570622,-0.020801228954885075,0.004630981974234762,0.019920065800301583,0.02713152831682297,-0.0522392775954593
LBRDK_LBRDA,0.05669536745074731,0.023475668418908108,-0.01138646798232841,0.0015815414430347687,0.0028239614933102002,-0.010462668801132127,0.0037716513057333492,-0.02287583345065963,-0.06687016168606749,-0.030275135129466668
MTCH_LBRDA,0.0063509918736344715,-0.025868456722376948,-0.0067842137494916925,-0.006189078558784892,-0.003992035142786769,0.015667342561306443,0.008359141252863151,-0.037670269305744235,-0.020085843979358944,0.005505308579309012
MTCH_LBRDK,0.002584932833242379,-0.018331527332465368,0.024990397799266092,-0.01545241326691782,-0.006114271789181536,0.013098682595805954,-0.005724606308505612,0.031138198302835096,-0.0023495851400378047,-0.01889703098238067
NXST_LYV,0.05206304894164087,0.09226542369305518,0.03738741952309259,0.059461397939064214,0.014266862290916034,-0.010438192821730237,-0.0057983896471157925,-0.0368281202131685,0.019362131039951845,0.05951788241553542
SJR_LYV,-0.02750356146435648,0.0567583713392578,0.08488482722458963,0.07001151256811676,0.004052705319374915,0.004380348495797729,-0.050336757144015684,0.0015744090284422058,0.008657210809654996,-0.013418983002177677
NYT_MTCH,-0.006384765205847365,0.0005364792352342482,0.010327022229771742,-0.006138612060626848,-0.03182726442395234,-0.0030601277618265872,0.0214367281548276,0.01582938590280163,-0.037527220737992924,-0.0017863126614278406
NWSA_NWS,0.00865741514685993,-0.01032498260683975,0.021508317844266125,-0.013197099615294958,-0.032546456076430655,0.03031182527820124,0.05939533510918864,-0.008227854956679213,-0.007798639919338517,0.019831346131992854
PARA_NWS,0.014458535242845232,-0.03356372761567229,0.02104681018343224,-0.047270003124134714,-0.05336688717360984,0.007220650617580392,0.018840530460850373,0.08866458777144452,0.08915768648652933,-0.05183861943951623
PARA_NWSA,0.012127116262426739,-0.012038872916274099,0.013380393797783094,-0.004980426479865386,0.012352188160440269,-0.004894958934437626,-0.04659261879404288,0.033696027152860526,0.038875456838143446,-0.0296017905089991
TRIP_PSO,-0.00588131939496509,0.019702327726176597,-0.013324893866439569,0.013223232757678829,-0.008514438254806564,-0.01414751274690105,0.002828659210999206,-0.0005129371210163195,0.03674206898550945,-0.03905045507318761
