,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper
CHDN_BKNG,0.028537059108064707,0.03079715227811581,-0.026466535262621122,0.041775472521008515,0.02655779688792589,0.006107692758932953,0.017807343658590852,-0.01194172748255381,0.007982384026025092,0.06359121957566181
CHH_BKNG,0.026262346560395017,0.024027613786662436,0.027162188023899605,0.026778245008350975,-0.008152926330461987,-0.005930866391958065,0.009214733134393888,-0.01003507607787303,0.03671136276382648,0.0005832794575619717
CZR_BKNG,0.04991309695622433,0.01233681307828895,-0.04528487007632078,0.04662959863364408,-0.0020058892633759437,0.0015618194071084788,-0.03396429346080633,0.008412359005215907,-0.0013628552763556678,0.00454887295842028
MGM_BKNG,-0.030870125866663885,0.0076033532541119955,0.009577530340287084,0.017093416846080043,0.0006189294817180354,0.03491847228636963,-0.003052590006520634,0.00799953186935045,0.03323770842085342,0.002238002732351138
MTN_BKNG,-0.02227290368319157,-0.05062325006547996,-0.03528979525069063,-0.008686755833811314,-0.006294041879954789,-0.016128737987772566,0.01160664535169972,-0.020644742719529544,0.007009371361560258,0.03889856631170542
SCI_BKNG,-0.08884658740948218,-0.017987263318525792,0.051704067182300695,0.015174339522879712,-0.018548266698730772,0.0049109401071552785,0.04581007465249512,-0.004737875470451179,0.03732773281657629,0.0613662172892362
CMG_CHDN,0.025773452699221648,-0.017255464673442807,-0.01680818889843784,-0.0699994660592256,-0.03402965212653539,-0.04716406093692113,0.04543094761723155,-0.04932333565672727,-0.0024178982547144565,-0.039358375580736654
SCI_CHH,0.06501078320561433,-0.004581346541377456,-0.038188885232186415,0.004083719541687456,-0.018477444488424498,0.012084648672799824,0.012150373249315767,-0.016938282218233302,0.023423312997597052,0.006435718221813084
HTHT_CZR,0.003012411660578291,0.022413439753919094,0.002443839656532291,0.008869742805789168,0.023955460063478987,0.03318298873427158,-0.054379778845719484,0.028450125101107244,0.020512479568397225,-0.008354542120056303
SCI_CZR,-0.029718308208689603,-0.011862396022689015,0.04982433694936593,-0.017179149830756656,-0.015122080538674032,0.0019424187513777712,0.05656177547374099,0.01910902826206245,0.019354533788654656,-0.009917585432181644
EXPE_DRI,-0.05042241970526299,-0.028192967397070397,-0.0013814661523130687,-0.0008477508673101181,0.0010924517093382137,-0.003265147223105198,-0.013278872159829945,-0.002616108969747311,-0.011414490185051555,0.0014132166746477753
