,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper
GRBK_BLD,-0.07356269497477069,-0.050877928150788364,-0.01818288189809314,-0.05208994559619048,-0.03247405534497377,0.001897531712301396,0.06897244092177693,-0.023614232618145308,0.0185425622860352,-0.007863510741986589
HELE_BLD,0.029463170331830046,-0.011917636812984349,-0.004230305070663303,-0.023541531202532055,-0.04523056844846082,0.026521804091524093,0.04610613235474303,-0.005240250698507203,0.014059575711704507,-0.005038376012207712
GOLF_CCS,0.0304411901531384,0.0442644539532347,-0.005823087715578578,0.036924917673216,0.0020943459548563637,0.030609725188131147,0.008650670646987619,-0.02518740656750655,0.03578236561550986,-0.0016296185534146828
GRBK_CCS,-0.046398830694255586,0.025485880377391676,0.031840766213427546,0.009369191261670464,-0.019695826111938115,0.052884516626825515,0.00831630924184609,0.01635049486474271,-0.013568516645083017,0.0028561210762127376
GRMN_DECK,-0.01778317258894717,0.040699696985391054,-0.010268918635916531,0.008762926052324337,0.01262379466337715,-0.01977431882546454,0.0002832575198985618,-0.010598628552753866,-0.09017206811262383,-0.06025901971236979
NKE_DECK,-0.017821925293609427,0.011300395529070662,0.04411953959217178,0.020755123589697656,-0.01741645065851531,-0.016428675205281955,0.03103948465902998,0.010538075747334416,0.051352592006885155,-0.03569649645695725
GOLF_DHI,0.08290248488875925,0.0887830813977788,-0.030449811469598985,0.07204943254457731,-0.011965980341180491,-0.06377282351258048,0.005300334874930488,0.03886487827172021,-0.0069241483969926165,-0.006918105028520267
GRBK_DHI,-0.0653008196317898,-0.06286920239147402,-0.022178345967278128,-0.021490904720775094,-0.03280728128400387,-0.09459748606407187,0.01953330663336609,-0.000350572978756254,-0.0025011796461334745,-0.0403497776032332
HELE_DHI,0.07807134479578921,0.058657099550786074,0.006505081448440985,0.03790284430264124,-0.028972755192820138,0.02231873484451382,0.03744541344782495,-0.03967252726375063,0.04198363833584397,0.017433971056148634
GRBK_DOOO,-0.009271045249656152,-0.007405051172543681,0.025489149234206334,-0.07149941921597991,-0.006587617526880337,0.001904176044719828,0.03087370401444483,-0.01848462067183676,0.04180120983595163,0.03216437255372377
HBI_ELY,-0.04249239445433802,0.004621603908828555,0.06566088155718866,-0.0024314208384223464,0.004879213694861438,0.005231658293572581,-0.02424039120046647,0.052159503751585574,0.039735458235820385,-0.03634831515207905
UA_GIII,-0.020370004598748298,-0.030368098244592138,-0.00407558859103574,-0.026463055418463215,-0.0038027510807342973,-0.012904646429235068,-0.011301564707771656,0.037763262336158565,0.015177431807380426,-0.005670598464889289
GRMN_GOLF,-0.029027423730903158,-0.04172094269112258,-0.0424407865006583,-0.0045842896623963045,-0.02065026244956082,0.13379122667352963,0.04212517873025793,-0.04035497563768098,0.03065620812376733,-0.004113770592384765
HELE_GOLF,0.05836879570208542,0.03605276647268504,0.018414340565718033,-0.01306064370688957,-0.016654082751414227,0.0642526610147251,0.10654894143021974,-0.0804406738747704,0.09129364750860103,0.07828817991422375
LEN-B_GOLF,0.016383222771598607,0.018762293137037023,-0.0025846356711024723,0.00840720441698543,0.01981334853062799,0.0015399088967671774,-0.006846402751287714,-0.009368002688216338,0.0165672186996233,0.038206565999972485
MDC_GOLF,0.0004955659489822432,0.033785058730104914,-0.036820092899339546,0.041499216265289025,-0.018022041754930034,0.02194829772585854,-0.0013349739413503858,-0.02885880614403233,0.04097355984539575,0.029341417675079137
NKE_GOLF,0.02623690686203579,0.021838749374236757,-0.007988223701639962,-0.00320544748410183,-0.0452440918746188,0.0422496075436686,0.04164834583685044,-0.0307641556921216,0.05584662725084971,0.015391004518222607
SONY_GOLF,0.028783078984668878,0.01455816108294195,0.01681126708184025,0.019226339328896242,-0.04052075943903576,-0.0905811971212774,-0.004636833880637095,0.05112815239997666,0.02916589343075431,-0.01878905207045228
TPH_GOLF,-0.029975327859290617,-0.054921281431112745,-0.061458299676399764,-0.0539893826255789,-0.005174712198650544,0.027294086662834456,0.029451787420580827,-0.05546396741134714,0.012674400291966677,0.051075028294419476
WHR_GOLF,-0.008034143518741073,-0.013223950861888758,0.002748920267880952,0.020790780853761872,-0.10308678196240462,0.03488616020772617,0.044202735838300124,0.0007193514371088009,0.014639079665043027,0.03798332686617378
HELE_GRBK,-0.039721140822182734,-0.029882755702916226,-0.018070189834551772,-0.01686924202734304,-0.044440996432862895,-0.016129578097313656,0.018429342409096328,-0.03434943581783056,-0.025506546539466143,0.004748385844481578
IBP_GRBK,-0.021368895740134758,-0.015403093075098098,0.03691972492307107,-5.428986586358334e-05,-0.018775219413268922,0.004791205072705206,0.010862538196186107,0.051681387295929464,-0.013977977474359674,0.0019608229626269917
LEN_GRBK,-0.0115747697811774,-0.008559814896995253,-0.0024354515945013457,-0.0052481675784047345,-0.006487066918119632,0.004422140856429038,0.015279087046945706,-0.01575328798333368,0.01694006612914434,0.027104797688500645
LEN-B_GRBK,-0.008538094889763138,-0.0687300909817449,-0.0516453784608567,-0.05265631322165254,0.01729249185299882,-0.01065491345880469,-0.010396216283418459,0.014905846438193036,-0.04818201702836092,-0.06763345850901668
MDC_GRBK,0.07226825731146981,0.047033196353312705,-0.04159183520764983,-0.016515110090318308,-0.016120679930566085,-0.02631110060979625,0.02058121760433335,0.034733916746376575,-9.065552671047025e-05,-0.028181132373386892
NKE_GRBK,-0.024861004214661565,0.07499782742345025,0.03949537669257617,0.06521888629578372,0.03137368530186612,0.004630496160731169,-0.08736489915824847,0.07630949477047257,-0.0036562709305007816,-0.05316366233851177
