ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMN,2019-09-30,0.941,2.514,0.076,30.602,4.43,0.48097423,0.6556149,-0.02,2.782,-0.019,2.764,-0.072,3.47,2014-10-13,health_care_equipment_and_services
ABMD,EHC,2019-09-30,0.549,2.907,0.083,21.77,4.43,0.5383878,1.181968,0.004,2.846,-0.073,4.052,-0.087,4.269,2014-10-13,health_care_equipment_and_services
ABMD,PODD,2019-09-30,0.647,4.03,0.167,36.806,4.43,0.7178435,1.3487761,0.099,3.245,-0.092,4.763,-0.032,4.283,2014-10-13,health_care_equipment_and_services
ABMD,QDEL,2019-09-30,0.667,2.955,0.152,10.315,4.43,0.32966202,1.4808071,0.016,2.779,-0.054,3.542,-0.156,4.655,2014-10-13,health_care_equipment_and_services
ABMD,RDNT,2019-09-30,0.706,2.739,0.026,4.807,4.43,0.3162441,1.6872619,-0.059,3.357,-0.228,5.129,-0.329,6.193,2014-10-13,health_care_equipment_and_services
ABMD,RMD,2019-09-30,0.529,3.328,0.14,56.163,4.43,0.85096467,0.55459225,-0.066,3.999,-0.084,4.181,-0.133,4.689,2014-10-13,health_care_equipment_and_services
ABT,ANTM,2019-09-30,0.98,-3.286,3.255,28.925,4.43,0.09570149,-1.28623,0.063,-1.55,0.083,-0.987,0.107,-0.329,2014-10-13,health_care_equipment_and_services
ABT,MOH,2019-09-30,0.529,-2.566,2.202,-31.523,4.43,0.12933394,-0.9946524,0.051,-1.519,0.083,-0.874,0.065,-1.232,2014-10-13,health_care_equipment_and_services
ABT,SNN,2019-09-30,0.588,2.624,0.287,17.016,4.43,0.067285255,1.2072965,0.057,0.596,0.042,1.136,0.009,2.297,2014-10-13,health_care_equipment_and_services
ADUS,MDT,2019-09-30,0.588,2.614,0.435,56.876,4.43,0.6397187,0.71366805,0.026,1.746,0.023,1.852,0.021,1.913,2014-10-13,health_care_equipment_and_services
ALGN,GMED,2019-09-30,0.51,2.535,0.1,18.232,4.43,0.549815,1.6296346,0.122,1.085,0.066,1.743,0.027,2.213,2014-10-13,health_care_equipment_and_services
ALGN,ISRG,2019-09-30,0.549,2.709,0.374,54.371,4.43,0.96030176,2.3813026,0.092,1.648,0.08,1.784,0.074,1.855,2014-10-13,health_care_equipment_and_services
ALGN,PODD,2019-09-30,0.765,4.125,0.213,29.617,4.43,0.9632682,1.1818501,0.167,2.676,-0.0,4.128,0.077,3.455,2014-10-13,health_care_equipment_and_services
ALGN,QDEL,2019-09-30,0.922,2.525,0.177,7.646,4.43,0.49856284,1.1687801,0.146,0.944,0.105,1.39,0.048,2.001,2014-10-13,health_care_equipment_and_services
ALGN,RMD,2019-09-30,0.569,3.184,0.165,53.236,4.43,0.98420006,2.9592311,0.007,3.115,0.003,3.153,-0.024,3.433,2014-10-13,health_care_equipment_and_services
