ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ATRC,2022-01-06,0.53,-2.74,1.04,-53.06,3.97,-0.048,-4.24,-0.083,-5.33,-0.186,-8.54,2017-01-23,health_care_equipment_and_services
ABC,CYRX,2022-01-06,0.51,-3.02,1.16,-75.02,3.97,-0.108,-5.43,-0.177,-6.97,-0.273,-9.1,2017-01-23,health_care_equipment_and_services
ABC,DVA,2022-01-06,0.71,-2.07,1.38,-45.85,3.97,-0.05,-3.44,-0.071,-4.0,-0.132,-5.67,2017-01-23,health_care_equipment_and_services
ABC,HUM,2022-01-06,0.55,-3.4,3.57,17.38,3.97,0.037,-2.49,0.006,-3.25,-0.032,-4.19,2017-01-23,health_care_equipment_and_services
ABC,MCK,2022-01-06,0.65,2.65,1.87,-20.5,3.97,-0.018,3.75,-0.006,3.0,-0.03,4.44,2017-01-23,health_care_equipment_and_services
ABC,NEOG,2022-01-06,0.69,-2.78,0.31,7.67,3.97,-0.105,-6.7,-0.134,-7.79,-0.247,-12.02,2017-01-23,health_care_equipment_and_services
ABC,PEN,2022-01-06,0.57,-2.5,2.92,-77.35,3.97,-0.094,-5.71,-0.15,-7.6,-0.209,-9.6,2017-01-23,health_care_equipment_and_services
ABC,PHG,2022-01-06,0.53,-2.69,0.18,27.9,3.97,-0.08,-3.58,-0.135,-4.19,-0.201,-4.92,2017-01-23,health_care_equipment_and_services
ABC,ZBH,2022-01-06,0.78,-2.05,0.62,73.82,3.97,-0.108,-3.63,-0.084,-3.28,-0.076,-3.15,2017-01-23,health_care_equipment_and_services
ABMD,HQY,2022-01-06,0.94,-2.26,0.05,52.88,3.97,0.176,-1.17,0.147,-1.35,0.35,-0.09,2017-01-23,health_care_equipment_and_services
ABT,CERN,2022-01-06,0.61,2.54,0.27,44.48,3.97,-0.009,2.8,-0.04,3.64,-0.032,3.44,2017-01-23,health_care_equipment_and_services
ABT,CYRX,2022-01-06,0.59,-3.82,1.04,-64.45,3.97,-0.023,-4.45,-0.001,-3.84,-0.024,-4.48,2017-01-23,health_care_equipment_and_services
ABT,HOLX,2022-01-06,0.84,-2.41,0.6,0.76,3.97,0.043,-1.02,0.068,-0.2,0.103,0.94,2017-01-23,health_care_equipment_and_services
ABT,MCK,2022-01-06,0.63,2.42,1.55,8.17,3.97,-0.079,5.64,-0.127,7.6,-0.206,10.83,2017-01-23,health_care_equipment_and_services
ABT,PEN,2022-01-06,1.0,-2.23,2.51,-40.67,3.97,-0.029,-3.17,-0.014,-2.69,-0.014,-2.69,2017-01-23,health_care_equipment_and_services
ABT,PHG,2022-01-06,0.78,-2.73,0.17,29.43,3.97,-0.036,-3.12,-0.045,-3.22,-0.073,-3.53,2017-01-23,health_care_equipment_and_services
