ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,DGX,2021-12-17,0.843,3.236,1.208,-2.891,4.01,0.06344729,0.16664624,0.125,-2.383,0.194,-5.475,0.19,-5.279,2017-01-03,health_care_equipment_and_services
ABC,MCK,2021-12-17,0.627,2.824,1.829,-16.438,4.01,0.33061102,0.49865237,-0.011,3.472,-0.018,3.952,-0.033,4.857,2017-01-03,health_care_equipment_and_services
ABC,PHG,2021-12-17,0.549,-3.293,0.201,24.985,4.01,0.001980967,-2.597072,-0.043,-3.802,-0.084,-4.299,-0.169,-5.311,2017-01-03,health_care_equipment_and_services
ABC,UNH,2021-12-17,0.529,2.697,4.198,-92.371,4.01,0.0008285985,0.10437144,0.054,-0.021,0.089,-1.752,0.096,-2.14,2017-01-03,health_care_equipment_and_services
ABC,ZBH,2021-12-17,0.784,-2.706,0.716,64.161,4.01,0.06963571,-1.2690483,-0.013,-2.897,-0.063,-3.668,-0.08,-3.916,2017-01-03,health_care_equipment_and_services
ABT,CYRX,2021-12-17,0.569,-3.616,1.073,-67.436,4.01,0.113451436,-0.18167536,-0.012,-4.02,-0.019,-4.237,-0.036,-4.793,2017-01-03,health_care_equipment_and_services
ABT,PHG,2021-12-17,0.784,-3.65,0.18,26.74,4.01,0.6596754,-3.0696378,0.014,-3.475,0.024,-3.355,-0.027,-3.974,2017-01-03,health_care_equipment_and_services
ABT,ZBH,2021-12-17,0.824,-3.095,0.629,71.601,4.01,0.49897343,-1.4583297,0.045,-2.398,0.047,-2.379,0.066,-2.091,2017-01-03,health_care_equipment_and_services
ACHC,CVS,2021-12-17,0.569,3.268,0.71,37.679,4.01,0.6404171,1.6507782,-0.043,4.2,-0.038,4.106,-0.017,3.642,2017-01-03,health_care_equipment_and_services
ADUS,ANTM,2021-12-17,0.647,2.658,1.218,194.558,4.01,0.84639364,2.1746006,-0.031,2.988,-0.049,3.179,-0.082,3.529,2017-01-03,health_care_equipment_and_services
