ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABT,BDX,2020-09-17,0.725,-3.34,0.978,156.325,4.76,0.017,-2.874,0.022,-2.748,0.052,-1.952,2015-10-01,health_care_equipment_and_services
ABT,CYRX,2020-09-17,0.608,2.798,0.503,-20.426,4.76,0.007,2.665,-0.01,3.002,-0.032,3.454,2015-10-01,health_care_equipment_and_services
ACHC,NTUS,2020-09-17,0.784,-2.21,0.537,12.744,4.76,-0.041,-2.504,-0.104,-2.956,-0.214,-3.739,2015-10-01,health_care_equipment_and_services
ALGN,HQY,2020-09-17,0.784,-2.27,0.136,29.844,4.76,0.028,-2.021,-0.005,-2.313,-0.109,-3.252,2015-10-01,health_care_equipment_and_services
ALGN,MODV,2020-09-17,0.824,2.258,0.085,43.851,4.76,-0.136,4.361,-0.246,6.057,-0.257,6.218,2015-10-01,health_care_equipment_and_services
AMEH,ISRG,2020-09-17,0.824,2.235,1.603,143.033,4.76,-0.086,3.092,-0.091,3.147,-0.107,3.304,2015-10-01,health_care_equipment_and_services
AMEH,MODV,2020-09-17,0.902,2.711,0.732,53.412,4.76,-0.154,4.565,-0.38,7.273,-0.448,8.086,2015-10-01,health_care_equipment_and_services
AMEH,STAA,2020-09-17,0.725,2.047,0.589,21.921,4.76,-0.074,2.474,-0.363,4.148,-0.365,4.161,2015-10-01,health_care_equipment_and_services
AMN,ISRG,2020-09-17,0.608,2.13,0.703,132.148,4.76,-0.064,2.795,-0.086,3.021,-0.076,2.918,2015-10-01,health_care_equipment_and_services
ANTM,CYRX,2020-09-17,0.647,3.695,0.115,-13.17,4.76,0.038,3.334,0.044,3.269,0.024,3.469,2015-10-01,health_care_equipment_and_services
ANTM,ISRG,2020-09-17,0.608,2.968,0.682,-0.979,4.76,-0.003,3.035,0.053,1.731,0.01,2.738,2015-10-01,health_care_equipment_and_services
ANTM,ITGR,2020-09-17,0.941,-2.092,0.356,-18.866,4.76,-0.017,-2.449,-0.076,-3.704,0.023,-1.616,2015-10-01,health_care_equipment_and_services
ATRI,COO,2020-09-17,0.608,2.718,0.232,118.842,4.76,0.008,2.597,0.006,2.622,0.003,2.67,2015-10-01,health_care_equipment_and_services
BAX,CHE,2020-09-17,0.627,2.131,8.441,-271.934,4.76,-0.02,2.853,-0.014,2.643,-0.04,3.602,2015-10-01,health_care_equipment_and_services
BAX,CYRX,2020-09-17,0.863,3.99,0.629,-30.619,4.76,-0.014,4.196,-0.057,4.844,-0.051,4.767,2015-10-01,health_care_equipment_and_services
BAX,SLP,2020-09-17,0.549,3.323,1.162,-57.845,4.76,-0.05,4.246,-0.03,3.868,0.014,3.068,2015-10-01,health_care_equipment_and_services
BDX,CYRX,2020-09-17,0.804,4.238,0.224,-35.012,4.76,0.01,4.109,-0.015,4.431,0.003,4.204,2015-10-01,health_care_equipment_and_services
BDX,ISRG,2020-09-17,0.961,4.106,1.141,-87.955,4.76,-0.029,4.972,-0.02,4.706,-0.017,4.625,2015-10-01,health_care_equipment_and_services
BDX,QDEL,2020-09-17,0.745,2.161,1.327,-220.468,4.76,-0.158,3.711,-0.003,2.187,0.002,2.141,2015-10-01,health_care_equipment_and_services
BDX,RMD,2020-09-17,0.667,2.691,1.234,-159.449,4.76,0.007,2.556,-0.057,3.799,-0.036,3.392,2015-10-01,health_care_equipment_and_services
BDX,UNH,2020-09-17,0.784,3.156,1.203,-28.418,4.76,-0.025,3.828,-0.06,4.796,-0.024,3.823,2015-10-01,health_care_equipment_and_services
BDX,ZBH,2020-09-17,0.843,2.355,0.475,9.975,4.76,-0.0,2.361,-0.003,2.424,0.009,2.129,2015-10-01,health_care_equipment_and_services
BSX,EW,2020-09-17,0.51,2.025,2.134,-17.312,4.76,-0.025,2.554,-0.012,2.271,-0.066,3.399,2015-10-01,health_care_equipment_and_services
BSX,ITGR,2020-09-17,0.725,-2.917,1.924,1.894,4.76,0.087,-1.191,0.121,-0.519,0.215,1.364,2015-10-01,health_care_equipment_and_services
BSX,LHCG,2020-09-17,0.667,2.799,4.487,-50.09,4.76,-0.072,3.82,-0.04,3.361,-0.058,3.622,2015-10-01,health_care_equipment_and_services
BSX,STE,2020-09-17,0.549,2.256,3.809,-14.404,4.76,-0.068,3.775,-0.094,4.344,-0.087,4.189,2015-10-01,health_care_equipment_and_services
CAH,NTUS,2020-09-17,0.804,-2.033,0.215,20.059,4.76,-0.002,-2.044,0.015,-1.958,0.037,-1.852,2015-10-01,health_care_equipment_and_services
CHE,CYRX,2020-09-17,0.824,3.692,0.081,-12.715,4.76,0.006,3.595,-0.05,4.486,-0.015,3.935,2015-10-01,health_care_equipment_and_services
CHE,PODD,2020-09-17,0.784,2.093,0.581,-81.134,4.76,-0.027,3.111,-0.053,4.05,0.005,1.901,2015-10-01,health_care_equipment_and_services
CNMD,CYRX,2020-09-17,0.725,3.642,0.205,0.512,4.76,-0.017,3.781,-0.024,3.837,0.025,3.444,2015-10-01,health_care_equipment_and_services
CNMD,MDT,2020-09-17,0.922,2.379,0.596,43.313,4.76,-0.02,3.001,0.031,1.412,0.05,0.81,2015-10-01,health_care_equipment_and_services
CNMD,PODD,2020-09-17,0.667,2.293,1.852,-15.89,4.76,-0.067,2.952,-0.003,2.326,0.087,1.44,2015-10-01,health_care_equipment_and_services
CNMD,STE,2020-09-17,0.51,2.387,1.146,36.217,4.76,-0.067,3.459,-0.024,2.778,0.071,1.238,2015-10-01,health_care_equipment_and_services
CNMD,SYK,2020-09-17,0.627,2.443,1.157,89.131,4.76,-0.044,3.803,-0.023,3.15,0.019,1.853,2015-10-01,health_care_equipment_and_services
CNMD,ZBH,2020-09-17,0.961,2.042,0.654,68.655,4.76,-0.023,2.653,0.013,1.703,0.056,0.597,2015-10-01,health_care_equipment_and_services
COO,SNN,2020-09-17,0.765,-2.411,0.102,8.903,4.76,-0.018,-2.972,0.007,-2.201,0.02,-1.778,2015-10-01,health_care_equipment_and_services
CYH,NTUS,2020-09-17,0.686,-2.27,1.131,25.99,4.76,-0.015,-2.331,-0.04,-2.433,-0.065,-2.538,2015-10-01,health_care_equipment_and_services
CYRX,IDXX,2020-09-17,0.863,-2.497,5.83,148.475,4.76,0.103,0.146,0.12,0.585,0.148,1.317,2015-10-01,health_care_equipment_and_services
CYRX,PHG,2020-09-17,1.0,-2.006,0.397,34.108,4.76,0.024,-1.505,0.068,-0.612,0.078,-0.394,2015-10-01,health_care_equipment_and_services
CYRX,TFX,2020-09-17,0.51,-2.477,4.238,231.888,4.76,0.027,-2.03,0.017,-2.19,0.065,-1.388,2015-10-01,health_care_equipment_and_services
EHC,STAA,2020-09-17,0.725,2.577,0.945,-25.774,4.76,-0.023,2.916,-0.143,4.634,-0.067,3.548,2015-10-01,health_care_equipment_and_services
ENOV,NTUS,2020-09-17,0.529,-2.715,0.283,15.274,4.76,0.051,-2.368,0.08,-2.172,0.04,-2.444,2015-10-01,health_care_equipment_and_services
EW,ITGR,2020-09-17,0.549,-2.526,0.526,39.746,4.76,0.083,-1.68,0.136,-1.138,0.191,-0.575,2015-10-01,health_care_equipment_and_services
EW,LHCG,2020-09-17,0.51,2.08,2.219,-20.562,4.76,-0.047,3.083,-0.029,2.69,0.004,2.004,2015-10-01,health_care_equipment_and_services
GMED,MODV,2020-09-17,0.549,2.497,0.705,32.335,4.76,-0.117,4.428,-0.294,7.327,-0.301,7.447,2015-10-01,health_care_equipment_and_services
HAE,MDT,2020-09-17,0.588,3.015,0.407,49.066,4.76,0.009,2.831,0.042,2.167,0.048,2.058,2015-10-01,health_care_equipment_and_services
HCA,ITGR,2020-09-17,0.706,-3.528,0.523,10.619,4.76,0.08,-1.941,0.042,-2.691,0.059,-2.364,2015-10-01,health_care_equipment_and_services
IART,LH,2020-09-17,0.922,2.084,1.298,95.109,4.76,-0.056,3.11,-0.038,2.791,-0.002,2.114,2015-10-01,health_care_equipment_and_services
IART,ZBH,2020-09-17,0.529,2.082,0.772,75.726,4.76,-0.016,2.307,-0.001,2.1,0.028,1.681,2015-10-01,health_care_equipment_and_services
ICUI,MODV,2020-09-17,0.627,2.733,0.045,56.084,4.76,-0.168,4.62,-0.409,7.32,-0.466,7.95,2015-10-01,health_care_equipment_and_services
ISRG,ITGR,2020-09-17,0.824,-3.2,0.314,17.114,4.76,0.014,-3.008,0.038,-2.668,0.087,-1.991,2015-10-01,health_care_equipment_and_services
ITGR,MLAB,2020-09-17,0.725,3.067,2.513,27.34,4.76,-0.019,3.386,-0.021,3.421,0.049,2.258,2015-10-01,health_care_equipment_and_services
ITGR,MOH,2020-09-17,0.784,2.961,1.66,7.697,4.76,-0.05,3.497,-0.057,3.574,0.051,2.407,2015-10-01,health_care_equipment_and_services
ITGR,UNH,2020-09-17,0.529,2.871,1.34,149.718,4.76,-0.032,3.352,-0.088,4.209,-0.021,3.183,2015-10-01,health_care_equipment_and_services
ITGR,ZBH,2020-09-17,0.765,2.155,0.474,84.09,4.76,0.001,2.14,-0.007,2.257,0.021,1.856,2015-10-01,health_care_equipment_and_services
MCK,NTUS,2020-09-17,0.647,-2.014,-0.039,35.642,4.76,0.045,-1.919,0.33,-1.307,0.274,-1.427,2015-10-01,health_care_equipment_and_services
NUVA,ZBH,2020-09-17,0.745,3.19,1.214,45.967,4.76,-0.017,3.599,-0.081,5.105,-0.064,4.699,2015-10-01,health_care_equipment_and_services
PODD,TFX,2020-09-17,0.843,-2.135,0.889,189.719,4.76,-0.006,-2.289,0.005,-1.999,0.07,-0.284,2015-10-01,health_care_equipment_and_services
SLP,TFX,2020-09-17,0.608,-2.525,3.035,214.11,4.76,-0.007,-2.67,0.036,-1.781,0.12,-0.02,2015-10-01,health_care_equipment_and_services
SNN,SYK,2020-09-17,0.784,2.883,4.498,8.706,4.76,-0.042,4.716,-0.067,5.788,-0.049,5.038,2015-10-01,health_care_equipment_and_services
ACIW,FICO,2020-09-17,0.608,2.696,13.116,-102.087,5.03,0.089,1.729,0.059,2.056,0.099,1.618,2015-10-01,software_and_services
ACIW,FIVN,2020-09-17,0.725,2.655,1.943,0.085,5.03,-0.094,3.284,-0.054,3.017,-0.149,3.653,2015-10-01,software_and_services
ACIW,MTLS,2020-09-17,0.627,3.758,0.326,7.925,5.03,-0.263,6.111,-0.084,4.506,-0.109,4.735,2015-10-01,software_and_services
ACIW,PAYX,2020-09-17,0.804,2.923,1.817,15.692,5.03,0.039,1.727,-0.025,3.673,0.055,1.253,2015-10-01,software_and_services
ACIW,PCTY,2020-09-17,0.588,2.703,4.503,-40.6,5.03,-0.097,3.763,-0.049,3.231,0.023,2.453,2015-10-01,software_and_services
ACIW,WDAY,2020-09-17,0.569,2.541,5.748,-5.058,5.03,0.006,2.448,0.033,1.999,0.117,0.625,2015-10-01,software_and_services
ACIW,WK,2020-09-17,0.549,2.358,2.019,-18.677,5.03,0.055,1.639,-0.032,2.78,-0.026,2.697,2015-10-01,software_and_services
ACN,OTEX,2020-09-17,0.824,-3.097,0.156,10.456,5.03,0.009,-2.695,-0.017,-3.906,0.022,-2.075,2015-10-01,software_and_services
ADBE,JKHY,2020-09-17,0.843,-2.596,0.241,70.91,5.03,-0.023,-3.265,0.002,-2.543,-0.021,-3.216,2015-10-01,software_and_services
ADBE,QLYS,2020-09-17,0.608,-2.692,0.16,38.198,5.03,0.019,-2.272,-0.004,-2.787,0.032,-1.982,2015-10-01,software_and_services
ADBE,SPLK,2020-09-17,1.0,-2.986,0.425,4.729,5.03,0.046,-1.186,0.057,-0.76,-0.058,-5.263,2015-10-01,software_and_services
ADP,ADSK,2020-09-17,0.667,2.427,1.061,14.906,5.03,-0.06,3.189,0.05,1.797,-0.069,3.305,2015-10-01,software_and_services
ADP,AZPN,2020-09-17,0.961,3.21,0.937,-24.245,5.03,0.024,2.542,0.156,-1.185,0.124,-0.298,2015-10-01,software_and_services
ADP,CRM,2020-09-17,0.588,4.167,0.986,17.155,5.03,-0.011,4.339,0.085,2.777,0.154,1.657,2015-10-01,software_and_services
ADP,DSGX,2020-09-17,0.549,2.476,0.248,3.174,5.03,-0.009,2.597,0.084,1.372,0.057,1.731,2015-10-01,software_and_services
ADP,FIVN,2020-09-17,0.706,2.769,0.679,-35.883,5.03,-0.089,3.566,0.024,2.553,-0.112,3.769,2015-10-01,software_and_services
ADP,HUBS,2020-09-17,0.745,3.408,1.487,-47.214,5.03,-0.056,4.152,-0.047,4.032,-0.113,4.92,2015-10-01,software_and_services
ADP,INFY,2020-09-17,0.627,4.139,0.05,2.555,5.03,-0.064,5.447,-0.001,4.156,-0.011,4.375,2015-10-01,software_and_services
ADP,INTU,2020-09-17,0.765,2.735,2.059,-46.542,5.03,-0.023,3.206,0.048,1.752,0.025,2.218,2015-10-01,software_and_services
ADP,LPSN,2020-09-17,0.804,2.695,0.416,-28.556,5.03,-0.081,3.774,0.115,1.164,0.056,1.954,2015-10-01,software_and_services
ADP,MA,2020-09-17,0.569,3.267,2.324,-79.906,5.03,0.036,2.553,0.142,0.462,0.145,0.396,2015-10-01,software_and_services
ADP,MSFT,2020-09-17,0.608,2.487,1.186,-32.999,5.03,-0.013,2.635,0.085,1.486,0.077,1.59,2015-10-01,software_and_services
ADP,MTLS,2020-09-17,0.549,3.772,0.095,4.391,5.03,-0.254,6.333,-0.041,4.184,-0.107,4.855,2015-10-01,software_and_services
ADP,NICE,2020-09-17,0.647,2.99,1.215,-30.768,5.03,-0.025,3.335,0.067,2.089,0.01,2.857,2015-10-01,software_and_services
ADP,NOW,2020-09-17,0.686,3.003,2.75,-126.162,5.03,-0.052,3.608,0.068,2.22,0.014,2.84,2015-10-01,software_and_services
ADP,PAYX,2020-09-17,0.843,2.997,0.427,10.009,5.03,0.002,2.893,0.019,2.185,0.007,2.679,2015-10-01,software_and_services
ADP,QTWO,2020-09-17,0.706,2.296,0.697,-27.726,5.03,-0.012,2.512,0.043,1.495,-0.033,2.905,2015-10-01,software_and_services
ADP,V,2020-09-17,0.647,3.056,1.251,-15.114,5.03,0.048,2.002,0.107,0.69,0.118,0.466,2015-10-01,software_and_services
ADP,VRSN,2020-09-17,0.588,2.001,1.608,-47.09,5.03,0.03,1.31,0.166,-1.834,0.115,-0.653,2015-10-01,software_and_services
ADP,WDAY,2020-09-17,0.647,2.295,1.343,-22.02,5.03,-0.033,2.92,0.076,0.849,0.06,1.162,2015-10-01,software_and_services
ADP,WIX,2020-09-17,0.647,2.612,1.327,-53.595,5.03,-0.022,2.802,0.145,1.363,0.082,1.908,2015-10-01,software_and_services
ADSK,MTLS,2020-09-17,0.745,3.237,0.115,-0.841,5.03,-0.153,6.315,-0.05,4.245,-0.02,3.636,2015-10-01,software_and_services
ANSS,PEGA,2020-09-17,0.588,2.588,0.323,4.336,5.03,0.009,2.257,0.01,2.226,0.018,1.929,2015-10-01,software_and_services
APPS,CSGS,2020-09-17,0.765,-2.4,0.355,40.444,5.03,0.016,-2.248,0.057,-1.866,0.019,-2.219,2015-10-01,software_and_services
APPS,FORTY,2020-09-17,0.745,-5.255,2.843,36.384,5.03,-0.085,-6.972,-0.091,-7.092,-0.295,-11.247,2015-10-01,software_and_services
APPS,G,2020-09-17,0.549,-3.039,0.614,30.416,5.03,-0.082,-4.357,-0.026,-3.461,-0.142,-5.316,2015-10-01,software_and_services
APPS,OTEX,2020-09-17,0.608,-3.621,0.589,33.836,5.03,-0.063,-4.828,-0.041,-4.407,-0.102,-5.595,2015-10-01,software_and_services
APPS,PEGA,2020-09-17,0.529,-4.304,3.096,54.255,5.03,-0.034,-5.222,-0.05,-5.653,-0.198,-9.643,2015-10-01,software_and_services
ATEN,MSTR,2020-09-17,0.725,2.732,5.292,99.532,5.03,0.001,2.714,-0.185,6.517,-0.633,15.681,2015-10-01,software_and_services
AZPN,EGHT,2020-09-17,0.569,-2.746,0.103,8.632,5.03,0.037,-2.317,0.142,-1.09,0.537,3.495,2015-10-01,software_and_services
AZPN,GIB,2020-09-17,0.882,-2.514,0.404,25.365,5.03,-0.003,-2.617,0.035,-1.428,0.07,-0.361,2015-10-01,software_and_services
AZPN,INFY,2020-09-17,0.51,2.959,0.053,3.845,5.03,-0.079,4.819,-0.105,5.423,-0.095,5.177,2015-10-01,software_and_services
AZPN,WEX,2020-09-17,0.941,-3.228,1.222,48.338,5.03,0.004,-3.172,0.113,-1.457,0.182,-0.373,2015-10-01,software_and_services
BB,CTSH,2020-09-17,0.863,2.716,2.449,45.92,5.03,-0.032,3.305,-0.08,4.187,-0.009,2.884,2015-10-01,software_and_services
BB,WIT,2020-09-17,0.667,2.7,0.246,2.441,5.03,-0.02,2.957,-0.026,3.043,0.052,1.995,2015-10-01,software_and_services
BFH,WIT,2020-09-17,0.706,3.395,0.013,2.903,5.03,-0.019,3.643,-0.007,3.489,-0.057,4.118,2015-10-01,software_and_services
BR,VRNS,2020-09-17,0.725,2.258,0.274,-6.879,5.03,-0.04,3.075,0.029,1.654,-0.107,4.455,2015-10-01,software_and_services
BR,WEX,2020-09-17,0.784,-2.443,1.352,25.159,5.03,-0.024,-2.768,0.028,-2.059,0.126,-0.724,2015-10-01,software_and_services
CDNS,MTLS,2020-09-17,0.902,3.271,0.225,3.635,5.03,-0.17,7.007,-0.043,4.21,-0.056,4.5,2015-10-01,software_and_services
CDNS,PEGA,2020-09-17,0.686,2.317,0.862,17.792,5.03,0.006,2.11,0.046,0.796,0.066,0.144,2015-10-01,software_and_services
CHKP,MTLS,2020-09-17,0.51,3.335,0.287,-14.542,5.03,-0.161,5.809,-0.083,4.606,-0.122,5.205,2015-10-01,software_and_services
CRM,JKHY,2020-09-17,0.745,-2.521,0.555,55.645,5.03,-0.025,-3.114,-0.019,-2.984,0.032,-1.749,2015-10-01,software_and_services
CRM,PANW,2020-09-17,0.902,-2.571,0.885,73.355,5.03,-0.016,-2.969,0.071,-0.848,0.219,2.781,2015-10-01,software_and_services
