ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AVNS,2020-08-05,0.549,-2.547,0.095,18.942,4.43,0.055,-2.072,0.129,-1.442,0.242,-0.468,2015-08-19,health_care_equipment_and_services
ABMD,HQY,2020-08-05,0.765,-2.077,0.116,35.184,4.43,0.108,-1.06,0.064,-1.475,0.112,-1.025,2015-08-19,health_care_equipment_and_services
ABT,CYRX,2020-08-05,0.667,2.629,0.374,-11.786,4.43,-0.272,8.547,-0.167,6.267,-0.076,4.288,2015-08-19,health_care_equipment_and_services
ABT,STE,2020-08-05,0.686,-2.682,1.825,-8.634,4.43,-0.008,-3.094,0.017,-1.852,0.015,-1.965,2015-08-19,health_care_equipment_and_services
ACHC,NTUS,2020-08-05,0.843,-2.72,0.452,15.895,4.43,0.009,-2.652,-0.024,-2.896,-0.066,-3.212,2015-08-19,health_care_equipment_and_services
ALGN,HUM,2020-08-05,0.51,2.207,0.192,245.593,4.43,-0.031,2.528,-0.027,2.484,0.026,1.935,2015-08-19,health_care_equipment_and_services
ALGN,MODV,2020-08-05,0.824,2.392,0.078,44.308,4.43,-0.064,3.481,-0.093,3.977,-0.268,6.96,2015-08-19,health_care_equipment_and_services
ALGN,QDEL,2020-08-05,0.686,4.876,0.091,50.54,4.43,0.442,1.72,0.159,3.742,0.182,3.577,2015-08-19,health_care_equipment_and_services
AMEH,BDX,2020-08-05,0.961,2.476,1.696,195.933,4.43,0.165,-0.197,0.146,0.111,0.148,0.082,2015-08-19,health_care_equipment_and_services
AMEH,HUM,2020-08-05,0.706,2.363,2.27,256.54,4.43,-0.029,2.651,-0.033,2.688,-0.041,2.769,2015-08-19,health_care_equipment_and_services
AMEH,ISRG,2020-08-05,0.882,2.799,2.32,126.54,4.43,-0.043,3.303,-0.011,2.931,0.021,2.553,2015-08-19,health_care_equipment_and_services
AMEH,MODV,2020-08-05,0.961,2.65,0.838,50.263,4.43,-0.066,3.59,-0.112,4.245,-0.42,8.65,2015-08-19,health_care_equipment_and_services
AMEH,PHG,2020-08-05,0.569,2.712,0.1,38.21,4.43,0.114,1.299,0.08,1.719,0.077,1.755,2015-08-19,health_care_equipment_and_services
AMEH,QDEL,2020-08-05,0.745,4.929,0.49,65.568,4.43,0.467,1.8,0.163,3.834,0.145,3.953,2015-08-19,health_care_equipment_and_services
AMEH,STAA,2020-08-05,0.725,2.851,0.848,16.197,4.43,0.149,1.807,0.074,2.336,-0.103,3.571,2015-08-19,health_care_equipment_and_services
AMEH,UNH,2020-08-05,0.804,2.351,2.237,201.69,4.43,0.002,2.325,-0.015,2.53,-0.023,2.636,2015-08-19,health_care_equipment_and_services
AMN,BDX,2020-08-05,0.922,2.449,1.001,170.209,4.43,0.138,-0.023,0.139,-0.051,0.171,-0.621,2015-08-19,health_care_equipment_and_services
AMN,HUM,2020-08-05,0.529,2.344,1.448,216.254,4.43,-0.039,2.777,-0.025,2.614,-0.002,2.372,2015-08-19,health_care_equipment_and_services
AMN,ISRG,2020-08-05,0.627,2.722,1.206,100.267,4.43,-0.059,3.484,-0.004,2.778,0.065,1.892,2015-08-19,health_care_equipment_and_services
AMN,QDEL,2020-08-05,0.647,4.978,-0.664,110.082,4.43,0.546,1.834,0.182,3.928,0.136,4.193,2015-08-19,health_care_equipment_and_services
ANTM,BDX,2020-08-05,0.784,2.91,0.499,100.777,4.43,0.115,-0.99,0.117,-1.039,0.128,-1.427,2015-08-19,health_care_equipment_and_services
ANTM,CYRX,2020-08-05,0.686,3.414,0.093,-8.624,4.43,-0.347,7.37,-0.226,5.988,-0.111,4.681,2015-08-19,health_care_equipment_and_services
ANTM,ISRG,2020-08-05,0.627,3.677,0.665,0.678,4.43,-0.037,4.801,0.004,3.553,0.039,2.51,2015-08-19,health_care_equipment_and_services
ANTM,ITGR,2020-08-05,0.902,-2.027,0.362,-19.924,4.43,0.038,-1.136,-0.052,-3.254,-0.078,-3.874,2015-08-19,health_care_equipment_and_services
ATRI,HOLX,2020-08-05,0.549,5.032,0.026,27.047,4.43,0.16,2.607,0.055,4.195,0.007,4.926,2015-08-19,health_care_equipment_and_services
AVNS,LH,2020-08-05,0.588,2.108,0.221,154.983,4.43,0.095,0.841,0.006,2.027,-0.074,3.097,2015-08-19,health_care_equipment_and_services
BAX,BDX,2020-08-05,0.647,3.131,1.754,96.773,4.43,0.127,-1.36,0.105,-0.604,0.092,-0.146,2015-08-19,health_care_equipment_and_services
BAX,CHE,2020-08-05,0.627,4.238,8.348,-270.047,4.43,0.023,3.267,0.021,3.337,-0.008,4.557,2015-08-19,health_care_equipment_and_services
BAX,CYRX,2020-08-05,0.863,4.73,0.521,-23.577,4.43,-0.254,10.072,-0.188,8.695,-0.131,7.482,2015-08-19,health_care_equipment_and_services
BAX,SLP,2020-08-05,0.549,4.44,1.041,-49.879,4.43,0.032,3.764,-0.04,5.28,-0.05,5.489,2015-08-19,health_care_equipment_and_services
BAX,TFX,2020-08-05,0.882,2.743,4.82,-58.893,4.43,-0.01,3.126,0.048,0.849,0.037,1.298,2015-08-19,health_care_equipment_and_services
BDX,CNMD,2020-08-05,0.588,-2.024,0.683,-80.08,4.43,0.127,1.072,0.098,0.359,0.1,0.409,2015-08-19,health_care_equipment_and_services
BDX,CYRX,2020-08-05,0.843,2.384,0.194,-29.264,4.43,-0.342,8.885,-0.26,7.326,-0.192,6.027,2015-08-19,health_care_equipment_and_services
BDX,HAE,2020-08-05,0.588,-4.021,0.933,-115.804,4.43,0.174,-0.241,0.171,-0.298,0.201,0.358,2015-08-19,health_care_equipment_and_services
BDX,ITGR,2020-08-05,0.745,-3.145,0.493,-40.819,4.43,0.149,0.087,0.082,-1.368,0.077,-1.474,2015-08-19,health_care_equipment_and_services
BDX,QDEL,2020-08-05,0.745,4.346,1.104,-174.151,4.43,0.154,2.071,0.006,4.263,-0.004,4.41,2015-08-19,health_care_equipment_and_services
BKD,CYH,2020-08-05,0.922,2.116,0.245,2.099,4.43,-0.035,2.3,0.036,1.926,-0.573,5.131,2015-08-19,health_care_equipment_and_services
BSX,EW,2020-08-05,0.569,2.052,2.094,-16.607,4.43,0.002,2.012,0.007,1.904,-0.009,2.246,2015-08-19,health_care_equipment_and_services
BSX,HOLX,2020-08-05,0.529,5.776,0.774,17.253,4.43,0.166,2.118,0.064,4.36,-0.006,5.904,2015-08-19,health_care_equipment_and_services
BSX,LHCG,2020-08-05,0.667,4.02,4.135,-41.025,4.43,0.036,3.434,-0.023,4.39,-0.086,5.415,2015-08-19,health_care_equipment_and_services
CAH,NTUS,2020-08-05,0.863,-2.832,0.231,19.875,4.43,0.053,-2.511,0.06,-2.464,0.084,-2.321,2015-08-19,health_care_equipment_and_services
CHE,CYRX,2020-08-05,0.882,2.952,0.06,-6.095,4.43,-0.321,9.102,-0.242,7.596,-0.143,5.696,2015-08-19,health_care_equipment_and_services
CHE,IDXX,2020-08-05,0.569,3.521,0.554,44.281,4.43,0.021,2.832,-0.013,3.944,-0.085,6.259,2015-08-19,health_care_equipment_and_services
CHE,RMD,2020-08-05,0.863,2.414,0.359,-5.032,4.43,0.064,0.088,0.062,0.169,-0.014,2.94,2015-08-19,health_care_equipment_and_services
