adf_residuals,last_residual,ticker_x,ticker_y,return_one_month,beta,residual_mean_max,trade_date,return_two_month,return_three_month,data_window_start,subindustry
0.5384615384615384,1.3410654,AAPL,AEIS,0.01508730246616898,0.5634616137084869,4.0503216,2021-04-30,0.003871873230491772,0.07976058814584408,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,1.5791478,AAPL,CGNX,0.02921296947283949,0.40543453955040665,4.0503216,2021-04-30,0.031014716928673376,0.011255648762481058,2017-07-10,technology_hardware_and_equipment
1.0,-1.4091394,AAPL,LITE,-0.011646434061872823,0.47116465167002897,4.0503216,2021-04-30,-0.03890823814939345,-0.05411302783997216,2017-07-10,technology_hardware_and_equipment
1.0,1.5959783,AAPL,PLXS,-0.06271776370773285,0.2850883656830563,4.0503216,2021-04-30,0.020489819497721887,0.04842318005560512,2017-07-10,technology_hardware_and_equipment
0.8461538461538461,0.8677752,AAPL,RDWR,-0.04400797513808885,0.024874330182298454,4.0503216,2021-04-30,-0.09452027186599184,-0.13418574443295467,2017-07-10,technology_hardware_and_equipment
1.0,1.2143799,AAPL,SMCI,0.01035504068356774,0.1714938284499199,4.0503216,2021-04-30,0.047389450249167374,0.02498435194864775,2017-07-10,technology_hardware_and_equipment
0.7692307692307693,3.1447294,AAPL,SNX,-0.048882680739876956,0.5075902390046947,4.0503216,2021-04-30,0.01258268123890036,0.04742917146134122,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,2.5877652,AAPL,TRMB,0.009710170537071372,0.33685253973315943,4.0503216,2021-04-30,0.01661374688294495,0.011289127297614845,2017-07-10,technology_hardware_and_equipment
0.6153846153846154,0.19283274,AEIS,APH,-0.025752507979339482,0.3813606182783511,4.0503216,2021-04-30,-0.0023207038452890565,-0.071055397624794,2017-07-10,technology_hardware_and_equipment
0.7692307692307693,0.5111932,AEIS,CGNX,0.01642523172726994,0.6435452235008992,4.0503216,2021-04-30,0.0230319731769791,-0.05422015713435651,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,-0.08143017,AEIS,NATI,-0.00741867914724288,0.028582457985541154,4.0503216,2021-04-30,0.024351021237337064,0.07146278421114413,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,2.3505085,AEIS,NSIT,-0.04780131132247796,0.6058928636757948,4.0503216,2021-04-30,0.011252829435204061,-0.023441565072462506,2017-07-10,technology_hardware_and_equipment
0.8461538461538461,-0.69237703,AEIS,NTCT,0.10062417234003256,0.04640162157641914,4.0503216,2021-04-30,0.07100882567165887,0.09131186965865161,2017-07-10,technology_hardware_and_equipment
0.6923076923076923,0.87974423,AEIS,PLXS,-0.06451003734167729,0.48090270755472453,4.0503216,2021-04-30,0.015381843694508622,-0.006750914389768414,2017-07-10,technology_hardware_and_equipment
0.6153846153846154,0.19154233,AEIS,RDWR,-0.04630633349446254,0.0583256409529862,4.0503216,2021-04-30,-0.08564200283046579,-0.14342592295113163,2017-07-10,technology_hardware_and_equipment
0.6923076923076923,0.38353848,AEIS,SMCI,-0.0009200107995328004,0.2794615010766224,4.0503216,2021-04-30,0.03747528209792956,-0.04161996166399463,2017-07-10,technology_hardware_and_equipment
1.0,3.2212589,AEIS,SNX,-0.0529526127317628,0.8865765119649716,4.0503216,2021-04-30,0.007680641049572177,-0.01956906374969842,2017-07-10,technology_hardware_and_equipment
0.6923076923076923,4.4982076,AEIS,STX,-0.064242487977113,0.47442480237708917,4.0503216,2021-04-30,0.03746275578637645,0.008238916661819062,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,1.956835,ANET,ARW,-0.01832764750109722,0.9067042988116256,4.0503216,2021-04-30,0.058919136167122695,0.05546002761775663,2017-07-10,technology_hardware_and_equipment
0.6153846153846154,2.9531074,ANET,HPQ,0.10157040350219523,0.25139516877450063,4.0503216,2021-04-30,0.12437606580867305,0.17012191527384993,2017-07-10,technology_hardware_and_equipment
0.5384615384615384,0.7948496,ANET,LPL,0.015232464460063886,0.14322512716354474,4.0503216,2021-04-30,0.0806094632143598,0.16252206290447874,2017-07-10,technology_hardware_and_equipment
0.6153846153846154,1.615868,ANET,LWLG,-0.14437502604050678,0.022807753890584648,4.0503216,2021-04-30,-3.7314216830666553,-1.8501519430968907,2017-07-10,technology_hardware_and_equipment
0.9230769230769231,-0.8579994,ANET,NATI,-0.02735390890024331,0.21805875416189835,4.0503216,2021-04-30,-0.024367896027553116,-0.009887324364004574,2017-07-10,technology_hardware_and_equipment
