ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-09-23,0.647,3.337,0.852,-53.574,3.92,0.006241243,2.7490578,0.125,1.546,-0.045,3.98,0.15,1.195,2016-10-06,health_care_equipment_and_services
ABMD,AMEH,2021-09-23,0.804,3.611,0.117,-6.639,3.92,0.7357774,0.45219815,0.179,2.183,-0.072,4.188,0.176,2.201,2016-10-06,health_care_equipment_and_services
ABT,AMEH,2021-09-23,0.588,3.435,0.593,-29.632,3.92,0.0046172813,0.22175242,0.15,1.761,-0.046,3.952,0.196,1.238,2016-10-06,health_care_equipment_and_services
ABT,AMN,2021-09-23,0.51,2.563,0.637,5.987,3.92,0.00046368144,1.8608576,0.104,0.853,-0.024,2.951,0.016,2.296,2016-10-06,health_care_equipment_and_services
ABT,CRVL,2021-09-23,0.569,4.023,1.177,-20.888,3.92,0.15636814,0.33710998,0.042,3.1,-0.026,4.591,0.02,3.586,2016-10-06,health_care_equipment_and_services
ACHC,AMN,2021-09-23,0.529,2.546,1.041,24.866,3.92,0.011084017,0.9427404,0.062,1.287,-0.046,3.491,-0.068,3.941,2016-10-06,health_care_equipment_and_services
ACHC,MDRX,2021-09-23,0.765,-2.698,0.23,2.641,3.92,0.33281446,-0.6429599,0.059,-1.497,0.151,0.393,0.212,1.641,2016-10-06,health_care_equipment_and_services
ADUS,AMEH,2021-09-23,0.627,3.831,0.106,15.713,3.92,0.86238104,0.18996453,0.229,2.545,-0.059,4.162,0.245,2.455,2016-10-06,health_care_equipment_and_services
ADUS,MDT,2021-09-23,0.549,2.745,0.635,45.654,3.92,0.8058562,1.8761109,0.032,2.193,0.138,0.348,0.178,-0.351,2016-10-06,health_care_equipment_and_services
ADUS,MLAB,2021-09-23,0.843,4.099,1.213,137.392,3.92,0.55579215,0.57714313,0.055,2.937,0.078,2.443,0.006,3.969,2016-10-06,health_care_equipment_and_services
ADUS,OPCH,2021-09-23,0.824,3.189,0.137,2.78,3.92,0.5765375,2.3086088,-0.031,3.518,-0.007,3.261,-0.038,3.591,2016-10-06,health_care_equipment_and_services
ALGN,AMEH,2021-09-23,0.843,3.116,0.085,-5.288,3.92,0.2318577,2.3325226,0.081,2.122,-0.082,4.128,0.115,1.701,2016-10-06,health_care_equipment_and_services
AMED,AMEH,2021-09-23,0.588,4.06,0.083,9.423,3.92,0.660232,0.23636062,0.228,2.682,-0.07,4.484,0.226,2.692,2016-10-06,health_care_equipment_and_services
AMED,ANTM,2021-09-23,0.765,2.629,0.431,209.705,3.92,0.44280764,1.3742529,-0.11,3.952,-0.082,3.608,-0.169,4.66,2016-10-06,health_care_equipment_and_services
AMED,ATRC,2021-09-23,0.588,3.136,0.209,4.446,3.92,0.5597015,2.8956022,0.026,2.888,-0.004,3.176,0.021,2.938,2016-10-06,health_care_equipment_and_services
AMED,DGX,2021-09-23,0.549,3.931,0.228,64.559,3.92,0.4063649,3.3441558,0.043,3.302,0.018,3.672,-0.082,5.131,2016-10-06,health_care_equipment_and_services
AMED,HOLX,2021-09-23,0.647,3.63,0.179,23.11,3.92,0.31850326,2.291142,0.048,2.894,0.045,2.952,-0.004,3.687,2016-10-06,health_care_equipment_and_services
AMED,MLAB,2021-09-23,0.608,4.42,0.32,182.579,3.92,0.2709003,0.9266221,0.078,2.966,0.034,3.774,-0.018,4.749,2016-10-06,health_care_equipment_and_services
AMED,OPCH,2021-09-23,0.922,3.452,0.038,7.59,3.92,0.7148131,2.5476465,-0.016,3.601,-0.081,4.191,-0.078,4.164,2016-10-06,health_care_equipment_and_services
AMED,UNH,2021-09-23,0.51,3.463,0.787,144.972,3.92,0.5062905,2.7398205,-0.065,4.37,-0.047,4.118,-0.168,5.805,2016-10-06,health_care_equipment_and_services
AMEH,RDNT,2021-09-23,0.765,-2.602,0.271,11.266,3.92,0.62513554,-0.89767075,0.175,0.232,-0.028,-3.051,0.151,-0.162,2016-10-06,health_care_equipment_and_services
ANTM,CRVL,2021-09-23,0.647,3.885,0.493,-55.915,3.92,0.22226289,1.4052043,0.101,1.286,0.027,3.196,0.071,2.05,2016-10-06,health_care_equipment_and_services
ATEC,OPCH,2021-09-23,0.941,2.543,0.66,9.62,3.92,0.7845678,0.91303396,-0.061,3.353,-0.134,4.334,-0.106,3.956,2016-10-06,health_care_equipment_and_services
BAX,CRVL,2021-09-23,0.529,3.754,0.891,17.742,3.92,0.952509,0.2262938,0.05,3.254,-0.041,4.158,-0.022,3.975,2016-10-06,health_care_equipment_and_services
BAX,OPCH,2021-09-23,0.784,2.649,0.1,6.809,3.92,0.93220866,2.0004563,-0.02,2.812,-0.087,3.362,-0.056,3.106,2016-10-06,health_care_equipment_and_services
BDX,OPCH,2021-09-23,0.843,2.506,0.119,-13.366,3.92,0.43011862,1.3021684,-0.029,2.92,-0.068,3.483,-0.053,3.271,2016-10-06,health_care_equipment_and_services
CAH,OPCH,2021-09-23,0.647,3.363,0.56,-11.891,3.92,0.07583027,0.9968884,-0.028,3.884,-0.078,4.792,-0.051,4.299,2016-10-06,health_care_equipment_and_services
CHE,OPCH,2021-09-23,0.843,2.707,0.029,2.238,3.92,0.57676136,1.8745748,-0.035,3.098,-0.048,3.246,-0.025,2.987,2016-10-06,health_care_equipment_and_services
CHE,RMD,2021-09-23,0.706,3.086,0.553,-70.141,3.92,0.11632208,2.5694087,0.008,2.936,0.076,1.715,0.085,1.545,2016-10-06,health_care_equipment_and_services
CI,CVS,2021-09-23,0.667,3.334,0.314,4.839,3.92,0.21316665,1.5135759,0.008,3.095,-0.039,4.506,-0.068,5.354,2016-10-06,health_care_equipment_and_services
CI,OPCH,2021-09-23,0.98,3.587,0.108,-5.947,3.92,0.6091569,1.3718269,0.014,3.34,-0.038,4.231,-0.002,3.624,2016-10-06,health_care_equipment_and_services
CNC,OPCH,2021-09-23,0.804,2.89,0.268,-1.745,3.92,0.57537293,1.6680813,0.023,2.624,0.008,2.802,0.082,1.935,2016-10-06,health_care_equipment_and_services
CNMD,CRVL,2021-09-23,0.706,4.671,0.945,-1.546,3.92,0.6519975,4.2823625,0.084,2.802,0.007,4.513,-0.005,4.771,2016-10-06,health_care_equipment_and_services
COO,CRVL,2021-09-23,0.863,4.26,0.496,-74.974,3.92,0.20007688,1.0777172,0.002,4.193,-0.067,6.925,-0.067,6.925,2016-10-06,health_care_equipment_and_services
CRVL,LH,2021-09-23,0.608,-3.169,1.615,50.645,3.92,0.11143032,-0.83650565,0.007,-2.916,-0.046,-4.764,-0.015,-3.668,2016-10-06,health_care_equipment_and_services
CRVL,MDT,2021-09-23,0.784,-3.053,0.481,58.622,3.92,0.23624654,-0.9142467,-0.008,-3.316,-0.082,-5.746,-0.151,-8.009,2016-10-06,health_care_equipment_and_services
CRVL,OMCL,2021-09-23,0.608,-2.78,1.004,4.455,3.92,0.6198612,-1.6387707,0.066,-0.99,0.052,-1.386,0.034,-1.876,2016-10-06,health_care_equipment_and_services
CRVL,RDNT,2021-09-23,0.765,-3.008,0.199,0.647,3.92,0.55161166,-1.0274552,0.081,-1.259,-0.017,-3.377,-0.008,-3.184,2016-10-06,health_care_equipment_and_services
CRVL,SYK,2021-09-23,0.961,-3.187,1.124,107.963,3.92,0.6105384,-0.61956763,0.028,-2.186,-0.053,-5.08,-0.047,-4.874,2016-10-06,health_care_equipment_and_services
CRVL,ZBH,2021-09-23,0.882,-2.798,0.51,85.891,3.92,0.093727246,-1.3093452,0.026,-2.314,-0.1,-4.646,-0.124,-5.09,2016-10-06,health_care_equipment_and_services
CYH,HSKA,2021-09-23,0.529,3.576,12.956,42.546,3.92,0.23128913,1.0169148,0.093,1.823,0.314,-2.338,0.291,-1.918,2016-10-06,health_care_equipment_and_services
CYH,OPCH,2021-09-23,0.529,2.602,0.822,9.739,3.92,0.37307853,0.8086127,-0.023,2.913,-0.011,2.758,-0.021,2.898,2016-10-06,health_care_equipment_and_services
DXCM,HUM,2021-09-23,0.608,-2.599,1.785,223.069,3.92,0.80300856,-0.38099664,0.097,-0.534,0.017,-2.233,0.084,-0.812,2016-10-06,health_care_equipment_and_services
EHC,GMED,2021-09-23,0.725,2.881,1.293,-15.133,3.92,0.03776449,0.9358461,-0.028,3.565,-0.002,2.937,-0.021,3.377,2016-10-06,health_care_equipment_and_services
EHC,OPCH,2021-09-23,1.0,3.334,0.461,-10.342,3.92,0.11149868,0.89898056,-0.052,4.423,-0.14,6.261,-0.128,6.013,2016-10-06,health_care_equipment_and_services
EHC,THC,2021-09-23,0.745,2.791,1.913,-69.554,3.92,0.0046280753,0.99253374,-0.033,3.398,-0.136,5.309,-0.129,5.184,2016-10-06,health_care_equipment_and_services
ENSG,LH,2021-09-23,0.549,2.983,2.285,63.27,3.92,0.021421544,1.1911685,0.013,2.68,0.058,1.634,0.015,2.645,2016-10-06,health_care_equipment_and_services
ENSG,MLAB,2021-09-23,0.588,3.112,1.114,179.795,3.92,0.14273487,0.38117543,0.055,1.917,0.045,2.143,0.003,3.039,2016-10-06,health_care_equipment_and_services
ENSG,OPCH,2021-09-23,0.922,2.726,0.163,5.486,3.92,0.62631553,1.2858893,-0.037,3.217,-0.046,3.33,-0.035,3.188,2016-10-06,health_care_equipment_and_services
ENSG,SYK,2021-09-23,0.627,2.514,1.601,116.16,3.92,0.7470533,0.641625,-0.015,2.925,0.064,0.82,0.054,1.073,2016-10-06,health_care_equipment_and_services
HOLX,LHCG,2021-09-23,0.549,-2.82,2.975,-14.394,3.92,0.69437927,-1.083479,-0.011,-3.032,-0.04,-3.63,-0.073,-4.286,2016-10-06,health_care_equipment_and_services
HOLX,SLP,2021-09-23,0.588,-2.894,1.207,-25.325,3.92,0.26279178,-1.4357792,0.034,-2.44,0.157,-0.792,0.08,-1.817,2016-10-06,health_care_equipment_and_services
HUM,OPCH,2021-09-23,0.941,2.897,0.043,-0.313,3.92,0.41552195,1.5198336,0.042,2.306,-0.033,3.36,0.0,2.894,2016-10-06,health_care_equipment_and_services
LHCG,MASI,2021-09-23,0.745,3.804,1.145,14.519,3.92,0.6996675,1.7629263,-0.034,4.512,-0.095,5.779,-0.081,5.491,2016-10-06,health_care_equipment_and_services
LHCG,MLAB,2021-09-23,0.627,4.169,0.484,167.953,3.92,0.20123121,0.61352146,0.048,3.13,-0.005,4.273,-0.049,5.237,2016-10-06,health_care_equipment_and_services
LHCG,OPCH,2021-09-23,0.882,3.071,0.053,6.484,3.92,0.60218555,2.1898463,-0.047,3.54,-0.123,4.284,-0.114,4.195,2016-10-06,health_care_equipment_and_services
LHCG,TNDM,2021-09-23,0.569,4.213,0.485,2.647,3.92,0.17366548,1.3032435,-0.045,5.066,-0.1,6.125,-0.203,8.093,2016-10-06,health_care_equipment_and_services
NEOG,OPCH,2021-09-23,0.941,2.637,0.579,-6.2,3.92,0.19325662,0.93272823,-0.036,3.315,-0.04,3.39,-0.022,3.058,2016-10-06,health_care_equipment_and_services
PODD,RMD,2021-09-23,0.824,2.727,0.66,40.079,3.92,0.7214278,0.66687804,0.051,1.4,0.064,1.06,0.014,2.368,2016-10-06,health_care_equipment_and_services
SNN,SYK,2021-09-23,0.51,2.8,4.076,46.262,3.92,0.88912076,2.5314152,-0.009,2.935,0.011,2.645,0.001,2.788,2016-10-06,health_care_equipment_and_services
ACIW,ADP,2021-09-23,0.863,2.842,3.393,46.486,5.19,0.69870293,1.632552,-0.059,3.961,-0.109,4.913,-0.084,4.453,2016-10-06,software_and_services
ACIW,EVTC,2021-09-23,0.529,3.089,0.862,5.128,5.19,0.8142439,2.3811138,-0.005,3.171,0.059,2.152,0.005,3.008,2016-10-06,software_and_services
ACIW,PAYX,2021-09-23,0.824,2.994,2.074,13.932,5.19,0.9357065,2.4095163,-0.083,4.39,-0.074,4.239,-0.093,4.566,2016-10-06,software_and_services
ACIW,PRGS,2021-09-23,0.745,2.727,0.742,14.979,5.19,0.38551858,0.40861356,-0.076,4.662,-0.071,4.52,0.007,2.547,2016-10-06,software_and_services
ACIW,VRNT,2021-09-23,0.588,2.823,1.424,-15.685,5.19,0.0140980445,1.3734968,-0.019,3.117,-0.02,3.133,-0.003,2.872,2016-10-06,software_and_services
ACIW,WNS,2021-09-23,0.647,2.779,1.631,9.625,5.19,0.77191967,1.7613702,-0.019,3.095,-0.038,3.416,0.02,2.433,2016-10-06,software_and_services
ACN,ATEN,2021-09-23,0.588,2.586,0.035,0.43,5.19,0.25782892,0.3520411,0.052,0.948,-0.028,3.488,0.024,1.837,2016-10-06,software_and_services
ADBE,DSGX,2021-09-23,0.804,3.24,0.112,4.897,5.19,0.45230794,0.6652149,0.032,1.668,0.022,2.148,-0.013,3.892,2016-10-06,software_and_services
ADP,ATEN,2021-09-23,0.51,3.18,0.071,-3.375,5.19,0.08729621,1.4839941,0.073,1.314,0.036,2.266,0.039,2.186,2016-10-06,software_and_services
ADP,IT,2021-09-23,0.529,3.814,1.817,-122.304,5.19,0.0027700372,2.35209,0.042,2.524,0.096,0.888,0.097,0.866,2016-10-06,software_and_services
ADP,PANW,2021-09-23,0.608,2.567,2.697,-158.972,5.19,0.22583532,0.8431347,0.022,2.025,0.037,1.668,0.027,1.905,2016-10-06,software_and_services
ADSK,CDNS,2021-09-23,0.667,3.235,0.546,-24.081,5.19,0.5419073,0.7168263,0.016,2.611,-0.035,4.576,-0.089,6.607,2016-10-06,software_and_services
ADSK,DSGX,2021-09-23,0.745,4.701,0.214,2.871,5.19,0.77518904,2.4380713,0.047,3.064,0.017,4.102,0.023,3.914,2016-10-06,software_and_services
ADSK,GLOB,2021-09-23,0.647,4.736,1.048,-78.631,5.19,0.3444125,3.1440554,0.066,2.793,0.103,1.702,0.046,3.363,2016-10-06,software_and_services
ADSK,NOW,2021-09-23,0.882,3.231,2.182,-88.19,5.19,0.43922827,0.60590655,0.01,2.855,0.037,1.888,-0.0,3.246,2016-10-06,software_and_services
ADSK,SPSC,2021-09-23,0.863,7.25,0.405,-14.162,5.19,0.6271416,0.16288128,0.023,6.466,0.092,4.14,0.059,5.265,2016-10-06,software_and_services
AKAM,EXLS,2021-09-23,0.529,2.913,0.72,6.015,5.19,0.15229206,2.2913053,-0.007,3.017,-0.047,3.621,-0.048,3.631,2016-10-06,software_and_services
AKAM,FORTY,2021-09-23,0.51,2.629,1.1,-36.228,5.19,0.016015576,0.039644152,-0.02,3.244,-0.078,4.976,-0.043,3.936,2016-10-06,software_and_services
AKAM,PAYC,2021-09-23,0.529,2.915,4.972,-184.169,5.19,0.59076613,1.2058128,-0.027,3.456,0.064,1.643,0.12,0.545,2016-10-06,software_and_services
ANSS,DSGX,2021-09-23,0.745,4.372,0.176,1.04,5.19,0.5395544,2.9701586,0.034,3.306,0.033,3.33,0.083,1.777,2016-10-06,software_and_services
ANSS,NICE,2021-09-23,0.667,2.641,0.73,-10.578,5.19,0.8386189,0.2586026,0.026,1.601,0.05,0.613,0.023,1.709,2016-10-06,software_and_services
ANSS,PCTY,2021-09-23,0.51,5.164,0.665,-41.593,5.19,0.90698355,0.012310329,0.016,4.712,0.104,2.234,0.159,0.665,2016-10-06,software_and_services
ANSS,RNG,2021-09-23,0.882,-2.87,1.168,-98.936,5.19,0.11221516,-0.91966224,0.022,-2.459,-0.076,-4.278,-0.118,-5.071,2016-10-06,software_and_services
APPS,ATEN,2021-09-23,0.608,3.25,0.058,6.308,5.19,0.87892663,1.4936976,0.082,1.944,-0.13,5.323,-0.12,5.161,2016-10-06,software_and_services
APPS,PANW,2021-09-23,0.529,3.102,2.387,202.0,5.19,0.59257424,0.8490719,0.005,3.007,-0.146,5.934,-0.154,6.092,2016-10-06,software_and_services
AZPN,EXLS,2021-09-23,0.569,3.593,0.633,-2.137,5.19,0.010493926,2.9258378,0.095,2.101,0.039,2.98,0.004,3.526,2016-10-06,software_and_services
AZPN,GIB,2021-09-23,0.51,2.54,0.404,25.88,5.19,0.85429376,0.74982584,0.083,0.529,0.129,-0.574,0.103,0.069,2016-10-06,software_and_services
AZPN,IT,2021-09-23,0.765,3.929,1.293,6.62,5.19,0.4790031,0.1229328,0.084,2.901,0.084,2.902,0.065,3.126,2016-10-06,software_and_services
AZPN,PANW,2021-09-23,0.569,3.892,2.636,-53.269,5.19,0.20368157,3.587805,0.077,2.71,0.026,3.491,-0.007,4.003,2016-10-06,software_and_services
AZPN,PAYX,2021-09-23,0.804,3.002,0.582,11.277,5.19,0.42641744,1.1782863,0.027,2.426,0.017,2.637,-0.047,3.992,2016-10-06,software_and_services
AZPN,WNS,2021-09-23,0.922,2.988,0.476,5.394,5.19,0.75595945,0.50191104,0.094,0.744,0.057,1.622,0.065,1.43,2016-10-06,software_and_services
BB,WIT,2021-09-23,0.51,2.92,0.455,1.538,5.19,0.25430322,0.7619775,0.021,2.639,0.05,2.266,-0.02,3.172,2016-10-06,software_and_services
BR,EXLS,2021-09-23,0.51,2.69,0.726,-17.862,5.19,0.00010120137,0.7049168,0.044,1.308,-0.027,3.531,-0.026,3.518,2016-10-06,software_and_services
BR,PANW,2021-09-23,0.784,2.916,2.92,-105.273,5.19,0.15545487,1.2296977,0.026,2.211,-0.041,4.025,-0.039,3.968,2016-10-06,software_and_services
CDNS,DSGX,2021-09-23,0.941,3.062,0.388,12.526,5.19,0.7344508,0.41305298,0.033,1.485,0.047,0.831,0.098,-1.591,2016-10-06,software_and_services
CDNS,GLOB,2021-09-23,0.941,3.942,1.929,-33.354,5.19,0.5592822,0.55426204,0.049,1.365,0.136,-3.166,0.132,-2.954,2016-10-06,software_and_services
CDNS,PCTY,2021-09-23,0.784,3.701,1.451,3.411,5.19,0.6166001,1.2633733,0.015,3.184,0.118,-0.399,0.175,-2.38,2016-10-06,software_and_services
CDNS,WIX,2021-09-23,0.549,-3.491,1.969,9.366,5.19,0.38985774,-1.8177811,-0.034,-4.009,-0.17,-6.065,-0.18,-6.209,2016-10-06,software_and_services
CRM,SPSC,2021-09-23,0.706,3.774,0.565,-35.326,5.19,0.32186204,1.7656653,0.025,3.057,0.091,1.213,0.02,3.223,2016-10-06,software_and_services
CTXS,QLYS,2021-09-23,0.608,2.668,0.524,33.75,5.19,0.4277668,0.6012125,-0.02,2.999,-0.144,5.105,-0.149,5.189,2016-10-06,software_and_services
DLB,PANW,2021-09-23,0.588,4.407,4.445,-59.84,5.19,0.5322279,0.37707406,-0.028,5.223,-0.09,7.039,-0.08,6.733,2016-10-06,software_and_services
DSGX,FICO,2021-09-23,0.667,-4.36,6.564,59.103,5.19,0.09877193,-3.3388138,0.01,-4.145,-0.079,-6.092,0.043,-3.418,2016-10-06,software_and_services
DSGX,FIVN,2021-09-23,0.804,-3.526,3.589,-69.855,5.19,0.077644795,-1.7723894,0.007,-3.356,-0.076,-5.469,-0.02,-4.034,2016-10-06,software_and_services
DSGX,MSFT,2021-09-23,0.843,-2.706,4.122,-18.281,5.19,0.6043704,-0.5687175,0.037,-0.803,0.053,0.042,0.086,1.724,2016-10-06,software_and_services
DSGX,PEGA,2021-09-23,0.784,-3.701,2.029,-2.974,5.19,0.18525225,-1.5941515,0.003,-3.618,-0.059,-5.608,-0.047,-5.209,2016-10-06,software_and_services
DSGX,QTWO,2021-09-23,0.529,-2.993,1.144,30.046,5.19,0.49376422,-2.2112796,-0.017,-3.222,-0.03,-3.397,0.005,-2.926,2016-10-06,software_and_services
DSGX,RNG,2021-09-23,0.647,-3.391,5.35,-44.002,5.19,0.008407931,-3.1532884,0.064,-2.613,-0.021,-3.643,-0.002,-3.412,2016-10-06,software_and_services
DSGX,SNPS,2021-09-23,0.745,-2.573,4.785,-51.758,5.19,0.11316528,-0.2525166,0.02,-1.44,0.025,-1.164,0.093,2.556,2016-10-06,software_and_services
EEFT,IT,2021-09-23,0.569,3.874,0.794,58.206,5.19,0.89951295,1.9007021,-0.007,3.945,-0.023,4.106,-0.018,4.048,2016-10-06,software_and_services
EGHT,IT,2021-09-23,0.804,3.722,4.029,72.527,5.19,0.880169,0.2448094,-0.022,3.951,-0.027,3.998,-0.071,4.458,2016-10-06,software_and_services
