ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-07-14,0.627,7.346,0.395,-14.804,5.27,0.18608782,1.46695,0.103,5.614,0.008,7.217,0.136,5.067,2016-07-27,health_care_equipment_and_services
ABC,GMED,2021-07-14,0.51,2.567,0.559,3.213,5.27,0.57481337,0.50889677,0.04,1.473,0.031,1.722,0.046,1.32,2016-07-27,health_care_equipment_and_services
ABC,PHG,2021-07-14,0.549,-2.566,0.412,6.547,5.27,0.26578474,-0.44794813,-0.052,-4.034,-0.043,-3.779,-0.064,-4.366,2016-07-27,health_care_equipment_and_services
ABC,RDNT,2021-07-14,0.647,3.203,0.284,-8.603,5.27,0.6085938,1.0922316,0.047,2.223,0.12,0.698,0.115,0.792,2016-07-27,health_care_equipment_and_services
ABMD,AMEH,2021-07-14,0.902,7.207,0.037,10.383,5.27,0.8916433,2.771915,0.115,5.944,-0.017,7.389,0.163,5.425,2016-07-27,health_care_equipment_and_services
ABT,AMEH,2021-07-14,0.686,7.106,0.228,0.448,5.27,0.13616538,1.3818257,0.108,5.648,-0.008,7.221,0.134,5.295,2016-07-27,health_care_equipment_and_services
ABT,CRVL,2021-07-14,0.569,2.7,0.906,1.082,5.27,0.5101444,1.7885038,-0.042,3.611,-0.109,5.07,-0.138,5.69,2016-07-27,health_care_equipment_and_services
ABT,PHG,2021-07-14,0.706,-2.538,0.306,16.527,5.27,0.42822042,-0.6365296,-0.047,-3.799,-0.031,-3.363,-0.039,-3.58,2016-07-27,health_care_equipment_and_services
ABT,RDNT,2021-07-14,0.608,3.108,0.178,1.198,5.27,0.37911868,1.552652,0.041,2.499,0.12,1.325,0.105,1.553,2016-07-27,health_care_equipment_and_services
ADUS,AMEH,2021-07-14,0.725,7.196,0.089,12.922,5.27,0.6050567,3.2311482,0.125,5.923,-0.029,7.488,0.155,5.619,2016-07-27,health_care_equipment_and_services
ADUS,ANTM,2021-07-14,0.706,3.22,1.239,176.708,5.27,0.47412544,1.615336,0.077,2.126,0.062,2.333,0.015,3.004,2016-07-27,health_care_equipment_and_services
ADUS,MDT,2021-07-14,0.647,3.583,0.627,44.485,5.27,0.5543128,1.8669097,0.032,2.864,0.004,3.5,-0.002,3.626,2016-07-27,health_care_equipment_and_services
