ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-03-19,0.549,2.591,0.063,12.755,3.61,0.31900477,0.38814825,0.044,2.076,-0.134,4.149,-0.741,11.196,2016-04-04,health_care_equipment_and_services
ABMD,AMEH,2021-03-19,1.0,3.392,0.019,12.957,3.61,0.5695019,0.14222491,0.055,2.716,-0.161,5.377,-0.764,12.804,2016-04-04,health_care_equipment_and_services
ABT,AMEH,2021-03-19,0.804,2.827,0.027,15.948,3.61,0.18720019,0.6910453,0.041,2.409,-0.161,4.471,-0.842,11.431,2016-04-04,health_care_equipment_and_services
ADUS,AMEH,2021-03-19,0.843,2.894,0.028,15.859,3.61,0.2664587,0.75604844,0.038,2.509,-0.172,4.646,-0.863,11.706,2016-04-04,health_care_equipment_and_services
ADUS,ANTM,2021-03-19,0.667,2.584,1.062,180.123,3.61,0.24478464,0.13396049,-0.067,4.108,-0.116,5.224,-0.1,4.855,2016-04-04,health_care_equipment_and_services
AMED,AMEH,2021-03-19,0.804,2.887,0.008,16.928,3.61,0.36599487,0.71852237,0.045,2.439,-0.167,4.528,-0.874,11.484,2016-04-04,health_care_equipment_and_services
AMN,SEM,2021-03-19,0.51,2.827,0.422,-5.791,3.61,0.13308015,0.17169131,-0.026,3.459,0.043,1.784,0.021,2.334,2016-04-04,health_care_equipment_and_services
ATEC,SYK,2021-03-19,0.647,-2.674,5.901,156.501,3.61,0.09340047,-0.54855657,0.128,0.444,0.126,0.418,0.136,0.658,2016-04-04,health_care_equipment_and_services
ATRI,OMCL,2021-03-19,0.627,3.28,0.036,51.683,3.61,0.7210978,0.21617785,0.012,3.182,0.009,3.203,-0.044,3.65,2016-04-04,health_care_equipment_and_services
BAX,RDNT,2021-03-19,0.98,2.806,0.191,0.896,3.61,0.7134797,0.90843964,0.065,1.861,-0.042,3.422,-0.235,6.244,2016-04-04,health_care_equipment_and_services
BDX,CNMD,2021-03-19,0.549,2.948,0.704,-80.139,3.61,0.08595794,1.0407492,0.032,2.299,-0.042,3.78,-0.029,3.532,2016-04-04,health_care_equipment_and_services
BDX,RDNT,2021-03-19,0.961,3.207,0.112,-10.517,3.61,0.6346278,0.4895799,0.063,1.979,-0.033,3.857,-0.182,6.752,2016-04-04,health_care_equipment_and_services
BDX,UNH,2021-03-19,0.549,2.769,1.071,15.203,3.61,0.85537213,2.3042765,-0.02,3.123,-0.065,3.894,-0.037,3.406,2016-04-04,health_care_equipment_and_services
BKD,CYH,2021-03-19,0.765,4.041,-0.27,5.995,3.61,5.0904113e-05,3.043278,0.208,2.912,-0.151,4.863,-0.348,5.93,2016-04-04,health_care_equipment_and_services
BKD,ENOV,2021-03-19,0.588,2.519,0.086,52.456,3.61,0.81263876,1.3400884,0.014,2.409,0.024,2.324,0.029,2.281,2016-04-04,health_care_equipment_and_services
