ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACHC,CYH,2020-11-20,0.549,3.919,0.05,2.248,4.49,0.04367783,1.6655563,0.119,2.727,-0.16,5.507,0.017,3.749,2015-12-07,health_care_equipment_and_services
ACHC,NTUS,2020-11-20,0.745,-2.708,0.499,12.768,4.49,0.4545554,-1.4567555,-0.083,-3.387,0.061,-2.208,0.005,-2.667,2015-12-07,health_care_equipment_and_services
ALGN,MODV,2020-11-20,0.784,3.512,0.147,29.265,4.49,0.7573261,2.2044299,0.022,3.092,-0.117,5.751,0.001,3.498,2015-12-07,health_care_equipment_and_services
AMEH,MODV,2020-11-20,0.804,4.44,0.489,60.641,4.49,0.83859223,0.09339258,-0.067,5.126,-0.249,6.969,-0.111,5.565,2015-12-07,health_care_equipment_and_services
AMEH,STAA,2020-11-20,0.706,3.482,-0.222,39.42,4.49,0.708454,0.80207545,0.035,3.282,-0.107,4.103,-0.435,6.004,2015-12-07,health_care_equipment_and_services
ATRC,STAA,2020-11-20,0.569,3.701,1.325,-5.923,4.49,0.66541135,2.0641415,0.141,1.441,0.097,2.141,-0.045,4.42,2015-12-07,health_care_equipment_and_services
ATRI,OMCL,2020-11-20,0.686,4.338,0.094,4.946,4.49,0.5149743,3.2108166,-0.055,5.173,-0.068,5.374,-0.124,6.231,2015-12-07,health_care_equipment_and_services
BAX,CHE,2020-11-20,0.667,3.095,8.415,-260.301,4.49,0.04476919,0.5341297,-0.021,3.715,-0.032,4.03,0.03,2.216,2015-12-07,health_care_equipment_and_services
BAX,CYRX,2020-11-20,0.765,2.853,0.722,-35.623,4.49,0.6468533,2.1859052,-0.031,3.181,-0.245,5.458,-0.144,4.384,2015-12-07,health_care_equipment_and_services
BAX,SYK,2020-11-20,0.608,3.594,2.104,23.569,4.49,0.49174398,1.7737614,0.004,3.483,-0.001,3.622,-0.033,4.551,2015-12-07,health_care_equipment_and_services
BAX,TFX,2020-11-20,0.961,2.832,5.145,-79.305,4.49,0.25936735,0.26385704,-0.022,3.601,0.007,2.586,-0.028,3.8,2015-12-07,health_care_equipment_and_services
BDX,CYRX,2020-11-20,0.725,2.669,0.199,-27.331,4.49,0.7381143,2.1706412,-0.018,2.817,-0.236,4.659,-0.14,3.851,2015-12-07,health_care_equipment_and_services
BDX,ISRG,2020-11-20,0.863,3.167,1.025,-56.777,4.49,0.62252337,1.5536317,-0.029,3.758,0.046,2.218,0.013,2.899,2015-12-07,health_care_equipment_and_services
BDX,RMD,2020-11-20,0.588,3.217,1.18,-142.828,4.49,0.17014386,2.5193534,0.034,2.635,0.048,2.407,0.058,2.235,2015-12-07,health_care_equipment_and_services
BDX,UNH,2020-11-20,0.706,3.042,1.054,9.582,4.49,0.7647888,1.497894,0.024,2.544,0.028,2.47,0.031,2.413,2015-12-07,health_care_equipment_and_services
BKD,CYH,2020-11-20,0.922,4.132,-0.072,4.34,4.49,0.014189268,1.2771178,0.12,3.22,-0.267,6.14,-0.054,4.532,2015-12-07,health_care_equipment_and_services
BSX,ENSG,2020-11-20,0.529,4.956,1.549,-15.475,4.49,0.111675255,0.20375037,-0.018,5.278,-0.091,6.632,-0.053,5.936,2015-12-07,health_care_equipment_and_services
BSX,LHCG,2020-11-20,0.588,2.716,4.506,-44.162,4.49,0.93798566,0.23177542,-0.029,3.004,-0.003,2.744,0.07,2.018,2015-12-07,health_care_equipment_and_services
BSX,MLAB,2020-11-20,0.941,3.549,6.013,-5.788,4.49,0.70490086,1.1605508,-0.004,3.64,0.023,3.076,0.078,1.935,2015-12-07,health_care_equipment_and_services
BSX,OMCL,2020-11-20,0.961,5.326,2.074,-7.014,4.49,0.54087603,4.879459,-0.07,6.866,-0.091,7.351,-0.079,7.081,2015-12-07,health_care_equipment_and_services
BSX,STE,2020-11-20,0.549,3.97,3.729,-7.727,4.49,0.36721817,0.15706109,0.048,3.161,0.052,3.092,0.137,1.672,2015-12-07,health_care_equipment_and_services
BSX,ZBH,2020-11-20,0.863,2.523,1.77,54.53,4.49,0.07677706,0.9622724,-0.018,2.868,-0.038,3.269,-0.035,3.204,2015-12-07,health_care_equipment_and_services
CAH,CYH,2020-11-20,0.824,4.785,0.115,-1.479,4.49,0.012323489,1.5775545,0.085,3.494,-0.123,6.637,-0.018,5.052,2015-12-07,health_care_equipment_and_services
CHE,IDXX,2020-11-20,0.608,3.639,0.722,-8.742,4.49,0.20068549,0.32894784,-0.008,3.839,0.025,3.005,-0.101,6.168,2015-12-07,health_care_equipment_and_services
CHE,PODD,2020-11-20,0.765,3.24,0.658,-108.158,4.49,0.033335447,0.22537217,0.062,0.898,0.03,2.096,-0.017,3.867,2015-12-07,health_care_equipment_and_services
CHE,RMD,2020-11-20,0.843,2.893,0.398,-19.096,4.49,0.13070916,0.6007403,0.037,1.587,0.036,1.622,0.005,2.726,2015-12-07,health_care_equipment_and_services
COO,OMCL,2020-11-20,0.608,3.178,0.293,-14.839,4.49,0.16701989,0.78620416,-0.036,4.198,-0.035,4.166,-0.04,4.3,2015-12-07,health_care_equipment_and_services
CUTR,LMAT,2020-11-20,0.588,2.879,0.24,23.641,4.49,0.5755474,0.36726668,0.006,2.794,-0.183,5.603,-0.144,5.03,2015-12-07,health_care_equipment_and_services
EHC,STAA,2020-11-20,0.667,2.877,1.296,-28.745,4.49,0.9356415,2.220998,0.037,2.337,-0.002,2.911,-0.177,5.449,2015-12-07,health_care_equipment_and_services
EW,STE,2020-11-20,0.941,2.505,1.85,13.474,4.49,0.6794581,0.60758764,0.055,0.444,0.022,1.684,0.062,0.186,2015-12-07,health_care_equipment_and_services
GMED,MODV,2020-11-20,0.529,4.107,1.173,11.665,4.49,0.7567808,0.56769186,-0.001,4.118,-0.145,6.419,-0.06,5.063,2015-12-07,health_care_equipment_and_services
ICUI,MODV,2020-11-20,0.608,4.386,-0.022,74.256,4.49,0.6084954,0.5550432,-0.074,5.067,-0.295,7.092,-0.151,5.775,2015-12-07,health_care_equipment_and_services
MD,MDRX,2020-11-20,0.608,3.455,0.155,5.752,4.49,0.011829212,1.4006107,-0.023,3.756,-0.194,5.968,-0.149,5.39,2015-12-07,health_care_equipment_and_services
MDRX,NTUS,2020-11-20,0.647,-2.833,1.569,12.296,4.49,0.613202,-1.3498502,-0.06,-3.391,0.018,-2.665,0.027,-2.581,2015-12-07,health_care_equipment_and_services
MDRX,TVTY,2020-11-20,0.784,-2.653,3.437,-13.138,4.49,0.11122228,-0.93414986,-0.018,-2.837,-0.125,-3.956,-0.035,-3.019,2015-12-07,health_care_equipment_and_services
