ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,EHC,2019-10-28,0.549,3.055,0.079,23.026,3.86,0.58284396,1.7935674,-0.03,3.49,-0.044,3.695,-0.109,4.655,2014-11-10,health_care_equipment_and_services
ABMD,PODD,2019-10-28,0.608,2.699,0.144,45.118,3.86,0.7754456,0.21330349,-0.205,3.973,-0.158,3.68,-0.276,4.41,2014-11-10,health_care_equipment_and_services
ABMD,QDEL,2019-10-28,0.667,2.572,0.145,12.765,3.86,0.5085881,1.4160205,-0.062,3.196,-0.162,4.205,-0.195,4.546,2014-11-10,health_care_equipment_and_services
ABMD,RDNT,2019-10-28,0.706,2.747,0.025,5.252,3.86,0.49700803,1.962019,-0.173,4.456,-0.25,5.224,-0.38,6.51,2014-11-10,health_care_equipment_and_services
ABT,EW,2019-10-28,0.588,3.593,0.852,-2.651,3.86,0.40529597,1.980566,-0.003,3.717,0.032,2.344,0.048,1.722,2014-11-10,health_care_equipment_and_services
ALGN,ICUI,2019-10-28,0.804,-3.258,0.549,89.365,3.86,0.7750569,-0.64810586,0.035,-2.737,0.031,-2.788,0.057,-2.403,2014-11-10,health_care_equipment_and_services
ALGN,RMD,2019-10-28,0.529,2.786,0.157,56.456,3.86,0.9712454,2.6357386,-0.001,2.796,-0.037,3.183,-0.103,3.897,2014-11-10,health_care_equipment_and_services
AMEH,CNMD,2019-10-28,0.588,2.68,1.821,35.367,3.86,0.7698181,2.122846,-0.059,3.244,-0.035,3.016,-0.01,2.781,2014-11-10,health_care_equipment_and_services
AMEH,PODD,2019-10-28,0.765,2.617,3.176,32.22,3.86,0.9715656,1.9384307,-0.142,3.691,-0.07,3.146,-0.198,4.117,2014-11-10,health_care_equipment_and_services
AMEH,RMD,2019-10-28,0.647,3.253,2.518,53.975,3.86,0.9488837,1.9566797,0.017,3.056,-0.009,3.36,-0.069,4.053,2014-11-10,health_care_equipment_and_services
AMN,RMD,2019-10-28,0.608,2.618,1.833,1.187,3.86,0.09468555,1.1958419,-0.004,2.698,-0.019,2.972,-0.014,2.883,2014-11-10,health_care_equipment_and_services
ANTM,MMSI,2019-10-28,0.588,-3.283,0.206,-0.266,3.86,0.6327874,-2.2926023,-0.071,-4.144,-0.082,-4.272,0.067,-2.477,2014-11-10,health_care_equipment_and_services
ANTM,RMD,2019-10-28,0.784,3.192,0.385,7.424,3.86,0.7598431,1.5754969,0.012,2.936,0.016,2.849,-0.075,4.832,2014-11-10,health_care_equipment_and_services
BAX,SYK,2019-10-28,0.98,3.743,2.431,1.328,3.86,0.28405356,0.4001331,0.053,0.558,0.046,0.952,0.084,-1.277,2014-11-10,health_care_equipment_and_services
BDX,EW,2019-10-28,0.588,3.19,0.386,-32.174,3.86,0.023002556,2.417646,0.004,3.101,0.065,1.561,0.089,0.957,2014-11-10,health_care_equipment_and_services
BDX,MMSI,2019-10-28,0.588,-2.755,0.304,-17.792,3.86,0.11049799,-2.002245,-0.047,-3.323,-0.068,-3.591,-0.038,-3.223,2014-11-10,health_care_equipment_and_services
BDX,PODD,2019-10-28,0.569,2.581,0.975,-120.374,3.86,0.15937154,1.2621014,-0.077,4.405,0.0,2.574,-0.039,3.501,2014-11-10,health_care_equipment_and_services
BDX,RMD,2019-10-28,0.98,3.752,0.696,-51.195,3.86,0.099749975,1.1725857,0.005,3.567,0.024,2.901,0.013,3.29,2014-11-10,health_care_equipment_and_services
BSX,EW,2019-10-28,0.804,2.909,1.854,-11.804,3.86,0.25380048,1.2508969,-0.003,2.994,0.049,1.301,0.038,1.668,2014-11-10,health_care_equipment_and_services
