ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABT,BDX,2020-08-27,0.706,-2.959,1.138,145.171,4.32,0.21711814,-0.27509934,-0.034,-4.043,0.003,-2.853,-0.035,-4.062,2015-09-11,health_care_equipment_and_services
ABT,CYRX,2020-08-27,0.608,6.184,0.417,-14.636,4.32,0.20723101,0.27782696,0.013,5.841,0.057,4.663,0.071,4.276,2015-09-11,health_care_equipment_and_services
ABT,MLAB,2020-08-27,0.765,-2.538,2.465,28.035,4.32,0.85394204,-0.46721706,0.052,-1.329,0.077,-0.762,0.08,-0.696,2015-09-11,health_care_equipment_and_services
ABT,STE,2020-08-27,0.686,-4.438,1.778,-5.822,4.32,0.3675265,-1.2203622,0.08,-0.706,0.092,-0.114,0.115,0.972,2015-09-11,health_care_equipment_and_services
ACHC,NTUS,2020-08-27,0.863,-2.576,0.503,14.037,4.32,0.36014673,-1.0764576,0.019,-2.437,0.019,-2.44,-0.077,-3.13,2015-09-11,health_care_equipment_and_services
ALGN,MODV,2020-08-27,0.804,3.407,0.082,44.127,4.32,0.8821469,1.4279208,0.048,2.612,-0.113,5.277,-0.24,7.394,2015-09-11,health_care_equipment_and_services
AMEH,ISRG,2020-08-27,0.863,2.718,1.942,135.16,4.32,0.7716991,1.5730366,0.014,2.556,-0.016,2.895,-0.022,2.961,2015-09-11,health_care_equipment_and_services
AMEH,MODV,2020-08-27,0.922,3.451,0.785,51.911,4.32,0.7902804,1.4553279,0.034,2.985,-0.239,6.726,-0.392,8.832,2015-09-11,health_care_equipment_and_services
AMN,ISRG,2020-08-27,0.529,2.81,0.93,117.581,4.32,0.47551894,1.6408664,0.033,2.426,0.023,2.541,0.021,2.568,2015-09-11,health_care_equipment_and_services
ANTM,CYRX,2020-08-27,0.569,6.103,0.102,-10.384,4.32,0.85801715,0.049500167,0.03,5.702,0.112,4.586,0.154,4.03,2015-09-11,health_care_equipment_and_services
ANTM,ISRG,2020-08-27,0.608,3.632,0.675,0.414,4.32,0.8280515,1.0251114,-0.013,3.997,0.031,2.782,0.043,2.459,2015-09-11,health_care_equipment_and_services
ATRI,HOLX,2020-08-27,0.51,2.511,0.023,29.715,4.32,0.7811764,0.660588,-0.063,3.221,-0.131,3.996,-0.108,3.733,2015-09-11,health_care_equipment_and_services
BAX,CYRX,2020-08-27,0.863,7.289,0.563,-26.172,4.32,0.49791917,0.15849775,0.005,7.179,0.036,6.481,0.03,6.605,2015-09-11,health_care_equipment_and_services
BAX,SLP,2020-08-27,0.549,2.62,1.113,-54.378,4.32,0.06703431,1.6037139,-0.13,5.152,-0.093,4.43,-0.047,3.531,2015-09-11,health_care_equipment_and_services
BDX,CYRX,2020-08-27,0.843,6.848,0.216,-33.904,4.32,0.39561397,0.10960881,-0.002,6.894,0.06,5.673,0.049,5.89,2015-09-11,health_care_equipment_and_services
BDX,ISRG,2020-08-27,0.98,4.473,1.151,-91.674,4.32,0.21504909,0.24244942,-0.034,5.843,-0.011,4.903,-0.051,6.498,2015-09-11,health_care_equipment_and_services
BDX,UNH,2020-08-27,0.824,2.7,1.21,-32.809,4.32,0.6294499,0.35817713,-0.029,3.609,-0.02,3.318,-0.074,5.014,2015-09-11,health_care_equipment_and_services
BKD,PDCO,2020-08-27,0.51,2.661,0.97,13.663,4.32,0.87381506,1.8332072,0.14,1.638,0.087,2.023,0.089,2.009,2015-09-11,health_care_equipment_and_services
BSX,LHCG,2020-08-27,0.608,2.986,4.307,-45.263,4.32,0.6891208,2.6649208,-0.038,3.563,-0.1,4.514,-0.06,3.905,2015-09-11,health_care_equipment_and_services
CHE,CYRX,2020-08-27,0.882,7.169,0.068,-8.317,4.32,0.7651253,0.32167736,0.023,6.646,0.055,5.924,0.072,5.53,2015-09-11,health_care_equipment_and_services
CNMD,CYRX,2020-08-27,0.745,6.087,0.181,1.561,4.32,0.85642433,0.5702547,0.036,5.668,0.08,5.167,0.175,4.075,2015-09-11,health_care_equipment_and_services
CNMD,SLP,2020-08-27,0.549,2.549,0.356,0.677,4.32,0.9734874,2.5268755,-0.176,3.967,-0.115,3.479,0.118,1.599,2015-09-11,health_care_equipment_and_services
CVS,NTUS,2020-08-27,0.843,-2.554,0.355,8.958,4.32,0.5674488,-1.4206208,0.028,-2.336,0.05,-2.167,0.053,-2.14,2015-09-11,health_care_equipment_and_services
CYH,NTUS,2020-08-27,0.706,-2.815,1.364,25.347,4.32,0.14596091,-2.004578,0.034,-2.654,0.07,-2.488,-0.02,-2.912,2015-09-11,health_care_equipment_and_services
CYRX,IDXX,2020-08-27,0.804,-6.819,7.304,127.102,4.32,0.77973473,-1.5612327,0.038,-5.287,0.135,-1.413,0.161,-0.369,2015-09-11,health_care_equipment_and_services
CYRX,PHG,2020-08-27,0.98,-4.377,0.495,31.951,4.32,0.46165538,-1.0172194,-0.012,-4.695,0.041,-3.263,0.076,-2.307,2015-09-11,health_care_equipment_and_services
CYRX,PODD,2020-08-27,0.627,-4.3,5.733,33.844,4.32,0.63775086,-3.1953647,0.066,-3.118,0.129,-1.978,0.16,-1.423,2015-09-11,health_care_equipment_and_services
CYRX,RDNT,2020-08-27,0.824,-2.791,0.216,10.79,4.32,0.47876316,-1.0179424,0.031,-2.477,0.097,-1.807,0.23,-0.452,2015-09-11,health_care_equipment_and_services
CYRX,SLP,2020-08-27,0.549,-7.442,1.752,0.76,4.32,0.22087544,-2.524665,0.13,-3.205,0.129,-3.223,0.073,-5.065,2015-09-11,health_care_equipment_and_services
CYRX,SYK,2020-08-27,0.804,-3.019,1.89,146.732,4.32,0.531351,-1.550148,0.063,-1.998,0.102,-1.367,0.185,-0.025,2015-09-11,health_care_equipment_and_services
CYRX,TFX,2020-08-27,0.51,-4.522,5.582,211.756,4.32,0.7243039,-1.7689128,-0.023,-5.047,0.012,-4.247,0.064,-3.048,2015-09-11,health_care_equipment_and_services
ENOV,NTUS,2020-08-27,0.549,-2.963,0.294,14.959,4.32,0.5658673,-1.8905629,0.009,-2.898,0.067,-2.476,0.043,-2.653,2015-09-11,health_care_equipment_and_services
GMED,MODV,2020-08-27,0.549,3.034,0.655,34.351,4.32,0.7319128,1.4702508,-0.003,3.084,-0.223,7.07,-0.308,8.597,2015-09-11,health_care_equipment_and_services
HAE,MDT,2020-08-27,0.667,2.666,0.395,49.374,4.32,0.20121929,1.1199363,0.012,2.417,0.056,1.474,0.016,2.328,2015-09-11,health_care_equipment_and_services
ICUI,MODV,2020-08-27,0.608,3.622,0.06,52.176,4.32,0.58403623,1.8785404,0.033,3.19,-0.247,6.828,-0.408,8.911,2015-09-11,health_care_equipment_and_services
ISRG,ITGR,2020-08-27,0.824,-3.094,0.377,6.935,4.32,0.2748473,-1.4450063,-0.055,-4.118,-0.046,-3.95,0.004,-3.015,2015-09-11,health_care_equipment_and_services
ITGR,MOH,2020-08-27,0.745,2.539,1.748,-0.043,4.32,0.47785404,1.470566,0.006,2.466,-0.1,3.782,-0.046,3.118,2015-09-11,health_care_equipment_and_services
ITGR,UNH,2020-08-27,0.529,2.713,1.437,139.589,4.32,0.82904285,1.2020646,-0.021,3.078,-0.045,3.497,-0.045,3.492,2015-09-11,health_care_equipment_and_services
MDRX,NTUS,2020-08-27,0.745,-2.59,1.626,12.822,4.32,0.61446834,-0.7403472,0.016,-2.456,-0.055,-3.067,-0.146,-3.847,2015-09-11,health_care_equipment_and_services
