ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ABT,2022-02-18,0.53,-4.06,1.01,-0.15,4.33,-0.022,-4.92,-0.066,-6.7,-0.047,-5.95,2017-03-07,health_care_equipment_and_services
ABC,ATRC,2022-02-18,0.57,-3.47,0.93,-43.32,4.33,-0.034,-4.32,-0.124,-6.55,-0.135,-6.83,2017-03-07,health_care_equipment_and_services
ABC,CYH,2022-02-18,0.51,-2.93,0.22,-14.62,4.33,-0.039,-3.76,-0.106,-5.16,-0.164,-6.37,2017-03-07,health_care_equipment_and_services
ABC,CYRX,2022-02-18,0.53,-3.76,0.94,-55.09,4.33,-0.061,-4.63,-0.174,-6.26,-0.116,-5.44,2017-03-07,health_care_equipment_and_services
ABC,DGX,2022-02-18,0.92,-3.63,1.08,9.33,4.33,0.003,-3.51,-0.053,-5.43,0.001,-3.59,2017-03-07,health_care_equipment_and_services
ABC,DVA,2022-02-18,0.71,-2.2,1.22,-31.44,4.33,-0.061,-3.69,-0.075,-4.02,-0.11,-4.87,2017-03-07,health_care_equipment_and_services
ABC,ENOV,2022-02-18,0.76,-2.44,0.68,-5.14,4.33,-0.051,-3.51,-0.112,-4.78,-0.072,-3.94,2017-03-07,health_care_equipment_and_services
ABC,GMED,2022-02-18,0.76,-2.62,0.58,1.52,4.33,-0.022,-3.13,-0.005,-2.75,-0.043,-3.62,2017-03-07,health_care_equipment_and_services
ABC,HOLX,2022-02-18,0.51,-2.16,0.57,4.36,4.33,0.0,-2.15,-0.042,-3.08,0.018,-1.77,2017-03-07,health_care_equipment_and_services
ABC,ISRG,2022-02-18,0.55,-3.24,3.12,-72.06,4.33,-0.038,-4.25,-0.082,-5.42,-0.123,-6.49,2017-03-07,health_care_equipment_and_services
ABC,LH,2022-02-18,0.88,-3.18,2.7,-56.9,4.33,-0.024,-4.0,-0.08,-5.87,-0.061,-5.23,2017-03-07,health_care_equipment_and_services
ABC,MCK,2022-02-18,0.65,2.17,1.99,-30.81,4.33,-0.015,3.1,-0.026,3.74,-0.064,6.01,2017-03-07,health_care_equipment_and_services
ABC,NEOG,2022-02-18,0.69,-3.99,0.24,13.38,4.33,-0.041,-4.89,-0.164,-7.63,-0.154,-7.4,2017-03-07,health_care_equipment_and_services
ABC,PEN,2022-02-18,0.61,-4.03,2.46,-34.72,4.33,-0.044,-5.0,-0.128,-6.86,-0.162,-7.62,2017-03-07,health_care_equipment_and_services
ABC,PHG,2022-02-18,0.53,-2.34,0.08,37.76,4.33,-0.088,-2.98,-0.123,-3.23,-0.221,-3.94,2017-03-07,health_care_equipment_and_services
ABC,RDNT,2022-02-18,0.9,-2.42,0.31,-10.39,4.33,-0.068,-3.63,-0.154,-5.15,-0.115,-4.46,2017-03-07,health_care_equipment_and_services
ABC,ZBH,2022-02-18,0.78,-2.16,0.4,93.98,4.33,-0.007,-2.24,0.027,-1.85,-0.019,-2.38,2017-03-07,health_care_equipment_and_services
ABMD,HSIC,2022-02-18,0.57,2.31,0.08,47.49,4.33,-0.037,2.98,-0.057,3.34,-0.044,3.12,2017-03-07,health_care_equipment_and_services
ABT,ANTM,2022-02-18,0.9,2.57,2.83,30.28,4.33,-0.014,2.9,-0.075,4.33,-0.073,4.29,2017-03-07,health_care_equipment_and_services
ABT,CERN,2022-02-18,0.67,2.95,0.28,44.43,4.33,-0.006,3.1,-0.0,2.96,-0.028,3.65,2017-03-07,health_care_equipment_and_services
ABT,CYRX,2022-02-18,0.57,-2.32,0.97,-58.71,4.33,-0.035,-2.92,-0.09,-3.89,-0.054,-3.25,2017-03-07,health_care_equipment_and_services
ABT,HSIC,2022-02-18,0.92,2.06,0.26,41.63,4.33,-0.033,2.74,-0.049,3.07,-0.008,2.23,2017-03-07,health_care_equipment_and_services
ABT,MCK,2022-02-18,0.63,4.98,1.73,-7.84,4.33,-0.044,6.34,-0.105,8.23,-0.124,8.82,2017-03-07,health_care_equipment_and_services
ABT,PHG,2022-02-18,0.76,-2.13,0.1,35.26,4.33,-0.08,-2.74,-0.095,-2.85,-0.194,-3.6,2017-03-07,health_care_equipment_and_services
ABT,STE,2022-02-18,0.9,2.38,1.67,4.97,4.33,-0.003,2.49,-0.027,3.45,-0.015,2.97,2017-03-07,health_care_equipment_and_services
ACHC,CVS,2022-02-18,0.51,2.71,0.81,34.84,4.33,0.034,2.17,0.102,1.06,0.147,0.32,2017-03-07,health_care_equipment_and_services
ACHC,HSIC,2022-02-18,0.82,2.68,0.42,50.01,4.33,0.001,2.65,0.019,2.21,0.07,0.9,2017-03-07,health_care_equipment_and_services
ACHC,MDRX,2022-02-18,0.78,3.26,0.24,2.0,4.33,0.035,2.57,0.097,1.33,0.238,-1.44,2017-03-07,health_care_equipment_and_services
ADUS,ANTM,2022-02-18,0.59,2.36,0.9,233.51,4.33,-0.034,2.63,-0.117,3.31,-0.069,2.92,2017-03-07,health_care_equipment_and_services
ADUS,BDX,2022-02-18,1.0,2.01,0.24,216.77,4.33,0.005,1.9,-0.01,2.26,0.03,1.3,2017-03-07,health_care_equipment_and_services
ADUS,CAH,2022-02-18,0.51,2.17,0.21,29.28,4.33,-0.023,2.55,-0.088,3.63,0.009,2.01,2017-03-07,health_care_equipment_and_services
ADUS,HSIC,2022-02-18,0.55,2.46,0.12,56.57,4.33,-0.043,3.0,-0.054,3.15,0.017,2.25,2017-03-07,health_care_equipment_and_services
ALGN,ANTM,2022-02-18,0.75,3.02,0.31,189.15,4.33,-0.064,4.12,-0.187,6.27,-0.192,6.37,2017-03-07,health_care_equipment_and_services
ALGN,HSIC,2022-02-18,0.86,2.68,0.03,54.24,4.33,-0.064,4.04,-0.111,5.02,-0.074,4.24,2017-03-07,health_care_equipment_and_services
ALGN,MODV,2022-02-18,0.73,-2.06,0.25,5.31,4.33,0.094,-0.32,0.187,1.39,0.223,2.05,2017-03-07,health_care_equipment_and_services
AMED,ANTM,2022-02-18,0.61,2.26,0.2,276.09,4.33,-0.043,2.58,-0.161,3.46,-0.104,3.04,2017-03-07,health_care_equipment_and_services
AMED,CAH,2022-02-18,0.57,2.28,0.06,36.39,4.33,-0.031,2.8,-0.158,4.94,-0.048,3.09,2017-03-07,health_care_equipment_and_services
AMED,HSIC,2022-02-18,0.63,2.25,0.02,64.26,4.33,-0.054,2.87,-0.084,3.22,-0.003,2.28,2017-03-07,health_care_equipment_and_services
AMED,UNH,2022-02-18,0.51,2.28,0.5,226.7,4.33,-0.046,2.61,-0.127,3.2,-0.047,2.62,2017-03-07,health_care_equipment_and_services
AMEH,ANTM,2022-02-18,0.9,2.31,1.98,249.55,4.33,-0.062,3.21,-0.191,5.06,-0.149,4.46,2017-03-07,health_care_equipment_and_services
AMEH,CNC,2022-02-18,0.75,2.13,0.19,56.12,4.33,-0.069,3.01,-0.093,3.32,-0.07,3.02,2017-03-07,health_care_equipment_and_services
AMEH,HSIC,2022-02-18,0.78,2.14,0.21,60.95,4.33,-0.064,3.28,-0.109,4.1,-0.04,2.85,2017-03-07,health_care_equipment_and_services
AMEH,THC,2022-02-18,0.57,2.19,0.7,18.52,4.33,-0.088,3.15,-0.139,3.7,0.028,1.9,2017-03-07,health_care_equipment_and_services
AMN,MDT,2022-02-18,0.65,-2.09,0.44,74.18,4.33,0.055,-1.24,0.073,-0.96,0.062,-1.13,2017-03-07,health_care_equipment_and_services
AMN,SEM,2022-02-18,0.76,-2.14,0.3,2.14,4.33,0.03,-1.81,-0.001,-2.14,0.11,-0.93,2017-03-07,health_care_equipment_and_services
