ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-05-20,0.63,2.67,0.16,4.53,3.94,-0.449,9.58,-1.331,23.13,-0.684,13.18,2016-06-03,health_care_equipment_and_services
ABMD,AMEH,2021-05-20,0.96,4.06,0.02,12.43,3.94,-0.554,10.33,-1.731,23.67,-0.873,13.94,2016-06-03,health_care_equipment_and_services
ABMD,NEOG,2021-05-20,0.53,2.31,0.03,28.03,3.94,0.042,1.82,0.063,1.58,0.1,1.15,2016-06-03,health_care_equipment_and_services
ABT,AMEH,2021-05-20,0.76,3.2,0.07,12.6,3.94,-0.563,9.58,-1.664,22.04,-0.844,12.76,2016-06-03,health_care_equipment_and_services
ABT,ANTM,2021-05-20,0.92,2.8,1.39,157.48,3.94,0.009,2.6,0.016,2.45,0.047,1.75,2016-06-03,health_care_equipment_and_services
ABT,HOLX,2021-05-20,0.55,-2.39,0.64,-1.9,3.94,0.031,-1.38,0.043,-0.97,0.06,-0.43,2016-06-03,health_care_equipment_and_services
ABT,HSIC,2021-05-20,0.55,2.27,0.12,53.82,3.94,0.024,1.83,0.026,1.79,0.05,1.37,2016-06-03,health_care_equipment_and_services
ABT,RDNT,2021-05-20,0.61,2.32,0.12,5.35,3.94,-0.251,6.32,-0.203,5.56,-0.093,3.8,2016-06-03,health_care_equipment_and_services
ACHC,CVS,2021-05-20,0.63,2.04,0.49,44.75,3.94,0.048,1.08,0.048,1.08,0.028,1.48,2016-06-03,health_care_equipment_and_services
ADUS,AMEH,2021-05-20,0.8,3.54,0.05,14.44,3.94,-0.619,9.75,-1.837,21.96,-0.95,13.07,2016-06-03,health_care_equipment_and_services
ADUS,ANTM,2021-05-20,0.71,3.51,1.24,172.13,3.94,-0.001,3.54,-0.016,3.81,0.006,3.41,2016-06-03,health_care_equipment_and_services
ADUS,HSIC,2021-05-20,0.55,2.75,0.15,51.83,3.94,0.015,2.47,0.006,2.63,0.025,2.28,2016-06-03,health_care_equipment_and_services
ADUS,MDT,2021-05-20,0.75,3.21,0.63,44.59,3.94,-0.032,4.17,-0.045,4.54,-0.046,4.57,2016-06-03,health_care_equipment_and_services
ADUS,NVCR,2021-05-20,0.71,3.34,2.18,-101.59,3.94,-0.161,6.16,-0.085,4.83,0.086,1.84,2016-06-03,health_care_equipment_and_services
ADUS,PHG,2021-05-20,0.59,2.76,0.33,16.27,3.94,0.023,2.12,0.074,0.7,0.109,-0.28,2016-06-03,health_care_equipment_and_services
ADUS,RDNT,2021-05-20,0.59,3.57,0.15,3.8,3.94,-0.277,8.46,-0.254,8.06,-0.153,6.28,2016-06-03,health_care_equipment_and_services
ADUS,ZBH,2021-05-20,0.82,2.39,0.87,53.74,3.94,-0.027,3.05,-0.013,2.72,0.057,1.0,2016-06-03,health_care_equipment_and_services
ALGN,AMEH,2021-05-20,1.0,2.86,0.02,12.03,3.94,-0.493,10.5,-1.508,26.22,-0.741,14.35,2016-06-03,health_care_equipment_and_services
ALGN,AMN,2021-05-20,0.84,2.17,0.05,43.08,3.94,-0.042,2.83,-0.07,3.28,-0.097,3.7,2016-06-03,health_care_equipment_and_services
ALGN,ANTM,2021-05-20,0.57,2.31,0.2,211.95,3.94,0.036,1.59,0.025,1.81,0.064,1.04,2016-06-03,health_care_equipment_and_services
AMED,AMEH,2021-05-20,0.76,3.33,0.02,15.71,3.94,-0.615,9.56,-1.836,21.93,-0.985,13.31,2016-06-03,health_care_equipment_and_services
AMED,ANTM,2021-05-20,0.75,2.99,0.36,213.29,3.94,0.017,2.69,0.01,2.82,-0.033,3.59,2016-06-03,health_care_equipment_and_services
AMED,ATRC,2021-05-20,0.73,2.87,0.17,9.14,3.94,-0.066,4.05,-0.081,4.3,-0.13,5.17,2016-06-03,health_care_equipment_and_services
AMED,HSIC,2021-05-20,0.55,2.44,0.03,59.15,3.94,0.03,1.95,0.025,2.04,0.015,2.19,2016-06-03,health_care_equipment_and_services
AMED,MOH,2021-05-20,0.71,2.67,0.59,54.46,3.94,0.002,2.63,-0.007,2.84,-0.135,5.86,2016-06-03,health_care_equipment_and_services
AMED,RDNT,2021-05-20,0.63,2.6,0.04,9.82,3.94,-0.282,6.46,-0.244,5.94,-0.22,5.61,2016-06-03,health_care_equipment_and_services
AMED,UNH,2021-05-20,0.51,3.46,0.66,160.43,3.94,-0.002,3.51,-0.018,3.97,-0.13,7.11,2016-06-03,health_care_equipment_and_services
ATEC,HSIC,2021-05-20,0.55,2.02,0.63,60.01,3.94,0.04,1.29,0.021,1.63,0.018,1.7,2016-06-03,health_care_equipment_and_services
ATEC,LH,2021-05-20,0.8,2.27,6.41,138.91,3.94,0.027,1.61,-0.032,3.07,-0.148,5.94,2016-06-03,health_care_equipment_and_services
ATEC,RDNT,2021-05-20,0.69,2.06,0.6,12.12,3.94,-0.252,6.18,-0.25,6.15,-0.194,5.23,2016-06-03,health_care_equipment_and_services
ATRI,HSIC,2021-05-20,0.59,2.95,0.01,57.57,3.94,0.036,2.4,0.029,2.51,0.053,2.14,2016-06-03,health_care_equipment_and_services
ATRI,LNTH,2021-05-20,0.71,2.69,0.04,-12.56,3.94,-0.077,3.94,-0.086,4.08,0.019,2.38,2016-06-03,health_care_equipment_and_services
ATRI,OMCL,2021-05-20,0.59,2.35,-0.02,96.35,3.94,-0.088,2.83,-0.124,3.03,-0.125,3.04,2016-06-03,health_care_equipment_and_services
