ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMN,2020-02-24,0.824,3.32,0.049,40.072,4.14,0.6446566,2.5385432,0.057,2.706,0.336,-0.268,0.388,-0.812,2015-03-09,health_care_equipment_and_services
ABMD,EHC,2020-02-24,0.549,2.939,0.06,30.04,4.14,0.7785367,2.8147347,0.245,0.47,0.122,1.709,0.097,1.965,2015-03-09,health_care_equipment_and_services
ABMD,QDEL,2020-02-24,0.647,2.763,0.103,27.51,4.14,0.7816109,2.316317,-0.093,3.477,-0.473,6.409,-0.939,9.999,2015-03-09,health_care_equipment_and_services
ABMD,RDNT,2020-02-24,0.686,3.258,0.013,9.404,4.14,0.7510162,0.12910315,0.532,-0.564,0.425,0.205,0.25,1.463,2015-03-09,health_care_equipment_and_services
ABT,RDNT,2020-02-24,0.627,3.06,0.221,-1.354,4.14,0.26365548,2.12932,0.254,-2.139,0.308,-3.259,0.177,-0.573,2015-03-09,health_care_equipment_and_services
ABT,STE,2020-02-24,0.627,3.974,1.846,-9.279,4.14,0.23565428,1.2688203,0.069,0.063,0.111,-2.356,0.072,-0.132,2015-03-09,health_care_equipment_and_services
ALGN,AMN,2020-02-24,0.824,2.919,0.071,35.073,4.14,0.87241286,1.8263535,0.005,2.856,0.26,-0.273,0.33,-1.132,2015-03-09,health_care_equipment_and_services
ALGN,PODD,2020-02-24,0.569,2.904,0.209,44.32,4.14,0.99403805,1.9400228,0.133,2.024,-0.037,3.151,0.062,2.493,2015-03-09,health_care_equipment_and_services
ALGN,QDEL,2020-02-24,0.922,2.567,0.169,12.036,4.14,0.7781422,1.5358846,-0.162,4.451,-0.458,7.901,-0.784,11.707,2015-03-09,health_care_equipment_and_services
ALGN,RDNT,2020-02-24,0.824,3.424,0.03,5.303,4.14,0.930201,3.228347,0.377,-0.325,0.299,0.445,0.194,1.497,2015-03-09,health_care_equipment_and_services
ALGN,SEM,2020-02-24,0.765,4.221,0.016,13.022,4.14,0.7691995,1.9180269,0.391,-0.865,0.366,-0.538,0.375,-0.645,2015-03-09,health_care_equipment_and_services
ALGN,ZBH,2020-02-24,0.667,2.629,0.012,113.323,4.14,0.9059056,1.9824855,0.381,-2.239,0.257,-0.65,0.195,0.14,2015-03-09,health_care_equipment_and_services
AMED,BSX,2020-02-24,0.627,-3.354,0.151,19.156,4.14,0.42428058,-0.6906536,-0.159,-8.69,-0.065,-5.551,-0.075,-5.857,2015-03-09,health_care_equipment_and_services
AMED,DXCM,2020-02-24,0.627,4.16,0.313,-1.902,4.14,0.36257067,0.59980804,0.081,1.221,-0.054,6.105,-0.207,11.641,2015-03-09,health_care_equipment_and_services
AMED,HCA,2020-02-24,0.804,-3.074,0.562,54.308,4.14,0.038522545,-1.0380725,-0.186,-8.958,-0.139,-7.45,-0.133,-7.273,2015-03-09,health_care_equipment_and_services
AMED,PINC,2020-02-24,0.549,-2.683,0.044,29.514,4.14,0.09908439,-1.4172556,-0.027,-3.001,0.048,-2.123,0.065,-1.927,2015-03-09,health_care_equipment_and_services
AMEH,AMN,2020-02-24,0.961,2.994,1.173,33.396,4.14,0.96553427,0.7669837,-0.002,3.019,0.253,-0.519,0.318,-1.416,2015-03-09,health_care_equipment_and_services
AMEH,PODD,2020-02-24,0.667,2.848,3.245,42.786,4.14,0.98726815,0.11297802,0.127,1.977,-0.033,3.071,0.059,2.442,2015-03-09,health_care_equipment_and_services
AMEH,RDNT,2020-02-24,0.745,3.117,0.38,6.53,4.14,0.890951,2.6122248,0.398,-0.56,0.321,0.147,0.196,1.304,2015-03-09,health_care_equipment_and_services
AMEH,RMD,2020-02-24,0.627,2.784,2.455,62.175,4.14,0.9812864,2.4772968,0.104,1.822,0.017,2.625,0.039,2.421,2015-03-09,health_care_equipment_and_services
AMEH,ZBH,2020-02-24,0.569,2.62,0.355,110.525,4.14,0.9621722,1.8919121,0.367,-2.214,0.249,-0.65,0.191,0.109,2015-03-09,health_care_equipment_and_services
ANTM,ITGR,2020-02-24,0.686,2.801,0.371,-21.45,4.14,0.28865027,0.25542688,0.082,0.316,0.115,-0.661,0.082,0.339,2015-03-09,health_care_equipment_and_services
ANTM,RDNT,2020-02-24,0.882,3.47,0.072,-4.107,4.14,0.65929073,2.5848916,0.192,-0.137,0.226,-0.794,0.137,0.89,2015-03-09,health_care_equipment_and_services
ANTM,RMD,2020-02-24,0.627,3.044,0.495,-14.025,4.14,0.61135966,1.9207608,-0.014,3.301,0.013,2.806,0.028,2.52,2015-03-09,health_care_equipment_and_services
ATRC,NXGN,2020-02-24,0.784,-3.192,0.251,9.845,4.14,0.22624306,-1.1516373,-0.08,-4.144,-0.133,-4.786,-0.279,-6.531,2015-03-09,health_care_equipment_and_services
ATRC,PINC,2020-02-24,0.863,-3.635,0.438,22.362,4.14,0.72688574,-1.5572968,0.058,-2.648,0.036,-3.025,-0.054,-4.547,2015-03-09,health_care_equipment_and_services
ATRI,COO,2020-02-24,0.882,3.073,0.296,68.89,4.14,0.7459885,1.9364268,0.19,-0.956,0.086,1.256,0.089,1.19,2015-03-09,health_care_equipment_and_services
ATRI,OMCL,2020-02-24,0.706,2.958,0.126,-21.721,4.14,0.104262844,1.0610604,0.168,-0.611,0.071,1.445,0.098,0.883,2015-03-09,health_care_equipment_and_services
ATRI,ZBH,2020-02-24,0.863,2.695,0.033,94.797,4.14,0.5973454,1.9569192,0.352,-2.581,0.225,-0.68,0.165,0.214,2015-03-09,health_care_equipment_and_services
BDX,PODD,2020-02-24,0.51,3.561,1.361,-198.035,4.14,0.06649754,1.9181057,-0.021,4.035,0.04,2.641,0.003,3.486,2015-03-09,health_care_equipment_and_services
BDX,RDNT,2020-02-24,0.882,4.171,0.127,-14.75,4.14,0.25190693,1.3754456,0.15,-0.294,0.234,-2.818,0.084,1.661,2015-03-09,health_care_equipment_and_services
BDX,RMD,2020-02-24,0.882,3.68,0.887,-89.2,4.14,0.118017584,1.5102515,-0.014,4.105,0.063,1.752,-0.002,3.746,2015-03-09,health_care_equipment_and_services
BDX,ZBH,2020-02-24,0.706,2.579,0.265,59.097,4.14,0.09493438,1.4057602,0.22,-2.212,0.205,-1.879,0.126,-0.173,2015-03-09,health_care_equipment_and_services
BSX,LHCG,2020-02-24,0.608,4.313,4.131,-49.141,4.14,0.15215386,0.23797856,-0.105,9.203,0.022,3.287,-0.113,9.56,2015-03-09,health_care_equipment_and_services
BSX,STE,2020-02-24,0.549,3.788,3.984,-27.619,4.14,0.12969325,0.9959251,-0.009,4.165,-0.003,3.918,-0.033,5.236,2015-03-09,health_care_equipment_and_services
CHE,PODD,2020-02-24,0.784,2.569,0.487,-51.519,4.14,0.06859246,0.8870588,-0.004,2.708,-0.038,4.013,0.038,1.126,2015-03-09,health_care_equipment_and_services
CI,SEM,2020-02-24,0.706,4.085,0.086,1.963,4.14,0.7203109,2.99459,0.204,-0.268,0.248,-1.208,0.242,-1.083,2015-03-09,health_care_equipment_and_services
CI,ZBH,2020-02-24,0.608,2.513,0.079,102.415,4.14,0.8993506,1.888298,0.333,-2.113,0.233,-0.734,0.174,0.087,2015-03-09,health_care_equipment_and_services
CNC,RDNT,2020-02-24,0.725,3.331,0.25,-0.795,4.14,0.9480597,0.009669788,0.291,-0.775,0.346,-1.554,0.188,0.674,2015-03-09,health_care_equipment_and_services
CNC,RMD,2020-02-24,0.549,2.651,1.305,31.459,4.14,0.978075,0.38775107,0.083,1.724,0.097,1.568,0.062,1.962,2015-03-09,health_care_equipment_and_services
CNC,ZBH,2020-02-24,0.569,2.571,0.147,108.327,4.14,0.7777803,1.9439626,0.363,-2.268,0.26,-0.905,0.193,0.002,2015-03-09,health_care_equipment_and_services
CNMD,PODD,2020-02-24,0.843,4.269,2.012,-45.15,4.14,0.5181292,1.4004515,-0.132,8.583,-0.168,9.762,-0.096,7.407,2015-03-09,health_care_equipment_and_services
CNMD,RDNT,2020-02-24,0.902,3.064,0.164,1.202,4.14,0.19811109,1.7670316,0.132,0.153,0.126,0.301,0.033,2.331,2015-03-09,health_care_equipment_and_services
CNMD,RMD,2020-02-24,0.804,3.701,1.245,14.96,4.14,0.34810945,1.2006454,-0.102,7.5,-0.11,7.792,-0.088,6.967,2015-03-09,health_care_equipment_and_services
CRVL,SNN,2020-02-24,0.745,3.346,0.323,15.682,4.14,0.45372254,0.4455314,0.11,-1.251,0.017,2.611,0.013,2.809,2015-03-09,health_care_equipment_and_services
CRVL,ZBH,2020-02-24,0.686,2.565,0.547,82.17,4.14,0.25855154,1.0664604,0.244,-2.65,0.132,-0.268,0.099,0.447,2015-03-09,health_care_equipment_and_services
CYRX,PODD,2020-02-24,0.706,2.795,6.833,16.712,4.14,0.7616795,2.0560732,0.077,1.717,-0.001,2.809,0.139,0.848,2015-03-09,health_care_equipment_and_services
CYRX,RDNT,2020-02-24,0.765,2.803,0.584,5.956,4.14,0.82766336,1.6601601,0.344,-2.301,0.312,-1.82,0.249,-0.895,2015-03-09,health_care_equipment_and_services
DVA,MDRX,2020-02-24,0.569,-2.798,0.058,8.17,4.14,0.77523446,-2.2833574,-0.115,-3.721,-0.122,-3.777,-0.122,-3.777,2015-03-09,health_care_equipment_and_services
DXCM,MDT,2020-02-24,0.569,-3.712,0.817,60.506,4.14,0.078283034,-0.71589845,-0.106,-7.885,-0.12,-8.449,-0.229,-12.77,2015-03-09,health_care_equipment_and_services
DXCM,PINC,2020-02-24,0.745,-2.888,0.116,30.525,4.14,0.17150608,-1.3916321,0.004,-2.847,0.026,-2.597,-0.02,-3.11,2015-03-09,health_care_equipment_and_services
DXCM,UHS,2020-02-24,1.0,-2.61,0.784,100.568,4.14,0.35165638,-0.25877476,-0.258,-9.825,-0.228,-8.973,-0.295,-10.866,2015-03-09,health_care_equipment_and_services
EHC,STAA,2020-02-24,0.686,-3.002,1.214,-28.811,4.14,0.054616045,-0.62207085,0.169,1.109,0.15,0.652,0.116,-0.182,2015-03-09,health_care_equipment_and_services
ENOV,ZBH,2020-02-24,0.588,2.535,0.164,106.919,4.14,0.9157837,1.8819245,0.331,-1.947,0.223,-0.477,0.165,0.308,2015-03-09,health_care_equipment_and_services
FMS,MDRX,2020-02-24,0.863,-2.797,0.239,2.234,4.14,0.41332024,-0.3899695,-0.011,-2.996,-0.092,-4.393,-0.126,-4.992,2015-03-09,health_care_equipment_and_services
FMS,ZBH,2020-02-24,0.51,2.608,-0.74,146.126,4.14,0.49055058,1.3856962,0.541,-3.295,0.342,-1.123,0.238,0.009,2015-03-09,health_care_equipment_and_services
GMED,RDNT,2020-02-24,0.863,3.435,0.334,-2.197,4.14,0.70818865,2.1202304,0.233,-1.012,0.204,-0.46,0.155,0.475,2015-03-09,health_care_equipment_and_services
HAE,RDNT,2020-02-24,0.941,3.396,0.099,4.211,4.14,0.6752002,2.6413512,0.342,-2.022,0.306,-1.463,0.148,1.051,2015-03-09,health_care_equipment_and_services
HSIC,ZBH,2020-02-24,0.569,2.759,0.883,60.223,4.14,0.8110895,1.9841224,0.207,-1.186,0.134,0.2,0.107,0.71,2015-03-09,health_care_equipment_and_services
HSKA,ZBH,2020-02-24,0.745,2.628,-0.021,118.118,4.14,0.8226572,1.9291183,0.405,-2.366,0.274,-0.747,0.203,0.124,2015-03-09,health_care_equipment_and_services
HUM,RDNT,2020-02-24,0.843,2.711,0.081,-9.416,4.14,0.21895796,0.71125495,0.094,0.07,0.243,-4.12,0.191,-2.668,2015-03-09,health_care_equipment_and_services
IART,ZBH,2020-02-24,0.608,2.58,0.801,72.635,4.14,0.38596022,1.8308642,0.22,-1.43,0.157,-0.28,0.114,0.498,2015-03-09,health_care_equipment_and_services
ICUI,PODD,2020-02-24,0.588,2.701,-0.011,97.55,4.14,0.69623923,1.9618176,0.245,1.494,0.005,2.677,0.075,2.329,2015-03-09,health_care_equipment_and_services
ICUI,RDNT,2020-02-24,0.706,2.971,0.024,7.334,4.14,0.54613006,0.2413001,0.462,-0.705,0.388,-0.119,0.188,1.473,2015-03-09,health_care_equipment_and_services
ICUI,RMD,2020-02-24,0.51,2.577,0.056,89.551,4.14,0.6902936,0.38599896,0.183,1.3,0.065,2.123,0.039,2.306,2015-03-09,health_care_equipment_and_services
ICUI,ZBH,2020-02-24,0.686,2.7,-0.083,134.205,4.14,0.69895977,1.6903311,0.465,-2.696,0.294,-0.708,0.237,-0.048,2015-03-09,health_care_equipment_and_services
ISRG,PODD,2020-02-24,0.627,2.818,0.989,-55.982,4.14,0.3600835,2.5441236,0.002,2.782,-0.053,3.637,0.024,2.446,2015-03-09,health_care_equipment_and_services
ISRG,RDNT,2020-02-24,0.902,3.564,0.098,-2.31,4.14,0.6808163,1.7001913,0.21,-1.407,0.201,-1.19,0.123,0.64,2015-03-09,health_care_equipment_and_services
ISRG,RMD,2020-02-24,0.706,2.853,0.661,0.771,4.14,0.5104508,2.2643096,0.005,2.736,-0.013,3.135,0.014,2.547,2015-03-09,health_care_equipment_and_services
ITGR,PINC,2020-02-24,0.608,-2.85,0.13,25.408,4.14,0.84733766,-1.3971096,0.102,-1.436,0.13,-1.061,0.108,-1.355,2015-03-09,health_care_equipment_and_services
LH,SEM,2020-02-24,0.647,3.386,0.116,-1.733,4.14,0.7098879,2.0761092,0.108,0.849,0.184,-0.933,0.195,-1.205,2015-03-09,health_care_equipment_and_services
LMAT,SEM,2020-02-24,0.765,4.993,0.378,5.437,4.14,0.4663372,4.020053,0.283,-0.135,0.297,-0.384,0.255,0.378,2015-03-09,health_care_equipment_and_services
LMAT,ZBH,2020-02-24,0.706,2.799,0.73,93.9,4.14,0.81800115,1.9559014,0.316,-1.877,0.222,-0.497,0.152,0.54,2015-03-09,health_care_equipment_and_services
MCK,MDRX,2020-02-24,0.588,-2.852,0.043,6.095,4.14,0.48804897,-2.1924186,-0.047,-3.295,-0.063,-3.448,-0.085,-3.657,2015-03-09,health_care_equipment_and_services
MMSI,PODD,2020-02-24,0.51,2.637,-0.666,125.343,4.14,0.51198465,1.2649567,0.306,1.279,0.01,2.594,0.062,2.363,2015-03-09,health_care_equipment_and_services
MMSI,RDNT,2020-02-24,0.725,2.884,0.042,10.741,4.14,0.407384,0.76779836,0.54,-0.738,0.43,0.003,0.244,1.249,2015-03-09,health_care_equipment_and_services
MMSI,RMD,2020-02-24,0.588,2.519,-0.126,107.459,4.14,0.5002206,0.35181478,0.218,1.144,0.068,2.089,0.044,2.238,2015-03-09,health_care_equipment_and_services
MMSI,ZBH,2020-02-24,0.627,2.597,-0.44,136.23,4.14,0.6283693,1.4047437,0.476,-3.162,0.304,-1.083,0.204,0.127,2015-03-09,health_care_equipment_and_services
MODV,ZBH,2020-02-24,0.588,2.652,-0.046,119.065,4.14,0.8511484,1.9400402,0.407,-2.324,0.276,-0.72,0.201,0.195,2015-03-09,health_care_equipment_and_services
MOH,RDNT,2020-02-24,0.51,3.018,0.085,3.753,4.14,0.5545217,2.437398,0.343,-1.819,0.376,-2.289,0.273,-0.833,2015-03-09,health_care_equipment_and_services
NEOG,RDNT,2020-02-24,0.706,3.006,0.455,-1.73,4.14,0.65594107,2.677109,0.294,-1.028,0.232,-0.185,0.124,1.307,2015-03-09,health_care_equipment_and_services
NEOG,SEM,2020-02-24,0.686,4.023,0.276,8.293,4.14,0.75744116,3.9690452,0.327,-1.388,0.306,-1.042,0.299,-0.917,2015-03-09,health_care_equipment_and_services
NEOG,ZBH,2020-02-24,0.667,2.517,0.52,99.824,4.14,0.7530889,1.8704331,0.336,-2.334,0.226,-0.746,0.17,0.06,2015-03-09,health_care_equipment_and_services
NXGN,ZBH,2020-02-24,0.588,2.662,0.16,113.622,4.14,0.6967823,1.9947877,0.385,-2.215,0.259,-0.623,0.192,0.23,2015-03-09,health_care_equipment_and_services
PHG,SEM,2020-02-24,0.529,3.783,0.367,3.247,4.14,0.56543285,2.8485215,0.222,-0.925,0.25,-1.513,0.253,-1.575,2015-03-09,health_care_equipment_and_services
PINC,ZBH,2020-02-24,0.549,2.781,0.369,103.76,4.14,0.05377123,2.1984704,0.364,-2.136,0.252,-0.622,0.191,0.207,2015-03-09,health_care_equipment_and_services
PODD,TFX,2020-02-24,0.627,-2.523,1.179,158.253,4.14,0.38910884,-0.53769785,-0.076,-5.105,-0.042,-3.947,0.034,-1.375,2015-03-09,health_care_equipment_and_services
QDEL,RDNT,2020-02-24,0.882,3.008,0.213,1.319,4.14,0.6957827,0.8380434,0.379,-6.431,0.513,-9.779,0.65,-13.196,2015-03-09,health_care_equipment_and_services
STAA,ZBH,2020-02-24,0.608,2.623,0.382,106.412,4.14,0.7700379,1.7475199,0.354,-2.535,0.26,-1.166,0.2,-0.295,2015-03-09,health_care_equipment_and_services
XRAY,ZBH,2020-02-24,0.529,2.626,0.296,101.062,4.14,0.7040139,1.9494702,0.319,-1.9,0.212,-0.378,0.157,0.398,2015-03-09,health_care_equipment_and_services
ACIW,FICO,2020-02-24,0.588,3.263,15.959,-215.831,5.35,0.0035229474,0.89691836,-0.023,3.928,-0.031,4.169,-0.092,5.948,2015-03-09,software_and_services
ACIW,FIVN,2020-02-24,0.706,3.096,3.112,-45.88,5.35,0.013517724,0.38240707,-0.167,8.169,-0.283,11.71,-0.298,12.165,2015-03-09,software_and_services
ACIW,NOW,2020-02-24,0.549,3.269,13.165,-172.807,5.35,0.00018175053,0.5214769,-0.087,5.927,-0.092,6.103,-0.178,8.73,2015-03-09,software_and_services
ACIW,PAYC,2020-02-24,0.667,3.477,13.814,-236.625,5.35,0.0031338143,0.4610553,-0.053,5.073,-0.037,4.591,-0.078,5.835,2015-03-09,software_and_services
ACIW,PCTY,2020-02-24,0.608,3.976,5.372,-75.975,5.35,0.017259296,0.8754305,-0.009,4.261,0.02,3.34,-0.046,5.433,2015-03-09,software_and_services
ACIW,RNG,2020-02-24,0.569,4.913,8.897,-156.987,5.35,0.01993966,1.6863978,-0.109,7.616,-0.147,8.55,-0.157,8.8,2015-03-09,software_and_services
ACN,ANSS,2020-02-24,0.529,3.154,1.566,-67.368,5.35,0.35406694,0.9405392,-0.022,4.307,-0.049,5.769,-0.014,3.877,2015-03-09,software_and_services
ACN,GPN,2020-02-24,0.765,2.744,1.166,-55.602,5.35,0.017383885,1.0963874,0.011,2.185,0.041,0.629,0.028,1.294,2015-03-09,software_and_services
ADBE,BR,2020-02-24,0.804,-3.097,0.299,29.319,5.35,0.63027436,-1.7952323,-0.028,-3.864,0.006,-2.941,-0.034,-4.028,2015-03-09,software_and_services
ADBE,GIB,2020-02-24,0.51,-2.81,0.167,24.773,5.35,0.26342222,-1.3660811,-0.126,-7.31,-0.077,-5.567,-0.123,-7.226,2015-03-09,software_and_services
