ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-05-06,0.61,2.99,0.14,6.73,3.85,-0.148,5.19,-1.016,18.08,-1.269,21.85,2016-05-19,health_care_equipment_and_services
ABC,LH,2021-05-06,0.57,2.42,2.24,-18.44,3.85,0.03,1.33,-0.015,2.95,-0.019,3.11,2016-05-19,health_care_equipment_and_services
ABMD,AMEH,2021-05-06,0.98,4.18,0.02,12.54,3.85,-0.19,6.51,-1.231,19.28,-1.561,23.33,2016-05-19,health_care_equipment_and_services
ABMD,NEOG,2021-05-06,0.55,2.5,0.03,27.96,3.85,0.028,2.15,0.05,1.88,0.094,1.35,2016-05-19,health_care_equipment_and_services
ABT,AMEH,2021-05-06,0.78,3.38,0.06,13.57,3.85,-0.198,5.66,-1.232,17.57,-1.56,21.35,2016-05-19,health_care_equipment_and_services
ABT,ANTM,2021-05-06,0.92,2.97,1.32,162.74,3.85,-0.022,3.49,0.003,2.91,0.029,2.28,2016-05-19,health_care_equipment_and_services
ABT,HOLX,2021-05-06,0.55,-2.2,0.65,-2.46,3.85,0.01,-1.86,0.027,-1.27,0.061,-0.07,2016-05-19,health_care_equipment_and_services
ABT,HSIC,2021-05-06,0.53,2.55,0.11,54.53,3.85,0.018,2.21,0.036,1.87,0.039,1.83,2016-05-19,health_care_equipment_and_services
ABT,NVCR,2021-05-06,0.51,2.36,2.16,-103.56,3.85,-0.077,4.25,0.021,1.85,0.1,-0.09,2016-05-19,health_care_equipment_and_services
ADUS,AMEH,2021-05-06,0.82,3.74,0.05,14.61,3.85,-0.196,5.81,-1.328,17.81,-1.679,21.52,2016-05-19,health_care_equipment_and_services
ADUS,ANTM,2021-05-06,0.71,3.92,1.21,173.13,3.85,0.001,3.91,-0.021,4.34,0.01,3.72,2016-05-19,health_care_equipment_and_services
ADUS,HSIC,2021-05-06,0.53,3.12,0.14,51.84,3.85,0.029,2.55,0.022,2.69,0.027,2.59,2016-05-19,health_care_equipment_and_services
ADUS,MDT,2021-05-06,0.76,3.75,0.62,45.17,3.85,0.02,3.13,-0.035,4.85,-0.024,4.49,2016-05-19,health_care_equipment_and_services
ADUS,NVCR,2021-05-06,0.73,4.39,2.13,-97.82,3.85,-0.037,5.09,-0.028,4.93,0.067,3.12,2016-05-19,health_care_equipment_and_services
ADUS,PEN,2021-05-06,1.0,2.77,1.97,12.15,3.85,-0.005,2.86,-0.039,3.41,-0.011,2.95,2016-05-19,health_care_equipment_and_services
ADUS,PHG,2021-05-06,0.59,3.02,0.32,17.16,3.85,0.008,2.79,0.074,0.93,0.124,-0.47,2016-05-19,health_care_equipment_and_services
ADUS,RDNT,2021-05-06,0.57,2.65,0.14,4.14,3.85,-0.183,5.77,-0.367,8.93,-0.4,9.5,2016-05-19,health_care_equipment_and_services
ADUS,ZBH,2021-05-06,0.84,3.31,0.85,55.14,3.85,0.062,1.72,0.017,2.88,0.073,1.44,2016-05-19,health_care_equipment_and_services
ALGN,AMEH,2021-05-06,1.0,3.03,0.02,12.53,3.85,-0.169,5.67,-1.102,20.3,-1.365,24.41,2016-05-19,health_care_equipment_and_services
ALGN,AMN,2021-05-06,0.84,2.4,0.05,44.2,3.85,-0.05,3.2,-0.065,3.45,-0.108,4.14,2016-05-19,health_care_equipment_and_services
ALGN,ANTM,2021-05-06,0.57,2.52,0.18,215.23,3.85,-0.002,2.57,0.01,2.31,0.065,1.23,2016-05-19,health_care_equipment_and_services
ALGN,LH,2021-05-06,0.98,2.84,0.22,108.67,3.85,0.032,1.96,0.007,2.65,0.01,2.56,2016-05-19,health_care_equipment_and_services
AMED,AMEH,2021-05-06,0.78,3.56,0.02,16.03,3.85,-0.198,5.63,-1.335,17.55,-1.727,21.66,2016-05-19,health_care_equipment_and_services
AMED,ANTM,2021-05-06,0.73,3.35,0.34,215.1,3.85,0.003,3.29,0.012,3.12,-0.015,3.64,2016-05-19,health_care_equipment_and_services
AMED,ATRC,2021-05-06,0.75,4.48,0.16,10.06,3.85,0.032,3.86,-0.009,4.66,-0.103,6.51,2016-05-19,health_care_equipment_and_services
AMED,HSIC,2021-05-06,0.53,2.78,0.03,59.29,3.85,0.032,2.24,0.043,2.05,0.021,2.42,2016-05-19,health_care_equipment_and_services
AMED,MOH,2021-05-06,0.73,3.72,0.58,55.6,3.85,0.052,2.41,0.04,2.71,-0.087,5.92,2016-05-19,health_care_equipment_and_services
AMED,PEN,2021-05-06,0.84,2.15,0.61,71.35,3.85,-0.001,2.17,0.022,1.73,-0.065,3.4,2016-05-19,health_care_equipment_and_services
AMED,UNH,2021-05-06,0.51,4.6,0.63,164.65,3.85,0.031,3.64,0.022,3.94,-0.055,6.27,2016-05-19,health_care_equipment_and_services
ATEC,HSIC,2021-05-06,0.53,2.32,0.58,60.13,3.85,0.022,1.9,0.032,1.73,0.027,1.82,2016-05-19,health_care_equipment_and_services
ATEC,LH,2021-05-06,0.78,3.12,6.14,140.26,3.85,0.019,2.61,-0.021,3.68,-0.08,5.23,2016-05-19,health_care_equipment_and_services
ATRI,BSX,2021-05-06,0.78,2.05,0.02,24.78,3.85,0.019,1.74,-0.021,2.42,-0.023,2.45,2016-05-19,health_care_equipment_and_services
ATRI,HSIC,2021-05-06,0.57,3.34,0.01,54.02,3.85,0.031,2.82,0.034,2.75,0.039,2.68,2016-05-19,health_care_equipment_and_services
ATRI,LNTH,2021-05-06,0.73,2.87,0.05,-13.23,3.85,-0.057,3.88,-0.136,5.27,-0.071,4.12,2016-05-19,health_care_equipment_and_services
ATRI,OMCL,2021-05-06,0.61,2.69,-0.0,82.64,3.85,-0.003,2.71,-0.083,3.21,-0.096,3.29,2016-05-19,health_care_equipment_and_services
ATRI,UHS,2021-05-06,0.55,2.46,0.07,74.12,3.85,-0.021,2.75,0.005,2.39,0.015,2.24,2016-05-19,health_care_equipment_and_services
ATRI,ZBH,2021-05-06,0.61,2.19,-0.03,149.42,3.85,0.1,1.36,0.082,1.51,0.146,0.97,2016-05-19,health_care_equipment_and_services
AVNS,IART,2021-05-06,0.57,2.56,0.37,40.78,3.85,0.056,1.8,0.031,2.14,-0.001,2.57,2016-05-19,health_care_equipment_and_services
BAX,CRVL,2021-05-06,0.57,2.2,1.1,-8.35,3.85,-0.03,2.62,-0.122,3.92,-0.244,5.65,2016-05-19,health_care_equipment_and_services
BAX,HSIC,2021-05-06,0.53,2.91,0.1,56.19,3.85,0.023,2.52,0.031,2.39,0.022,2.54,2016-05-19,health_care_equipment_and_services
BDX,CYRX,2021-05-06,0.51,2.21,0.28,-40.31,3.85,0.008,2.15,0.023,2.04,-0.022,2.38,2016-05-19,health_care_equipment_and_services
BDX,GMED,2021-05-06,0.59,3.19,0.2,5.9,3.85,0.024,2.76,-0.051,4.1,-0.054,4.15,2016-05-19,health_care_equipment_and_services
