ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ATRC,2018-08-17,0.569,3.086,0.163,6.704,4.209,0.647,2.579,-0.032,0.016,-0.004,-0.01,-0.033,0.039,0.036,0.048,0.037,0.002,-0.075,4.018,-0.02,3.335,-0.013,3.252,2013-09-03,health_care_equipment_and_services
ABC,ENSG,2018-08-17,0.569,2.791,0.141,9.923,4.209,0.712,1.977,-0.043,0.023,-0.014,0.05,-0.004,-0.048,-0.021,-0.02,-0.048,0.037,-0.009,2.878,-0.016,2.95,-0.167,4.466,2013-09-03,health_care_equipment_and_services
ABMD,AMED,2018-08-17,0.961,5.697,0.132,31.394,4.209,0.189,0.649,0.015,0.026,0.026,-0.016,0.018,0.019,-0.045,-0.017,-0.031,0.037,0.009,5.479,0.077,3.895,-0.046,6.787,2013-09-03,health_care_equipment_and_services
ABMD,USPH,2018-08-17,0.549,3.196,0.146,39.254,4.209,0.329,1.504,0.009,0.028,-0.006,0.018,0.01,0.039,-0.023,-0.017,0.005,-0.042,-0.029,3.973,0.047,1.918,-0.053,4.639,2013-09-03,health_care_equipment_and_services
ABMD,XRAY,2018-08-17,0.725,-2.623,-0.04,62.938,4.209,0.004,-0.771,0.016,0.025,-0.031,-0.013,-0.029,-0.04,0.024,-0.026,-0.031,0.018,0.01,-2.565,-0.01,-2.681,-0.13,-3.354,2013-09-03,health_care_equipment_and_services
ABT,CNC,2018-08-17,0.549,3.33,1.272,-16.196,4.209,0.04,0.272,-0.006,0.03,-0.024,0.006,0.002,0.006,-0.027,-0.018,-0.023,-0.027,0.033,1.729,0.041,1.313,0.077,-0.443,2013-09-03,health_care_equipment_and_services
ABT,HAE,2018-08-17,0.529,2.515,2.12,-46.49,4.209,0.024,1.693,0.061,0.037,-0.018,0.02,-0.001,0.029,-0.01,0.024,0.046,0.033,0.005,2.371,0.02,1.945,0.034,1.528,2013-09-03,health_care_equipment_and_services
ABT,MOH,2018-08-17,0.922,4.489,1.555,-1.907,4.209,0.125,2.536,-0.003,-0.021,0.045,-0.025,-0.002,0.005,-0.023,0.018,0.022,-0.034,-0.037,5.408,0.001,4.464,0.078,2.552,2013-09-03,health_care_equipment_and_services
ACHC,NXGN,2018-08-17,0.51,3.447,-0.015,15.281,4.209,0.783,2.944,0.002,-0.029,0.025,-0.02,-0.013,-0.037,0.024,0.015,-0.015,0.048,0.028,3.161,0.086,2.584,0.303,0.398,2013-09-03,health_care_equipment_and_services
ADUS,HCA,2018-08-17,0.686,3.619,0.874,51.169,4.209,0.708,1.49,0.017,0.029,-0.003,0.015,-0.003,-0.033,0.013,-0.018,-0.008,-0.011,0.043,2.47,-0.009,3.849,0.017,3.168,2013-09-03,health_care_equipment_and_services
ADUS,STAA,2018-08-17,0.569,4.252,0.542,-5.711,4.209,0.177,2.509,0.053,-0.071,0.063,-0.04,0.007,-0.065,-0.072,0.039,-0.039,-0.006,-0.036,5.027,0.004,4.162,0.075,2.629,2013-09-03,health_care_equipment_and_services
ALGN,CNC,2018-08-17,0.549,3.103,0.119,21.905,4.209,0.194,0.123,-0.058,-0.025,0.029,-0.024,-0.025,-0.01,0.041,0.025,0.119,0.094,0.034,1.461,-0.033,4.694,-0.106,8.261,2013-09-03,health_care_equipment_and_services
AMED,AMN,2018-08-17,0.706,-3.152,0.546,11.897,4.209,0.67,-1.444,-0.049,-0.024,-0.027,-0.034,-0.011,-0.008,0.021,0.011,-0.008,-0.011,-0.053,-4.182,0.017,-2.812,0.008,-2.999,2013-09-03,health_care_equipment_and_services
AMED,FMS,2018-08-17,0.588,-2.699,0.191,32.191,4.209,0.599,-1.622,0.001,0.051,0.02,0.023,0.001,-0.026,-0.002,0.045,0.061,-0.043,0.039,-1.905,-0.072,-4.184,-0.122,-5.202,2013-09-03,health_care_equipment_and_services
AMED,MLAB,2018-08-17,0.863,-3.056,1.735,36.104,4.209,0.234,-0.257,0.007,-0.033,-0.008,-0.013,-0.039,0.006,0.069,-0.004,0.011,0.008,-0.056,-4.699,-0.019,-3.627,-0.023,-3.741,2013-09-03,health_care_equipment_and_services
AMEH,HCA,2018-08-17,0.529,4.912,1.617,63.973,4.209,0.56,1.379,-0.068,-0.065,-0.023,-0.058,0.019,-0.03,-0.034,0.044,-0.015,-0.013,-0.037,5.762,-0.03,5.603,0.003,4.833,2013-09-03,health_care_equipment_and_services
AMEH,NXGN,2018-08-17,0.725,3.252,0.163,12.917,4.209,0.685,2.09,-0.007,0.032,-0.018,0.008,0.018,-0.026,-0.022,-0.054,0.013,0.027,0.008,3.138,0.073,2.283,0.286,-0.561,2013-09-03,health_care_equipment_and_services
AMN,USPH,2018-08-17,0.706,3.7,1.329,8.923,4.209,0.8,1.021,-0.022,0.038,-0.042,-0.002,0.004,0.077,0.06,0.016,0.07,0.028,-0.082,5.87,-0.001,3.736,0.0,3.691,2013-09-03,health_care_equipment_and_services
