ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACIW,AZPN,2022-06-03,0.824,4.183,1.749,75.377,3.696,3.486,0.943,3.625,0.03,-0.012,-0.031,0.018,0.0,-0.009,-0.01,0.039,0.008,-0.0,0.031,3.769,-0.047,4.806,-0.062,5.007,2017-06-19,software_and_services
ACIW,IBM,2022-06-03,0.725,2.702,0.799,89.982,3.696,3.486,0.021,1.198,0.054,0.071,0.025,0.054,-0.025,-0.004,0.007,-0.009,0.068,-0.047,0.012,2.519,0.057,1.802,0.048,1.941,2017-06-19,software_and_services
ACN,EXLS,2022-06-03,0.549,3.559,0.409,-13.384,3.696,3.486,0.015,2.676,-0.01,0.013,-0.03,0.028,0.053,-0.025,-0.035,-0.024,-0.084,-0.066,-0.06,5.187,-0.078,5.679,-0.096,6.174,2017-06-19,software_and_services
ADP,AZPN,2022-06-03,0.843,3.718,0.497,44.074,3.696,3.486,0.177,0.553,0.041,0.022,-0.014,0.028,-0.001,0.027,-0.018,-0.072,0.003,0.023,0.028,3.046,0.002,3.676,0.006,3.564,2017-06-19,software_and_services
ADSK,PEGA,2022-06-03,0.784,-3.517,0.412,6.287,3.696,3.486,0.393,-1.505,-0.043,0.012,0.009,-0.024,0.003,-0.033,-0.042,0.061,0.052,0.053,0.079,-2.552,-0.14,-5.231,-0.093,-4.651,2017-06-19,software_and_services
ADSK,SNPS,2022-06-03,0.529,2.567,0.988,-2.431,3.696,3.486,0.91,2.533,0.012,-0.016,-0.001,-0.019,-0.05,0.023,0.131,-0.016,0.026,0.107,-0.025,2.84,-0.058,3.212,-0.023,2.824,2017-06-19,software_and_services
ANSS,PRGS,2022-06-03,0.902,2.63,0.05,27.031,3.696,3.486,0.081,0.911,-0.017,-0.037,-0.072,-0.006,-0.044,0.014,0.013,0.063,0.006,0.005,0.079,1.327,0.062,1.615,0.046,1.87,2017-06-19,software_and_services
APPS,EXLS,2022-06-03,0.569,3.018,0.645,67.102,3.696,3.486,0.887,2.907,-0.006,0.025,0.01,-0.038,-0.05,0.041,0.02,-0.04,0.028,0.023,-0.039,3.305,-0.137,4.016,-0.123,3.912,2017-06-19,software_and_services
APPS,IBM,2022-06-03,0.569,2.648,0.166,109.982,3.696,3.486,0.567,0.989,0.001,0.006,-0.001,-0.018,-0.035,-0.004,0.023,0.06,0.026,-0.048,0.018,2.385,0.069,1.648,0.078,1.517,2017-06-19,software_and_services
APPS,MGI,2022-06-03,0.549,2.633,0.081,2.851,3.696,3.486,0.002,1.216,0.028,0.02,-0.035,0.013,0.007,-0.012,-0.015,-0.008,-0.024,-0.001,-0.022,2.754,0.007,2.592,-0.045,2.886,2017-06-19,software_and_services
APPS,PRGS,2022-06-03,0.882,2.742,0.118,37.868,3.696,3.486,0.609,0.559,0.066,0.027,0.066,0.161,-0.022,-0.016,-0.005,0.003,-0.022,0.005,0.099,1.255,0.048,2.03,0.062,1.815,2017-06-19,software_and_services
AZPN,SSNC,2022-06-03,0.863,-2.831,0.324,21.7,3.696,3.486,0.358,-1.6,-0.029,-0.025,-0.0,-0.023,0.009,-0.062,-0.094,0.014,-0.086,-0.066,-0.017,-3.11,-0.056,-3.736,-0.086,-4.231,2017-06-19,software_and_services
AZPN,WNS,2022-06-03,0.725,-3.415,0.444,11.158,3.696,3.486,0.304,-1.247,-0.025,-0.034,-0.042,-0.019,0.017,0.016,-0.017,-0.012,0.012,0.061,0.04,-2.566,0.043,-2.508,0.035,-2.674,2017-06-19,software_and_services
BB,IBM,2022-06-03,0.98,2.794,1.908,101.761,3.696,3.486,0.832,0.643,-0.029,-0.034,-0.017,-0.075,-0.004,-0.009,0.006,-0.014,-0.024,0.014,0.02,2.47,0.073,1.638,0.076,1.588,2017-06-19,software_and_services
BB,PRGS,2022-06-03,0.882,2.643,1.135,33.688,3.696,3.486,0.111,0.394,0.007,0.027,0.041,0.018,-0.018,-0.044,0.013,0.027,-0.008,-0.033,0.098,1.114,0.055,1.781,0.062,1.677,2017-06-19,software_and_services
BFH,IBM,2022-06-03,0.627,2.828,0.23,100.405,3.696,3.486,0.729,0.992,-0.038,-0.011,0.057,0.009,-0.023,0.025,0.019,-0.021,-0.006,0.063,-0.006,2.926,0.04,2.19,0.052,1.982,2017-06-19,software_and_services
BR,IBM,2022-06-03,0.98,2.543,0.307,73.0,3.696,3.486,0.001,0.705,0.011,-0.044,-0.045,-0.063,0.02,-0.01,-0.011,-0.012,-0.013,-0.041,0.021,2.093,0.086,0.679,0.097,0.441,2017-06-19,software_and_services
CDNS,PEGA,2022-06-03,0.569,-3.057,0.368,59.608,3.696,3.486,0.262,-0.121,-0.015,0.015,0.002,-0.023,0.003,-0.001,-0.004,0.013,0.043,-0.045,-0.011,-3.114,-0.214,-4.162,-0.183,-4.005,2017-06-19,software_and_services
CRGE,MSTR,2022-06-03,0.627,-2.675,106.925,140.944,3.696,3.486,0.403,-1.259,-0.068,-0.034,0.021,-0.035,-0.001,-0.006,0.008,0.025,-0.034,0.008,-0.041,-2.862,0.436,-0.7,0.336,-1.152,2017-06-19,software_and_services
CVLT,IBM,2022-06-03,1.0,2.628,0.609,81.996,3.696,3.486,0.081,0.387,-0.032,-0.025,-0.039,-0.008,-0.011,0.014,0.018,0.002,0.028,-0.02,0.018,2.158,0.027,1.933,0.026,1.974,2017-06-19,software_and_services
DLB,IBM,2022-06-03,0.902,2.551,0.392,85.717,3.696,3.486,0.221,0.85,0.033,-0.018,-0.031,-0.022,-0.027,0.017,0.02,-0.001,0.071,-0.025,0.006,2.446,0.057,1.495,0.057,1.488,2017-06-19,software_and_services
DSGX,PEGA,2022-06-03,0.51,-2.754,1.047,42.26,3.696,3.486,0.0,-2.6,-0.015,-0.035,0.028,-0.053,-0.037,-0.001,0.055,-0.026,0.004,0.022,-0.031,-2.935,-0.194,-3.886,-0.194,-3.889,2017-06-19,software_and_services
DSGX,SNPS,2022-06-03,0.922,3.64,4.764,-45.035,3.696,3.486,0.62,1.19,0.025,0.003,0.028,0.026,0.001,0.005,-0.001,0.023,-0.016,-0.042,0.04,2.399,-0.005,3.788,0.04,2.39,2017-06-19,software_and_services
EEFT,IBM,2022-06-03,0.686,2.628,0.214,88.471,3.696,3.486,0.201,1.004,-0.016,-0.006,0.006,0.016,-0.021,0.017,0.024,-0.007,0.013,0.055,-0.009,2.785,0.027,2.162,0.027,2.163,2017-06-19,software_and_services
EXLS,MSTR,2022-06-03,0.529,-2.525,5.799,-169.815,3.696,3.486,0.029,-1.606,0.005,-0.025,0.004,-0.048,-0.037,0.044,0.026,-0.024,0.02,0.027,-0.06,-2.884,-0.051,-2.828,-0.103,-3.144,2017-06-19,software_and_services
EXLS,ORCL,2022-06-03,0.725,-3.303,0.483,21.983,3.696,3.486,0.169,-1.668,-0.02,-0.091,-0.054,-0.018,0.011,-0.013,0.005,-0.011,0.023,-0.061,-0.016,-3.654,-0.038,-4.141,-0.037,-4.122,2017-06-19,software_and_services
EXLS,PAYX,2022-06-03,0.529,-2.62,0.735,27.207,3.696,3.486,0.068,-0.029,-0.018,0.033,0.027,0.046,-0.016,0.024,-0.013,-0.026,0.064,-0.012,-0.052,-5.991,-0.062,-6.671,-0.077,-7.6,2017-06-19,software_and_services
EXLS,SSNC,2022-06-03,0.863,-2.743,0.296,37.811,3.696,3.486,0.0,-1.409,-0.024,0.026,-0.0,0.012,-0.025,0.02,0.012,-0.01,0.064,0.024,-0.064,-3.869,-0.098,-4.474,-0.131,-5.055,2017-06-19,software_and_services
EXLS,WNS,2022-06-03,0.784,-3.004,0.373,36.127,3.696,3.486,0.018,-1.172,-0.044,-0.044,-0.008,-0.007,-0.01,-0.095,-0.034,0.104,-0.072,-0.109,0.003,-2.94,0.025,-2.438,0.017,-2.607,2017-06-19,software_and_services
FISV,IBM,2022-06-03,0.608,2.507,0.368,76.812,3.696,3.486,0.177,1.238,-0.024,0.017,0.019,0.003,-0.114,0.054,0.045,-0.009,0.091,0.04,0.005,2.418,0.068,1.347,0.07,1.319,2017-06-19,software_and_services
FORTY,VRSN,2022-06-03,0.667,-2.512,0.481,167.166,3.696,3.486,0.113,-0.63,0.025,-0.019,-0.049,-0.006,-0.022,0.009,-0.008,-0.004,-0.01,0.0,-0.014,-2.742,0.072,-1.344,0.001,-2.503,2017-06-19,software_and_services
G,IBM,2022-06-03,0.941,2.693,1.436,56.039,3.696,3.486,0.065,0.539,0.012,0.037,0.023,0.013,-0.019,0.02,-0.001,0.011,0.033,-0.021,0.007,2.51,0.074,0.618,0.069,0.747,2017-06-19,software_and_services
G,VRSN,2022-06-03,0.686,-2.676,1.787,132.698,3.696,3.486,0.018,-0.691,0.025,0.048,-0.017,-0.003,-0.05,0.018,0.006,0.018,0.08,0.002,0.002,-2.635,0.049,-1.702,0.003,-2.618,2017-06-19,software_and_services
GIB,IBM,2022-06-03,1.0,2.846,0.937,42.442,3.696,3.486,0.011,0.214,-0.066,0.003,0.054,0.045,-0.046,0.022,0.051,0.002,0.085,0.059,0.0,2.835,0.055,0.942,0.026,1.94,2017-06-19,software_and_services
IBM,NCR,2022-06-03,0.588,-2.65,0.669,-44.604,3.696,3.486,0.157,-0.549,-0.012,0.041,0.002,0.064,0.015,0.007,-0.043,0.068,0.054,-0.065,-0.016,-3.039,0.048,-1.527,0.031,-1.908,2017-06-19,software_and_services
INFY,PAYX,2022-06-03,0.549,2.522,3.488,38.675,3.696,3.486,0.404,1.035,-0.099,-0.052,-0.02,-0.029,-0.026,0.001,0.013,0.096,0.084,-0.035,0.038,1.584,-0.0,2.532,0.002,2.469,2017-06-19,software_and_services
INTU,VRSN,2022-06-03,0.51,-2.575,0.089,173.209,3.696,3.486,0.004,-0.428,0.038,0.011,-0.02,-0.005,-0.031,0.016,0.046,-0.027,0.03,0.032,-0.006,-2.679,0.067,-1.409,0.013,-2.351,2017-06-19,software_and_services
MANH,VRSN,2022-06-03,0.549,-2.516,0.284,175.991,3.696,3.486,0.037,-0.657,-0.023,0.009,0.096,-0.043,-0.012,0.022,-0.019,0.035,0.02,0.012,-0.002,-2.554,0.067,-1.454,0.002,-2.478,2017-06-19,software_and_services
MMS,PRGS,2022-06-03,0.922,3.339,0.374,13.972,3.696,3.486,0.403,1.187,0.012,0.02,-0.014,0.018,0.01,0.013,-0.011,0.013,0.014,-0.01,0.073,1.845,0.035,2.628,0.034,2.646,2017-06-19,software_and_services
MSFT,VRSN,2022-06-03,0.549,-2.694,0.147,174.33,3.696,3.486,0.023,-0.579,0.015,0.023,-0.001,0.06,-0.024,0.025,-0.036,0.042,0.006,-0.046,-0.005,-2.774,0.08,-1.398,0.027,-2.264,2017-06-19,software_and_services
MSTR,PRGS,2022-06-03,1.0,2.962,0.014,37.063,3.696,3.486,0.343,0.372,-0.024,0.013,0.018,0.004,-0.026,0.006,0.004,-0.001,-0.038,0.025,0.094,1.422,0.064,1.919,0.065,1.887,2017-06-19,software_and_services
NCR,PRGS,2022-06-03,0.98,2.758,0.442,27.586,3.696,3.486,0.812,0.224,0.002,0.015,0.0,-0.007,-0.037,0.018,0.047,-0.101,-0.023,0.046,0.057,1.329,0.032,1.949,0.03,2.009,2017-06-19,software_and_services
NICE,PEGA,2022-06-03,0.529,-2.793,0.407,14.894,3.696,3.486,0.473,-1.998,0.017,-0.026,-0.028,-0.024,-0.011,-0.011,0.008,0.005,0.011,-0.021,-0.023,-2.987,-0.168,-4.228,-0.152,-4.093,2017-06-19,software_and_services
NLOK,VRSN,2022-06-03,0.667,-2.507,1.611,174.265,3.696,3.486,0.237,-0.527,-0.011,0.041,0.073,0.061,-0.081,0.04,0.073,0.009,0.021,0.061,0.007,-2.395,0.075,-1.374,0.029,-2.066,2017-06-19,software_and_services
ORCL,PAYX,2022-06-03,0.843,2.686,1.251,11.506,3.696,3.486,0.341,1.157,0.02,-0.005,-0.022,0.032,-0.032,0.041,0.032,-0.021,0.017,0.074,0.04,1.749,0.022,2.183,0.041,1.722,2017-06-19,software_and_services
ORCL,VRSN,2022-06-03,0.588,-2.545,0.648,164.745,3.696,3.486,0.01,-0.388,0.112,0.136,0.035,0.115,-0.006,0.015,-0.009,0.007,-0.014,-0.019,-0.007,-2.664,0.07,-1.349,0.007,-2.417,2017-06-19,software_and_services
OTEX,PRGS,2022-06-03,0.922,2.984,0.707,11.106,3.696,3.486,0.003,0.919,0.028,-0.016,-0.021,-0.024,-0.01,0.017,0.015,-0.077,0.046,0.073,0.055,1.692,0.037,2.124,-0.052,4.199,2017-06-19,software_and_services
PAYX,WNS,2022-06-03,1.0,-2.502,0.516,21.521,3.696,3.486,0.0,-0.822,-0.048,-0.03,0.002,-0.074,0.02,-0.003,-0.037,0.013,0.024,-0.012,0.047,-1.172,0.076,-0.369,0.082,-0.206,2017-06-19,software_and_services
PEGA,SNPS,2022-06-03,0.529,2.767,1.475,77.006,3.696,3.486,0.905,0.33,-0.016,0.001,0.033,-0.002,-0.011,-0.006,0.001,0.041,0.057,-0.027,0.037,2.53,-0.16,3.803,-0.068,3.208,2017-06-19,software_and_services
PRGS,VRSN,2022-06-03,0.51,-2.989,1.681,136.451,3.696,3.486,0.119,-1.038,0.011,0.009,-0.047,0.025,0.01,0.009,-0.006,-0.027,-0.005,0.016,0.029,-2.451,0.089,-1.362,0.038,-2.3,2017-06-19,software_and_services
PTC,UIS,2022-06-03,0.627,-3.09,0.214,-5.074,3.696,3.486,0.381,-0.411,-0.049,-0.073,-0.044,-0.029,-0.039,0.009,0.054,-0.042,0.033,0.02,0.091,-1.795,-0.002,-3.116,-0.061,-3.958,2017-06-19,software_and_services
SNPS,SSNC,2022-06-03,1.0,-2.54,0.125,36.179,3.696,3.486,0.784,-0.809,-0.013,-0.032,-0.012,0.042,-0.0,-0.02,-0.011,-0.025,-0.063,0.041,-0.032,-3.214,-0.087,-4.401,-0.088,-4.422,2017-06-19,software_and_services
SNPS,TYL,2022-06-03,0.588,-3.845,1.07,137.996,3.696,3.486,0.595,-2.514,-0.014,-0.006,-0.001,-0.004,-0.001,-0.009,0.012,-0.037,-0.002,0.024,0.002,-3.812,0.015,-3.534,0.005,-3.735,2017-06-19,software_and_services
SNPS,VRSN,2022-06-03,0.569,-2.999,0.119,180.131,3.696,3.486,0.026,-0.983,0.005,0.0,-0.016,0.008,0.003,-0.015,0.009,-0.022,-0.007,0.031,0.002,-2.962,0.065,-1.974,0.016,-2.753,2017-06-19,software_and_services
AAP,GPC,2022-06-03,0.706,4.14,0.546,11.043,3.822,4.463,0.031,0.672,-0.025,-0.047,-0.022,-0.092,-0.008,0.036,-0.012,-0.053,-0.014,0.016,-0.014,4.8,-0.053,6.624,-0.132,10.389,2017-06-19,retailing
ABG,BBBY,2022-06-03,0.529,-2.691,0.12,0.625,3.822,4.463,0.452,-0.579,0.029,0.091,0.037,0.061,0.009,0.001,0.023,-0.096,0.014,0.108,-0.068,-3.068,-0.042,-2.923,0.064,-2.333,2017-06-19,retailing
ABG,RCII,2022-06-03,0.549,-2.791,0.256,1.372,3.822,4.463,0.872,-1.794,-0.055,-0.051,-0.01,-0.012,0.017,0.166,-0.002,0.007,-0.004,0.004,-0.032,-3.073,0.069,-2.18,0.041,-2.426,2017-06-19,retailing
ABG,SNBR,2022-06-03,0.784,-2.738,0.512,-2.152,3.822,4.463,0.439,-1.974,-0.002,0.026,0.018,0.048,0.009,-0.006,0.012,-0.002,-0.058,0.028,-0.028,-2.94,0.035,-2.48,0.047,-2.396,2017-06-19,retailing
AEO,GPC,2022-06-03,0.647,3.128,1.879,67.832,3.822,4.463,0.592,3.0,-0.04,-0.143,-0.042,-0.088,0.06,-0.0,-0.067,0.068,-0.13,-0.076,-0.01,3.237,-0.093,4.181,-0.156,4.902,2017-06-19,retailing
AN,DKS,2022-06-03,0.765,-3.493,1.028,-11.089,3.822,4.463,0.315,-0.644,-0.03,-0.009,0.017,0.006,-0.024,-0.027,0.01,0.044,-0.013,0.011,0.036,-2.711,0.088,-1.595,0.13,-0.703,2017-06-19,retailing
AN,PAG,2022-06-03,0.941,2.588,0.805,4.967,3.822,4.463,0.373,0.729,0.024,-0.008,0.027,0.007,0.007,0.045,0.021,0.075,0.018,-0.009,0.028,1.502,-0.002,2.652,0.015,2.015,2017-06-19,retailing
AN,WSM,2022-06-03,0.51,-3.185,1.387,7.594,3.822,4.463,0.19,-0.71,0.013,0.043,0.04,0.028,0.008,0.062,-0.02,0.005,0.016,0.044,0.03,-2.658,0.08,-1.765,0.07,-1.938,2017-06-19,retailing
ANF,GPC,2022-06-03,0.922,4.43,1.585,64.348,3.822,4.463,0.274,2.064,0.003,-0.005,-0.046,0.005,0.058,-0.023,-0.08,0.115,-0.002,-0.018,-0.029,4.985,-0.105,6.446,-0.179,7.865,2017-06-19,retailing
BBBY,GPC,2022-06-03,0.549,2.646,1.432,78.921,3.822,4.463,0.853,2.176,-0.016,0.037,0.084,0.044,-0.001,0.014,-0.001,0.058,0.049,-0.069,-0.031,2.916,-0.114,3.635,-0.145,3.909,2017-06-19,retailing
BBWI,GPC,2022-06-03,0.765,3.494,0.876,71.833,3.822,4.463,0.326,1.608,0.088,-0.052,0.012,-0.03,0.133,-0.067,-0.201,0.082,-0.08,-0.109,-0.055,4.582,-0.081,5.078,-0.129,6.03,2017-06-19,retailing
BBWI,LKQ,2022-06-03,1.0,2.893,0.502,21.018,3.822,4.463,0.765,0.951,-0.012,0.014,0.071,-0.009,-0.043,-0.023,0.035,-0.088,-0.01,-0.003,-0.072,4.277,-0.051,3.873,-0.037,3.601,2017-06-19,retailing
BBWI,PAG,2022-06-03,0.804,4.814,1.133,25.112,3.822,4.463,0.564,0.796,0.021,0.061,0.071,0.065,0.035,-0.047,-0.064,0.029,-0.052,-0.035,-0.001,4.825,0.008,4.69,0.015,4.568,2017-06-19,retailing
BBY,DG,2022-06-03,0.569,2.73,1.284,74.439,3.822,4.463,0.782,1.165,0.015,0.065,0.011,0.091,-0.009,-0.034,0.052,-0.015,-0.009,0.037,-0.122,4.902,-0.086,4.261,-0.08,4.149,2017-06-19,retailing
BKE,PAG,2022-06-03,0.863,3.51,2.186,9.635,3.822,4.463,0.707,2.109,0.029,0.009,-0.004,-0.015,0.043,0.004,-0.074,0.057,0.004,-0.041,0.006,3.402,-0.016,3.808,0.013,3.281,2017-06-19,retailing
DKS,PAG,2022-06-03,0.745,4.597,0.72,17.823,3.822,4.463,0.732,2.98,0.062,0.023,-0.017,-0.012,-0.019,-0.006,0.015,0.051,0.04,-0.02,0.068,3.271,0.073,3.167,0.127,2.112,2017-06-19,retailing
LAD,SNBR,2022-06-03,0.706,-2.56,0.262,3.518,3.822,4.463,0.56,-1.539,0.027,-0.047,-0.041,-0.046,0.03,-0.014,-0.04,0.084,-0.028,-0.02,-0.04,-2.861,0.077,-1.977,0.098,-1.818,2017-06-19,retailing
LKQ,PAG,2022-06-03,0.667,3.185,2.204,-20.254,3.822,4.463,0.037,1.476,-0.005,-0.05,-0.033,-0.03,-0.018,-0.031,0.019,-0.045,-0.013,0.036,0.05,1.755,0.04,2.033,0.036,2.155,2017-06-19,retailing
QRTEA,QRTEB,2022-06-03,0.882,2.528,0.85,0.564,3.822,4.463,0.972,0.256,-0.03,0.02,0.08,0.069,0.052,-0.025,-0.022,0.048,-0.023,0.0,0.061,1.615,-1.078,18.553,-0.654,12.245,2017-06-19,retailing
ORAN,TKC,2022-06-03,0.608,-2.906,0.121,2.991,3.006,3.44,0.002,-2.06,0.002,0.015,0.027,0.018,0.018,0.043,-0.015,-0.061,0.015,0.061,-0.05,-3.293,-0.057,-3.341,0.08,-2.293,2017-06-19,telecommunication_services
SATS,TKC,2022-06-03,0.784,-2.671,0.053,2.857,3.006,3.44,0.007,-1.303,0.012,0.016,0.01,0.034,0.014,0.007,-0.001,0.018,0.001,0.003,-0.016,-2.807,-0.073,-3.293,0.1,-1.819,2017-06-19,telecommunication_services
T,TKC,2022-06-03,0.706,-3.526,0.168,1.059,3.006,3.44,0.769,-1.67,0.043,0.037,-0.015,-0.01,-0.035,0.31,0.043,-0.024,0.041,0.039,-0.051,-4.172,-0.003,-3.559,0.116,-2.049,2017-06-19,telecommunication_services
TEF,TKC,2022-06-03,0.569,-3.014,0.179,3.557,3.006,3.44,0.118,-2.111,0.044,0.057,-0.029,0.051,0.006,-0.003,-0.01,-0.054,0.033,0.047,-0.068,-3.481,-0.089,-3.622,0.078,-2.482,2017-06-19,telecommunication_services
TEO,TKC,2022-06-03,0.529,-2.844,0.135,3.44,3.006,3.44,0.778,-1.269,-0.007,-0.001,0.006,0.023,-0.015,0.014,0.023,-0.025,-0.052,0.085,-0.043,-3.168,-0.09,-3.512,0.066,-2.351,2017-06-19,telecommunication_services
TIMB,TKC,2022-06-03,0.667,-3.354,0.115,2.93,3.006,3.44,0.002,-2.677,0.026,0.064,0.02,0.056,-0.015,0.003,0.002,0.037,-0.035,-0.013,-0.008,-3.42,-0.041,-3.705,0.098,-2.517,2017-06-19,telecommunication_services
AAON,GFF,2022-06-03,0.961,4.347,0.301,3.653,4.56,3.786,0.001,1.499,-0.04,-0.022,0.025,0.026,0.013,0.048,0.03,-0.027,-0.031,0.068,0.09,2.767,0.082,2.908,0.026,3.893,2017-06-19,capital_goods
AAON,MTOR,2022-06-03,0.863,2.555,0.197,13.194,4.56,3.786,0.352,1.492,-0.016,-0.024,-0.028,-0.049,-0.046,0.031,0.05,0.032,0.067,0.03,-0.001,2.564,0.022,2.334,-0.001,2.562,2017-06-19,capital_goods
ABB,GFF,2022-06-03,1.0,3.604,0.471,8.762,4.56,3.786,0.32,0.65,0.046,-0.012,0.034,-0.027,-0.018,0.021,-0.012,0.005,0.035,-0.011,0.039,2.864,0.026,3.104,-0.025,4.089,2017-06-19,capital_goods
ABB,PWR,2022-06-03,0.647,2.773,4.317,-44.978,4.56,3.786,0.001,1.903,0.064,0.049,-0.014,-0.017,-0.031,-0.061,0.045,-0.016,-0.047,0.038,-0.074,4.222,-0.04,3.555,-0.113,4.969,2017-06-19,capital_goods
ABB,ROK,2022-06-03,0.863,-2.9,7.833,22.581,4.56,3.786,0.507,-0.862,0.001,-0.021,-0.019,-0.054,0.008,-0.018,-0.001,0.05,-0.036,-0.063,0.049,-1.606,0.101,-0.256,0.114,0.076,2017-06-19,capital_goods
ABB,SHYF,2022-06-03,0.784,-3.066,1.686,-18.448,4.56,3.786,0.074,-0.528,-0.018,-0.042,-0.051,-0.1,0.011,0.012,0.017,-0.04,-0.052,0.016,0.054,-1.945,0.067,-1.676,0.094,-1.122,2017-06-19,capital_goods
ABB,SWK,2022-06-03,0.51,-3.266,3.218,73.769,4.56,3.786,0.086,-2.334,0.038,-0.007,0.037,-0.033,-0.025,0.025,0.024,0.029,0.042,0.051,0.061,-2.562,-0.075,-4.137,-0.07,-4.078,2017-06-19,capital_goods
ACM,ALG,2022-06-03,0.784,-2.543,1.25,61.792,4.56,3.786,0.03,-1.521,-0.027,0.024,-0.021,0.017,-0.066,0.01,0.039,-0.01,0.022,-0.007,0.012,-2.324,0.052,-1.615,0.033,-1.956,2017-06-19,capital_goods
ACM,GFF,2022-06-03,0.961,2.792,0.215,10.134,4.56,3.786,0.376,0.594,0.045,0.016,0.014,0.014,0.025,-0.006,-0.015,0.036,0.028,-0.013,0.059,1.715,0.045,1.959,0.023,2.374,2017-06-19,capital_goods
AER,RTX,2022-06-03,0.51,2.534,0.864,35.803,4.56,3.786,0.962,1.249,-0.037,0.002,0.019,-0.029,0.025,-0.007,-0.012,0.001,0.014,0.015,-0.053,3.573,-0.003,2.599,0.027,2.0,2017-06-19,capital_goods
AGCO,ALG,2022-06-03,0.961,-2.841,0.603,69.512,4.56,3.786,0.004,-0.752,-0.007,-0.023,0.016,0.026,-0.026,-0.004,0.032,-0.007,0.037,0.008,0.075,-1.334,0.133,-0.146,0.113,-0.566,2017-06-19,capital_goods
AGCO,CMCO,2022-06-03,0.725,-2.931,0.2,20.815,4.56,3.786,0.569,-1.02,-0.021,0.004,0.036,0.011,-0.013,-0.018,-0.01,0.034,0.019,-0.054,-0.002,-2.967,0.037,-2.377,-0.004,-2.99,2017-06-19,capital_goods
AGCO,GFF,2022-06-03,0.941,3.072,0.1,11.826,4.56,3.786,0.299,0.545,0.007,0.008,0.008,0.014,0.002,-0.007,-0.02,-0.002,-0.018,-0.007,0.018,2.742,-0.009,3.239,-0.033,3.661,2017-06-19,capital_goods
AGCO,SWK,2022-06-03,0.863,-3.337,0.645,98.426,4.56,3.786,0.164,-2.802,-0.032,-0.037,0.003,-0.039,-0.097,0.041,0.12,-0.106,0.011,0.115,0.094,-2.417,-0.029,-3.622,-0.071,-4.03,2017-06-19,capital_goods
AIMC,CAT,2022-06-03,0.647,2.681,2.596,54.516,4.56,3.786,0.099,1.931,0.015,0.145,0.057,0.106,-0.042,0.119,0.033,-0.011,0.059,0.019,0.111,1.075,0.118,0.982,0.094,1.319,2017-06-19,capital_goods
AIMC,GFF,2022-06-03,0.961,4.519,0.23,11.544,4.56,3.786,0.658,1.385,0.001,0.011,-0.009,-0.011,0.014,-0.017,-0.001,-0.043,0.025,0.047,0.073,3.328,0.048,3.742,-0.001,4.539,2017-06-19,capital_goods
AIMC,MSM,2022-06-03,0.843,2.503,0.81,35.362,4.56,3.786,0.626,1.031,0.043,0.008,-0.019,0.029,0.002,-0.023,-0.003,0.032,0.01,-0.044,0.049,1.56,0.016,2.205,0.018,2.161,2017-06-19,capital_goods
AIMC,MTOR,2022-06-03,0.804,2.589,0.17,17.486,4.56,3.786,0.869,1.581,0.02,-0.017,-0.034,-0.022,-0.004,0.006,0.047,-0.035,0.002,-0.023,-0.024,2.819,-0.007,2.652,-0.023,2.803,2017-06-19,capital_goods
AIMC,SWK,2022-06-03,0.608,-3.608,1.929,77.304,4.56,3.786,0.55,-0.677,-0.003,0.034,0.029,0.011,-0.009,0.002,0.016,-0.04,-0.006,-0.006,0.034,-3.034,-0.111,-5.478,-0.112,-5.488,2017-06-19,capital_goods
AIR,B,2022-06-03,0.784,-2.53,0.461,29.574,4.56,3.786,0.772,-1.569,0.055,0.038,-0.041,0.026,0.006,0.0,-0.014,0.018,0.007,0.014,-0.044,-2.948,-0.02,-2.723,-0.055,-3.061,2017-06-19,capital_goods
AIT,GFF,2022-06-03,0.706,2.563,0.168,8.835,4.56,3.786,0.366,0.396,-0.003,-0.009,0.028,-0.018,0.018,0.007,0.009,-0.019,0.044,0.015,0.048,1.577,0.032,1.905,0.019,2.181,2017-06-19,capital_goods
AIT,TRN,2022-06-03,1.0,-2.683,0.247,4.876,4.56,3.786,0.789,-0.392,0.017,0.022,-0.013,0.011,-0.009,0.006,0.011,0.022,-0.041,0.013,-0.01,-2.94,0.009,-2.452,-0.042,-3.808,2017-06-19,capital_goods
AJRD,GFF,2022-06-03,0.725,3.066,0.391,5.1,4.56,3.786,0.001,1.311,-0.018,-0.007,0.01,-0.0,-0.005,-0.006,-0.002,0.035,-0.014,-0.024,0.078,2.027,0.034,2.608,0.026,2.712,2017-06-19,capital_goods
ALG,CAT,2022-06-03,0.549,3.495,1.735,-54.782,4.56,3.786,0.07,1.574,0.025,-0.026,-0.057,-0.02,-0.013,-0.013,0.032,0.021,-0.023,0.007,0.093,1.454,0.138,0.467,0.129,0.658,2017-06-19,capital_goods
