ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-06-23,0.569,6.336,0.266,-3.997,4.64,0.115953475,0.17990029,-0.00836159191025425,-0.012534798515430035,0.0017124541764842966,-0.04297356498283728,0.030378050094159316,-0.009732071959734648,-0.023080193553623687,0.016707092075547523,-0.00020416950222538279,0.0003660425731884301,-0.627,17.74,-0.161,9.265,-0.365,12.968,2016-07-07,health_care_equipment_and_services
ABC,RDNT,2021-06-23,0.588,4.268,0.253,-6.043,4.64,0.6002064,1.3981014,-0.018268935035013478,-0.006692872506852378,-0.018003718608306452,-0.015534684116935841,0.007411602248722604,-0.036406489613428586,-0.03314976963977727,0.01651524995236629,-0.015580879752579034,0.011536981557300482,0.017,3.874,0.079,2.408,0.122,1.419,2016-07-07,health_care_equipment_and_services
ABMD,AMEH,2021-06-23,0.922,6.534,0.029,11.713,4.64,0.8623673,4.6575413,-0.011131935995116759,0.0491787063080676,0.049693895990083246,0.018095994058572328,-0.042233240835170834,0.06152679667118418,0.04714515312382563,0.013639945414732142,0.09069596847517936,0.09933253952197732,-0.847,16.753,-0.217,9.148,-0.496,12.523,2016-07-07,health_care_equipment_and_services
ABT,AMEH,2021-06-23,0.725,6.368,0.132,8.174,4.64,0.25132972,0.7036591,0.014872359339018176,0.02042631253307405,-0.017549299400362664,0.024863785781343805,0.015401062568737004,-0.01055667191537934,-0.0024414839274509523,0.012380092793547239,-0.030836547449133545,-0.008623094599799801,-0.769,16.59,-0.185,8.824,-0.445,12.285,2016-07-07,health_care_equipment_and_services
ABT,AMN,2021-06-23,0.51,2.787,0.359,29.343,4.64,0.18498527,1.4194108,0.018476804785664252,-0.0007584894421875363,0.01748895109331121,0.016067861508125794,0.019862038368458016,0.07343859198923623,0.009797036485066715,-0.01933973336689458,0.017765781962399904,0.007803793721569102,-0.001,2.798,-0.076,3.879,-0.11,4.372,2016-07-07,health_care_equipment_and_services
ABT,CRVL,2021-06-23,0.569,2.864,0.854,5.086,4.64,0.5686598,1.8237867,0.007130893993503221,0.0394825870227256,-0.0024028301168094366,0.02294421833252674,-0.022693947670914358,0.01892728755302399,0.03522601789578493,-0.027395157882083254,0.032170881624794916,0.05945276628263381,-0.002,2.91,-0.078,4.542,-0.177,6.661,2016-07-07,health_care_equipment_and_services
ABT,RDNT,2021-06-23,0.647,4.547,0.151,3.292,4.64,0.3899877,2.6961498,0.029631033252489006,0.04518706384739728,0.034225495457107506,0.14495847027816458,0.003525178079501705,-0.006979911161346669,0.003694569754938006,-0.052291664791433365,-0.04239168298456052,0.028453731538377526,0.025,4.155,0.123,2.582,0.16,1.989,2016-07-07,health_care_equipment_and_services
ACHC,LMAT,2021-06-23,0.686,2.921,0.653,9.275,4.64,0.21123633,0.3688793,-0.06154247079974694,-0.03581592419424256,-0.049431358153268615,-0.05163059922118466,-0.006182876506480656,-0.01954677631569459,0.0133785431798283,0.030507308480629665,0.027312823461416127,-0.028867706293057883,0.056,1.305,0.066,1.035,0.076,0.738,2016-07-07,health_care_equipment_and_services
ADUS,AMEH,2021-06-23,0.745,6.478,0.073,13.469,4.64,0.51281494,0.722645,0.0074945695565174905,0.007846229360454192,0.009742743739364521,0.011140084004268878,0.020051839980645973,0.019542844384461706,0.013270521804268598,-0.03686877222629845,-0.0028335100175333862,0.025221327900696002,-0.892,16.282,-0.237,9.087,-0.535,12.354,2016-07-07,health_care_equipment_and_services
ADUS,ANTM,2021-06-23,0.706,2.936,1.261,174.166,4.64,0.4839393,1.1051215,-0.003122318944835175,-0.06661879518498057,-0.06226422159942453,0.032559073339449886,0.01892529592266703,0.03232687237449437,0.02919727168808654,-0.11585614976066369,-0.12348261186176644,0.04794763611414601,-0.01,3.083,0.01,2.788,-0.0,2.94,2016-07-07,health_care_equipment_and_services
