ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-03-15,0.51,2.571,0.051,13.7,3.48,0.13662304,0.5238152,0.007927691949278,-0.04577785120270585,-0.01695854360994762,0.06339127519962304,0.0356295842045319,0.010573435981127881,-0.033523727172478555,-0.025203788280678558,-0.0545364044918984,0.06172986316995793,0.006,2.508,-0.119,3.89,-0.658,9.872,2016-03-29,health_care_equipment_and_services
ABMD,AMEH,2021-03-15,1.0,3.2,0.018,12.954,3.48,0.46134445,0.14628288,0.03391708551312422,0.013671877820908491,0.022449378393282385,0.03482312182407768,-0.00576227999218621,-0.01018350674303448,0.0225688575571484,0.007188444793116266,0.010923715841670746,-0.009451109560811298,0.013,3.044,-0.153,5.099,-0.67,11.526,2016-03-29,health_care_equipment_and_services
ABT,AMEH,2021-03-15,0.804,2.748,0.023,16.259,3.48,0.13157158,0.614634,-0.027858059643910065,0.03562711034636375,-0.01475855040851672,0.015909725778410256,0.059782959699662776,-0.050631154088133776,-0.0331230825138181,0.0841213726802347,-0.032109957312200496,-0.014811320171974698,0.002,2.726,-0.141,4.158,-0.742,10.162,2016-03-29,health_care_equipment_and_services
ADUS,AMEH,2021-03-15,0.843,2.788,0.026,16.036,3.48,0.18050286,0.6531624,-0.11733458685412505,0.0017040274979188694,0.0283562939108175,0.013736965610403091,0.226912351475151,-0.07525603462722086,-0.149079656004136,-0.054769116285135186,-0.17480501815697277,-0.015525412844300906,-0.003,2.82,-0.154,4.339,-0.747,10.322,2016-03-29,health_care_equipment_and_services
ADUS,OPCH,2021-03-15,1.0,2.653,0.108,4.172,3.48,0.7829454,0.5784513,0.06929657440959092,0.0973056844861068,0.016459429539393784,0.019521940800500077,-0.012019588493299574,-0.05940597125360119,-0.02125593882828119,0.07996135464358989,0.007358167702044054,-0.05327768658458618,0.063,1.645,0.076,1.434,-0.032,3.16,2016-03-29,health_care_equipment_and_services
ADUS,RDNT,2021-03-15,0.51,2.685,0.118,5.91,3.48,0.64730614,0.17272896,0.029375252674885034,-0.0011739672012655547,-0.05060499378509791,-0.034591056767133685,-0.004789884141842011,0.015560548383512353,0.0061750159590421025,0.00815245533264821,0.013392173901770723,0.003660648806131266,0.046,1.837,-0.037,3.36,-0.254,7.32,2016-03-29,health_care_equipment_and_services
AMED,AMEH,2021-03-15,0.824,2.772,0.007,17.041,3.48,0.19414528,0.6151649,0.04136274006213646,-0.0016039671786729696,0.009198800305954524,-0.07064274912861185,-0.009031730022988078,0.01456647318830588,0.027739082584136595,-0.0017399474467287813,0.0582491336526295,0.04963368219321522,0.001,2.765,-0.15,4.226,-0.76,10.163,2016-03-29,health_care_equipment_and_services
AMED,ATRC,2021-03-15,0.745,3.28,0.141,12.64,3.48,0.8036126,1.546914,-0.052073534507699366,-0.05793254378690527,-0.01530949007294659,-0.0007332028006269116,-0.03556887471876287,0.20344327460247552,0.02977450274159353,-0.010620610805646736,0.06369684419985375,0.010106873925415828,0.013,3.002,-0.062,4.601,-0.111,5.644,2016-03-29,health_care_equipment_and_services
AMN,THC,2021-03-15,0.824,2.63,0.624,-8.093,3.48,0.7810594,0.82596654,-0.011381176703203683,-0.005976782014135577,-0.02252489722181581,-0.009520275666811054,-0.004352136927902533,-0.005587866327920225,-0.0007250649843648946,-0.004049590772753493,0.002717231762605704,-0.0016520401233255824,0.043,1.954,0.002,2.597,0.016,2.381,2016-03-29,health_care_equipment_and_services
ATRI,OMCL,2021-03-15,0.627,3.455,0.039,48.832,3.48,0.96295655,0.32686982,-0.005356413692633096,0.04405131337233121,0.043453223847054766,0.01943735497576481,-0.0014116707871753877,0.006619216593959903,0.022883330292650845,-0.01842657547205177,0.04859699550806798,0.0170140285191389,0.01,3.37,0.039,3.111,-0.027,3.692,2016-03-29,health_care_equipment_and_services
