ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,QDEL,2020-06-11,0.549,3.579,0.003,62.5,4.64,0.8726647,2.6961179,-0.016402795176867633,-0.02415110226326587,0.011629390338474078,-0.10194593348199674,-0.018073713888796743,-0.014157918588268096,0.013365671896971501,-0.014201914517870402,0.012806126211373099,-0.003697515300686443,-0.478,6.442,-0.446,6.253,0.039,3.343,2015-06-25,health_care_equipment_and_services
ABT,CYRX,2020-06-11,0.706,2.632,0.307,-7.692,4.64,0.5649053,0.6153197,-0.06600531293355545,-0.07691381646510191,-0.01314404746627313,-0.002798783104227573,-0.02519242138909842,0.061833255692292005,0.008176926428585807,0.007786507154643417,0.004779123074691028,0.010537084640748394,-0.108,4.927,-0.08,4.325,-0.483,12.898,2015-06-25,health_care_equipment_and_services
ABT,SLP,2020-06-11,0.51,3.51,0.593,-16.598,4.64,0.23625883,1.0503936,-0.025290044019349502,0.0073142869018251715,0.01864705443715861,-0.013334187281696247,-0.032275648323486096,0.07283368472290268,0.0326022082936202,-0.1324940050429595,0.04469814550227507,0.05970632277128758,-0.114,6.453,-0.081,5.604,-0.085,5.71,2015-06-25,health_care_equipment_and_services
ADUS,BSX,2020-06-11,0.765,-2.658,0.264,18.139,4.64,0.69521487,-0.70545787,-0.04410148363123709,0.06578570706359692,-0.0028710696007034704,0.07828548872514311,-0.01177360623836685,0.013041761777386297,0.0045278503187819365,-0.0008507584370547989,0.045641295826359396,0.05782374542326585,-0.001,-2.673,0.016,-2.286,0.088,-0.606,2015-06-25,health_care_equipment_and_services
ADUS,CNMD,2020-06-11,0.608,-2.53,0.797,21.817,4.64,0.7480458,-1.0824678,0.01721829943095674,-0.0062325401872921,-0.02167124474240549,0.015132749893088493,-0.00561307734258517,-0.0016899582136010807,0.007225255509047647,-0.028693059427969774,0.017206161690349428,-0.031260000067229295,0.029,-2.091,0.037,-1.966,0.109,-0.859,2015-06-25,health_care_equipment_and_services
ADUS,HCA,2020-06-11,0.843,-2.746,0.917,53.445,4.64,0.6020823,-1.1403229,-0.037729183446432495,0.008197762417462038,0.036788816004916486,-0.004045658688048298,-0.11807582336423235,0.0406433821452227,0.09743548541450078,-0.025449413605407464,0.08439012261056306,0.03620995264174768,-0.012,-2.92,0.102,-1.304,0.168,-0.377,2015-06-25,health_care_equipment_and_services
ADUS,MDT,2020-06-11,0.804,-2.66,0.524,53.37,4.64,0.13612899,-0.4619912,-0.05865759399881979,-0.04027236212212654,0.04240631568050157,0.0391404957510113,-0.020703156113541957,-0.19685209397282524,0.0032695111601492256,0.008055815329604468,-0.017085149344096433,0.00021817568193088216,0.026,-1.921,0.026,-1.927,0.093,-0.049,2015-06-25,health_care_equipment_and_services
ADUS,USPH,2020-06-11,0.706,-2.913,0.888,39.421,4.64,0.77273744,-2.1602342,-0.1960873910544976,-0.06209159753361053,0.056898148223846715,0.10458879442285997,-0.18032613467498163,0.07551800392216335,0.1661664995748157,-0.06799053378024161,0.059676505997205226,0.1037992833678074,0.041,-2.53,0.046,-2.482,0.102,-1.949,2015-06-25,health_care_equipment_and_services
ALGN,MODV,2020-06-11,0.745,2.579,0.081,42.615,4.64,0.9004198,0.45554337,-0.04263593306670948,-0.011447297413979268,-0.0028983096018374713,0.022346138724763466,0.04495305296927011,0.00360380567508814,-0.05029810327962805,-0.001860164032537961,-0.012903635997058181,0.01007010158591993,0.027,2.124,-0.097,4.234,-0.059,3.591,2015-06-25,health_care_equipment_and_services
ALGN,QDEL,2020-06-11,0.765,3.636,0.057,49.085,4.64,0.9677491,3.0314999,0.02723120066074064,0.016182367687896316,0.013248758815557593,-0.015520653390520516,0.015240027927104974,-0.018902025690404115,-0.03521223229276047,-0.018707774883715025,-0.04499213801271587,-0.03533953975908012,-0.432,6.458,-0.393,6.198,0.065,3.209,2015-06-25,health_care_equipment_and_services
