ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMED,2019-02-06,0.765,2.745,0.204,23.808,3.776,0.309,2.496,0.007,0.013,-0.01,0.009,-0.002,0.053,-0.02,0.06,-0.0,-0.047,0.052,2.034,-0.03,3.16,0.008,2.63,2014-02-20,health_care_equipment_and_services
ABMD,EW,2019-02-06,0.667,2.738,0.06,27.37,3.776,0.282,1.112,-0.021,0.039,-0.0,0.039,0.001,0.047,0.013,-0.082,0.058,0.01,-0.018,3.166,-0.125,5.722,-0.096,5.036,2014-02-20,health_care_equipment_and_services
ABMD,MLAB,2019-02-06,0.686,2.691,0.279,86.269,3.776,0.296,0.754,0.017,0.016,-0.003,0.023,0.029,0.093,-0.008,0.027,0.041,-0.003,-0.02,3.067,-0.066,3.941,-0.147,5.488,2014-02-20,health_care_equipment_and_services
ABT,CNC,2019-02-06,0.686,-2.528,1.221,-13.534,3.776,0.284,-0.283,0.038,-0.037,0.028,-0.031,0.01,0.042,0.019,-0.015,-0.066,-0.094,-0.068,-5.37,-0.083,-5.964,-0.067,-5.322,2014-02-20,health_care_equipment_and_services
ALGN,ISRG,2019-02-06,0.863,2.595,0.386,43.821,3.776,0.818,1.769,-0.085,-0.024,-0.003,-0.018,-0.025,0.014,-0.013,-0.026,-0.036,-0.166,-0.034,3.249,0.0,2.595,0.146,-0.242,2014-02-20,health_care_equipment_and_services
ALGN,STE,2019-02-06,0.784,3.102,0.159,52.812,3.776,0.712,2.443,-0.013,-0.012,-0.008,0.015,0.059,0.023,-0.014,-0.035,-0.018,0.059,-0.019,3.493,0.004,3.018,0.006,2.989,2014-02-20,health_care_equipment_and_services
ANTM,GMED,2019-02-06,0.51,-3.419,0.209,-2.896,3.776,0.064,-2.074,-0.008,-0.0,-0.005,0.007,-0.031,-0.031,0.007,-0.017,0.01,-0.02,0.047,-2.297,0.069,-1.758,0.079,-1.518,2014-02-20,health_care_equipment_and_services
ANTM,HUM,2019-02-06,0.608,-4.139,0.988,51.336,3.776,0.229,-1.64,0.074,0.016,-0.003,0.024,-0.006,-0.058,0.016,-0.021,0.012,-0.034,-0.029,-5.468,-0.012,-4.672,-0.014,-4.786,2014-02-20,health_care_equipment_and_services
ANTM,RMD,2019-02-06,0.863,-4.129,0.349,13.197,3.776,0.109,-0.18,-0.014,0.003,0.097,-0.056,0.022,0.025,-0.003,0.004,0.013,-0.048,0.054,-2.334,0.065,-1.99,0.158,1.087,2014-02-20,health_care_equipment_and_services
ANTM,SEM,2019-02-06,0.765,-3.104,0.046,6.647,3.776,0.032,-0.709,-0.012,0.004,-0.052,-0.044,0.034,-0.005,-0.035,0.006,-0.101,0.008,-0.046,-3.983,-0.016,-3.408,0.026,-2.605,2014-02-20,health_care_equipment_and_services
ATRI,LMAT,2019-02-06,0.863,-2.814,0.051,-1.315,3.776,0.498,-1.636,-0.036,0.007,0.002,0.014,0.0,-0.008,0.017,-0.02,-0.0,-0.018,0.079,-1.88,0.007,-2.734,0.006,-2.739,2014-02-20,health_care_equipment_and_services
BAX,FMS,2019-02-06,0.529,-2.603,0.256,28.438,3.776,0.908,-1.804,-0.022,-0.061,0.037,-0.018,-0.0,-0.016,-0.006,-0.054,-0.033,0.031,-0.016,-2.812,0.026,-2.253,0.042,-2.048,2014-02-20,health_care_equipment_and_services
BAX,IART,2019-02-06,0.51,-2.647,0.756,6.324,3.776,0.193,-0.966,0.034,0.006,0.062,-0.001,0.036,-0.028,-0.046,-0.015,-0.026,-0.026,0.044,-1.461,-0.003,-2.72,-0.0,-2.648,2014-02-20,health_care_equipment_and_services
BAX,LH,2019-02-06,0.745,-3.033,1.581,60.991,3.776,0.623,-1.423,0.033,0.016,0.006,-0.024,0.007,-0.021,0.007,0.052,0.005,-0.035,0.006,-2.886,0.021,-2.484,0.058,-1.514,2014-02-20,health_care_equipment_and_services
BAX,LMAT,2019-02-06,0.51,-2.697,0.582,-6.243,3.776,0.0,-1.06,0.007,-0.009,-0.047,-0.006,-0.007,0.014,0.016,0.035,0.052,0.005,0.069,-1.637,0.028,-2.271,0.02,-2.382,2014-02-20,health_care_equipment_and_services
BDX,LH,2019-02-06,0.863,-2.8,0.536,49.325,3.776,0.653,-1.634,-0.033,-0.059,-0.017,-0.019,0.015,-0.051,-0.061,-0.049,-0.058,0.016,0.012,-2.518,0.05,-1.58,0.104,-0.27,2014-02-20,health_care_equipment_and_services
BSX,IART,2019-02-06,0.725,-2.844,1.382,10.517,3.776,0.285,-2.124,0.042,0.039,-0.017,0.014,0.095,0.058,-0.042,-0.0,-0.008,-0.016,0.052,-1.874,0.063,-1.661,0.064,-1.641,2014-02-20,health_care_equipment_and_services
BSX,LH,2019-02-06,0.529,-2.519,2.546,79.143,3.776,0.32,-1.956,-0.016,0.024,-0.073,0.014,0.045,-0.045,-0.061,-0.001,-0.025,0.017,0.014,-2.286,0.08,-1.204,0.115,-0.624,2014-02-20,health_care_equipment_and_services
CHE,MLAB,2019-02-06,0.647,2.567,0.446,48.214,3.776,0.239,0.946,0.022,-0.022,0.006,-0.011,0.008,-0.017,-0.004,0.075,0.016,-0.058,0.025,2.037,0.009,2.376,-0.038,3.366,2014-02-20,health_care_equipment_and_services
CNC,HCA,2019-02-06,0.529,2.611,1.315,29.531,3.776,0.002,1.738,-0.032,0.005,-0.003,0.02,-0.032,0.074,0.069,-0.088,0.02,0.102,0.027,1.958,-0.004,2.705,0.026,1.987,2014-02-20,health_care_equipment_and_services
CNC,STE,2019-02-06,0.922,3.51,1.198,27.275,3.776,0.424,0.185,0.079,0.034,-0.052,-0.035,-0.023,0.042,0.023,-0.047,-0.071,-0.018,-0.046,5.98,-0.078,7.716,-0.102,9.019,2014-02-20,health_care_equipment_and_services
