ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2017-01-17,0.549,2.6,0.03,3.104,3.747,0.745,0.654,0.03,0.016,-0.006,-0.026,0.015,-0.01,-0.023,0.028,-0.005,-0.025,-0.149,3.957,-0.102,3.526,-0.137,3.849,2012-01-30,health_care_equipment_and_services
ABC,CUTR,2017-01-17,0.784,3.812,0.1,4.379,3.747,0.446,3.168,-0.027,-0.054,-0.025,-0.046,0.002,-0.027,-0.017,0.022,0.019,0.03,-0.077,5.009,-0.067,4.861,-0.067,4.863,2012-01-30,health_care_equipment_and_services
ABMD,USPH,2017-01-17,0.824,2.671,0.279,25.034,3.747,0.459,0.775,0.042,0.005,0.009,-0.001,0.018,-0.062,-0.023,-0.033,-0.107,-0.06,-0.04,3.673,0.053,1.346,0.088,0.477,2012-01-30,health_care_equipment_and_services
ABT,CUTR,2017-01-17,0.784,3.573,0.34,-0.632,3.747,0.318,2.94,-0.038,-0.007,0.038,0.026,0.049,-0.035,-0.002,-0.041,0.023,0.007,-0.049,4.412,-0.019,3.907,-0.02,3.916,2012-01-30,health_care_equipment_and_services
ACHC,AMEH,2017-01-17,0.627,3.336,0.04,3.12,3.747,0.631,0.906,0.044,0.065,-0.072,0.026,0.008,-0.038,-0.033,0.053,-0.004,0.037,-0.16,4.722,-0.1,4.207,-0.121,4.384,2012-01-30,health_care_equipment_and_services
ACHC,ANTM,2017-01-17,0.549,2.501,0.929,66.732,3.747,0.791,1.528,-0.02,0.02,-0.01,0.002,-0.002,-0.01,0.012,-0.02,-0.012,-0.012,-0.066,3.306,-0.101,3.724,-0.085,3.524,2012-01-30,health_care_equipment_and_services
ACHC,CUTR,2017-01-17,0.804,3.738,0.056,8.988,3.747,0.82,3.724,-0.02,0.069,-0.029,0.032,-0.001,0.022,0.041,-0.006,0.013,-0.026,-0.11,4.875,-0.084,4.605,-0.059,4.35,2012-01-30,health_care_equipment_and_services
ALGN,AMEH,2017-01-17,0.51,2.664,-0.007,5.882,3.747,0.722,0.814,-0.058,0.055,0.012,0.05,-0.027,0.013,0.027,-0.037,-0.014,0.003,-0.228,4.102,-0.162,3.687,-0.199,3.915,2012-01-30,health_care_equipment_and_services
AMED,USPH,2017-01-17,0.804,2.905,0.746,19.433,3.747,0.689,1.758,0.011,0.011,0.018,0.032,0.096,-0.01,-0.105,0.01,-0.019,-0.002,-0.012,3.147,0.064,1.609,0.118,0.519,2012-01-30,health_care_equipment_and_services
AMN,CUTR,2017-01-17,0.569,2.833,0.116,9.18,3.747,0.214,1.966,0.005,-0.06,-0.058,-0.067,-0.028,0.002,0.029,-0.063,-0.03,-0.034,-0.099,4.079,-0.054,3.519,-0.049,3.45,2012-01-30,health_care_equipment_and_services
ATRC,NEOG,2017-01-17,0.608,2.513,0.139,15.929,3.747,0.839,1.709,0.009,-0.014,0.054,-0.033,-0.005,0.087,-0.006,-0.039,-0.013,0.022,0.002,2.496,-0.029,2.819,0.087,1.599,2012-01-30,health_care_equipment_and_services
BDX,MDT,2017-01-17,0.922,-2.796,0.389,14.041,3.747,0.0,-1.068,-0.003,-0.041,-0.026,-0.05,-0.027,0.049,0.043,0.056,0.105,0.077,-0.005,-3.045,0.014,-2.134,0.005,-2.565,2012-01-30,health_care_equipment_and_services
CHE,MODV,2017-01-17,0.569,-2.511,0.161,24.123,3.747,0.016,-0.538,0.07,-0.039,-0.03,-0.044,0.004,-0.029,-0.013,0.004,0.009,0.033,0.037,-2.022,0.066,-1.635,0.042,-1.946,2012-01-30,health_care_equipment_and_services
CI,CUTR,2017-01-17,0.608,3.14,0.065,4.514,3.747,0.934,1.807,-0.032,0.003,0.017,0.005,-0.027,-0.042,-0.005,0.058,-0.005,0.016,-0.085,4.672,-0.053,4.099,-0.042,3.895,2012-01-30,health_care_equipment_and_services
CNC,CUTR,2017-01-17,0.608,3.352,0.182,7.114,3.747,0.972,2.414,-0.036,-0.021,0.016,-0.057,-0.051,-0.038,0.026,0.036,0.074,0.009,-0.071,4.358,-0.059,4.19,-0.031,3.794,2012-01-30,health_care_equipment_and_services
CNC,DGX,2017-01-17,0.725,2.804,1.052,31.887,3.747,0.649,2.531,0.046,-0.003,-0.046,0.023,0.049,0.015,-0.047,-0.038,0.021,-0.069,0.014,2.557,-0.028,3.309,-0.004,2.885,2012-01-30,health_care_equipment_and_services
