ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,NTUS,2019-04-04,0.784,-3.025,-0.14,46.537,4.172,0.127,-0.71,0.023,-0.048,-0.033,-0.003,-0.035,0.0,0.026,-0.058,0.059,0.015,0.168,-2.317,0.031,-2.893,0.12,-2.519,2014-04-17,health_care_equipment_and_services
ABMD,AMED,2019-04-04,0.686,2.521,0.22,22.065,4.172,0.329,2.224,-0.022,-0.042,0.012,-0.011,0.004,-0.113,-0.046,0.132,-0.023,-0.064,0.024,2.247,0.049,1.972,0.0,2.518,2014-04-17,health_care_equipment_and_services
ABMD,BDX,2019-04-04,0.588,2.511,0.251,135.698,4.172,0.086,0.903,0.023,0.019,-0.019,-0.012,-0.021,-0.023,0.055,0.006,0.031,0.046,0.029,1.771,0.026,1.841,-0.028,3.234,2014-04-17,health_care_equipment_and_services
ABMD,EW,2019-04-04,0.588,4.116,0.064,27.263,4.172,0.41,3.438,0.006,0.052,-0.007,0.069,0.006,-0.011,0.051,-0.073,-0.04,0.024,0.015,3.835,0.038,3.397,-0.013,4.357,2014-04-17,health_care_equipment_and_services
ABMD,MLAB,2019-04-04,0.608,3.021,0.292,87.438,4.172,0.406,1.362,0.017,-0.106,0.013,-0.067,-0.001,-0.038,-0.005,-0.053,-0.055,-0.051,-0.103,4.622,0.075,1.846,-0.049,3.789,2014-04-17,health_care_equipment_and_services
ABMD,PODD,2019-04-04,0.529,2.799,0.196,19.584,4.172,0.138,1.081,0.022,-0.018,-0.073,0.035,-0.006,0.033,-0.032,-0.064,-0.037,-0.026,-0.059,3.996,-0.126,5.365,-0.187,6.622,2014-04-17,health_care_equipment_and_services
ABMD,QDEL,2019-04-04,0.588,2.559,0.163,4.544,4.172,0.346,0.33,-0.005,0.001,-0.061,-0.016,0.011,0.038,-0.015,-0.025,0.023,-0.049,-0.055,3.764,0.014,2.264,0.014,2.257,2014-04-17,health_care_equipment_and_services
ABMD,STE,2019-04-04,0.765,3.818,0.153,51.453,4.172,0.711,3.103,0.025,-0.019,-0.022,0.065,0.007,0.012,-0.023,0.066,0.039,-0.009,-0.061,5.209,-0.079,5.61,-0.18,7.93,2014-04-17,health_care_equipment_and_services
ABT,CNC,2019-04-04,0.686,-3.854,1.062,-6.403,4.172,0.395,-2.155,-0.061,-0.026,-0.039,-0.016,-0.024,0.023,0.002,0.085,0.021,0.002,0.013,-3.524,-0.001,-3.873,-0.07,-5.673,2014-04-17,health_care_equipment_and_services
ABT,HUM,2019-04-04,0.627,-3.015,3.81,46.952,4.172,0.268,-1.733,0.012,-0.023,0.004,-0.003,0.055,0.016,-0.04,-0.077,0.045,-0.054,-0.044,-4.087,-0.037,-3.926,-0.058,-4.443,2014-04-17,health_care_equipment_and_services
