ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABMD,AMN,2020-02-18,0.804,3.715,0.051,39.481,4.01,0.63734865,3.0553603,-0.03523857668028746,0.01507816289020149,0.022745614524321604,-0.001857484203378841,-0.05106860683034055,0.0012112301333028915,0.008891856590210783,-0.0022707732926450417,-0.04455815432322609,-0.0054394614146038665,-0.089,4.719,0.23,1.108,0.409,-0.927,2015-03-03,health_care_equipment_and_services
ABMD,CNC,2020-02-18,0.608,3.336,0.09,31.27,4.01,0.9338426,2.2216415,-0.016736079002002618,-0.025665505095406563,0.03630787273881832,0.027436663457554713,0.0022339670227760045,0.05521651593445387,0.014106565668795444,0.04195198741945291,0.014911055605685506,-0.005638877412228747,0.147,1.355,-0.059,4.136,0.012,3.178,2015-03-03,health_care_equipment_and_services
ABMD,EHC,2020-02-18,0.588,3.381,0.061,29.151,4.01,0.9135643,0.28060132,-0.04281625609748152,0.029346501161308793,-0.020866101445035163,0.002428459067836941,0.02297486412769463,0.008782392399184146,-0.03173105926618397,-0.033008131010489196,0.009673610844212106,-0.03526875949678402,0.289,0.313,0.108,2.234,0.144,1.851,2015-03-03,health_care_equipment_and_services
ABMD,OPCH,2020-02-18,0.843,2.612,0.005,9.947,4.01,0.8283786,1.3398916,0.013169713734974914,-0.02374423308824694,0.021596799775632364,-0.036591652161485695,-0.019746493247676033,0.06234541648426943,0.042332723281190233,0.02425529798026371,0.049038237401837145,0.01299321269929108,0.609,-1.809,0.231,0.933,0.178,1.321,2015-03-03,health_care_equipment_and_services
ABMD,QDEL,2020-02-18,0.706,2.892,0.107,26.385,4.01,0.9683898,2.4401953,0.026156973853969624,0.037662067813869916,0.011302242785016525,-0.004148637822473003,0.03678134543612346,-0.025913907064764142,-0.0834988725603934,-0.030726680801587615,-0.09080527616575285,-0.0563702499134339,-0.145,4.047,-0.289,5.203,-1.028,11.096,2015-03-03,health_care_equipment_and_services
ABMD,RDNT,2020-02-18,0.725,3.293,0.014,9.068,4.01,0.95499194,0.06808412,0.005459543031244457,-0.11432842659139725,0.0882561691129211,-0.05274843197723801,0.011667506338764936,0.01810909421053496,0.0506563975320913,-0.0038105266547869237,0.0036937292781696594,-0.037696553706743866,0.648,-1.462,0.402,0.339,0.268,1.324,2015-03-03,health_care_equipment_and_services
ABMD,ZBH,2020-02-18,0.627,2.978,-0.036,125.075,4.01,0.81504405,2.000201,0.07565588386406731,-0.010572573147635303,-0.0016817753266126848,0.04432952649074228,0.014300627142178569,-0.018524241574498265,-0.02544332324314681,0.08756718866277051,-0.023366033261610703,-0.08859998036825296,0.52,-3.892,0.265,-0.522,0.232,-0.086,2015-03-03,health_care_equipment_and_services
ABT,RDNT,2020-02-18,0.647,2.564,0.219,-1.256,4.01,0.20082842,1.5670091,-0.027636487496935376,0.040448793977064794,0.07565879481571243,-0.020864089912126838,-0.021129703718662886,0.021739779952618082,0.06512964970050188,0.013896371725767279,0.026298257844141634,-0.006806834893379669,0.349,-4.797,0.282,-3.388,0.163,-0.882,2015-03-03,health_care_equipment_and_services
ABT,STE,2020-02-18,0.588,2.749,1.84,-8.799,4.01,0.05006578,0.59078926,-0.036864863615102,-0.000972202280554649,-0.02575116674873562,0.0021281689015617638,-0.0031139749336222765,0.033281205210313955,0.033183977795362675,-0.04485779046563119,0.03874629292839384,0.06448369867715528,0.083,-2.226,0.08,-2.038,0.034,0.702,2015-03-03,health_care_equipment_and_services
ABT,ZBH,2020-02-18,0.627,2.651,0.508,83.974,4.01,0.2973398,1.6117291,-0.011618109407964141,-0.014619599682675639,-0.015837767698144312,0.009575745361288144,0.033034786951943035,0.0029281655992344086,-0.005691461897026906,-0.027394987669969693,-0.01953934274703691,-0.06342035929670374,0.359,-5.101,0.216,-2.009,0.181,-1.265,2015-03-03,health_care_equipment_and_services
ACHC,MCK,2020-02-18,0.784,2.602,0.835,105.233,4.01,0.7177097,0.7694536,0.0593404224988887,-0.04972666871681945,-0.0036430769506268596,-0.00842747285757027,-0.005375107966340616,0.032033484911279,0.0037613717438760527,0.02152731706224121,-0.006587718900776163,-0.11389339102825506,0.063,1.56,0.085,1.186,0.089,1.121,2015-03-03,health_care_equipment_and_services
ALGN,AMN,2020-02-18,0.863,2.989,0.07,35.034,4.01,0.87112516,1.829011,-0.026491002030889953,-0.025633337378958933,0.025384656365667165,-0.0277636046997796,-0.022100560274664963,-0.09814660528972408,0.008752754001672998,0.009536113953040843,-0.017843458273152875,0.033467413805328444,-0.159,5.073,0.149,1.04,0.322,-1.231,2015-03-03,health_care_equipment_and_services
ALGN,HUM,2020-02-18,0.706,2.717,0.356,185.937,4.01,0.92653406,2.05,-0.005548366762893013,-0.053664890395150947,0.01633798859319645,-0.012726521350820403,-0.017533206380392394,0.027153940626189584,0.013281679820326582,0.025030851019788428,-0.03340413361582529,-0.008685919130363175,0.172,0.15,-0.064,3.676,-0.076,3.855,2015-03-03,health_care_equipment_and_services
ALGN,PODD,2020-02-18,0.549,2.956,0.209,43.455,4.01,0.99670726,1.5301397,-0.0011856570614313044,-0.053235507002309085,-0.00089823688771426,-0.06389090817769517,-0.0007904359667024332,0.03266120144819584,-0.01216061976785446,0.042631311208425664,0.04855227602133379,-0.01106892418941161,0.209,1.475,-0.012,3.039,0.009,2.889,2015-03-03,health_care_equipment_and_services
ALGN,RDNT,2020-02-18,0.784,3.142,0.03,5.2,4.01,0.9623367,2.652527,-0.035471843786433005,0.004169851606498247,0.05781384223989848,0.022289838809616706,0.031069814838651875,-0.05404924173719972,-0.032980459127989095,-0.053288052681817084,-0.06991249662102095,-0.026307350463730513,0.414,-1.18,0.252,0.507,0.168,1.389,2015-03-03,health_care_equipment_and_services
ALGN,SEM,2020-02-18,0.725,3.275,0.016,12.993,4.01,0.78256536,2.695957,-0.022210712801390836,-0.042265332390376026,0.04687119226591276,0.0020022581880832996,0.03753541751731664,0.028149371924504746,0.0010630372468854662,0.03193049280457693,-0.021252814246056514,0.01555130839636294,0.403,-1.895,0.247,0.11,0.298,-0.543,2015-03-03,health_care_equipment_and_services
ALGN,ZBH,2020-02-18,0.667,3.083,0.012,113.104,4.01,0.9286285,2.544759,-0.09628653097112361,0.035532881717223484,0.04610864795549652,0.0250646343403154,-0.050692995024079,-0.004378767801327806,-0.02434873126783103,0.024940238564094316,-0.06940616351748821,-0.08807898227526556,0.474,-3.31,0.242,-0.186,0.22,0.115,2015-03-03,health_care_equipment_and_services
AMED,BSX,2020-02-18,0.549,-3.794,0.153,18.956,4.01,0.22719067,-0.85829955,-0.04295247757953571,-0.01331232497270968,0.012994511898961728,0.012107444966390437,0.010029377363497382,0.012445843714833949,-0.01774849572449901,0.002924431844592901,0.02209073885849381,0.03393807398131324,-0.121,-8.135,-0.046,-5.43,-0.06,-5.943,2015-03-03,health_care_equipment_and_services
AMED,DXCM,2020-02-18,0.608,3.748,0.307,-1.364,4.01,0.059048228,0.41978636,0.01660297200836175,-0.007095545635234998,-0.04836691794739162,-0.016867616219829247,0.02102260426706228,-0.021734530322857513,0.01822753872095448,-0.07072902490114365,-0.03173667968111851,-0.04091244627301466,0.103,-0.209,-0.058,5.972,-0.238,12.837,2015-03-03,health_care_equipment_and_services
AMED,HCA,2020-02-18,0.804,-2.918,0.567,53.865,4.01,0.30007228,-0.9527776,0.0023087091082967196,-0.015701779316990787,0.06721845276746446,-0.053765119394200485,0.09657302379959853,0.024934177442604098,0.00904979332999742,-0.07697208726272302,0.08403443088519763,-0.015482216237158562,-0.216,-10.268,-0.114,-6.803,-0.141,-7.704,2015-03-03,health_care_equipment_and_services
AMEH,AMN,2020-02-18,0.961,3.34,1.171,33.315,4.01,0.9599296,0.86486775,0.03586194686258813,0.01962997534636063,-0.06602210003897262,0.01901680675238008,0.011991050813588167,0.02860655662928002,-0.006799110662269214,-0.007690275147998615,-0.049183280342662,0.021355323045502073,-0.143,5.423,0.156,1.074,0.336,-1.555,2015-03-03,health_care_equipment_and_services
AMEH,CHE,2020-02-18,0.667,2.561,8.709,159.799,4.01,0.9814037,2.3058383,0.039593497803437565,0.00039834447106226306,-0.003106700804549894,-0.0185883237179451,0.030568603991807615,-0.028077280746568806,-0.07081257673552066,-0.008989400238175297,-0.05873752953151528,-0.017037670702675346,0.113,1.513,0.009,2.475,0.027,2.315,2015-03-03,health_care_equipment_and_services
AMEH,HUM,2020-02-18,0.922,2.673,4.556,199.085,4.01,0.90614575,1.3425899,0.01953284589980956,-0.006035494412519976,0.010761889013254202,-0.002917684323644437,0.014334929386481956,-0.0369163487041634,-0.034422990091810275,0.03418874806833852,-0.03930491414559545,-0.061820726068686035,0.213,-0.213,-0.045,3.286,-0.056,3.437,2015-03-03,health_care_equipment_and_services
AMEH,OPCH,2020-02-18,0.804,2.504,0.212,7.888,4.01,0.8404482,1.0423265,0.015017685870490252,-0.014544665309128358,0.0002847008066547111,-0.007212564212969547,-0.022136453883530253,0.044207586549359836,0.009109155662688941,-0.11300709663525826,0.03470767099787112,0.08243366154067175,0.471,-1.727,0.162,1.046,0.139,1.254,2015-03-03,health_care_equipment_and_services
AMEH,PODD,2020-02-18,0.667,3.038,3.252,41.942,4.01,0.9947941,3.0711482,-0.03432947058212817,-0.001175900526924831,0.01468857184308838,0.0408662195937844,0.0074056667645297026,0.021449060696590593,-0.00044303213823858274,-0.025614994961013493,0.001152712889730543,0.04890273338866772,0.229,1.392,0.001,3.033,0.029,2.827,2015-03-03,health_care_equipment_and_services
AMEH,RDNT,2020-02-18,0.784,3.084,0.383,6.407,4.01,0.9033559,2.5472386,0.004040255560676087,-0.005710760708127177,0.006584469738298032,-0.01855388502658243,-0.006111512665360872,0.023130362981948656,0.060320358966428754,0.011380119786372033,0.0004278484550452817,0.0411418417443353,0.481,-1.445,0.294,0.319,0.206,1.144,2015-03-03,health_care_equipment_and_services
AMEH,RMD,2020-02-18,0.667,3.05,2.459,61.665,4.01,0.9856244,2.8659573,0.009838490151231772,0.06443796136564064,0.020791136281325756,-0.03846158024205365,0.02106971895898136,-0.06656998341669139,-0.04936639035768342,0.005840923337777924,-0.011650013092588164,-0.016329724522064867,0.033,2.729,-0.001,3.057,0.022,2.835,2015-03-03,health_care_equipment_and_services
AMEH,UNH,2020-02-18,0.824,2.53,4.582,148.76,4.01,0.92568994,0.8792519,0.017668632607922476,-0.06244791369790891,-0.0016135060660846284,-0.0630669636824162,-0.023834891048525198,-0.03049714091007723,0.018081937995672762,0.04805299671572092,-0.017153917292087262,0.043864995835025705,0.141,0.473,-0.021,2.841,0.008,2.416,2015-03-03,health_care_equipment_and_services
AMEH,ZBH,2020-02-18,0.588,3.098,0.352,110.379,4.01,0.9530091,2.4648318,0.030598851517464484,-0.0580344232760426,0.03762743317393961,-0.03141935544310671,0.05972183183293688,-0.024003208678814027,-0.0408296522021524,0.014460801348837983,-0.0006051509362518528,-0.01116361366651731,0.461,-3.287,0.235,-0.16,0.217,0.091,2015-03-03,health_care_equipment_and_services
ANTM,RDNT,2020-02-18,0.882,2.683,0.07,-3.957,4.01,0.71893954,1.6127964,-0.03961934766235095,-0.05056182308956668,-0.04194478304397131,-0.0378801381448186,-0.0039043871137523483,0.05776969455332685,0.052284938984162956,-0.04190191226290964,0.06164004253091881,0.0113877877335907,0.231,-1.906,0.18,-0.888,0.114,0.425,2015-03-03,health_care_equipment_and_services
ANTM,RMD,2020-02-18,0.647,2.702,0.483,-12.24,4.01,0.74769455,1.5141157,0.033407798645000215,0.025836976555265304,0.020645746270430074,-0.015361819103599784,0.00816857849393647,-0.01693875844450324,-0.03333131401695806,0.007018516296863115,-0.11348941960862953,-0.029521944167666674,-0.07,4.118,-0.02,3.112,-0.009,2.894,2015-03-03,health_care_equipment_and_services
ANTM,ZBH,2020-02-18,0.627,2.744,0.121,87.733,4.01,0.54360014,1.9685943,0.01777871525831305,-9.771751465238427e-05,-0.025150283204575154,0.008941250947394085,0.08261540139713577,-0.018066025913971554,-0.034514887525044065,-0.046511791846612666,-0.038270251399006285,0.0012460748522034489,0.341,-3.403,0.184,-0.583,0.171,-0.345,2015-03-03,health_care_equipment_and_services
ATRC,NXGN,2020-02-18,0.765,-3.678,0.264,9.535,4.01,0.362774,-1.3804916,0.06043136731704116,0.023599582241849694,-0.015444572423970869,-0.011725017092065426,0.0005824347702290217,-0.043179143964822725,-0.0068937221162451295,-0.029135686483005012,-0.0025396428968179037,0.0031061771024445102,-0.134,-5.509,-0.098,-5.02,-0.242,-6.982,2015-03-03,health_care_equipment_and_services
ATRI,BAX,2020-02-18,0.686,3.015,0.066,24.517,4.01,0.632016,2.2572026,0.04296012011665202,0.026490416643763334,-0.03653193454246499,0.02736765630395796,-0.030008854086984806,0.06786224272451956,0.02237253525363597,0.08604089059040058,0.018762455845289124,0.0009290818677602959,0.05,2.113,-0.007,3.136,0.029,2.478,2015-03-03,health_care_equipment_and_services
ATRI,COO,2020-02-18,0.902,3.847,0.293,68.269,4.01,0.7755295,2.877332,0.00903915601230735,-0.033327953389976704,0.00918651377379883,-0.05185029038674281,0.01743687322987767,0.0242019840816388,-0.02165615042689973,0.02107125084177998,-0.06498561601635365,-0.010258490415080822,0.187,-0.261,0.092,1.829,0.09,1.874,2015-03-03,health_care_equipment_and_services
ATRI,OMCL,2020-02-18,0.725,3.503,0.125,-21.7,4.01,0.10771717,1.3898826,0.01965297615900971,0.025181473608298553,0.007247242302865797,-0.0065332204555336925,0.008343664481295324,-0.041018048170930806,-0.03661596847575738,-0.014479277520609386,-0.03313828117654549,-0.023556408279847393,0.142,0.452,0.088,1.617,0.123,0.869,2015-03-03,health_care_equipment_and_services
