ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,ACM,2020-01-15,0.908,0.0,3.886,0.904,16.429,3.837,3.613,0.874,2.389,0.019,0.009,0.011,-0.026,-0.039,0.01,0.024,0.009,0.013,0.011,0.028,3.298,0.216,-0.72,0.19,-0.163,2013-02-04,capital_goods
AER,FERG,2020-01-15,0.816,1.0,2.464,1.256,2.154,3.837,3.613,0.033,0.234,0.028,-0.007,-0.009,0.026,0.007,-0.017,-0.02,-0.016,-0.003,-0.014,-0.023,3.479,-0.135,8.379,-0.104,7.016,2013-02-04,capital_goods
AER,SPR,2020-01-15,0.553,0.0,-2.965,1.935,-22.525,3.837,3.613,0.001,-1.967,0.015,0.005,0.033,0.008,0.022,-0.065,-0.055,-0.068,-0.029,-0.004,-0.006,-3.07,0.229,1.264,0.147,-0.242,2013-02-04,capital_goods
AER,TXT,2020-01-15,0.605,0.0,-2.743,0.933,5.087,3.837,3.613,0.094,-2.277,0.038,0.043,-0.007,0.014,-0.058,0.007,0.048,-0.077,0.045,0.078,0.017,-2.469,0.233,1.055,0.152,-0.262,2013-02-04,capital_goods
AME,BA,2020-01-15,0.513,0.0,-3.077,5.796,-128.056,3.837,3.613,0.002,-2.383,-0.003,-0.023,0.01,-0.047,0.025,0.022,0.044,-0.068,0.036,-0.017,0.01,-2.852,-0.006,-3.227,-0.059,-4.458,2013-02-04,capital_goods
AOS,NOC,2020-01-15,0.539,0.0,2.722,3.885,75.528,3.837,3.613,0.946,2.558,0.04,-0.007,-0.009,-0.027,0.022,-0.064,-0.073,-0.006,0.007,-0.008,-0.0,2.724,0.056,2.009,0.014,2.549,2013-02-04,capital_goods
BA,ITT,2020-01-15,0.553,0.167,3.613,0.098,21.17,3.837,3.613,0.196,2.034,0.059,0.029,0.031,0.065,0.013,-0.093,-0.074,-0.033,-0.067,-0.021,0.04,2.725,0.067,2.123,0.055,2.398,2013-02-04,capital_goods
CMI,HUBB,2020-01-15,0.816,0.0,2.357,0.534,35.354,3.837,3.613,0.689,1.104,0.006,-0.005,-0.027,-0.041,-0.037,0.036,0.007,0.072,-0.002,-0.001,-0.018,2.959,0.078,-0.179,0.057,0.5,2013-02-04,capital_goods
CMI,PCAR,2020-01-15,0.829,0.167,2.663,0.332,12.161,3.837,3.613,0.594,0.926,0.049,0.0,0.008,0.004,0.025,0.028,-0.025,-0.055,0.012,-0.038,0.003,2.496,0.045,0.496,0.017,1.856,2013-02-04,capital_goods
CR,ETN,2020-01-15,0.671,0.0,2.758,0.728,15.754,3.837,3.613,0.912,1.688,-0.019,0.003,0.054,-0.007,-0.005,-0.047,0.008,0.036,0.017,-0.006,-0.06,4.638,-0.049,4.293,-0.06,4.629,2013-02-04,capital_goods
CR,HII,2020-01-15,0.592,1.0,3.157,2.614,3.684,3.837,3.613,0.289,0.537,0.044,-0.011,0.013,-0.01,-0.032,0.057,0.07,0.011,0.023,0.066,0.057,0.986,0.028,2.096,-0.032,4.376,2013-02-04,capital_goods
CR,HUBB,2020-01-15,0.711,0.0,2.436,0.829,46.553,3.837,3.613,0.742,1.582,0.006,-0.004,0.02,-0.08,0.018,0.042,-0.01,0.044,0.009,0.047,-0.005,2.542,0.026,1.865,-0.015,2.76,2013-02-04,capital_goods
CR,NDSN,2020-01-15,0.789,0.0,2.441,1.775,-8.62,3.837,3.613,0.677,1.052,-0.005,-0.046,0.039,-0.017,-0.033,-0.009,0.021,-0.024,0.046,0.028,-0.035,3.492,-0.027,3.247,-0.139,6.612,2013-02-04,capital_goods
DCI,ETN,2020-01-15,0.947,0.833,2.144,1.297,12.387,3.837,3.613,0.655,0.651,-0.006,-0.009,-0.021,0.0,0.067,-0.031,-0.034,0.017,0.025,0.017,-0.079,5.825,-0.007,2.473,-0.009,2.541,2013-02-04,capital_goods
DOV,HON,2020-01-15,0.539,0.5,-2.858,1.359,30.206,3.837,3.613,0.019,-0.703,0.018,0.043,0.025,0.007,0.003,0.026,-0.005,0.027,0.015,-0.005,-0.009,-3.509,0.004,-2.525,-0.006,-3.313,2013-02-04,capital_goods
EME,LMT,2020-01-15,0.5,0.833,3.075,3.738,9.734,3.837,3.613,0.691,1.197,-0.005,-0.036,0.008,0.009,0.061,-0.037,-0.034,0.041,0.003,0.039,-0.014,3.556,-0.065,5.301,-0.086,6.031,2013-02-04,capital_goods
FERG,SPR,2020-01-15,0.763,0.0,-3.949,1.401,-17.134,3.837,3.613,0.644,-2.974,0.008,-0.006,-0.01,-0.03,-0.074,0.019,0.095,-0.008,0.007,-0.018,-0.033,-4.56,0.017,-3.623,-0.019,-4.302,2013-02-04,capital_goods
FERG,TXT,2020-01-15,0.855,0.0,-3.063,0.621,11.032,3.837,3.613,0.539,-2.783,-0.016,0.003,0.009,0.04,0.006,0.009,0.003,0.028,0.016,0.001,-0.005,-3.136,0.033,-2.585,-0.01,-3.207,2013-02-04,capital_goods
HXL,TREX,2020-01-15,0.592,0.5,2.375,0.818,-22.18,3.837,3.613,0.06,0.731,-0.016,0.056,-0.012,0.018,-0.002,-0.011,0.01,0.015,0.071,0.042,-0.032,3.287,-0.144,6.517,-0.257,9.751,2013-02-04,capital_goods
MMM,SWK,2020-01-15,0.513,0.0,2.795,0.62,22.17,3.837,3.613,0.713,2.259,-0.055,-0.005,0.027,-0.05,-0.039,-0.03,0.043,0.001,0.025,0.049,-0.037,3.564,0.181,-0.953,0.146,-0.226,2013-02-04,capital_goods
OC,SWK,2020-01-15,0.618,1.0,2.397,1.216,55.473,3.837,3.613,0.831,1.086,0.049,0.009,-0.009,-0.016,0.007,-0.034,-0.024,-0.023,-0.03,-0.007,-0.007,2.546,0.154,-0.929,0.106,0.116,2013-02-04,capital_goods
ASX,NXPI,2020-01-15,0.882,0.0,2.896,11.497,45.658,2.533,2.836,0.266,1.725,0.005,-0.024,0.025,-0.019,-0.008,-0.038,0.015,0.013,-0.015,0.043,-0.037,3.514,0.196,-0.413,0.174,-0.046,2013-02-04,semiconductors_and_semiconductor_equipment
TSM,TXN,2020-01-15,0.5,0.0,-2.289,2.477,1.982,2.533,2.836,0.531,-1.421,-0.022,0.009,-0.059,-0.049,0.043,-0.017,-0.043,0.018,-0.08,0.011,0.016,-1.765,0.009,-2.001,-0.012,-2.66,2013-02-04,semiconductors_and_semiconductor_equipment
ACN,GPN,2020-01-15,0.947,0.333,2.602,1.07,-41.583,3.462,2.977,0.164,0.701,-0.008,-0.063,0.001,-0.045,-0.024,-0.027,0.008,-0.004,0.007,0.011,-0.016,3.519,-0.014,3.39,0.031,0.84,2013-02-04,software_and_services
ADP,DSGX,2020-01-15,0.855,1.0,2.439,0.242,1.368,3.462,2.977,0.172,0.665,0.005,0.003,-0.004,0.018,0.023,0.025,-0.013,-0.042,-0.027,-0.017,0.011,1.986,0.047,0.515,-0.008,2.763,2013-02-04,software_and_services
ADP,GIB,2020-01-15,0.987,0.833,2.486,0.405,13.201,3.462,2.977,0.455,0.561,0.007,0.009,-0.007,0.004,0.017,0.024,-0.018,-0.057,-0.023,0.013,0.078,-1.753,0.108,-3.438,0.094,-2.658,2013-02-04,software_and_services
ADP,MSFT,2020-01-15,0.539,0.667,3.091,1.075,-33.886,3.462,2.977,0.245,0.979,-0.038,-0.025,0.003,0.018,0.051,-0.025,-0.011,-0.005,-0.025,-0.024,-0.039,5.405,-0.082,7.969,-0.148,11.889,2013-02-04,software_and_services
ADP,V,2020-01-15,0.671,1.0,2.59,1.248,-22.729,3.462,2.977,0.222,0.451,0.012,-0.024,0.006,0.018,0.033,-0.043,-0.051,0.005,-0.029,-0.086,-0.002,2.702,-0.023,4.17,-0.012,3.409,2013-02-04,software_and_services
AKAM,WU,2020-01-15,0.566,0.0,2.683,0.12,8.59,3.462,2.977,0.033,1.766,0.022,0.033,0.011,0.065,-0.021,0.014,0.005,0.027,-0.031,-0.052,0.036,1.801,0.084,0.632,0.229,-2.896,2013-02-04,software_and_services
BR,GIB,2020-01-15,0.658,0.0,2.589,0.432,20.637,3.462,2.977,0.511,2.042,0.024,0.042,0.019,-0.008,-0.03,0.025,0.06,0.055,0.032,0.001,0.044,1.269,0.166,-2.454,0.137,-1.557,2013-02-04,software_and_services
CDNS,DSGX,2020-01-15,0.671,0.0,2.205,0.437,9.988,3.462,2.977,0.343,0.637,-0.025,-0.007,0.024,-0.014,0.027,0.003,-0.002,-0.031,0.003,-0.044,0.026,1.25,0.104,-1.674,0.132,-2.72,2013-02-04,software_and_services
DSGX,JKHY,2020-01-15,0.553,0.0,-2.062,3.107,21.717,3.462,2.977,0.524,-1.171,0.041,0.018,-0.035,0.003,0.016,-0.043,-0.045,0.035,-0.068,-0.074,0.068,-0.067,0.176,3.059,0.138,1.951,2013-02-04,software_and_services
FICO,PAYX,2020-01-15,0.618,0.667,-2.494,0.138,32.446,3.462,2.977,0.153,-0.861,0.002,0.032,0.003,0.03,0.02,-0.019,-0.046,-0.036,-0.014,-0.033,-0.004,-2.688,-0.017,-3.286,-0.053,-4.955,2013-02-04,software_and_services
GIB,INTU,2020-01-15,0.724,0.333,-2.806,4.946,-118.752,3.462,2.977,0.068,-0.882,-0.039,-0.009,0.01,0.018,-0.023,0.035,-0.011,0.021,0.008,0.006,0.105,2.522,0.185,6.564,0.176,6.089,2013-02-04,software_and_services
GIB,WU,2020-01-15,0.618,0.0,2.601,0.132,8.783,3.462,2.977,0.008,1.781,0.003,-0.012,0.058,-0.04,-0.056,-0.052,0.042,0.093,-0.02,0.039,-0.011,2.882,-0.016,2.992,0.089,0.41,2013-02-04,software_and_services
INTU,MA,2020-01-15,0.697,0.0,3.882,1.072,-15.924,3.462,2.977,0.429,1.712,-0.077,-0.028,0.055,0.044,0.012,-0.029,-0.043,0.034,-0.083,0.004,0.011,3.2,0.066,-0.176,0.084,-1.274,2013-02-04,software_and_services
IT,MSFT,2020-01-15,0.645,1.0,2.344,1.202,-62.727,3.462,2.977,0.002,0.977,0.01,-0.002,-0.028,0.015,0.04,-0.005,-0.012,-0.051,0.005,0.001,-0.084,4.568,-0.191,7.413,-0.245,8.841,2013-02-04,software_and_services
IT,V,2020-01-15,0.855,1.0,2.09,1.402,-57.068,3.462,2.977,0.078,0.842,0.048,0.015,0.02,0.009,-0.061,0.019,0.056,-0.036,0.099,0.049,-0.047,3.425,-0.133,5.867,-0.113,5.302,2013-02-04,software_and_services
BAM,ICE,2020-01-15,0.684,0.5,-2.322,2.714,-4.429,1.829,2.322,0.029,-0.63,-0.007,0.014,0.004,0.038,-0.019,-0.042,-0.009,-0.014,-0.077,-0.033,-0.058,-5.168,0.044,-0.205,0.066,0.905,2013-02-04,diversified_financials
CP,UNP,2020-01-15,0.513,0.833,-2.468,4.259,-29.207,1.974,2.468,0.035,-0.55,0.027,0.018,0.004,0.008,-0.006,0.042,0.03,0.023,0.042,-0.003,-0.01,-3.012,0.014,-1.709,0.005,-2.184,2013-02-04,transportation
AAPL,NATI,2020-01-15,0.526,0.0,-2.448,0.471,16.315,2.928,3.559,0.061,-1.8,0.072,-0.057,-0.037,-0.052,0.036,0.038,-0.014,-0.024,-0.003,0.025,-0.014,-2.691,-0.113,-4.393,-0.063,-3.528,2013-02-04,technology_hardware_and_equipment
FLEX,SNX,2020-01-15,0.671,0.667,4.208,1.736,27.52,2.928,3.559,0.412,2.807,0.036,-0.017,0.021,0.006,-0.007,0.0,-0.019,-0.051,-0.019,-0.011,0.04,3.492,0.257,-0.388,0.279,-0.785,2013-02-04,technology_hardware_and_equipment
IIVI,LOGI,2020-01-15,0.539,0.167,2.242,0.882,0.788,2.928,3.559,0.831,1.126,0.009,-0.021,-0.007,-0.046,0.005,-0.017,-0.077,-0.034,-0.019,-0.034,0.046,1.583,0.02,1.96,-0.09,3.54,2013-02-04,technology_hardware_and_equipment
IPGP,TEL,2020-01-15,0.605,0.333,2.585,0.212,43.524,2.928,3.559,0.698,2.089,0.016,-0.02,0.037,0.008,-0.029,0.012,0.01,0.018,-0.007,-0.055,0.042,1.949,0.247,-1.134,0.227,-0.837,2013-02-04,technology_hardware_and_equipment
WDC,XRX,2020-01-15,0.961,1.0,2.289,0.041,22.095,2.928,3.559,0.874,1.617,-0.036,0.016,-0.022,0.02,-0.027,-0.025,-0.022,0.03,-0.013,0.022,-0.025,2.529,0.393,-1.505,0.466,-2.209,2013-02-04,technology_hardware_and_equipment
CNA,MET,2020-01-15,0.934,0.833,2.406,0.642,18.04,3.124,3.329,0.002,0.626,-0.046,-0.065,0.055,-0.062,0.004,-0.028,-0.012,0.034,-0.082,0.006,0.031,1.448,0.215,-4.281,0.175,-3.049,2013-02-04,insurance
L,SLF,2020-01-15,0.842,0.0,3.236,0.895,-8.85,3.124,3.329,0.085,1.672,0.026,0.002,0.013,-0.005,-0.003,0.014,-0.009,-0.039,-0.005,-0.027,0.003,3.127,0.031,1.936,-0.006,3.502,2013-02-04,insurance
LNC,MET,2020-01-15,0.842,0.0,3.391,0.383,17.855,3.124,3.329,0.785,2.468,0.061,-0.012,-0.012,-0.079,0.016,0.019,0.009,-0.053,-0.048,0.008,0.003,3.312,0.126,-0.001,0.119,0.206,2013-02-04,insurance
MET,PFG,2020-01-15,0.592,0.0,-2.224,1.36,-6.292,3.124,3.329,0.485,-1.218,-0.04,-0.01,0.022,-0.008,0.004,-0.006,0.002,0.027,-0.001,-0.008,-0.001,-2.243,0.045,-0.837,0.017,-1.698,2013-02-04,insurance
MMC,TRV,2020-01-15,0.539,0.0,-2.29,0.837,51.4,3.124,3.329,0.184,-0.869,-0.024,0.009,0.002,-0.02,0.031,-0.065,-0.056,0.035,-0.025,-0.014,-0.025,-3.286,-0.1,-6.29,-0.107,-6.561,2013-02-04,insurance
AEE,AQN,2020-01-15,0.605,0.0,2.552,0.154,0.115,3.375,3.082,0.424,1.621,-0.004,0.008,-0.004,-0.01,0.015,0.052,-0.008,0.037,0.023,-0.073,-0.019,3.379,0.073,-0.56,0.023,1.574,2013-02-04,utilities
AEP,ES,2020-01-15,0.947,1.0,2.115,0.895,-0.749,3.375,3.082,0.362,0.384,-0.019,-0.013,0.02,-0.019,-0.016,0.024,0.026,0.028,-0.01,0.056,0.004,1.663,-0.027,5.524,-0.079,12.114,2013-02-04,utilities
AQN,ED,2020-01-15,0.882,1.0,-2.346,3.972,34.202,3.375,3.082,0.01,-0.19,-0.0,-0.01,-0.033,0.017,0.039,0.024,-0.023,-0.069,0.025,-0.036,-0.015,-3.275,0.093,3.444,0.02,-1.092,2013-02-04,utilities
DUK,SRE,2020-01-15,0.592,0.167,2.517,1.87,-31.194,3.375,3.082,0.033,1.02,-0.023,-0.021,-0.023,-0.015,-0.014,0.003,-0.001,0.057,0.016,-0.029,0.035,0.631,0.138,-4.906,0.085,-2.065,2013-02-04,utilities
ES,XEL,2020-01-15,0.539,0.0,-2.869,0.807,-2.303,3.375,3.082,0.0,-0.681,0.048,-0.015,-0.054,0.027,0.03,0.025,-0.059,-0.003,-0.01,-0.005,0.005,-2.276,0.004,-2.401,-0.009,-3.918,2013-02-04,utilities
EXC,SRE,2020-01-15,0.513,0.0,2.983,2.985,26.564,3.375,3.082,0.083,2.88,0.029,-0.038,-0.011,0.042,-0.016,-0.04,0.017,0.008,-0.027,-0.013,-0.0,2.984,0.134,-0.899,0.063,1.153,2013-02-04,utilities
KEP,NGG,2020-01-15,0.895,0.0,3.48,0.772,35.033,3.375,3.082,0.84,1.821,0.006,0.026,-0.009,0.053,0.036,-0.009,-0.062,-0.015,-0.042,-0.017,-0.079,5.127,-0.004,3.57,0.048,2.472,2013-02-04,utilities
NI,SO,2020-01-15,0.526,0.0,2.86,1.721,3.34,3.375,3.082,0.023,2.646,0.001,-0.011,0.026,0.021,0.065,-0.011,-0.037,-0.007,-0.021,-0.022,-0.009,3.113,0.014,2.466,0.045,1.555,2013-02-04,utilities
NI,WEC,2020-01-15,0.526,0.0,2.125,4.301,-34.956,3.375,3.082,0.557,1.303,0.043,0.011,-0.021,0.006,-0.062,0.03,0.084,-0.048,0.005,0.02,-0.0,2.126,-0.114,6.781,-0.071,5.02,2013-02-04,utilities
