ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,ETN,2019-08-08,0.605,0.0,2.42,3.079,6.009,3.968,3.708,0.721,2.08,-0.043,-0.03,0.073,-0.067,0.022,0.003,0.013,-0.007,-0.019,0.012,-0.003,2.468,0.02,2.048,-0.011,2.618,2012-08-23,capital_goods
ABB,HUBB,2019-08-08,0.671,0.0,2.979,3.476,35.204,3.968,3.708,0.651,1.698,-0.02,-0.004,0.043,-0.051,-0.0,-0.043,-0.004,0.006,0.004,-0.02,-0.005,3.092,-0.008,3.149,-0.019,3.37,2012-08-23,capital_goods
ABB,MTZ,2019-08-08,0.5,0.167,3.604,3.562,-28.416,3.968,3.708,0.626,3.047,0.022,-0.002,0.021,-0.018,-0.01,0.019,-0.003,-0.045,-0.018,-0.006,0.009,3.46,-0.038,4.185,0.002,3.572,2012-08-23,capital_goods
ABB,NDSN,2019-08-08,0.553,0.0,2.437,7.645,-34.493,3.968,3.708,0.024,1.871,0.018,0.041,-0.006,0.035,0.016,-0.005,-0.02,-0.028,-0.029,0.035,0.029,1.979,-0.0,2.438,0.007,2.328,2012-08-23,capital_goods
ABB,OSK,2019-08-08,0.75,0.0,2.065,4.865,-29.719,3.968,3.708,0.077,1.391,-0.0,0.015,0.031,0.02,0.04,0.038,-0.013,0.046,-0.017,0.016,0.049,1.271,0.027,1.625,0.02,1.737,2012-08-23,capital_goods
ACM,ESLT,2019-08-08,0.776,1.0,2.428,3.641,-8.67,3.968,3.708,0.059,1.874,-0.011,0.125,-0.13,0.182,-0.026,0.017,0.025,0.055,0.108,0.105,0.079,1.187,0.033,1.905,0.093,0.964,2012-08-23,capital_goods
ACM,LMT,2019-08-08,0.658,1.0,2.204,7.536,2.381,3.968,3.708,0.372,1.671,0.067,-0.012,-0.032,0.022,0.079,-0.094,-0.063,0.009,-0.025,-0.044,0.039,1.595,0.012,2.013,0.086,0.86,2012-08-23,capital_goods
ACM,NOC,2019-08-08,0.579,1.0,2.285,8.629,-40.732,3.968,3.708,0.477,1.583,-0.004,-0.019,0.004,0.039,-0.085,0.044,-0.012,-0.049,-0.182,-0.117,0.068,1.236,0.024,1.921,0.135,0.195,2012-08-23,capital_goods
ACM,WWD,2019-08-08,0.75,0.0,2.129,2.274,-4.767,3.968,3.708,0.234,1.995,0.051,0.019,0.004,-0.022,-0.023,-0.0,0.011,0.021,0.056,0.027,0.053,1.498,0.044,1.608,0.078,1.207,2012-08-23,capital_goods
AER,TXT,2019-08-08,0.684,1.0,-2.922,1.366,-13.917,3.968,3.708,0.006,-0.493,0.045,-0.068,-0.012,-0.078,0.008,-0.042,-0.028,-0.031,-0.033,-0.003,-0.028,-3.851,-0.001,-2.965,-0.086,-5.748,2012-08-23,capital_goods
AGCO,ESLT,2019-08-08,0.697,1.0,2.561,2.319,-15.93,3.968,3.708,0.041,0.24,-0.005,-0.008,0.035,-0.052,0.017,-0.008,-0.002,-0.004,0.026,0.009,0.033,1.267,-0.011,2.972,0.033,1.275,2012-08-23,capital_goods
AME,BA,2019-08-08,0.579,0.0,-2.202,7.145,-210.958,3.968,3.708,0.003,-0.985,0.083,0.077,-0.033,0.058,0.077,0.019,-0.009,-0.082,0.088,-0.011,0.002,-2.129,0.046,-0.795,-0.053,-3.826,2012-08-23,capital_goods
AOS,LII,2019-08-08,0.579,0.0,2.233,2.765,45.744,3.968,3.708,0.987,1.666,-0.037,0.013,0.048,0.037,0.042,0.008,-0.034,-0.029,0.022,0.044,0.068,1.546,0.062,1.611,0.063,1.598,2012-08-23,capital_goods
AOS,NOC,2019-08-08,0.539,0.0,4.267,4.759,21.084,3.968,3.708,0.878,3.839,-0.092,0.022,-0.009,0.008,-0.018,0.006,-0.017,0.026,0.016,0.009,0.046,3.373,-0.007,4.4,0.092,2.478,2012-08-23,capital_goods
CMI,HUBB,2019-08-08,0.947,1.0,2.012,0.459,43.358,3.968,3.708,0.554,0.351,-0.02,0.013,0.057,0.01,-0.01,0.04,-0.016,0.029,0.009,0.017,-0.013,2.424,-0.002,2.064,-0.013,2.424,2012-08-23,capital_goods
CR,ETN,2019-08-08,0.789,0.667,2.348,0.704,15.888,3.968,3.708,0.53,0.372,0.003,0.053,0.039,0.098,-0.072,0.092,0.069,-0.067,-0.027,0.004,-0.035,3.966,0.004,2.168,-0.081,6.127,2012-08-23,capital_goods
CR,HUBB,2019-08-08,0.855,0.167,2.467,0.763,48.501,3.968,3.708,0.253,0.57,-0.005,0.048,0.006,0.057,-0.003,0.03,0.029,0.045,-0.003,-0.021,-0.032,3.422,-0.021,3.088,-0.077,4.773,2012-08-23,capital_goods
CR,NDSN,2019-08-08,0.724,1.0,2.409,1.74,-9.354,3.968,3.708,0.217,0.27,-0.033,-0.009,-0.074,-0.006,-0.029,0.025,0.021,-0.02,0.029,0.052,-0.01,2.808,-0.019,3.2,-0.077,5.602,2012-08-23,capital_goods
CSL,MIDD,2019-08-08,0.605,0.0,-2.166,0.481,72.355,3.968,3.708,0.037,-0.875,-0.004,0.044,-0.038,0.081,0.067,-0.013,-0.137,-0.08,-0.14,-0.107,0.004,-2.094,-0.017,-2.451,-0.027,-2.615,2012-08-23,capital_goods
DE,HEI-A,2019-08-08,0.513,0.0,3.708,0.623,-21.257,3.968,3.708,0.757,3.656,0.031,0.002,-0.051,0.002,0.001,0.013,0.022,0.037,-0.025,0.006,0.052,2.719,0.113,1.543,0.147,0.905,2012-08-23,capital_goods
DOV,LHX,2019-08-08,0.671,1.0,4.186,2.215,-28.064,3.968,3.708,0.0,0.98,-0.037,0.004,-0.037,-0.025,0.022,-0.033,-0.024,0.056,0.061,0.037,0.031,2.762,0.011,3.679,0.136,-2.077,2012-08-23,capital_goods
EMR,GNRC,2019-08-08,0.592,0.0,4.8,0.926,-5.064,3.968,3.708,0.224,0.158,-0.033,0.007,0.029,-0.032,0.038,0.003,-0.044,-0.012,-0.012,-0.013,-0.036,5.607,-0.008,4.976,-0.065,6.253,2012-08-23,capital_goods
EMR,HUBB,2019-08-08,0.566,0.0,2.531,1.138,39.492,3.968,3.708,0.395,1.317,0.024,-0.079,0.009,-0.053,-0.013,-0.007,0.015,0.022,-0.015,-0.003,-0.012,2.875,0.013,2.158,-0.003,2.625,2012-08-23,capital_goods
ETN,HEI,2019-08-08,0.539,0.0,3.55,2.184,-79.802,3.968,3.708,0.276,0.284,-0.019,0.009,0.032,0.005,0.032,0.02,-0.027,-0.029,0.006,-0.032,0.064,2.373,0.045,2.734,0.149,0.817,2012-08-23,capital_goods
ETN,HEI-A,2019-08-08,0.592,0.0,3.24,1.78,-64.157,3.968,3.708,0.326,2.894,-0.002,-0.05,-0.043,-0.025,-0.005,0.012,0.009,-0.036,0.032,0.032,0.07,1.919,0.044,2.405,0.152,0.36,2012-08-23,capital_goods
ETN,TT,2019-08-08,0.592,0.0,2.299,1.309,-22.671,3.968,3.708,0.048,1.586,-0.012,0.019,-0.005,0.009,-0.0,0.006,-0.019,-0.033,-0.029,-0.018,0.03,1.429,0.006,2.11,0.036,1.258,2012-08-23,capital_goods
FERG,HXL,2019-08-08,0.934,0.167,2.521,1.155,-13.598,3.968,3.708,0.586,1.006,-0.057,-0.039,0.067,0.003,0.02,-0.0,-0.024,0.04,-0.036,-0.053,0.011,2.199,0.058,0.858,0.115,-0.797,2012-08-23,capital_goods
FERG,TXT,2019-08-08,1.0,1.0,-2.93,1.044,-13.124,3.968,3.708,0.322,-0.233,-0.063,-0.032,0.007,-0.003,-0.186,0.027,0.046,0.057,-0.07,0.02,-0.027,-3.79,-0.045,-4.342,-0.121,-6.732,2012-08-23,capital_goods
HEI-A,IEX,2019-08-08,0.553,0.0,-2.918,1.228,48.975,3.968,3.708,0.306,-1.835,0.022,0.014,0.027,0.028,0.028,-0.053,-0.01,-0.019,0.008,0.005,0.055,-1.224,0.037,-1.771,0.064,-0.948,2012-08-23,capital_goods
HII,HON,2019-08-08,0.513,0.0,2.385,0.504,28.128,3.968,3.708,0.682,2.006,-0.042,0.013,-0.033,0.007,0.032,-0.023,-0.016,0.031,-0.017,0.014,-0.005,2.492,0.013,2.107,-0.012,2.638,2012-08-23,capital_goods
HII,MMM,2019-08-08,0.605,0.0,-2.342,0.555,63.149,3.968,3.708,0.847,-0.934,-0.043,0.009,0.039,0.008,0.049,-0.012,-0.055,-0.023,-0.024,0.034,0.003,-2.281,-0.026,-2.929,-0.007,-2.491,2012-08-23,capital_goods
