ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,ACM,2020-02-13,0.882,0.0,2.809,0.976,15.346,3.833,3.385,0.88,1.664,0.022,0.087,-0.031,0.029,-0.045,0.06,0.084,-0.033,0.028,0.005,0.171,-0.505,0.147,-0.038,0.162,-0.326,2013-03-05,capital_goods
ABB,ETN,2020-02-13,0.5,0.333,2.462,2.603,18.031,3.833,3.385,0.803,2.365,-0.035,-0.049,-0.031,-0.013,-0.035,0.093,0.06,-0.019,-0.007,0.041,0.025,1.98,0.063,1.255,0.072,1.09,2013-03-05,capital_goods
AER,FERG,2020-02-13,0.842,1.0,2.944,1.358,-2.662,3.833,3.385,0.02,0.406,0.005,-0.001,-0.013,-0.015,-0.023,0.01,0.027,0.042,0.008,0.02,-0.148,9.588,-0.11,7.873,-0.126,8.6,2013-03-05,capital_goods
AER,SPR,2020-02-13,0.553,0.0,-2.667,1.88,-20.51,3.833,3.385,0.003,-1.834,0.028,0.021,0.056,-0.005,0.01,0.022,-0.0,-0.018,0.004,0.032,0.195,0.766,0.129,-0.392,0.097,-0.964,2013-03-05,capital_goods
AER,TXT,2020-02-13,0.605,0.0,-2.186,0.865,8.099,3.833,3.385,0.093,-1.635,0.053,0.007,0.003,-0.022,0.005,0.033,0.005,-0.017,-0.02,0.005,0.147,0.102,0.109,-0.495,0.076,-1.004,2013-03-05,capital_goods
AGCO,ESLT,2020-02-13,0.868,1.0,2.586,2.379,-17.037,3.833,3.385,0.001,0.345,-0.005,-0.002,0.012,0.017,0.003,-0.009,-0.013,0.021,-0.016,-0.04,-0.003,2.67,-0.026,3.465,-0.069,4.886,2013-03-05,capital_goods
AME,BA,2020-02-13,0.513,0.0,-2.313,5.474,-108.224,3.833,3.385,0.003,-1.688,0.031,0.057,0.041,0.004,0.047,-0.003,-0.028,0.023,-0.042,-0.033,-0.004,-2.409,-0.068,-3.768,-0.111,-4.68,2013-03-05,capital_goods
AOS,NOC,2020-02-13,0.539,0.0,2.374,3.447,99.267,3.833,3.385,0.944,2.156,0.047,-0.006,-0.012,-0.039,-0.069,0.006,0.048,-0.025,-0.048,0.021,0.122,1.029,0.017,2.185,0.083,1.467,2013-03-05,capital_goods
BA,ITT,2020-02-13,0.553,0.0,2.317,0.1,21.106,3.833,3.385,0.294,1.174,0.007,0.02,-0.008,0.002,-0.016,-0.0,0.03,0.049,-0.012,0.018,0.042,1.476,0.021,1.898,-0.01,2.508,2013-03-05,capital_goods
CMI,HUBB,2020-02-13,0.789,0.0,2.919,0.556,32.94,3.833,3.385,0.65,1.467,-0.043,-0.016,0.093,-0.009,-0.027,-0.029,0.048,-0.009,-0.004,0.011,0.09,0.146,0.077,0.55,0.128,-1.015,2013-03-05,capital_goods
CMI,NDSN,2020-02-13,0.632,0.833,3.21,0.988,-11.591,3.833,3.385,0.054,1.448,0.001,-0.066,-0.025,-0.054,0.065,-0.0,-0.009,0.009,0.008,-0.013,0.129,-0.979,0.053,1.471,0.018,2.62,2013-03-05,capital_goods
CMI,PCAR,2020-02-13,0.803,0.0,2.273,0.344,10.619,3.833,3.385,0.563,0.851,-0.032,-0.014,0.021,-0.03,-0.032,-0.034,0.008,-0.047,0.009,-0.002,0.024,1.212,0.021,1.342,0.036,0.702,2013-03-05,capital_goods
CR,ETN,2020-02-13,0.645,0.0,3.803,0.752,14.381,3.833,3.385,0.926,3.298,-0.006,-0.003,-0.005,0.03,0.022,0.001,-0.01,0.038,0.051,0.027,-0.022,4.472,-0.009,4.065,-0.017,4.313,2013-03-05,capital_goods
CR,HUBB,2020-02-13,0.684,0.0,2.46,0.85,45.608,3.833,3.385,0.786,1.742,0.002,-0.011,-0.027,0.038,0.036,-0.015,-0.037,0.024,-0.02,0.015,0.024,1.945,-0.011,2.694,0.008,2.297,2013-03-05,capital_goods
CR,NDSN,2020-02-13,0.789,0.0,3.04,1.791,-9.012,3.833,3.385,0.799,1.894,-0.019,-0.029,-0.025,-0.026,-0.078,0.005,0.003,0.06,0.004,0.002,0.012,2.684,-0.085,5.501,-0.166,7.82,2013-03-05,capital_goods
DCI,ETN,2020-02-13,0.921,0.5,4.65,1.341,10.804,3.833,3.385,0.738,3.138,-0.007,-0.019,0.005,0.028,-0.016,-0.009,0.023,-0.048,-0.035,-0.037,0.042,2.894,0.052,2.449,0.074,1.528,2013-03-05,capital_goods
DCI,HUBB,2020-02-13,0.566,0.0,2.625,1.628,36.767,3.833,3.385,0.724,1.458,0.021,0.014,-0.053,0.039,-0.012,-0.002,0.021,-0.016,-0.0,0.038,0.069,0.711,0.035,1.667,0.078,0.455,2013-03-05,capital_goods
DCI,NDSN,2020-02-13,0.737,0.667,3.402,3.102,-13.594,3.833,3.385,0.267,1.315,-0.034,0.005,-0.002,-0.043,0.012,-0.026,-0.004,0.035,-0.021,-0.042,0.091,-0.04,-0.007,3.678,-0.051,5.308,2013-03-05,capital_goods
DOV,HON,2020-02-13,0.513,0.167,-2.79,1.315,33.088,3.833,3.385,0.023,-1.044,-0.015,0.008,0.004,-0.012,-0.011,0.011,0.017,0.029,0.014,0.065,0.04,-0.132,0.005,-2.431,-0.019,-4.069,2013-03-05,capital_goods
EME,LMT,2020-02-13,0.5,0.5,2.823,3.917,-1.335,3.833,3.385,0.621,1.245,-0.01,0.012,-0.025,0.006,0.003,0.02,0.001,-0.053,-0.045,-0.081,-0.002,2.891,-0.078,5.324,-0.068,4.998,2013-03-05,capital_goods
ETN,HII,2020-02-13,0.592,0.333,-2.675,2.911,-7.093,3.833,3.385,0.01,-0.826,-0.001,-0.007,0.039,0.003,0.021,-0.038,-0.027,0.01,-0.022,-0.025,-0.026,-3.565,0.034,-1.493,0.005,-2.515,2013-03-05,capital_goods
ETN,RTX,2020-02-13,0.908,1.0,-2.461,0.936,5.032,3.833,3.385,0.017,-0.065,-0.024,0.014,-0.014,-0.0,0.07,0.004,-0.071,0.035,0.053,-0.058,-0.071,-8.266,-0.047,-6.286,-0.084,-9.32,2013-03-05,capital_goods
FERG,HXL,2020-02-13,0.763,0.0,-2.45,1.026,-5.252,3.833,3.385,0.381,-1.394,-0.05,0.013,0.049,0.049,-0.031,0.01,0.038,-0.024,0.005,0.014,-0.023,-3.045,-0.063,-4.052,-0.11,-5.28,2013-03-05,capital_goods
FERG,SPR,2020-02-13,0.737,0.0,-3.36,1.19,-4.555,3.833,3.385,0.493,-2.748,-0.03,-0.033,0.004,0.001,0.036,-0.032,-0.035,0.008,-0.089,-0.037,-0.034,-3.898,-0.052,-4.18,-0.102,-4.97,2013-03-05,capital_goods
FERG,TXT,2020-02-13,0.829,0.0,-2.458,0.503,18.281,3.833,3.385,0.428,-1.883,0.033,0.0,-0.015,-0.081,-0.085,0.026,0.051,-0.028,0.037,0.04,-0.062,-3.276,-0.061,-3.257,-0.108,-3.882,2013-03-05,capital_goods
HII,ITW,2020-02-13,0.658,0.0,2.819,0.564,17.768,3.833,3.385,0.693,1.052,0.021,-0.04,-0.033,-0.007,0.055,-0.049,-0.056,0.023,-0.078,-0.031,-0.039,4.081,0.006,2.607,-0.032,3.878,2013-03-05,capital_goods
HII,NDSN,2020-02-13,0.566,1.0,2.689,0.628,-1.056,3.833,3.385,0.032,0.728,0.057,0.037,0.005,-0.003,-0.07,0.034,0.09,0.003,0.108,0.029,0.056,0.875,0.003,2.601,-0.097,5.806,2013-03-05,capital_goods
