ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
AER,EME,2021-04-09,0.5,0.0,3.427,0.587,47.922,4.17,4.28,0.57,3.169,-0.011,-0.011,-0.019,0.029,-0.018,0.007,0.001,-0.039,0.006,0.004,-0.062,4.434,-0.085,4.792,-0.072,4.59,2014-04-29,capital_goods
AER,FERG,2021-04-09,0.645,0.0,3.011,-0.072,78.21,4.17,4.28,0.721,2.999,0.015,0.006,0.019,0.01,-0.048,0.006,0.028,0.013,-0.022,0.003,-0.044,3.324,-0.084,3.605,-0.126,3.902,2014-04-29,capital_goods
AER,ITT,2021-04-09,0.513,0.333,2.836,0.152,48.399,4.17,4.28,0.535,2.751,-0.014,0.007,0.001,-0.04,0.013,-0.013,-0.018,0.017,0.03,-0.053,-0.089,3.614,-0.021,3.025,-0.053,3.297,2014-04-29,capital_goods
AER,SNA,2021-04-09,0.513,0.0,4.182,0.784,110.929,4.17,4.28,0.926,4.045,0.02,-0.035,-0.059,-0.052,0.047,-0.039,-0.036,0.032,-0.04,-0.035,-0.079,5.478,-0.045,4.92,-0.002,4.208,2014-04-29,capital_goods
AME,SNA,2021-04-09,0.526,0.0,3.385,0.671,92.344,4.17,4.28,0.243,1.974,0.027,0.058,0.02,0.026,-0.004,0.009,0.01,-0.046,0.021,0.044,-0.049,4.431,-0.022,3.849,0.03,2.736,2014-04-29,capital_goods
AOS,PNR,2021-04-09,0.566,0.333,2.217,0.647,9.042,4.17,4.28,0.032,1.412,0.017,0.054,0.057,-0.024,0.002,-0.034,-0.028,0.101,0.088,-0.065,-0.036,3.101,-0.061,3.706,-0.048,3.382,2014-04-29,capital_goods
BA,SNA,2021-04-09,0.592,0.0,4.498,0.043,135.956,4.17,4.28,0.942,3.134,0.027,0.059,0.039,0.009,-0.134,0.065,0.13,-0.05,0.077,0.058,-0.084,5.588,-0.041,5.039,0.025,4.168,2014-04-29,capital_goods
BWXT,PNR,2021-04-09,0.5,0.0,2.672,0.449,17.076,4.17,4.28,0.678,2.003,-0.031,0.021,0.043,0.025,-0.019,0.016,0.004,0.005,0.035,0.063,-0.085,4.116,-0.094,4.264,-0.123,4.76,2014-04-29,capital_goods
BWXT,SNA,2021-04-09,0.566,0.0,3.992,0.994,94.226,4.17,4.28,0.846,3.29,-0.001,0.005,-0.004,0.029,0.02,-0.018,-0.03,0.021,-0.033,-0.044,-0.07,5.167,-0.043,4.709,-0.006,4.096,2014-04-29,capital_goods
BWXT,WSO,2021-04-09,0.697,0.0,2.496,2.415,28.682,4.17,4.28,0.925,2.105,-0.019,0.063,0.021,-0.013,0.012,-0.034,-0.017,0.058,0.007,-0.023,-0.079,3.587,-0.05,3.18,-0.087,3.697,2014-04-29,capital_goods
CAE,SNA,2021-04-09,0.553,0.0,3.681,2.425,98.57,4.17,4.28,0.5,2.73,-0.005,-0.053,-0.049,-0.038,-0.026,0.013,0.057,-0.057,0.041,-0.006,-0.066,5.01,-0.029,4.264,0.02,3.278,2014-04-29,capital_goods
CAT,SNA,2021-04-09,0.526,0.0,2.521,0.566,74.656,4.17,4.28,0.561,0.697,0.02,-0.014,-0.029,-0.002,-0.027,-0.028,-0.003,-0.005,0.016,0.005,-0.034,3.587,-0.02,3.14,-0.0,2.532,2014-04-29,capital_goods
CMI,OSK,2021-04-09,0.789,0.333,2.459,0.265,32.916,4.17,4.28,0.007,1.146,-0.041,0.028,0.015,0.1,0.062,-0.021,-0.065,0.053,0.001,-0.02,-0.053,3.763,-0.053,3.754,-0.042,3.493,2014-04-29,capital_goods
CMI,PWR,2021-04-09,0.763,0.0,3.873,0.392,-20.401,4.17,4.28,0.054,1.268,-0.0,0.006,0.021,0.018,0.01,0.041,-0.02,0.013,0.02,-0.016,-0.013,4.497,0.002,3.776,-0.01,4.349,2014-04-29,capital_goods
CR,MDU,2021-04-09,0.526,0.833,2.561,0.128,14.279,4.17,4.28,0.428,0.681,-0.02,0.039,0.064,0.043,0.006,0.009,0.013,0.042,0.021,0.018,-0.051,3.855,-0.052,3.89,0.007,2.379,2014-04-29,capital_goods
CR,NDSN,2021-04-09,0.513,0.0,2.445,-0.644,191.942,4.17,4.28,0.721,1.714,0.001,-0.0,0.001,-0.009,0.025,0.016,0.001,0.006,0.039,0.043,-0.054,2.716,-0.119,3.046,-0.13,3.1,2014-04-29,capital_goods
CR,SNA,2021-04-09,0.5,0.0,4.111,0.941,79.235,4.17,4.28,0.264,3.695,0.02,0.012,-0.062,0.025,0.005,-0.048,-0.076,0.047,-0.016,-0.014,-0.051,5.162,-0.042,4.97,0.021,3.689,2014-04-29,capital_goods
CSL,SNA,2021-04-09,0.553,0.0,3.654,0.495,88.967,4.17,4.28,0.029,2.858,0.009,0.032,0.015,-0.015,-0.004,-0.001,0.003,-0.011,0.022,0.014,-0.026,4.178,-0.007,3.798,0.057,2.513,2014-04-29,capital_goods
CW,SNA,2021-04-09,0.539,0.0,4.436,0.436,98.731,4.17,4.28,0.784,0.42,0.045,-0.016,-0.03,-0.024,0.026,-0.012,-0.038,0.026,0.009,-0.027,-0.061,5.437,-0.032,4.958,0.019,4.125,2014-04-29,capital_goods
