ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
AER,CAT,2020-12-11,0.513,0.0,2.718,0.195,111.166,4.529,3.861,0.304,2.012,0.015,0.022,0.017,0.044,-0.051,-0.013,0.03,-0.008,0.039,-0.032,-0.086,3.508,-0.104,3.674,-0.239,4.919,2014-01-02,capital_goods
AER,DE,2020-12-11,0.553,0.0,3.253,-0.73,179.5,4.529,3.861,0.322,2.728,0.035,0.037,-0.004,0.022,0.003,-0.012,-0.05,0.0,-0.022,-0.033,-0.215,4.766,-0.264,5.111,-0.588,7.396,2014-01-02,capital_goods
AER,EME,2020-12-11,0.605,0.667,2.736,0.55,47.073,4.529,3.861,0.217,1.734,0.01,-0.013,0.003,0.033,-0.011,-0.003,0.014,-0.029,0.003,0.025,-0.061,3.719,-0.025,3.137,-0.114,4.58,2014-01-02,capital_goods
AER,FERG,2020-12-11,0.75,0.167,3.208,-0.106,74.996,4.529,3.861,0.417,2.442,0.063,0.1,0.069,0.035,-0.017,0.011,0.006,0.022,-0.0,0.005,-0.094,4.014,-0.038,3.534,-0.128,4.311,2014-01-02,capital_goods
AER,GGG,2020-12-11,0.526,0.0,2.969,-0.186,52.597,4.529,3.861,0.262,2.307,-0.069,-0.018,-0.017,0.026,0.017,-0.02,-0.041,0.043,0.032,-0.047,-0.077,3.552,-0.038,3.254,-0.053,3.366,2014-01-02,capital_goods
AER,MTZ,2020-12-11,0.5,0.333,3.318,0.494,24.31,4.529,3.861,0.189,2.068,0.022,0.002,0.026,-0.037,0.005,-0.017,-0.032,0.025,-0.059,-0.028,-0.1,4.614,-0.202,5.93,-0.206,5.987,2014-01-02,capital_goods
AER,SNA,2020-12-11,0.513,0.0,3.041,0.631,115.266,4.529,3.861,0.862,0.881,-0.011,0.024,0.006,0.047,0.055,-0.029,-0.068,0.022,-0.027,-0.024,0.052,2.088,-0.04,3.768,-0.143,5.665,2014-01-02,capital_goods
AGCO,ESLT,2020-12-11,0.842,0.0,-2.092,0.832,77.377,4.529,3.861,0.109,-1.258,0.01,0.019,0.018,0.002,-0.048,0.012,0.043,0.061,-0.02,0.01,-0.008,-2.192,0.013,-1.917,-0.101,-3.414,2014-01-02,capital_goods
AOS,PNR,2020-12-11,0.539,0.833,2.374,0.484,16.166,4.529,3.861,0.018,1.031,-0.03,0.003,0.001,-0.019,-0.003,-0.014,-0.019,-0.009,0.002,0.005,-0.077,4.213,-0.004,2.46,-0.065,3.924,2014-01-02,capital_goods
BA,SNA,2020-12-11,0.592,0.5,2.748,0.052,130.608,4.529,3.861,0.45,0.807,0.039,0.137,0.026,0.052,-0.147,0.04,0.089,-0.054,0.019,0.032,0.041,2.102,-0.053,3.58,-0.206,5.995,2014-01-02,capital_goods
