ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,MIDD,2020-04-13,0.618,0.5,-4.677,1.363,94.416,5.064,4.704,0.402,-4.066,-0.048,-0.011,0.024,0.006,0.041,-0.028,-0.022,0.001,-0.056,-0.005,0.087,-4.208,0.224,-3.467,0.198,-3.605,2013-05-01,capital_goods
ABB,PNR,2020-04-13,0.934,0.833,-2.678,1.416,11.379,5.064,4.704,0.514,-0.401,-0.05,0.029,-0.01,0.003,0.01,0.018,-0.016,0.07,0.053,-0.005,0.029,-1.93,0.034,-1.789,-0.019,-3.187,2013-05-01,capital_goods
AER,CAT,2020-04-13,0.513,0.0,3.288,2.338,-4.011,5.064,4.704,0.001,1.804,0.03,-0.008,0.045,-0.022,-0.053,0.005,0.038,-0.013,-0.01,-0.001,0.08,2.475,0.046,2.825,-0.028,3.576,2013-05-01,capital_goods
AER,DE,2020-04-13,0.579,0.0,3.304,2.609,0.021,5.064,4.704,0.007,2.755,0.004,0.037,0.01,0.01,-0.062,0.037,0.044,-0.033,-0.004,0.044,0.078,2.574,0.032,3.004,-0.054,3.809,2013-05-01,capital_goods
AER,FERG,2020-04-13,0.855,0.5,3.408,1.095,11.0,5.064,4.704,0.005,0.943,0.0,-0.04,-0.046,-0.041,-0.004,-0.005,-0.017,0.036,0.031,0.007,-0.078,4.533,-0.078,4.527,-0.183,6.036,2013-05-01,capital_goods
AER,GGG,2020-04-13,0.539,0.0,3.497,0.742,2.642,5.064,4.704,0.002,3.388,0.07,-0.019,-0.037,-0.003,0.019,-0.014,-0.021,0.008,-0.017,0.03,0.041,3.111,0.024,3.27,0.016,3.348,2013-05-01,capital_goods
AER,TREX,2020-04-13,0.539,0.333,3.618,0.876,-14.317,5.064,4.704,0.137,0.967,-0.007,-0.018,-0.008,-0.021,0.027,-0.056,-0.043,-0.001,-0.035,0.007,-0.243,5.284,-0.185,4.889,-0.28,5.541,2013-05-01,capital_goods
AME,BA,2020-04-13,0.513,0.0,-3.291,5.191,-92.024,5.064,4.704,0.0,-3.218,-0.007,0.014,0.007,0.0,0.006,0.015,0.023,-0.025,0.07,0.033,-0.077,-4.176,-0.065,-4.037,-0.058,-3.958,2013-05-01,capital_goods
BA,ITT,2020-04-13,0.553,0.0,2.124,0.099,21.64,5.064,4.704,0.355,1.029,-0.014,-0.011,0.055,-0.018,0.015,0.016,0.011,-0.022,0.022,0.01,-0.012,2.258,-0.047,2.668,-0.093,3.197,2013-05-01,capital_goods
CMI,MIDD,2020-04-13,0.553,0.667,-4.88,0.126,103.923,5.064,4.704,0.717,-4.429,-0.017,-0.016,-0.009,0.027,0.018,-0.029,-0.026,-0.044,-0.031,-0.054,0.087,-4.451,0.257,-3.613,0.287,-3.463,2013-05-01,capital_goods
