ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,ETN,2019-05-29,0.671,0.0,2.072,3.219,2.547,4.282,4.359,0.567,1.603,0.01,0.005,-0.023,-0.039,-0.028,-0.036,0.004,-0.032,-0.02,-0.014,-0.014,2.354,-0.036,2.806,-0.012,2.315,2012-06-13,capital_goods
ABB,HUBB,2019-05-29,0.737,0.333,2.022,3.642,30.954,4.282,4.359,0.481,0.712,0.014,-0.053,0.013,-0.023,0.005,-0.007,-0.018,0.0,0.002,0.004,-0.033,2.779,-0.044,3.051,-0.038,2.897,2012-06-13,capital_goods
ABB,OSK,2019-05-29,0.816,0.0,2.366,5.182,-37.311,4.282,4.359,0.031,1.502,0.007,-0.004,0.004,0.002,0.013,0.01,-0.005,0.004,-0.002,0.078,0.005,2.274,-0.058,3.441,0.052,1.405,2012-06-13,capital_goods
ACM,EME,2019-05-29,0.553,1.0,2.103,2.376,-14.249,4.282,4.359,0.364,1.465,-0.0,0.082,-0.019,0.031,0.004,-0.018,-0.001,-0.028,0.015,0.023,0.063,1.106,0.064,1.098,0.032,1.602,2012-06-13,capital_goods
ACM,WWD,2019-05-29,0.803,0.0,3.157,1.824,7.12,4.282,4.359,0.046,0.208,-0.004,-0.017,0.01,-0.031,0.02,0.014,0.042,-0.048,0.028,-0.011,0.043,2.643,0.026,2.851,0.049,2.565,2012-06-13,capital_goods
AER,AME,2019-05-29,0.539,0.0,2.911,1.539,-10.517,4.282,4.359,0.169,1.922,-0.027,0.004,0.001,-0.036,0.004,0.039,-0.01,-0.092,-0.016,0.002,0.017,2.559,0.01,2.708,0.041,2.061,2012-06-13,capital_goods
AOS,LII,2019-05-29,0.645,0.0,3.915,3.185,20.274,4.282,4.359,0.957,1.612,-0.0,0.015,-0.023,-0.002,0.008,-0.006,-0.0,0.008,0.027,-0.001,0.027,3.56,0.053,3.215,0.081,2.846,2012-06-13,capital_goods
AOS,NOC,2019-05-29,0.579,0.833,4.472,5.117,-0.729,4.282,4.359,0.683,1.966,0.03,0.006,0.008,-0.015,0.004,-0.001,-0.009,0.017,-0.009,0.027,0.022,3.947,-0.073,6.207,-0.081,6.405,2012-06-13,capital_goods
CAE,OSK,2019-05-29,0.539,0.0,-2.108,3.427,5.904,4.282,4.359,0.042,-1.423,0.052,0.001,-0.009,-0.002,0.002,-0.035,-0.013,0.039,0.013,-0.059,0.008,-1.962,0.018,-1.781,-0.058,-3.129,2012-06-13,capital_goods
DE,HEI-A,2019-05-29,0.579,0.0,4.668,0.564,-16.62,4.282,4.359,0.659,0.162,0.002,-0.043,-0.036,-0.01,0.007,-0.029,-0.016,0.021,-0.015,-0.025,0.029,4.039,0.026,4.098,-0.053,5.837,2012-06-13,capital_goods
EMR,GNRC,2019-05-29,0.658,0.333,2.891,0.85,-1.995,4.282,4.359,0.138,0.892,-0.016,-0.031,0.034,-0.055,-0.031,-0.025,0.034,0.043,-0.024,0.005,-0.098,5.794,-0.122,6.533,-0.212,9.188,2012-06-13,capital_goods
ESLT,SWK,2019-05-29,0.553,0.667,-2.818,0.855,25.819,4.282,4.359,0.621,-0.598,-0.012,-0.008,-0.019,-0.001,-0.105,0.007,0.079,0.023,0.011,-0.007,0.031,-1.857,0.02,-2.198,-0.033,-3.822,2012-06-13,capital_goods
ETN,HEI,2019-05-29,0.605,0.0,4.04,1.924,-66.529,4.282,4.359,0.548,3.759,0.022,0.041,0.0,0.066,0.019,-0.006,-0.042,-0.042,0.02,-0.023,-0.006,4.176,-0.043,4.934,-0.097,6.083,2012-06-13,capital_goods
ETN,HEI-A,2019-05-29,0.658,0.0,3.869,1.598,-54.974,4.282,4.359,0.478,3.269,-0.059,0.107,-0.091,0.052,-0.008,-0.042,-0.021,-0.019,-0.0,0.04,0.011,3.632,-0.017,4.225,-0.055,5.021,2012-06-13,capital_goods
ETN,RTX,2019-05-29,0.842,1.0,2.168,0.859,10.066,4.282,4.359,0.084,0.135,0.051,0.002,0.061,0.026,0.02,-0.022,-0.028,-0.025,-0.011,-0.004,0.044,-0.465,0.005,1.844,0.029,0.423,2012-06-13,capital_goods
ETN,TT,2019-05-29,0.618,0.0,3.996,1.218,-18.005,4.282,4.359,0.038,2.924,0.046,-0.01,-0.033,0.044,0.021,-0.03,-0.039,-0.026,0.001,-0.011,0.018,3.365,0.017,3.422,0.018,3.373,2012-06-13,capital_goods
FBHS,LII,2019-05-29,0.553,0.0,2.312,0.631,132.139,4.282,4.359,0.726,0.671,0.018,-0.013,0.019,-0.006,0.022,-0.012,-0.023,0.014,0.001,-0.002,-0.003,2.332,0.053,1.94,0.07,1.823,2012-06-13,capital_goods
FERG,HXL,2019-05-29,1.0,1.0,2.999,1.081,-10.255,4.282,4.359,0.5,0.864,-0.016,0.004,-0.003,-0.033,-0.009,0.012,0.032,-0.018,0.011,0.033,-0.032,4.054,-0.013,3.415,-0.032,4.025,2012-06-13,capital_goods
FERG,TXT,2019-05-29,1.0,1.0,-2.22,1.082,-15.304,4.282,4.359,0.165,-0.138,0.028,0.004,-0.053,-0.014,-0.03,0.046,0.06,0.012,0.024,0.012,0.032,-1.191,-0.041,-3.529,-0.063,-4.226,2012-06-13,capital_goods
GNRC,PNR,2019-05-29,0.684,0.0,-2.425,0.306,24.746,4.282,4.359,0.57,-1.265,-0.04,0.032,-0.025,0.04,0.065,-0.019,-0.056,0.027,0.01,0.003,-0.066,-3.443,-0.033,-2.936,-0.128,-4.386,2012-06-13,capital_goods
HEI-A,IEX,2019-05-29,0.618,0.0,-3.481,1.393,42.111,4.282,4.359,0.356,-2.092,-0.067,0.091,-0.049,0.062,-0.013,-0.033,0.014,0.006,-0.014,0.014,0.021,-2.767,-0.002,-3.542,-0.031,-4.557,2012-06-13,capital_goods
HEI-A,ITW,2019-05-29,0.526,0.0,-2.116,0.959,69.792,4.282,4.359,0.158,-1.774,-0.016,-0.016,-0.021,-0.014,-0.005,-0.018,0.005,-0.009,-0.049,-0.079,0.0,-2.111,0.013,-1.913,-0.043,-2.758,2012-06-13,capital_goods
HEI-A,TREX,2019-05-29,0.842,0.333,-4.89,0.479,-0.145,4.282,4.359,0.804,-2.655,-0.035,0.01,0.001,-0.014,0.006,-0.04,0.004,-0.065,-0.017,-0.018,0.002,-4.833,-0.03,-5.65,0.049,-3.638,2012-06-13,capital_goods
HII,HON,2019-05-29,0.566,0.0,3.181,0.464,33.86,4.282,4.359,0.599,2.759,-0.044,0.006,0.027,-0.005,-0.038,-0.016,0.014,-0.029,-0.035,0.009,-0.002,3.224,0.013,2.861,0.02,2.688,2012-06-13,capital_goods
HII,MMM,2019-05-29,0.671,0.833,-2.808,0.575,61.189,4.282,4.359,0.719,-0.786,0.029,0.05,0.007,0.071,-0.009,-0.071,-0.046,0.022,0.004,-0.04,-0.006,-2.963,-0.008,-3.027,-0.011,-3.102,2012-06-13,capital_goods
HII,WWD,2019-05-29,0.539,0.0,4.096,0.288,16.656,4.282,4.359,0.831,0.017,-0.05,0.009,-0.038,0.059,0.07,-0.048,-0.052,-0.029,-0.024,-0.04,0.006,3.98,0.014,3.843,0.025,3.627,2012-06-13,capital_goods
HUBB,PNR,2019-05-29,0.566,0.333,-2.414,0.273,10.818,4.282,4.359,0.174,-0.808,0.028,-0.024,-0.092,0.023,-0.006,0.004,-0.011,-0.044,-0.027,-0.032,-0.033,-3.186,0.019,-1.976,-0.038,-3.309,2012-06-13,capital_goods
HXL,SPR,2019-05-29,0.5,0.667,-3.468,1.707,-26.098,4.282,4.359,0.155,-0.902,0.024,0.014,0.023,-0.003,0.006,0.003,-0.003,0.02,-0.008,0.002,-0.056,-5.802,-0.109,-8.01,-0.083,-6.915,2012-06-13,capital_goods
LHX,TREX,2019-05-29,0.618,0.833,-3.015,0.281,-9.39,4.282,4.359,0.398,-0.808,-0.015,0.043,0.014,0.048,0.016,0.066,-0.004,-0.005,-0.01,-0.03,0.04,-1.973,-0.01,-3.266,0.051,-1.697,2012-06-13,capital_goods
MMM,SWK,2019-05-29,0.513,1.0,2.826,0.724,0.61,4.282,4.359,0.091,0.426,-0.015,-0.023,-0.005,-0.084,-0.005,0.023,0.004,0.054,0.003,-0.018,-0.028,3.885,-0.045,4.538,-0.012,3.299,2012-06-13,capital_goods
NDSN,WWD,2019-05-29,0.605,0.0,4.659,0.507,13.085,4.282,4.359,0.432,4.373,-0.071,0.037,0.043,-0.004,-0.016,0.023,0.007,-0.019,0.02,0.041,0.008,4.449,0.003,4.595,0.044,3.528,2012-06-13,capital_goods
PCAR,PH,2019-05-29,0.553,0.167,-2.058,4.001,-73.145,4.282,4.359,0.079,-0.621,-0.01,0.027,-0.041,0.019,0.024,0.005,-0.043,0.007,-0.019,0.016,0.001,-2.024,0.004,-1.918,0.041,-0.572,2012-06-13,capital_goods
PCAR,TT,2019-05-29,0.684,0.0,2.19,1.636,-27.245,4.282,4.359,0.051,1.265,0.023,0.048,0.002,0.018,-0.002,0.038,0.021,0.036,0.017,0.015,-0.001,2.221,0.014,1.817,-0.025,2.859,2012-06-13,capital_goods
RRX,TT,2019-05-29,0.671,0.667,3.95,1.332,-27.545,4.282,4.359,0.086,2.128,-0.025,-0.075,-0.063,-0.033,0.029,-0.05,-0.017,0.034,0.041,-0.004,0.021,3.359,0.026,3.229,-0.025,4.668,2012-06-13,capital_goods
