ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABB,HEI,2018-12-18,0.539,0.0,2.803,5.073,-47.132,3.968,3.427,0.32,2.744,0.015,-0.033,-0.013,-0.039,-0.042,0.012,0.039,-0.012,-0.013,0.01,0.0,2.799,-0.052,3.431,-0.089,3.887,2012-01-05,capital_goods
ABB,HEI-A,2018-12-18,0.592,0.0,2.797,4.273,-40.182,3.968,3.427,0.341,2.652,-0.01,-0.06,-0.001,0.001,-0.041,0.037,0.042,-0.022,0.038,0.068,0.005,2.734,-0.065,3.62,-0.127,4.404,2012-01-05,capital_goods
ABB,NDSN,2018-12-18,0.737,1.0,2.163,9.025,-67.912,3.968,3.427,0.031,0.839,0.007,0.088,-0.035,0.033,-0.019,0.053,0.043,-0.049,-0.03,-0.015,-0.043,3.252,-0.057,3.587,-0.069,3.891,2012-01-05,capital_goods
ABB,WWD,2018-12-18,0.579,0.0,2.579,4.003,-12.585,3.968,3.427,0.015,1.27,-0.016,-0.011,-0.03,0.058,0.019,-0.018,-0.015,0.003,-0.065,-0.053,-0.019,3.008,-0.13,5.47,-0.154,6.012,2012-01-05,capital_goods
ACM,ESLT,2018-12-18,0.592,1.0,2.393,4.527,-47.136,3.968,3.427,0.103,1.436,0.007,-0.016,-0.016,-0.03,-0.059,-0.049,-0.018,-0.006,-0.042,-0.024,0.059,1.61,0.034,1.949,0.028,2.026,2012-01-05,capital_goods
ACM,NDSN,2018-12-18,0.605,1.0,2.179,5.39,-75.774,3.968,3.427,0.412,1.155,0.025,-0.003,0.05,0.001,-0.035,0.094,0.054,-0.033,0.002,0.016,0.016,1.969,-0.006,2.266,-0.008,2.283,2012-01-05,capital_goods
ACM,WWD,2018-12-18,0.789,1.0,2.784,2.525,-20.422,3.968,3.427,0.359,1.918,-0.013,0.031,-0.046,0.005,0.015,-0.026,-0.029,0.01,-0.007,-0.022,0.033,2.283,-0.085,4.086,-0.101,4.336,2012-01-05,capital_goods
AER,AME,2018-12-18,0.539,1.0,2.057,1.512,-12.003,3.968,3.427,0.132,0.72,0.02,0.021,0.004,0.037,-0.015,0.028,0.029,0.006,0.028,0.012,-0.018,2.568,-0.06,3.765,-0.099,4.879,2012-01-05,capital_goods
AER,DE,2018-12-18,0.592,1.0,2.598,3.798,-73.519,3.968,3.427,0.009,1.328,0.015,0.014,-0.051,0.032,-0.007,-0.006,-0.008,0.017,0.03,0.04,-0.041,3.452,-0.015,2.901,-0.038,3.383,2012-01-05,capital_goods
AOS,ESLT,2018-12-18,0.592,0.0,2.91,2.058,9.722,3.968,3.427,0.882,1.404,0.038,-0.033,-0.033,-0.046,-0.013,0.008,0.029,-0.032,0.031,-0.016,0.052,1.762,0.048,1.858,0.064,1.485,2012-01-05,capital_goods
AOS,LII,2018-12-18,0.789,0.0,4.205,3.165,12.086,3.968,3.427,0.841,0.434,-0.044,-0.039,0.027,-0.016,-0.011,0.05,-0.006,0.036,0.005,-0.01,0.011,3.976,-0.014,4.511,-0.045,5.173,2012-01-05,capital_goods
BA,FERG,2018-12-18,0.697,0.333,-2.669,0.085,41.655,3.968,3.427,0.153,-0.816,0.004,0.029,0.055,0.038,-0.005,0.046,0.058,-0.027,0.02,0.04,0.01,-2.445,-0.032,-3.383,0.033,-1.939,2012-01-05,capital_goods
