ticker,subindustry,market_cap
ZTEK,health_care_equipment_and_services,255.9
AACG,consumer_services,36.0
AAME,insurance,64.2
AAOI,technology_hardware_and_equipment,83.1
ABTX,banks,855.7
ACET,pharmaceuticals_biotechnology_and_life_sciences,634.0
ACIU,pharmaceuticals_biotechnology_and_life_sciences,305.2
ACMR,semiconductors_and_semiconductor_equipment,1000.9
ACRX,pharmaceuticals_biotechnology_and_life_sciences,39.0
ADAG,pharmaceuticals_biotechnology_and_life_sciences,159.1
ADAL,diversified_financials,301.6
ADES,chemicals,123.4
ADGI,pharmaceuticals_biotechnology_and_life_sciences,356.4
ADMA,pharmaceuticals_biotechnology_and_life_sciences,401.6
ADVM,pharmaceuticals_biotechnology_and_life_sciences,110.6
AERI,pharmaceuticals_biotechnology_and_life_sciences,408.4
AFCG,diversified_financials,352.2
AFMD,pharmaceuticals_biotechnology_and_life_sciences,621.1
AGLE,pharmaceuticals_biotechnology_and_life_sciences,93.3
AGTC,pharmaceuticals_biotechnology_and_life_sciences,54.5
AHG,diversified_financials,32.4
AHRN,diversified_financials,372.4
AIB,diversified_financials,111.7
AIH,health_care_equipment_and_services,35.4
AIP,software_and_services,456.1
AIRS,health_care_equipment_and_services,655.4
AIRT,transportation,51.8
AKBA,pharmaceuticals_biotechnology_and_life_sciences,88.1
ALIM,pharmaceuticals_biotechnology_and_life_sciences,41.4
ALJJ,software_and_services,106.7
ALLR,pharmaceuticals_biotechnology_and_life_sciences,15.7
ALOR,diversified_financials,225.2
ALOT,technology_hardware_and_equipment,88.2
ALPN,pharmaceuticals_biotechnology_and_life_sciences,243.0
ALSA,diversified_financials,145.4
ALT,pharmaceuticals_biotechnology_and_life_sciences,221.5
AMAL,banks,566.0
AMOT,capital_goods,422.1
AMRN,pharmaceuticals_biotechnology_and_life_sciences,1265.0
AMTX,energy,422.6
ANGH,media_and_entertainment,298.9
ANIP,pharmaceuticals_biotechnology_and_life_sciences,569.4
ANPC,pharmaceuticals_biotechnology_and_life_sciences,6.8
APEN,health_care_equipment_and_services,227.4
APLT,pharmaceuticals_biotechnology_and_life_sciences,52.7
APM,pharmaceuticals_biotechnology_and_life_sciences,53.1
APPF,software_and_services,3896.2
APPN,software_and_services,3886.2
APXI,diversified_financials,215.8
AQST,pharmaceuticals_biotechnology_and_life_sciences,87.1
ARCT,pharmaceuticals_biotechnology_and_life_sciences,666.2
ARDX,pharmaceuticals_biotechnology_and_life_sciences,107.7
ARKR,consumer_services,64.4
ARRY,capital_goods,1372.6
ASLN,pharmaceuticals_biotechnology_and_life_sciences,53.0
ASPU,consumer_services,24.2
ASRV,banks,69.8
ASTL,metals_and_mining,1584.6
ATAI,pharmaceuticals_biotechnology_and_life_sciences,834.1
ATAK,diversified_financials,252.5
ATCX,commercial_and_professional_services,451.6
ATRC,health_care_equipment_and_services,2775.6
ATXS,pharmaceuticals_biotechnology_and_life_sciences,80.6
AUBN,banks,114.3
AUPH,pharmaceuticals_biotechnology_and_life_sciences,1580.4
AURA,pharmaceuticals_biotechnology_and_life_sciences,518.6
AVDL,pharmaceuticals_biotechnology_and_life_sciences,391.4
AVTE,pharmaceuticals_biotechnology_and_life_sciences,409.9
AWRE,software_and_services,60.6
AXLA,pharmaceuticals_biotechnology_and_life_sciences,103.0
AXSM,pharmaceuticals_biotechnology_and_life_sciences,1574.5
AYLA,pharmaceuticals_biotechnology_and_life_sciences,42.7
AZYO,pharmaceuticals_biotechnology_and_life_sciences,88.0
BBGI,media_and_entertainment,50.8
BCAB,pharmaceuticals_biotechnology_and_life_sciences,151.9
BCBP,banks,313.2
BCSA,diversified_financials,411.2
BDSX,health_care_equipment_and_services,55.6
BFI,consumer_services,91.5
BIGC,software_and_services,1464.8
BIOS,diversified_financials,292.2
BITF,software_and_services,666.4
BLBD,capital_goods,579.7
BLCT,media_and_entertainment,50.2
BLDP,capital_goods,3087.2
BLEU,diversified_financials,328.3
BLZE,software_and_services,317.2
BNFT,software_and_services,407.2
BNOX,pharmaceuticals_biotechnology_and_life_sciences,65.8
BNR,pharmaceuticals_biotechnology_and_life_sciences,755.9
BOCN,diversified_financials,229.6
BPAC,diversified_financials,285.8
BRID,consumer_staples,99.0
BRLT,retailing,81.1
BSCT,diversified_financials,134.0
BSMT,diversified_financials,16.3
BTX,pharmaceuticals_biotechnology_and_life_sciences,81.6
BWAQ,diversified_financials,115.4
BWAY,health_care_equipment_and_services,132.6
BWFG,banks,256.1
BWMN,capital_goods,220.0
BZFD,media_and_entertainment,621.8
CADL,pharmaceuticals_biotechnology_and_life_sciences,158.1
CAMT,semiconductors_and_semiconductor_equipment,1361.9
CAN,technology_hardware_and_equipment,728.5
CARA,pharmaceuticals_biotechnology_and_life_sciences,703.2
CBAN,banks,313.0
CBFV,banks,119.0
CBRG,diversified_financials,286.6
CCTS,diversified_financials,157.1
CDAK,pharmaceuticals_biotechnology_and_life_sciences,85.9
CDAQ,diversified_financials,257.0
CDLX,media_and_entertainment,1653.3
CDNA,pharmaceuticals_biotechnology_and_life_sciences,1786.4
CDTX,pharmaceuticals_biotechnology_and_life_sciences,55.2
CDZI,utilities,100.5
CERS,health_care_equipment_and_services,830.4
CGEN,pharmaceuticals_biotechnology_and_life_sciences,225.7
CGTX,pharmaceuticals_biotechnology_and_life_sciences,63.2
CHRS,pharmaceuticals_biotechnology_and_life_sciences,802.7
CIDM,media_and_entertainment,130.9
CINC,pharmaceuticals_biotechnology_and_life_sciences,740.6
CITE,diversified_financials,287.8
CIZN,banks,103.5
CLFD,technology_hardware_and_equipment,817.0
CLGN,pharmaceuticals_biotechnology_and_life_sciences,102.7
CLLS,pharmaceuticals_biotechnology_and_life_sciences,185.8
CLPS,software_and_services,41.2
CLSD,pharmaceuticals_biotechnology_and_life_sciences,117.9
CLXT,pharmaceuticals_biotechnology_and_life_sciences,24.8
CMBM,technology_hardware_and_equipment,456.4
CMCA,diversified_financials,287.8
CMCT,real_estate,169.7
CMLS,media_and_entertainment,269.0
CMPI,pharmaceuticals_biotechnology_and_life_sciences,223.9
CMPO,technology_hardware_and_equipment,116.6
CMRX,pharmaceuticals_biotechnology_and_life_sciences,418.6
CNCE,pharmaceuticals_biotechnology_and_life_sciences,117.7
CNFR,insurance,22.0
CNTB,pharmaceuticals_biotechnology_and_life_sciences,162.5
CNTG,pharmaceuticals_biotechnology_and_life_sciences,109.3
CPAQ,diversified_financials,110.5
CPHC,consumer_services,99.4
CPOP,media_and_entertainment,29.6
CPSS,diversified_financials,269.7
CRBP,pharmaceuticals_biotechnology_and_life_sciences,46.8
CREC,diversified_financials,267.3
CRGE,software_and_services,1505.0
CRIS,pharmaceuticals_biotechnology_and_life_sciences,110.9
CRMD,pharmaceuticals_biotechnology_and_life_sciences,178.8
CRON,pharmaceuticals_biotechnology_and_life_sciences,1247.1
CRSP,pharmaceuticals_biotechnology_and_life_sciences,4552.0
CRVS,pharmaceuticals_biotechnology_and_life_sciences,63.8
CRXT,pharmaceuticals_biotechnology_and_life_sciences,35.9
CSLM,diversified_financials,232.4
CSPI,software_and_services,33.5
CSSE,media_and_entertainment,116.0
CSTL,health_care_equipment_and_services,618.0
CVAC,pharmaceuticals_biotechnology_and_life_sciences,3168.6
CVLY,banks,223.4
CVT,software_and_services,3459.3
CWBC,banks,121.1
CYAD,pharmaceuticals_biotechnology_and_life_sciences,50.6
CYBE,semiconductors_and_semiconductor_equipment,310.8
CZWI,banks,145.4
DAOO,diversified_financials,284.9
DAVE,software_and_services,1845.1
DCFC,capital_goods,1302.4
DIBS,retailing,302.8
DICE,pharmaceuticals_biotechnology_and_life_sciences,808.4
DOGZ,consumer_durables_and_apparel,226.3
DOMO,software_and_services,1564.6
DPCS,diversified_financials,286.4
DSWL,technology_hardware_and_equipment,58.3
DTEA,retailing,68.3
DUO,media_and_entertainment,25.5
DWEQ,diversified_financials,49.4
DWUS,diversified_financials,94.6
DXLG,retailing,337.6
DXYN,consumer_durables_and_apparel,46.3
EBMT,banks,140.7
EDAP,health_care_equipment_and_services,242.6
EDUC,retailing,63.3
EGRX,pharmaceuticals_biotechnology_and_life_sciences,635.2
EH,capital_goods,601.4
EIGR,pharmaceuticals_biotechnology_and_life_sciences,222.4
ELOX,pharmaceuticals_biotechnology_and_life_sciences,37.3
ELYM,pharmaceuticals_biotechnology_and_life_sciences,220.5
EMBK,software_and_services,2623.2
EMKR,technology_hardware_and_equipment,134.2
EML,capital_goods,145.4
ENCP,diversified_financials,149.3
ENJY,retailing,348.4
ENPH,semiconductors_and_semiconductor_equipment,26397.7
ENTF,diversified_financials,380.5
EOLS,pharmaceuticals_biotechnology_and_life_sciences,614.9
EPSN,energy,170.5
EQ,pharmaceuticals_biotechnology_and_life_sciences,102.1
EQRX,pharmaceuticals_biotechnology_and_life_sciences,2102.8
ESAC,diversified_financials,346.4
ESCA,consumer_durables_and_apparel,188.2
ESPR,pharmaceuticals_biotechnology_and_life_sciences,302.9
ETNB,pharmaceuticals_biotechnology_and_life_sciences,58.4
ETON,pharmaceuticals_biotechnology_and_life_sciences,96.8
ETTX,pharmaceuticals_biotechnology_and_life_sciences,90.0
EVBG,software_and_services,1969.8
EVER,media_and_entertainment,466.1
EVGN,pharmaceuticals_biotechnology_and_life_sciences,49.7
EVGR,diversified_financials,148.2
EVK,consumer_durables_and_apparel,22.4
EVOP,software_and_services,1148.8
EWJV,diversified_financials,94.2
EXPI,real_estate,2465.0
EYPT,pharmaceuticals_biotechnology_and_life_sciences,408.9
FATE,pharmaceuticals_biotechnology_and_life_sciences,3545.6
FATP,diversified_financials,138.6
FBMS,banks,688.9
FCEL,capital_goods,1936.1
FCUV,technology_hardware_and_equipment,542.9
FDBC,banks,240.9
FEIM,technology_hardware_and_equipment,77.6
FFIE,automobiles_and_components,1453.1
FFWM,banks,1351.6
FGBI,banks,246.0
FGF,insurance,23.2
FHTX,pharmaceuticals_biotechnology_and_life_sciences,553.8
FINW,banks,225.1
FIVN,software_and_services,7735.8
FLGT,health_care_equipment_and_services,1793.5
FLNT,media_and_entertainment,131.6
FMBH,banks,782.4
FMTX,pharmaceuticals_biotechnology_and_life_sciences,395.8
FNHC,insurance,14.9
FNVT,diversified_financials,210.3
FNWB,banks,200.6
FOLD,pharmaceuticals_biotechnology_and_life_sciences,2296.4
FOUN,diversified_financials,396.7
FRBA,banks,280.0
FRBK,banks,311.0
FRBN,diversified_financials,157.8
FRG,retailing,1629.3
FRPT,consumer_staples,4949.7
FRST,banks,343.3
FSRD,capital_goods,81.1
FTCI,capital_goods,340.1
FTLB,diversified_financials,14.8
FULC,pharmaceuticals_biotechnology_and_life_sciences,518.0
FUTU,diversified_financials,5055.1
FUV,automobiles_and_components,165.1
GAIA,media_and_entertainment,105.4
GAMB,media_and_entertainment,279.5
GANX,pharmaceuticals_biotechnology_and_life_sciences,47.2
GBS,health_care_equipment_and_services,12.1
GCMG,diversified_financials,405.9
GDEN,consumer_services,1589.0
GDS,software_and_services,6778.0
GEEX,diversified_financials,251.3
GENC,capital_goods,152.6
GFGD,diversified_financials,316.8
GGAA,diversified_financials,315.6
GHRS,pharmaceuticals_biotechnology_and_life_sciences,991.5
GIAC,diversified_financials,143.9
GLYC,pharmaceuticals_biotechnology_and_life_sciences,49.8
GMDA,pharmaceuticals_biotechnology_and_life_sciences,190.2
GMTX,pharmaceuticals_biotechnology_and_life_sciences,67.4
GNLN,retailing,44.6
GNOG,consumer_services,287.4
GNOM,diversified_financials,146.2
GRAY,pharmaceuticals_biotechnology_and_life_sciences,25.2
GRNA,pharmaceuticals_biotechnology_and_life_sciences,1030.6
GRPH,pharmaceuticals_biotechnology_and_life_sciences,231.5
GRTX,pharmaceuticals_biotechnology_and_life_sciences,54.7
GRVY,media_and_entertainment,375.2
GTAC,diversified_financials,249.5
GTH,pharmaceuticals_biotechnology_and_life_sciences,197.3
GVCI,diversified_financials,250.6
GWRS,utilities,368.0
HAIA,diversified_financials,263.5
HALL,insurance,63.8
HBIO,pharmaceuticals_biotechnology_and_life_sciences,235.9
HCMA,diversified_financials,374.6
HCWB,pharmaceuticals_biotechnology_and_life_sciences,96.6
HEAR,technology_hardware_and_equipment,318.4
HERO,diversified_financials,288.0
HHS,media_and_entertainment,54.2
HIFS,banks,740.6
HLAL,diversified_financials,173.5
HLG,consumer_services,353.2
HLMN,capital_goods,2223.4
HMNF,banks,107.3
HMTV,media_and_entertainment,180.8
HNNA,diversified_financials,78.7
HORI,diversified_financials,346.9
HPK,energy,3191.3
HRMY,pharmaceuticals_biotechnology_and_life_sciences,3078.4
HROW,pharmaceuticals_biotechnology_and_life_sciences,187.3
HTOO,capital_goods,126.1
HUIZ,insurance,62.9
HYPR,health_care_equipment_and_services,267.3
HYW,diversified_financials,202.2
IBEX,software_and_services,292.5
IBTB,diversified_financials,45.6
IBTH,diversified_financials,32.5
IBTI,diversified_financials,17.3
IBTJ,diversified_financials,17.1
ICLK,media_and_entertainment,99.2
IDN,technology_hardware_and_equipment,41.2
IESC,capital_goods,808.9
III,software_and_services,320.5
IIN,health_care_equipment_and_services,222.5
IKNA,pharmaceuticals_biotechnology_and_life_sciences,233.6
IMAB,pharmaceuticals_biotechnology_and_life_sciences,1059.9
IMBI,retailing,95.8
IMMP,pharmaceuticals_biotechnology_and_life_sciences,220.2
IMPL,pharmaceuticals_biotechnology_and_life_sciences,153.2
IMRX,pharmaceuticals_biotechnology_and_life_sciences,174.6
INAB,pharmaceuticals_biotechnology_and_life_sciences,64.9
INBX,pharmaceuticals_biotechnology_and_life_sciences,717.7
INCR,pharmaceuticals_biotechnology_and_life_sciences,283.7
INDT,real_estate,753.6
INOD,software_and_services,207.5
IOAC,diversified_financials,321.7
IOVA,pharmaceuticals_biotechnology_and_life_sciences,2593.3
IPA,pharmaceuticals_biotechnology_and_life_sciences,132.4
IRIX,health_care_equipment_and_services,69.1
ISPO,consumer_services,338.6
ISTR,banks,193.1
ITOS,pharmaceuticals_biotechnology_and_life_sciences,1112.0
IVA,pharmaceuticals_biotechnology_and_life_sciences,430.9
IVCB,diversified_financials,430.3
IVCP,diversified_financials,277.4
IXAQ,diversified_financials,282.0
IXHL,pharmaceuticals_biotechnology_and_life_sciences,405.7
JANX,pharmaceuticals_biotechnology_and_life_sciences,582.8
JFIN,diversified_financials,124.8
JFU,media_and_entertainment,292.1
JG,software_and_services,126.9
JGGC,diversified_financials,303.6
JOAN,retailing,430.7
KACL,diversified_financials,101.0
KALV,pharmaceuticals_biotechnology_and_life_sciences,339.4
KEQU,health_care_equipment_and_services,40.0
KFFB,banks,59.6
KIDS,health_care_equipment_and_services,1012.5
KNTK,energy,1369.6
KOD,pharmaceuticals_biotechnology_and_life_sciences,347.6
KPLT,diversified_financials,204.5
KRKR,media_and_entertainment,45.3
KROS,pharmaceuticals_biotechnology_and_life_sciences,1519.8
KRTX,pharmaceuticals_biotechnology_and_life_sciences,3925.8
KRUS,consumer_services,546.5
KRYS,pharmaceuticals_biotechnology_and_life_sciences,1835.4
KSCP,commercial_and_professional_services,149.1
KTCC,technology_hardware_and_equipment,59.7
KYCH,diversified_financials,148.2
KYMR,pharmaceuticals_biotechnology_and_life_sciences,1914.2
LABP,pharmaceuticals_biotechnology_and_life_sciences,49.9
LAKE,consumer_durables_and_apparel,136.1
LAND,real_estate,1439.8
LARK,banks,133.4
LATG,diversified_financials,161.4
LAX,diversified_financials,109.2
LBBB,diversified_financials,88.1
LBPH,pharmaceuticals_biotechnology_and_life_sciences,87.4
LBPS,pharmaceuticals_biotechnology_and_life_sciences,113.6
LDEM,diversified_financials,67.3
LFLY,media_and_entertainment,412.2
LFMD,consumer_staples,97.2
LGBT,diversified_financials,2.67
LGND,pharmaceuticals_biotechnology_and_life_sciences,1738.9
LGST,diversified_financials,480.3
LGVC,diversified_financials,346.7
LIAN,pharmaceuticals_biotechnology_and_life_sciences,587.9
LIVB,diversified_financials,141.0
LIZI,media_and_entertainment,62.4
LMAT,health_care_equipment_and_services,1028.4
LMDX,health_care_equipment_and_services,1177.6
LMNL,pharmaceuticals_biotechnology_and_life_sciences,17.8
LNTH,health_care_equipment_and_services,4184.3
LOGC,pharmaceuticals_biotechnology_and_life_sciences,20.1
LOOP,chemicals,359.7
LOTZ,retailing,122.1
LOVE,consumer_durables_and_apparel,764.4
LPRO,diversified_financials,1967.7
LPTX,pharmaceuticals_biotechnology_and_life_sciences,145.7
LRMR,pharmaceuticals_biotechnology_and_life_sciences,60.7
LSBK,banks,82.8
LTRY,consumer_services,140.9
LUCD,health_care_equipment_and_services,85.3
LUMO,pharmaceuticals_biotechnology_and_life_sciences,73.7
LVLU,retailing,344.6
LWAY,consumer_staples,105.0
LXEH,consumer_services,61.6
LYRA,pharmaceuticals_biotechnology_and_life_sciences,174.4
MACK,pharmaceuticals_biotechnology_and_life_sciences,80.1
MASS,technology_hardware_and_equipment,605.9
MBIO,pharmaceuticals_biotechnology_and_life_sciences,86.9
MBUU,consumer_durables_and_apparel,1122.1
MCAA,diversified_financials,290.9
MCFT,consumer_durables_and_apparel,451.7
MDB,software_and_services,28107.6
MDWD,pharmaceuticals_biotechnology_and_life_sciences,76.4
MEKA,diversified_financials,442.1
MF,consumer_staples,235.5
MGTA,pharmaceuticals_biotechnology_and_life_sciences,110.2
MGYR,banks,84.5
MHUA,health_care_equipment_and_services,215.2
MIRM,pharmaceuticals_biotechnology_and_life_sciences,824.7
MITO,pharmaceuticals_biotechnology_and_life_sciences,32.1
MKTW,diversified_financials,113.8
MLVF,banks,122.7
MNDO,software_and_services,57.3
MNKD,pharmaceuticals_biotechnology_and_life_sciences,898.0
MNOV,pharmaceuticals_biotechnology_and_life_sciences,153.5
MORF,pharmaceuticals_biotechnology_and_life_sciences,1330.1
MPB,banks,435.5
MRAM,semiconductors_and_semiconductor_equipment,157.0
MREO,pharmaceuticals_biotechnology_and_life_sciences,96.2
MRIN,software_and_services,38.8
MRKR,pharmaceuticals_biotechnology_and_life_sciences,32.1
MRNS,pharmaceuticals_biotechnology_and_life_sciences,269.8
MRUS,pharmaceuticals_biotechnology_and_life_sciences,1055.4
MTBC,health_care_equipment_and_services,66.0
MTCR,pharmaceuticals_biotechnology_and_life_sciences,22.3
MTTR,software_and_services,1946.0
MVIS,technology_hardware_and_equipment,552.4
MYPS,media_and_entertainment,727.0
NAII,consumer_staples,61.3
NBN,banks,281.1
NCAC,diversified_financials,327.7
NERV,pharmaceuticals_biotechnology_and_life_sciences,29.9
NEXI,pharmaceuticals_biotechnology_and_life_sciences,69.7
NGMS,consumer_services,334.0
NIU,automobiles_and_components,666.6
NLTX,pharmaceuticals_biotechnology_and_life_sciences,60.3
NMIH,banks,1716.4
NNOX,health_care_equipment_and_services,587.3
NPCE,health_care_equipment_and_services,204.3
NRDS,media_and_entertainment,679.6
NRIX,pharmaceuticals_biotechnology_and_life_sciences,593.3
NRXP,pharmaceuticals_biotechnology_and_life_sciences,146.6
NSEC,insurance,40.9
NSTG,pharmaceuticals_biotechnology_and_life_sciences,995.2
NTIC,chemicals,99.6
NTLA,pharmaceuticals_biotechnology_and_life_sciences,4259.3
NVTS,semiconductors_and_semiconductor_equipment,1010.0
NVX,technology_hardware_and_equipment,2151.0
NWFL,banks,229.0
NYXH,health_care_equipment_and_services,463.9
OCC,technology_hardware_and_equipment,32.4
OCUL,pharmaceuticals_biotechnology_and_life_sciences,305.5
OCX,pharmaceuticals_biotechnology_and_life_sciences,149.9
OFLX,capital_goods,1278.2
OLK,pharmaceuticals_biotechnology_and_life_sciences,1823.2
OLLI,retailing,3398.0
OMER,pharmaceuticals_biotechnology_and_life_sciences,294.8
ONCR,pharmaceuticals_biotechnology_and_life_sciences,35.2
ONEW,retailing,480.0
ONYX,diversified_financials,331.6
OPBK,banks,211.6
OSTK,retailing,1683.6
OTMO,commercial_and_professional_services,204.8
OTRK,health_care_equipment_and_services,34.0
OVBC,banks,144.9
PAHC,pharmaceuticals_biotechnology_and_life_sciences,788.6
PAYO,software_and_services,1592.9
PBIP,banks,127.8
PCCT,diversified_financials,288.4
PDLB,banks,257.0
PEBK,banks,159.4
PEGR,diversified_financials,322.1
PEPL,diversified_financials,209.5
PFIN,capital_goods,19.1
PHAR,pharmaceuticals_biotechnology_and_life_sciences,609.7
PHAS,pharmaceuticals_biotechnology_and_life_sciences,65.2
PLBY,consumer_durables_and_apparel,469.2
PMTS,technology_hardware_and_equipment,171.6
PNBK,banks,64.9
POTX,diversified_financials,80.2
PPIH,capital_goods,77.8
PRCT,health_care_equipment_and_services,1652.2
PRDS,pharmaceuticals_biotechnology_and_life_sciences,505.3
PRLH,diversified_financials,247.8
PROC,pharmaceuticals_biotechnology_and_life_sciences,912.7
PROG,health_care_equipment_and_services,186.0
PRQR,pharmaceuticals_biotechnology_and_life_sciences,54.2
PRTC,pharmaceuticals_biotechnology_and_life_sciences,727.6
PRTK,pharmaceuticals_biotechnology_and_life_sciences,119.9
PSNL,pharmaceuticals_biotechnology_and_life_sciences,307.3
PSTI,pharmaceuticals_biotechnology_and_life_sciences,59.3
PT,diversified_financials,29.7
PTGX,pharmaceuticals_biotechnology_and_life_sciences,939.5
PTSI,transportation,612.5
PUBM,media_and_entertainment,1337.8
PUYI,diversified_financials,349.2
PWFL,technology_hardware_and_equipment,101.4
PWUP,diversified_financials,350.6
PXLW,semiconductors_and_semiconductor_equipment,123.1
PYPD,pharmaceuticals_biotechnology_and_life_sciences,97.5
QCRH,banks,899.4
QH,commercial_and_professional_services,26.5
QK,real_estate,11.2
QLI,pharmaceuticals_biotechnology_and_life_sciences,64.7
QMCO,technology_hardware_and_equipment,132.3
QSI,pharmaceuticals_biotechnology_and_life_sciences,597.8
QTNT,health_care_equipment_and_services,72.1
QTRX,pharmaceuticals_biotechnology_and_life_sciences,933.0
RADI,telecommunication_services,1217.6
RANI,pharmaceuticals_biotechnology_and_life_sciences,347.5
RAPT,pharmaceuticals_biotechnology_and_life_sciences,595.1
RCKT,pharmaceuticals_biotechnology_and_life_sciences,879.9
RCMT,commercial_and_professional_services,119.6
RDBX,media_and_entertainment,25.7
RDHL,pharmaceuticals_biotechnology_and_life_sciences,109.2
RDNT,health_care_equipment_and_services,1197.8
RDUS,pharmaceuticals_biotechnology_and_life_sciences,367.8
REDU,consumer_services,67.2
REE,automobiles_and_components,480.4
REFI,diversified_financials,319.0
RETA,pharmaceuticals_biotechnology_and_life_sciences,1148.9
RFIL,technology_hardware_and_equipment,67.9
RGCO,utilities,206.1
RGF,consumer_staples,44.1
RICK,consumer_services,637.1
RILY,diversified_financials,1723.8
RLAY,pharmaceuticals_biotechnology_and_life_sciences,3171.1
RMCF,consumer_staples,42.0
RMNI,software_and_services,539.8
RNA,pharmaceuticals_biotechnology_and_life_sciences,873.0
RNDB,banks,127.5
RNLX,health_care_equipment_and_services,209.0
ROIV,pharmaceuticals_biotechnology_and_life_sciences,2747.5
ROSE,diversified_financials,194.6
ROVR,consumer_services,1087.0
RPD,software_and_services,6541.4
RPHM,pharmaceuticals_biotechnology_and_life_sciences,60.9
RSVR,media_and_entertainment,568.9
RVNC,pharmaceuticals_biotechnology_and_life_sciences,1265.0
RXST,health_care_equipment_and_services,354.2
RYTM,pharmaceuticals_biotechnology_and_life_sciences,415.7
SABS,pharmaceuticals_biotechnology_and_life_sciences,114.7
SAGE,pharmaceuticals_biotechnology_and_life_sciences,2034.4
SALM,media_and_entertainment,90.0
SAMG,diversified_financials,213.7
SBTX,pharmaceuticals_biotechnology_and_life_sciences,115.5
SCPS,pharmaceuticals_biotechnology_and_life_sciences,12.9
SCRM,diversified_financials,912.2
SCYX,pharmaceuticals_biotechnology_and_life_sciences,94.6
SDIG,software_and_services,96.7
SECO,retailing,22.9
SELB,pharmaceuticals_biotechnology_and_life_sciences,136.5
SERA,pharmaceuticals_biotechnology_and_life_sciences,67.7
SESN,pharmaceuticals_biotechnology_and_life_sciences,96.6
SEV,automobiles_and_components,547.8
SFST,banks,390.2
SGA,media_and_entertainment,136.9
SGC,consumer_durables_and_apparel,279.9
SHLS,capital_goods,1509.0
SIBN,health_care_equipment_and_services,734.0
SIGA,pharmaceuticals_biotechnology_and_life_sciences,508.3
SITM,semiconductors_and_semiconductor_equipment,3943.0
SLGC,pharmaceuticals_biotechnology_and_life_sciences,1247.5
SLGL,pharmaceuticals_biotechnology_and_life_sciences,163.1
SMBC,banks,408.1
SMMT,pharmaceuticals_biotechnology_and_life_sciences,202.1
SNCE,pharmaceuticals_biotechnology_and_life_sciences,516.3
SNSE,pharmaceuticals_biotechnology_and_life_sciences,59.5
SNT,technology_hardware_and_equipment,57.0
SOHO,real_estate,36.1
SRAX,software_and_services,111.7
SRRA,pharmaceuticals_biotechnology_and_life_sciences,1308.1
SSBI,banks,107.2
STAA,health_care_equipment_and_services,3099.6
STIM,health_care_equipment_and_services,79.6
STRC,capital_goods,643.1
STRO,pharmaceuticals_biotechnology_and_life_sciences,326.1
STRR,health_care_equipment_and_services,15.9
STRT,automobiles_and_components,136.6
STSA,pharmaceuticals_biotechnology_and_life_sciences,131.9
SUPN,pharmaceuticals_biotechnology_and_life_sciences,1557.8
SURF,pharmaceuticals_biotechnology_and_life_sciences,109.4
SVNA,diversified_financials,286.6
SWVL,transportation,505.3
SY,media_and_entertainment,167.6
SYBX,pharmaceuticals_biotechnology_and_life_sciences,134.8
SYNL,metals_and_mining,174.9
SYPR,automobiles_and_components,53.2
TACT,technology_hardware_and_equipment,80.1
TALS,pharmaceuticals_biotechnology_and_life_sciences,360.7
TARA,pharmaceuticals_biotechnology_and_life_sciences,50.9
TATT,capital_goods,56.4
TBPH,pharmaceuticals_biotechnology_and_life_sciences,688.0
TCMD,health_care_equipment_and_services,399.5
TCRX,pharmaceuticals_biotechnology_and_life_sciences,60.8
TELA,health_care_equipment_and_services,141.2
TETE,diversified_financials,148.8
TFFP,pharmaceuticals_biotechnology_and_life_sciences,145.6
TGAA,diversified_financials,271.5
THAC,diversified_financials,216.1
TKNO,pharmaceuticals_biotechnology_and_life_sciences,443.6
TLGY,diversified_financials,287.5
TLIS,health_care_equipment_and_services,31.6
TLS,software_and_services,629.1
TLSA,pharmaceuticals_biotechnology_and_life_sciences,91.9
TMDX,health_care_equipment_and_services,632.8
TNDM,health_care_equipment_and_services,7505.8
TNGX,pharmaceuticals_biotechnology_and_life_sciences,650.8
TOAC,diversified_financials,288.9
TOUR,consumer_services,98.1
TPIC,capital_goods,481.4
TRDA,pharmaceuticals_biotechnology_and_life_sciences,218.3
TRHC,health_care_equipment_and_services,100.0
TRMR,media_and_entertainment,1005.1
TRNS,capital_goods,592.5
TRUP,insurance,3289.0
TRVI,pharmaceuticals_biotechnology_and_life_sciences,103.2
TSBK,banks,217.1
TTD,software_and_services,32510.3
TTGT,media_and_entertainment,2235.6
TTOO,pharmaceuticals_biotechnology_and_life_sciences,83.0
TURN,diversified_financials,67.9
TUSA,diversified_financials,19.3
TVTX,pharmaceuticals_biotechnology_and_life_sciences,1905.9
UBOH,banks,111.6
UCL,telecommunication_services,42.3
UG,consumer_staples,110.2
ULBI,capital_goods,78.7
UNAM,insurance,16.1
UNB,banks,141.2
UNTY,banks,310.2
UPC,pharmaceuticals_biotechnology_and_life_sciences,26.6
UPLD,software_and_services,505.0
URGN,pharmaceuticals_biotechnology_and_life_sciences,166.6
USCB,banks,279.9
USCT,diversified_financials,287.8
USIO,software_and_services,71.5
UTAA,diversified_financials,292.4
UTRS,health_care_equipment_and_services,122.5
VACC,pharmaceuticals_biotechnology_and_life_sciences,227.6
VAXX,pharmaceuticals_biotechnology_and_life_sciences,429.1
VBLT,pharmaceuticals_biotechnology_and_life_sciences,104.0
VBTX,banks,1972.3
VCYT,pharmaceuticals_biotechnology_and_life_sciences,1700.7
VERA,pharmaceuticals_biotechnology_and_life_sciences,633.3
