date,^TNX
2022-05-19,2.855
2022-05-20,2.787
2022-05-23,2.859
2022-05-24,2.76
2022-05-25,2.749
2022-05-26,2.756
2022-05-27,2.743
2022-05-31,2.844
2022-06-01,2.931
2022-06-02,2.913
2022-06-03,2.957
2022-06-06,3.038
2022-06-07,2.972
2022-06-08,3.029
2022-06-09,3.044
2022-06-10,3.156
2022-06-13,3.366
2022-06-14,3.483
2022-06-15,3.395
2022-06-16,3.307
2022-06-17,3.239
2022-06-21,3.307
2022-06-22,3.156
2022-06-23,3.068
2022-06-24,3.125
2022-06-27,3.194
2022-06-28,3.206
2022-06-29,3.093
2022-06-30,2.972
2022-07-01,2.889
2022-07-05,2.809
2022-07-06,2.913
2022-07-07,3.008
2022-07-08,3.101
2022-07-11,2.991
2022-07-12,2.958
2022-07-13,2.904
2022-07-14,2.96
2022-07-15,2.93
2022-07-18,2.96
2022-07-19,3.019
2022-07-20,3.036
2022-07-21,2.91
2022-07-22,2.783
2022-07-25,2.82
2022-07-26,2.787
2022-07-27,2.734
2022-07-28,2.681
2022-07-29,2.642
2022-08-01,2.606
2022-08-02,2.741
2022-08-03,2.748
2022-08-04,2.676
2022-08-05,2.84
2022-08-08,2.765
2022-08-09,2.797
2022-08-10,2.786
2022-08-11,2.888
2022-08-12,2.849
2022-08-15,2.791
2022-08-16,2.824
2022-08-17,2.893
2022-08-18,2.88
2022-08-19,2.989
2022-08-22,3.037
2022-08-23,3.054
2022-08-24,3.106
2022-08-25,3.026
2022-08-26,3.035
2022-08-29,3.11
2022-08-30,3.11
2022-08-31,3.133
2022-09-01,3.265
2022-09-02,3.193
2022-09-06,3.34
2022-09-07,3.265
2022-09-08,3.292
2022-09-09,3.321
2022-09-12,3.362
2022-09-13,3.422
2022-09-14,3.412
2022-09-15,3.459
2022-09-16,3.448
2022-09-19,3.49
2022-09-20,3.571
2022-09-21,3.51
2022-09-22,3.708
2022-09-23,3.697
