"spreads"
"QUAD_FLR"
"AMRC_KAI"
"AMRC_LNN"
"AMRC_UNP"
"NLSN_MTW"
"THR_SCS"
"THR_VVI"
"AL_WBT"
"ALSN_BGSF"
"ALSN_BA"
"ALSN_FLS"
"ALSN_LUV"
"ALSN_SPR"
"XYL_FTAI"
"XYL_MATX"
"XYL_AGCO"
"XYL_HON"
"XYL_TT"
"XYL_LII"
"XYL_UPS"
"LXFR_NSP"
"SPLP_GD"
"SPLP_TBI"
"ALLE_INFO"
"ALLE_BRC"
"ALLE_EBF"
"ALLE_LHX"
"ALLE_TDG"
"ALLE_TTC"
"FTAI_CAT"
"FTAI_EMR"
"FTAI_LNN"
"FTAI_TRTN"
"FTAI_TKR"
"FTAI_TRN"
"FTAI_UPS"
"WMS_LNN"
"WMS_ROK"
"WMS_UPS"
"CVEO_AXR"
"CVEO_TXT"
"CVEO_WAB"
"INFO_FSS"
"INFO_SSD"
"INFO_UPS"
"VRTV_DAC"
"VRTV_WAB"
"VEC_LMT"
"VEC_MAS"
"VEC_NOC"
"BW_AYI"
"BW_GE"
"BW_HNI"
"TRU_FLOW"
"TRU_SSD"
"TRU_WSO"
"GNK_AXR"
"FLOW_HRI"
"FLOW_SB"
"SITE_XPO"
"SITE_WSO"
"GMS_VMI"
"WBT_GD"
"HIL_DLX"
"KNX_ALG"
"KNX_HRI"
"KNX_OC"
"GRC_EBF"
"GRC_RHI"
"GRC_ATCO"
"GRC_WAB"
"MATX_DCI"
"MATX_RHI"
"MATX_SNA"
"ASGN_AIT"
"CLH_EBF"
"CLH_ATCO"
"RRD_GE"
"RRD_HNI"
"ACCO_DSX"
"ACCO_NMM"
"ABM_MAN"
"ACM_ALG"
"ACM_CAT"
"ACM_EFX"
"ACM_GFF"
"ACM_GSL"
"ACM_MWA"
"ACM_OSK"
"ACM_TTC"
"ACM_UPS"
"ACM_URI"
"ACM_WSO"
"ACM_WTS"
"AIT_GBX"
"ALG_OC"
"ALG_OSK"
"ALG_PH"
"AME_TTC"
"ARC_AYI"
"MTOR_BCO"
"MTOR_CPA"
"MTOR_DCO"
"MTOR_DOV"
"MTOR_DY"
"MTOR_EME"
"MTOR_ETN"
"MTOR_HI"
"MTOR_HSC"
"MTOR_HRI"
"MTOR_HUBB"
"MTOR_ITT"
"MTOR_KAI"
"MTOR_KFY"
"MTOR_KMT"
"MTOR_LUV"
"MTOR_MAN"
"MTOR_MLI"
"MTOR_MMM"
"MTOR_MTZ"
"MTOR_NL"
"MTOR_NPO"
"MTOR_OSK"
"MTOR_PH"
"MTOR_PNR"
"MTOR_PWR"
"MTOR_R"
"MTOR_RHI"
"MTOR_ROK"
"MTOR_SNA"
"MTOR_SPXC"
"MTOR_SXI"
"MTOR_TRTN"
"MTOR_TBI"
"MTOR_TDG"
"MTOR_TEX"
"MTOR_TGH"
"MTOR_URI"
"MTOR_VMI"
"MTOR_WNC"
"MTOR_WTS"
"MTOR_JBT"
"EPAC_AXR"
"EPAC_AZZ"
"EPAC_CIR"
"EPAC_CR"
"EPAC_DSX"
"EPAC_GD"
"EPAC_GE"
"EPAC_HNI"
"EPAC_HSC"
"EPAC_KFY"
"EPAC_MIC"
"EPAC_NMM"
"EPAC_R"
"EPAC_SCX"
"EPAC_SXI"
"EPAC_TBI"
"EPAC_TXT"
"EPAC_WAB"
"EPAC_WCC"
"EPAC_SB"
"EPAC_JBT"
"EPAC_ST"
"AWI_FC"
"AXR_NPO"
"AXR_SXI"
"AXR_TEX"
"AXR_TGH"
"AXR_WAB"
"AXR_SB"
"AZZ_GE"
"AZZ_R"
"AZZ_SXI"
"AZZ_WAB"
"BRC_DCO"
"BRC_FC"
"BRC_AJRD"
"BRC_TDG"
"BRC_RTX"
"BRC_WM"
"CAT_DE"
"CAT_PNR"
"CAT_TRN"
"CIR_TGI"
"CSL_ATCO"
"CYD_FDX"
"DAC_MLI"
"DAC_MWA"
"DAC_R"
"DAC_SXI"
"DAL_FLS"
"DAL_KEX"
"DAL_PKE"
"DAL_SCS"
"DAL_VVI"
"DCO_GATX"
"DCO_HON"
"DCO_LII"
"DCO_MLR"
"DCO_SNA"
"DCI_DE"
"DCI_EME"
"DCI_FSS"
"DCI_GATX"
"DCI_TT"
"DCI_J"
"DCI_LNN"
"DCI_NSC"
"DCI_TRTN"
"DCI_TDG"
"DCI_TRN"
"DCI_JBT"
"DE_PNR"
"DE_UPS"
"DOV_PWR"
"DSX_TXT"
"DY_FDX"
"DY_TWI"
"DY_URI"
"DY_WNC"
"EBF_EME"
"EBF_GATX"
"EBF_HEI"
"EBF_LHX"
"EBF_KFY"
"EBF_LUV"
"EBF_SNA"
"EBF_TXT"
"EBF_RTX"
"EBF_JBT"
"EBF_ST"
"EFX_JCI"
"ETN_KAI"
"ETN_UPS"
"ETN_URI"
"ETN_GNRC"
"FLS_HXL"
"FLS_SCS"
"FIX_GATX"
"FIX_RHI"
"FIX_SNA"
"FSS_J"
"FSS_TDY"
"FSS_TDG"
"FSS_UPS"
"GE_MWA"
"GSL_MWA"
"GSL_NMM"
"GSL_SXI"
"GSL_VMI"
"GVA_TBI"
"AJRD_HEI"
"AJRD_PWR"
"AJRD_UPS"
"AJRD_WM"
"LHX_WTS"
"HRI_SB"
"HUBB_PWR"
"HUBB_TTC"
"IEX_LII"
"IEX_SNA"
"IEX_SWK"
"IEX_TKR"
"IEX_TTC"
"TT_TTC"
"ITT_LII"
"ITT_MTZ"
"ITT_JBT"
"J_SNA"
"J_UPS"
"KAI_TRN"
"KAI_UPS"
"KAI_URI"
"KFY_TXT"
"KMT_NL"
"KMT_PNR"
"KMT_RHI"
"KMT_TGH"
"KMT_TRN"
"KMT_WCC"
"KMT_SB"
"LII_UNP"
"LNN_PH"
"LNN_SWK"
"LNN_TKR"
"LNN_TRN"
"LNN_TTC"
"LNN_GNRC"
"LUV_TBI"
"MAN_OSK"
"MLI_NL"
"MLI_NMM"
"MLI_NPO"
"MLI_OSK"
"MLI_R"
"MLI_SXI"
"MLI_TGH"
"MLI_TWI"
"MLI_JCI"
"MLI_JBT"
"MLR_TDG"
"MLR_TTC"
"MMM_MSM"
"MMM_TRN"
"MSA_SWK"
"MTW_SB"
"MWA_CNR"
"MWA_NL"
"MWA_OC"
"MWA_PNR"
"MWA_TGH"
"MWA_UPS"
"MWA_SB"
"CNR_SXI"
"CNR_SB"
"NL_OC"
"NL_PNR"
"NL_TGH"
"NL_URI"
"NL_SB"
"NM_NX"
"NM_VMI"
"NMM_NPO"
"NMM_SXI"
"NMM_SB"
"NPO_TEX"
"NPO_WCC"
"NPO_SB"
"NPO_ST"
"NSC_SNA"
"OSK_PWR"
"OSK_SWK"
"OSK_TGH"
"TPC_PNR"
"TPC_R"
"TPC_SCX"
"TPC_SOL"
"TPC_TEX"
"TPC_TGH"
"TPC_VMI"
"PH_PNR"
"PH_SWK"
"PH_GNRC"
"PNR_UPS"
"PWR_VMI"
"PWR_CFX"
"R_TEX"
"R_WCC"
"ROK_WSO"
"SNA_JBT"
"SOL_TWI"
"SPXC_TKR"
"SPXC_UPS"
"SWK_UPS"
"SXI_SB"
"TRTN_WSO"
"TRTN_WTS"
"TBI_TXT"
"TBI_SB"
"TDY_UPS"
"TDG_TTC"
"TNC_UNF"
"TREX_UPS"
"UNF_UPS"
"UPS_VMI"
"UPS_CFX"
"WNC_SB"
"WNC_JBT"
"WNC_ST"
"PLOW_BWXT"
"PLOW_AL"
"PLOW_AER"
"PLOW_AIR"
"PLOW_CW"
"PLOW_EMR"
"PLOW_SPXC"
"PLOW_TNC"
"PLOW_UNF"
"PLOW_ST"
"MRC_EPAC"
"MRC_DSX"
"MRC_TBI"
"QUAD_CVEO"
"QUAD_HIL"
"QUAD_DSX"
"QUAD_GVA"
"BWXT_AL"
"BWXT_GNK"
"BWXT_FLOW"
"BWXT_SITE"
"BWXT_TNC"
"BWXT_URI"
"BWXT_WSO"
"BWXT_SB"
"AMRC_MSA"
"AMRC_ROL"
"CMRE_TNC"
"NLSN_SPLP"
"NLSN_RRD"
"NLSN_ARC"
"NLSN_AYI"
"NLSN_CIR"
"NLSN_DAC"
"NLSN_GE"
"NLSN_GSL"
"NLSN_GVA"
"NLSN_HNI"
"NLSN_MLI"
"NLSN_MWA"
"NLSN_NX"
"NLSN_PBI"
"NLSN_TPC"
"NLSN_SCX"
"NLSN_TGI"
"NLSN_VMI"
"THR_KAMN"
"THR_FC"
"THR_FLS"
"THR_PKE"
"THR_RTX"
"AL_HII"
"AL_FLOW"
"AL_AER"
"AL_CW"
"AL_MTZ"
"AL_JBT"
"HII_FLOW"
"HII_HWM"
"HII_AER"
"HII_CW"
"HII_HRI"
"HII_RTX"
"HII_ST"
"SAVE_ALSN"
"ALSN_LXFR"
"ALSN_GRC"
"ALSN_CLH"
"ALSN_AIN"
"ALSN_NSP"
"ALSN_DCO"
"ALSN_DCI"
"ALSN_EBF"
"ALSN_GATX"
"ALSN_NPK"
"PRLB_PGTI"
"XYL_TNET"
"XYL_MTOR"
"XYL_CR"
"XYL_EBF"
"XYL_LHX"
"XYL_TKR"
"XYL_TTC"
"XYL_WTS"
"SPLP_HY"
"SPLP_UNVR"
"SPLP_EPAC"
"SPLP_B"
"SPLP_GVA"
"SPLP_KMT"
"SPLP_LUV"
"SPLP_NPO"
"SPLP_TGH"
"SPLP_WNC"
"SPLP_MG"
"HY_MTOR"
"HY_CYD"
"HY_GVA"
"HY_KMT"
"HY_MMM"
"HY_MTW"
"HY_TPC"
"HY_PNR"
"HY_TEX"
"HY_TGH"
"HY_SB"
"ALLE_VEC"
"ALLE_CLH"
"ALLE_HWM"
"ALLE_BCO"
"ALLE_CSL"
"ALLE_ESE"
"ALLE_AJRD"
"ALLE_MLR"
"ALLE_TDY"
"FTAI_AER"
"FTAI_B"
"FTAI_KAI"
"FTAI_LUV"
"FTAI_NPO"
"FTAI_ROK"
"FTAI_SSD"
"FTAI_ST"
"TNET_PKE"
"WMS_ETN"
"WMS_KAI"
"ATTO_MWA"
"ATTO_SOL"
"CVEO_ASGN"
"CVEO_PGTI"
"CVEO_AIT"
"CVEO_FDX"
"CVEO_FLR"
"CVEO_RHI"
"INFO_VEC"
"INFO_DCI"
"INFO_SPXC"
"INFO_SWK"
"INFO_TKR"
"DNOW_AZZ"
"VRTV_AXR"
"VRTV_AZZ"
"VRTV_ENS"
"VRTV_FLR"
"VRTV_HNI"
"UNVR_FLOW"
"UNVR_ACCO"
"UNVR_AOS"
"UNVR_EPAC"
"UNVR_AXR"
"UNVR_CIR"
"UNVR_CYD"
"UNVR_DLX"
"UNVR_GFF"
"UNVR_GSL"
"UNVR_LUV"
"UNVR_MTW"
"UNVR_MWA"
"UNVR_NM"
"UNVR_NMM"
"UNVR_NPO"
"UNVR_TPC"
"UNVR_PNR"
"UNVR_R"
"UNVR_SNA"
"UNVR_SWK"
"UNVR_SXI"
"UNVR_VMI"
"UNVR_WNC"
"UNVR_SB"
"UNVR_JBT"
"UNVR_MG"
"VEC_ETN"
"BGSF_GHM"
"BW_RRD"
"BW_CIR"
"TRU_EBF"
"TRU_TNC"
"TRU_RTX"
"GNK_FLOW"
"GNK_HIL"
"GNK_XPO"
"GNK_ASGN"
"GNK_ACCO"
"GNK_AIT"
"GNK_CNR"
"FLOW_SITE"
"FLOW_XPO"
"FLOW_DY"
"FLOW_URI"
"FLOW_WNC"
"FLOW_WSO"
"WBT_EPAC"
"WBT_AZZ"
"WBT_CIR"
"WBT_CR"
"WBT_LUV"
"WBT_NMM"
"WBT_NPO"
"WBT_ST"
"AFI_ARC"
"AFI_AZZ"
"HIL_ACCO"
"HIL_DY"
"HIL_GD"
"HIL_NMM"
"HIL_SXI"
"HIL_TWI"
"HIL_WNC"
"HIL_SB"
"MAXR_KNX"
"MAXR_NL"
"AGX_ABM"
"AGX_MIC"
"GRC_MATX"
"GRC_AER"
"GRC_AIR"
"GRC_NSP"
"GRC_EPAC"
"GRC_BA"
"GRC_CBZ"
"GRC_DCO"
"GRC_DCI"
"GRC_FIX"
"GRC_SCS"
"GRC_SNA"
"GRC_SSD"
"GRC_TREX"
"MATX_PGTI"
"MATX_NSP"
"MATX_DCO"
"MATX_GATX"
"MATX_HEI"
"MATX_HNI"
"MATX_LII"
"MATX_ATCO"
"ASGN_PGTI"
"ASGN_TXT"
"CLH_BCO"
"CLH_DCO"
"CLH_DCI"
"CLH_SCS"
"RRD_HWM"
"RRD_DAC"
"RRD_GSL"
"RRD_MWA"
"RRD_TPC"
"KAMN_AER"
"KAMN_KEX"
"KAMN_TBI"
"KAMN_ST"
"ORN_ACCO"
"ORN_MWA"
"PGTI_AIT"
"PGTI_TXT"
"PGTI_WAB"
"ACCO_GSL"
"ACCO_HRI"
"ACCO_MWA"
"ACCO_SXI"
"ACCO_TNC"
"ACCO_WNC"
"ACCO_SB"
"ABM_AYI"
"ABM_MIC"
"ACM_MTOR"
"ACM_CIR"
"ACM_CPA"
"ACM_HRI"
"ACM_ITW"
"ACM_LMT"
"ACM_MAN"
"ACM_MAS"
"ACM_MIC"
"ACM_MLI"
"ACM_MTZ"
"ACM_NOC"
"ACM_NPO"
"ACM_OC"
"ACM_PH"
"ACM_SPXC"
"ACM_SWK"
"ACM_TKR"
"ACM_UNF"
"ACM_JBT"
"ACM_ST"
"AER_AIR"
"AER_BCO"
"AER_CW"
"AER_LUV"
"AGCO_CMI"
"AGCO_JCI"
"AIN_DAL"
"AIN_DCO"
"AIN_VVI"
"AIN_KAR"
"ALG_ITW"
"ALG_MAS"
"ALK_LUV"
"ALK_MIC"
"AME_MTOR"
"AME_EBF"
"AME_EME"
"AME_LHX"
"AME_TKR"
"AME_JBT"
"AOS_CYD"
"AOS_DY"
"AOS_URI"
"AOS_SB"
"ARC_AZZ"
"ARC_DAC"
"MTOR_CW"
"NSP_DCO"
"NSP_PKE"
"EPAC_B"
"EPAC_DAC"
"EPAC_EMR"
"EPAC_FLS"
"EPAC_FIX"
"EPAC_GBX"
"EPAC_GSL"
"EPAC_HI"
"EPAC_KEX"
"EPAC_MLI"
"EPAC_MWA"
"EPAC_NL"
"EPAC_NPK"
"EPAC_RHI"
"EPAC_SNA"
"EPAC_TEX"
"EPAC_TRN"
"EPAC_CFX"
"EPAC_MG"
"AWI_LHX"
"AWI_MLR"
"AWI_WM"
"AXR_B"
"AXR_ENS"
"AXR_FDX"
"AXR_GBX"
"AXR_HI"
"AXR_MSM"
"AXR_CNR"
"AXR_NMM"
"AXR_TBI"
"AXR_TRN"
"AXR_TXT"
"AXR_MG"
"AXR_ST"
"AYI_CIR"
"AYI_NX"
"AYI_JCI"
"AZZ_CIR"
"AZZ_DAC"
"AZZ_FLS"
"AZZ_GSL"
"AZZ_HNI"
"AZZ_MIC"
"AZZ_SCX"
"AZZ_SNA"
"AZZ_JCI"
"B_DSX"
"B_TRTN"
"B_TBI"
"B_SB"
"BA_EBF"
"BA_PKE"
"BCO_HXL"
"BCO_SWK"
"BCO_TKR"
"BCO_VVI"
"BRC_MLR"
"BRC_RSG"
"BRC_SCS"
"CAT_CYD"
"CAT_FDX"
"CAT_HRI"
"CAT_KAI"
"CAT_PWR"
"CAT_TGH"
"CAT_URI"
"CAT_VMI"
"CAT_SB"
"CAT_ST"
"CBZ_LNN"
"CIR_DSX"
"CIR_GE"
"CIR_GSL"
"CIR_NM"
"CIR_NMM"
"CIR_NX"
"CIR_JCI"
"CMI_MAN"
"CMI_MAS"
"CPA_MAN"
"CPA_OC"
"CPA_TGI"
"CR_CYD"
"CR_GBX"
"CR_GATX"
"CR_LUV"
"CR_SPR"
"CR_TRN"
"CR_SB"
"CYD_DY"
"CYD_KAI"
"CYD_MMM"
"CYD_MTW"
"CYD_NL"
"CYD_NPO"
"CYD_PNR"
"CYD_ROK"
"CYD_SWK"
"CYD_TEX"
"CYD_TGH"
"CYD_TRN"
"CYD_URI"
"CYD_WNC"
"CYD_SB"
"DAC_DY"
"DAC_GSL"
"DAC_GVA"
"DAC_HNI"
"DAC_NMM"
"DAC_TPC"
"DAC_SOL"
"DAC_TWI"
"DAL_DCI"
"DAL_EBF"
"DAL_EME"
"DAL_GATX"
"DAL_HXL"
"DAL_ITT"
"DAL_MTZ"
"DAL_NOC"
"DAL_SNA"
"DAL_RTX"
"DAL_JBT"
"DAL_KAR"
"DCO_FLS"
"DCO_FIX"
"DCO_HEI"
"DCO_HSC"
"DCO_NSC"
"DCO_PKE"
"DCO_RSG"
"DCO_SCS"
"DCO_TDG"
"DCO_UNP"
"DCO_VVI"
"DCO_WM"
"DCO_KAR"
"DCI_DOV"
"DCI_EBF"
"DCI_ESE"
"DCI_FC"
"DCI_FCN"
"DCI_FLS"
"DCI_FIX"
"DCI_AJRD"
"DCI_HEI"
"DCI_LHX"
"DCI_HSC"
"DCI_HXL"
"DCI_KEX"
"DCI_KFY"
"DCI_LUV"
"DCI_MLR"
"DCI_MSA"
"DCI_NPK"
"DCI_PKE"
"DCI_RHI"
"DCI_ROP"
"DCI_RSG"
"DCI_SCS"
"DCI_TDY"
"DCI_TREX"
"DCI_UNP"
"DCI_UPS"
"DCI_RTX"
"DCI_VVI"
"DCI_WAB"
"DCI_WM"
"DCI_GNRC"
"DCI_ST"
"DE_ST"
"DLX_DSX"
"DLX_GD"
"DLX_GE"
"DLX_GSL"
"DLX_HRI"
"DLX_MWA"
"DLX_NMM"
"DLX_VMI"
"DLX_WNC"
"DLX_SB"
"DOV_EBF"
"DOV_ESE"
"DOV_MLR"
"DOV_RSG"
"DOV_SWK"
"DOV_TDG"
"DOV_TKR"
"DOV_TTC"
"DOV_UPS"
"DOV_JBT"
"DSX_FDX"
"DSX_GBX"
"DSX_GSL"
"DSX_HRI"
"DSX_LUV"
"DSX_MTW"
"DSX_NL"
"DSX_NMM"
"DSX_NPO"
"DSX_SXI"
"DSX_VMI"
"DSX_WNC"
"DSX_MG"
"DY_HRI"
"DY_SOL"
"DY_TBI"
"DY_TGH"
"DY_SB"
"EBF_EMR"
"EBF_ETN"
"EBF_ESE"
"EBF_FC"
"EBF_FCN"
"EBF_FLS"
"EBF_FSS"
"EBF_AJRD"
"EBF_HI"
"EBF_HON"
"EBF_HSC"
"EBF_HRI"
"EBF_HXL"
"EBF_IEX"
"EBF_ITT"
"EBF_J"
"EBF_KEX"
"EBF_LII"
"EBF_MLR"
"EBF_MSA"
"EBF_NPK"
"EBF_NSC"
"EBF_PH"
"EBF_PKE"
"EBF_PNR"
"EBF_RHI"
"EBF_ROP"
"EBF_RSG"
"EBF_SCS"
"EBF_SPR"
"EBF_SPXC"
"EBF_SWK"
"EBF_TRTN"
"EBF_TDY"
"EBF_TDG"
"EBF_TKR"
"EBF_TRN"
"EBF_TTC"
"EBF_UNP"
"EBF_VVI"
"EBF_WM"
"EBF_WTS"
"EBF_KAR"
"EMR_KFY"
"EMR_LNN"
"EMR_TBI"
"EMR_WSO"
"EMR_ST"
"EME_FC"
"EME_HXL"
"EME_MTZ"
"EME_NOC"
"EME_UPS"
"ENS_GBX"
"ENS_HI"
"ENS_HNI"
"ENS_NPK"
"ETN_GGG"
"ETN_AJRD"
"ETN_LHX"
"ETN_LMT"
"ETN_MAS"
"ETN_MTZ"
"ETN_NOC"
"ETN_OC"
"ETN_SPXC"
"ETN_SSD"
"ETN_SWK"
"ETN_TRTN"
"ETN_TDY"
"ETN_TDG"
"ETN_TKR"
"ETN_TTC"
"ETN_TREX"
"ETN_WSO"
"ETN_JBT"
"ESE_AJRD"
"ESE_HUBB"
"ESE_TT"
"ESE_J"
"ESE_RSG"
"ESE_TDY"
"ESE_TDG"
"ESE_TTC"
"ESE_WM"
"FC_HXL"
"FC_MTZ"
"FDX_GBX"
"FDX_TRN"
"FDX_SB"
"FLR_GBX"
"FLR_MSM"
"FLR_TRN"
"FLS_LUV"
"FLS_KAR"
"FIX_NPK"
"FIX_ROL"
"FSS_AJRD"
"FSS_LHX"
"FSS_TNC"
"GD_HRI"
"GD_NM"
"GD_NMM"
"GD_NOC"
"GD_UNF"
"GD_WNC"
"GD_SB"
"GD_JBT"
"GD_ST"
"GFF_MAS"
"GGG_TKR"
"GATX_NPK"
"GSL_NM"
"GSL_NX"
"GSL_TGI"
"GSL_TNC"
"GSL_WNC"
"GSL_MG"
"GVA_KMT"
"GVA_MMM"
"GVA_TPC"
"GVA_TRN"
"AJRD_SCS"
"AJRD_VVI"
"HEI_MLR"
"HNI_SNA"
"LHX_IEX"
"LHX_UPS"
"LHX_RTX"
"HRI_URI"
"HUBB_TKR"
"HUBB_JBT"
"HXL_KAR"
"IEX_WTS"
"IEX_JBT"
"TT_MLR"
"TT_RSG"
"TT_SWK"
"TT_TDG"
"TT_WM"
"ITT_TTC"
"ITT_UPS"
"ITT_ST"
"J_MLR"
"J_RSG"
"J_ATCO"
"J_JBT"
"KFY_TRN"
"KMT_MTW"
"KMT_TPC"
"KMT_SPR"
"KMT_TBI"
"LNN_MAS"
"LNN_MLR"
"LNN_MSA"
"LNN_MTZ"
"LNN_NSC"
"LNN_OSK"
"LNN_PNR"
"LNN_RHI"
"LNN_ROK"
"LNN_ROL"
"LNN_RSG"
"LNN_SPXC"
"LNN_SSD"
"LNN_TRTN"
"LNN_TDY"
"LNN_TDG"
"LNN_TNC"
"LNN_TREX"
"LNN_UNF"
"LNN_UNP"
"LNN_UPS"
"LNN_URI"
"LNN_WAB"
"LNN_WM"
"LNN_WSO"
"LNN_WTS"
"LUV_MTZ"
"LUV_NPO"
"LUV_SNA"
"LUV_SPR"
"LUV_TRTN"
"LUV_RTX"
"LUV_WNC"
"LUV_ST"
"MIC_MLI"
"MIC_TGI"
"MLI_MMM"
"MLI_MWA"
"MLI_CNR"
"MLI_NX"
"MLI_OC"
"MLI_PBI"
"MLI_TPC"
"MLI_PH"
"MLI_PNR"
"MLI_PWR"
"MLI_SCX"
"MLI_SNA"
"MLI_SOL"
"MLI_SWK"
"MLI_TBI"
"MLI_TEX"
"MLI_TGI"
"MLI_TKR"
"MLI_TRN"
"MLI_UPS"
"MLI_URI"
"MLI_VMI"
"MLI_WNC"
"MLI_CFX"
"MLR_MTZ"
"MLR_PWR"
"MLR_RSG"
"MLR_SCS"
"MLR_TDY"
"MLR_WM"
"MSA_SNA"
"MSA_TRTN"
"MSA_UPS"
"MSM_TBI"
"MSM_TGH"
"MSM_WCC"
"MTZ_UPS"
"MTW_NL"
"MTW_NM"
"MTW_TGH"
"MWA_NM"
"MWA_NMM"
"MWA_NX"
"MWA_R"
"MWA_SOL"
"MWA_SXI"
"MWA_TNC"
"MWA_WCC"
"MWA_WNC"
"CNR_SOL"
"NL_NMM"
"NL_NPO"
"NL_TEX"
"NM_TGI"
"NM_CFX"
"NMM_VMI"
"NMM_WNC"
"NOC_WSO"
"NPO_NX"
"NPO_OC"
"NPO_PNR"
"NPO_SWK"
"NPO_TBI"
"NPO_TGH"
"NPO_VMI"
"NPO_WNC"
"NSC_UNP"
"NX_TGI"
"NX_JCI"
"NX_VMI"
"NX_CFX"
"PBI_TPC"
"PBI_SOL"
"PBI_TGI"
"PH_PWR"
"PH_SPXC"
"PH_TRTN"
"PH_TEX"
"PH_TGH"
"PH_TKR"
"PH_VMI"
"PH_WSO"
"PH_JBT"
"PKE_RHI"
"PKE_SPR"
"PNR_SB"
"PWR_SWK"
"PWR_TDG"
"PWR_TKR"
"PWR_TTC"
"PWR_JCI"
"PWR_WSO"
"PWR_JBT"
"PWR_GNRC"
"R_WNC"
"RSG_TDG"
"RSG_RTX"
"SCS_RTX"
"SNA_TBI"
"SNA_TDG"
"SNA_VVI"
"SNA_WCC"
"SNA_ST"
"SPXC_TNC"
"ATCO_TDG"
"TRTN_TDY"
"TRTN_TDG"
"TRTN_TEX"
"TRTN_TGH"
"TRTN_TKR"
"TRTN_UNF"
"TRTN_JBT"
"TBI_TEX"
"TBI_TRN"
"TBI_WCC"
"TBI_WNC"
"TBI_MG"
"TBI_ST"
"TEX_TGH"
"TEX_WCC"
"TEX_SB"
"TGH_URI"
"TGH_SB"
"TGI_JCI"
"TGI_VMI"
"TGI_WNC"
"TGI_CFX"
"TKR_TTC"
"TKR_UNF"
"TKR_UPS"
"TKR_RTX"
"TKR_VMI"
"TKR_WCC"
"TKR_WSO"
"TKR_WTS"
"TKR_CFX"
"TKR_JBT"
"TKR_GNRC"
"TNC_WSO"
"TWI_URI"
"TWI_WNC"
"TWI_SB"
"UPS_WM"
"UPS_WTS"
"UPS_JBT"
"UPS_ST"
"URI_SB"
"RTX_VVI"
"RTX_JBT"
"VMI_WNC"
"VMI_SB"
"WTS_JBT"
"CBT_X"
"TSE_MYE"
"TROX_EXP"
"ESI_GEF"
"WLKP_VMC"
"OR_AMCR"
"CENX_EMN"
"ASH_MTRN"
"CMC_LPX"
"FUL_TX"
"GLT_HUN"
"GLT_IP"
"GLT_KRO"
"LYB_MYE"
"LYB_AVNT"
"TROX_SCHN"
