date,HG=F
2022-12-28,3.832
2022-12-29,3.821
2022-12-30,3.8055
2023-01-03,3.766
2023-01-04,3.7395
2023-01-05,3.818
2023-01-06,3.9085
2023-01-09,4.0185
2023-01-10,4.067
2023-01-11,4.1545
2023-01-12,4.186
2023-01-13,4.2075
2023-01-16,4.141
2023-01-17,4.215
2023-01-18,4.2285
2023-01-19,4.2265
2023-01-20,4.2485
2023-01-23,4.254
2023-01-24,4.2455
2023-01-25,4.24
2023-01-26,4.267
2023-01-27,4.224
2023-01-30,4.2035
2023-01-31,4.2285
2023-02-01,4.111
2023-02-02,4.094
2023-02-03,4.063
2023-02-06,4.0435
2023-02-07,4.0885
2023-02-08,4.0435
2023-02-09,4.1055
2023-02-10,4.0275
2023-02-13,4.087
2023-02-14,4.11
2023-02-15,4.052
2023-02-16,4.1655
2023-02-17,4.114
2023-02-21,4.2345
2023-02-22,4.2025
2023-02-23,4.073
2023-02-24,3.955
2023-02-27,4.009
2023-02-28,4.0975
2023-03-01,4.168
2023-03-02,4.084
2023-03-03,4.078
2023-03-06,4.1005
2023-03-07,3.9865
2023-03-08,4.0415
2023-03-09,4.0545
2023-03-10,4.0455
2023-03-13,4.0695
2023-03-14,4.0105
2023-03-15,3.8565
2023-03-16,3.8855
2023-03-17,3.9135
2023-03-20,3.9755
2023-03-21,3.946
