ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ADP,GIB,2020-11-12,0.706,0.5,-2.671,0.405,10.888,3.993,3.548,0.443,-0.822,-0.064,-0.043,-0.044,-0.082,0.002,0.004,-0.014,0.016,-0.005,-0.021,0.048,-1.068,0.098,0.598,0.086,0.216,2015-11-27,software_and_services
BB,CTSH,2020-11-12,0.961,0.667,2.997,2.197,48.738,3.993,3.548,0.572,0.634,-0.081,-0.002,-0.018,0.009,-0.035,0.009,-0.04,0.025,-0.044,-0.086,0.046,2.239,0.058,2.044,0.182,0.009,2015-11-27,software_and_services
BR,DLB,2020-11-12,0.51,0.833,3.334,0.168,44.094,3.993,3.548,0.292,0.282,0.03,0.041,-0.015,-0.008,-0.015,0.013,0.025,-0.045,-0.007,0.012,-0.086,5.769,-0.11,6.423,-0.126,6.885,2015-11-27,software_and_services
CTSH,DLB,2020-11-12,0.549,1.0,3.758,0.176,51.273,3.993,3.548,0.262,1.038,0.058,0.006,0.024,-0.035,-0.031,-0.016,0.043,0.009,0.039,0.025,-0.092,5.803,-0.13,6.633,-0.142,6.914,2015-11-27,software_and_services
CTSH,DXC,2020-11-12,0.529,0.5,-3.197,2.508,-114.691,3.993,3.548,0.711,-2.078,0.019,-0.006,0.032,-0.007,-0.003,-0.038,0.012,0.036,-0.04,-0.059,-0.024,-3.488,-0.007,-3.278,0.026,-2.882,2015-11-27,software_and_services
DOX,EXLS,2020-11-12,0.529,0.833,3.23,0.625,25.389,3.993,3.548,0.652,1.184,-0.03,-0.0,0.025,0.037,0.013,0.035,0.0,0.023,0.056,-0.012,-0.003,3.298,-0.001,3.251,0.055,2.028,2015-11-27,software_and_services
DSGX,SAP,2020-11-12,0.647,1.0,-3.434,1.62,53.13,3.993,3.548,0.471,-0.515,0.009,0.003,0.018,0.077,-0.017,0.016,-0.011,-0.016,0.009,-0.049,-0.005,-3.556,-0.001,-3.47,-0.006,-3.573,2015-11-27,software_and_services
ENV,EXLS,2020-11-12,0.667,0.833,2.625,0.405,36.87,3.993,3.548,0.833,0.336,0.059,0.033,0.026,0.037,0.001,0.011,0.004,-0.026,0.015,0.013,-0.017,3.021,-0.022,3.14,-0.022,3.16,2015-11-27,software_and_services
FIS,NICE,2020-11-12,0.627,0.0,3.505,2.043,-97.733,3.993,3.548,0.258,1.383,-0.015,-0.031,0.004,-0.001,0.011,0.019,0.018,-0.104,0.016,0.053,0.014,3.07,-0.097,6.573,-0.08,6.061,2015-11-27,software_and_services
FISV,NICE,2020-11-12,0.608,0.0,2.892,2.011,-40.577,3.993,3.548,0.91,2.768,-0.006,-0.065,-0.044,-0.021,0.038,-0.105,-0.052,0.024,-0.046,0.015,0.04,2.187,-0.047,3.712,-0.035,3.515,2015-11-27,software_and_services
FORTY,SNPS,2020-11-12,0.529,0.833,3.324,2.214,11.39,3.993,3.548,0.299,0.191,-0.042,-0.053,0.028,0.012,0.009,-0.333,-0.026,0.016,-0.035,-0.045,-0.051,5.048,-0.046,4.866,-0.092,6.417,2015-11-27,software_and_services
GIB,NICE,2020-11-12,0.627,0.0,2.905,2.123,-2.366,3.993,3.548,0.989,0.196,0.005,0.073,0.072,-0.032,-0.026,-0.029,-0.015,0.082,0.145,-0.041,0.052,2.353,-0.009,3.003,-0.007,2.974,2015-11-27,software_and_services
MA,NICE,2020-11-12,0.706,0.0,3.542,0.693,-27.59,3.993,3.548,0.133,2.134,-0.057,-0.042,-0.016,-0.018,0.033,0.075,-0.047,-0.061,0.059,0.042,0.009,3.219,-0.056,5.471,-0.034,4.708,2015-11-27,software_and_services
MSFT,NICE,2020-11-12,0.941,0.667,3.552,0.982,9.175,3.993,3.548,0.598,0.406,0.004,-0.016,0.012,-0.026,0.008,0.014,0.018,-0.076,0.028,0.004,0.004,3.322,-0.061,7.053,0.006,3.191,2015-11-27,software_and_services
OTEX,SNPS,2020-11-12,0.569,0.0,2.741,7.693,-159.793,3.993,3.548,0.232,2.071,-0.004,-0.031,-0.017,-0.058,-0.042,0.038,0.088,0.011,0.061,0.019,0.04,1.897,0.01,2.522,-0.039,3.564,2015-11-27,software_and_services
AEO,KSS,2020-11-12,0.824,0.0,-2.536,3.731,-13.054,3.13,3.116,0.969,-1.085,-0.042,0.032,0.006,0.071,-0.084,0.001,0.015,0.036,-0.01,-0.014,-0.014,-2.687,-0.099,-3.629,-0.136,-4.039,2015-11-27,retailing
ANF,PAG,2020-11-12,0.627,0.5,2.654,0.313,37.089,3.13,3.116,0.751,0.794,0.024,0.028,0.023,-0.034,-0.035,0.019,0.044,-0.045,0.094,0.024,0.03,2.286,-0.078,3.62,-0.09,3.76,2015-11-27,retailing
DDS,PAG,2020-11-12,0.588,0.5,3.01,0.103,36.712,3.13,3.116,0.923,0.88,-0.025,-0.017,-0.041,0.008,-0.025,0.04,0.062,-0.081,0.084,0.067,0.026,2.693,-0.074,3.922,-0.078,3.966,2015-11-27,retailing
DLTR,SNBR,2020-11-12,0.667,0.5,2.929,0.245,16.427,3.13,3.116,0.813,1.647,-0.011,0.005,-0.034,0.01,0.025,-0.0,-0.036,0.019,0.015,0.015,-0.178,4.777,-0.359,6.665,-0.642,9.602,2015-11-27,retailing
GES,PAG,2020-11-12,0.51,0.0,3.222,0.535,34.143,3.13,3.116,0.745,1.073,-0.002,-0.001,0.01,-0.025,-0.002,-0.001,0.011,0.034,-0.027,-0.042,0.06,2.423,-0.007,3.317,-0.031,3.639,2015-11-27,retailing
GPS,PAG,2020-11-12,0.588,0.667,2.703,0.29,36.769,3.13,3.116,0.713,0.732,0.017,0.007,-0.01,0.007,-0.006,-0.014,-0.003,0.016,0.021,-0.009,0.011,2.557,-0.105,4.045,-0.124,4.281,2015-11-27,retailing
AROC,KOS,2020-11-12,0.549,1.0,-2.762,1.267,-4.248,2.873,2.911,0.359,-0.409,-0.014,-0.031,-0.023,-0.023,0.014,0.009,-0.012,-0.054,0.025,0.058,-0.141,-4.065,-0.195,-4.567,-0.191,-4.529,2015-11-27,energy
AROC,XOM,2020-11-12,0.608,0.0,-2.948,6.33,9.864,2.873,2.911,0.616,-1.759,0.005,0.019,-0.029,0.011,-0.086,0.01,0.062,0.008,0.068,-0.006,-0.066,-3.735,-0.055,-3.601,-0.016,-3.139,2015-11-27,energy
GPRE,XOM,2020-11-12,0.588,0.0,-2.596,1.706,32.571,2.873,2.911,0.916,-0.71,-0.016,-0.019,-0.021,0.021,0.093,0.019,-0.053,-0.105,-0.102,0.097,0.166,-1.624,0.156,-1.682,-0.039,-2.824,2015-11-27,energy
ADM,WDFC,2020-11-12,0.647,1.0,2.677,2.425,67.611,3.925,4.678,0.476,2.014,-0.006,0.012,-0.011,-0.008,0.132,-0.008,-0.084,-0.049,0.039,0.063,-0.015,2.898,-0.041,3.278,-0.145,4.8,2015-11-27,consumer_staples
