ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ADBE,DSGX,2017-04-04,1.0,1.0,-2.647,0.176,2.205,3.578,3.369,0.495,-0.133,-0.099,-0.027,0.021,-0.076,0.159,-0.06,-0.093,-0.047,-0.016,-0.038,-0.019,-3.712,-0.005,-2.944,-0.03,-4.351,2012-04-17,software_and_services
CSGS,DSGX,2017-04-04,0.667,0.833,3.272,0.374,6.013,3.578,3.369,0.317,0.842,-0.028,0.009,0.052,0.03,-0.002,0.011,-0.046,0.055,0.01,-0.021,0.034,2.385,-0.013,3.619,0.025,2.622,2012-04-17,software_and_services
CSGS,PEGA,2017-04-04,0.588,0.0,3.693,0.65,5.516,3.578,3.369,0.26,0.006,-0.016,-0.107,0.069,-0.075,0.006,0.054,0.005,-0.057,-0.118,-0.156,-0.018,3.969,-0.202,6.802,-0.196,6.708,2012-04-17,software_and_services
EGHT,PEGA,2017-04-04,0.608,0.0,2.512,1.741,7.015,3.578,3.369,0.151,1.139,-0.029,0.036,-0.006,0.013,-0.045,0.07,0.028,-0.031,0.026,0.012,-0.1,4.444,-0.256,7.47,-0.245,7.269,2012-04-17,software_and_services
ENV,ORCL,2017-04-04,0.588,0.667,3.288,0.138,31.042,3.578,3.369,0.566,0.625,0.058,-0.004,0.012,-0.033,-0.027,0.018,0.073,0.035,0.016,-0.041,-0.013,3.639,-0.017,3.752,-0.083,5.513,2012-04-17,software_and_services
FLT,IT,2017-04-04,0.569,1.0,2.879,0.412,26.276,3.578,3.369,0.314,1.244,0.017,-0.014,-0.012,-0.032,0.013,0.059,-0.025,-0.013,-0.011,-0.02,-0.049,3.854,-0.05,3.88,-0.089,4.669,2012-04-17,software_and_services
INFY,IT,2017-04-04,0.647,0.0,2.515,5.749,47.94,3.578,3.369,0.888,1.585,0.044,0.013,-0.077,-0.034,-0.056,-0.01,0.019,0.05,0.037,-0.022,-0.04,3.167,-0.08,3.811,-0.116,4.406,2012-04-17,software_and_services
MMS,SNPS,2017-04-04,0.667,0.0,2.609,0.605,18.103,3.578,3.369,0.966,2.528,0.024,-0.072,-0.053,-0.057,0.065,0.028,-0.085,-0.038,-0.006,0.037,-0.022,2.939,-0.029,3.044,-0.006,2.698,2012-04-17,software_and_services
PRGS,SNPS,2017-04-04,0.608,0.5,2.635,2.811,-17.886,3.578,3.369,0.021,1.249,-0.056,0.007,0.001,-0.014,-0.059,0.026,0.052,-0.015,0.06,-0.02,-0.002,2.695,-0.015,3.026,0.033,1.752,2012-04-17,software_and_services
ABG,AN,2017-04-04,0.843,0.333,-2.768,0.505,20.104,2.975,3.578,0.691,-0.924,0.013,0.021,-0.047,0.045,-0.003,-0.023,0.013,0.033,0.098,0.099,-0.009,-2.963,-0.005,-2.874,0.03,-2.086,2012-04-17,retailing
AEO,EBAY,2017-04-04,0.667,0.0,3.612,1.184,10.167,2.975,3.578,0.023,2.58,-0.003,-0.02,0.031,0.022,-0.02,-0.054,-0.017,0.061,-0.051,-0.028,0.03,3.07,-0.07,4.869,-0.032,4.194,2012-04-17,retailing
AZO,EBAY,2017-04-04,0.569,0.0,2.922,0.023,9.004,2.975,3.578,0.324,1.981,-0.02,0.012,-0.018,-0.043,0.04,0.011,-0.007,-0.002,-0.052,-0.057,0.016,2.619,-0.065,4.148,-0.097,4.735,2012-04-17,retailing
HD,ORLY,2017-04-04,0.529,0.167,-3.5,2.445,-16.757,2.975,3.578,0.295,-1.825,0.071,-0.032,-0.027,0.017,-0.01,0.033,0.023,-0.058,0.065,0.044,-0.041,-5.193,-0.062,-6.097,-0.161,-10.217,2012-04-17,retailing
APA,GPRK,2017-04-04,0.686,0.0,2.946,0.144,-2.816,3.566,3.424,0.956,1.503,0.005,-0.009,-0.038,-0.02,0.008,-0.008,-0.007,0.017,-0.012,0.034,-0.048,3.573,-0.159,4.999,-0.064,3.774,2012-04-17,energy
APA,TS,2017-04-04,0.647,0.0,3.043,0.346,6.231,3.566,3.424,0.972,1.513,0.021,-0.029,0.032,-0.024,0.008,0.048,-0.006,-0.003,-0.003,0.028,0.054,1.895,0.02,2.627,0.01,2.825,2012-04-17,energy
AROC,YPF,2017-04-04,0.745,1.0,2.511,0.64,13.202,3.566,3.424,0.325,0.376,-0.017,0.045,0.045,0.035,0.059,-0.016,-0.029,0.027,0.014,0.016,0.01,2.386,0.019,2.27,0.087,1.406,2012-04-17,energy
CNQ,OXY,2017-04-04,0.549,0.5,-3.188,1.13,34.863,3.566,3.424,0.87,-1.117,0.036,-0.003,-0.06,-0.095,-0.028,0.049,0.081,-0.002,0.038,0.037,-0.028,-3.936,0.003,-3.107,0.013,-2.845,2012-04-17,energy
CVE,GPRK,2017-04-04,0.882,0.0,4.448,0.427,-1.837,3.566,3.424,0.985,2.236,-0.023,-0.044,0.019,-0.041,-0.062,-0.004,0.016,0.013,0.024,0.061,-0.081,5.363,-0.225,7.006,-0.171,6.383,2012-04-17,energy
CVE,PBR-A,2017-04-04,0.765,0.0,2.539,0.592,-3.017,3.566,3.424,0.919,0.963,-0.003,-0.028,-0.039,0.004,0.014,-0.031,-0.003,0.029,-0.027,-0.017,-0.017,2.677,-0.017,2.678,-0.043,2.892,2012-04-17,energy
DVN,SNP,2017-04-04,0.922,1.0,2.765,0.414,32.312,3.566,3.424,0.366,0.598,0.003,0.016,-0.02,-0.009,0.019,0.04,-0.024,0.002,0.014,-0.009,0.006,2.636,-0.05,3.863,-0.017,3.139,2012-04-17,energy
E,NOG,2017-04-04,1.0,1.0,-2.687,10.359,-180.208,3.566,3.424,0.301,-0.934,0.081,0.042,-0.049,-0.01,-0.06,0.072,0.031,-0.025,0.083,0.024,-0.007,-2.799,-0.029,-3.155,0.014,-2.466,2012-04-17,energy
E,PDS,2017-04-04,0.804,1.0,-2.753,14.011,-209.932,3.566,3.424,0.524,-0.174,0.036,-0.029,0.022,-0.104,0.06,-0.001,-0.034,-0.052,0.035,-0.024,-0.039,-4.003,-0.05,-4.338,-0.023,-3.488,2012-04-17,energy
GPRK,NOG,2017-04-04,0.804,0.0,-3.483,16.373,-14.757,3.566,3.424,0.977,-2.554,-0.023,-0.013,-0.023,-0.007,-0.021,-0.02,0.026,0.053,-0.037,0.044,-0.063,-3.896,-0.246,-5.098,-0.126,-4.309,2012-04-17,energy
OXY,PXD,2017-04-04,0.765,0.0,2.535,3.219,-52.957,3.566,3.424,0.707,1.824,-0.044,0.039,-0.021,0.0,0.023,0.008,0.017,-0.035,-0.036,0.022,0.008,2.361,0.025,2.017,0.045,1.623,2012-04-17,energy
OXY,TS,2017-04-04,0.784,0.0,2.74,0.74,-19.546,3.566,3.424,0.085,1.329,0.014,0.039,-0.024,0.002,-0.028,-0.019,0.023,-0.02,-0.025,0.023,-0.002,2.773,-0.0,2.75,-0.007,2.887,2012-04-17,energy
SLB,SNP,2017-04-04,0.627,0.833,2.748,0.598,7.535,3.566,3.424,0.212,0.399,0.02,0.042,0.013,0.025,0.03,0.042,-0.069,-0.053,-0.017,-0.007,-0.015,3.223,-0.048,4.282,-0.036,3.903,2012-04-17,energy
ADM,SPB,2017-04-04,0.608,0.167,3.148,0.438,56.614,3.889,3.97,0.877,3.127,0.046,-0.055,0.033,0.035,-0.013,-0.027,-0.027,-0.084,-0.064,0.008,0.039,2.668,-0.033,3.547,0.058,2.436,2012-04-17,consumer_staples
BGS,PM,2017-04-04,0.725,0.5,3.965,1.325,32.917,3.889,3.97,0.034,2.361,-0.059,0.093,0.054,0.017,0.0,0.047,-0.046,-0.012,0.023,0.021,0.016,3.517,-0.046,5.251,-0.068,5.889,2012-04-17,consumer_staples
BGS,UL,2017-04-04,0.569,0.667,2.767,0.267,28.975,3.889,3.97,0.106,0.566,-0.034,0.076,-0.041,0.066,-0.014,-0.076,-0.026,0.001,-0.001,-0.028,-0.05,4.072,-0.128,6.121,-0.1,5.397,2012-04-17,consumer_staples
BUD,RAD,2017-04-04,0.529,0.5,-3.072,1.194,27.158,3.889,3.97,0.076,-1.254,-0.007,-0.025,0.032,0.02,0.033,-0.105,-0.011,0.023,0.02,-0.01,-0.081,-3.891,-0.098,-4.064,-0.178,-4.882,2012-04-17,consumer_staples
CL,SPB,2017-04-04,0.647,0.0,2.567,2.097,-50.924,3.889,3.97,0.548,1.237,0.012,-0.119,-0.027,-0.047,0.033,-0.05,-0.02,-0.069,-0.103,-0.056,0.015,2.084,0.019,1.933,0.039,1.295,2012-04-17,consumer_staples
EL,UL,2017-04-04,0.824,0.667,3.277,0.24,16.817,3.889,3.97,0.371,0.636,-0.022,0.008,0.009,-0.002,0.021,0.037,-0.041,-0.019,-0.029,0.021,-0.015,3.846,-0.062,5.589,-0.027,4.272,2012-04-17,consumer_staples
FDP,MGPI,2017-04-04,0.529,0.667,2.895,1.132,-23.163,3.889,3.97,0.81,0.487,0.01,-0.01,-0.011,-0.031,-0.006,0.011,-0.005,-0.036,0.047,-0.063,-0.081,5.378,-0.035,3.954,-0.059,4.698,2012-04-17,consumer_staples
FMX,UL,2017-04-04,0.608,0.667,2.68,0.116,25.901,3.889,3.97,0.009,1.396,-0.002,-0.014,-0.033,0.017,0.019,-0.039,-0.008,0.05,-0.004,-0.052,-0.051,3.827,-0.111,5.17,-0.067,4.181,2012-04-17,consumer_staples
GIS,UL,2017-04-04,0.922,0.667,3.302,0.311,21.156,3.889,3.97,0.227,0.768,0.023,-0.044,-0.03,-0.038,-0.107,-0.007,0.087,0.022,-0.006,-0.012,-0.048,4.882,-0.117,7.139,-0.088,6.188,2012-04-17,consumer_staples
INGR,MGPI,2017-04-04,0.569,0.167,3.376,0.615,-28.763,3.889,3.97,0.621,1.421,0.033,0.022,0.007,0.005,-0.012,-0.001,-0.004,0.092,0.004,-0.002,-0.016,3.766,0.021,2.86,0.021,2.875,2012-04-17,consumer_staples
INGR,PM,2017-04-04,0.667,0.0,3.993,0.394,32.092,3.889,3.97,0.12,3.191,-0.015,0.013,-0.016,-0.007,-0.019,0.093,-0.006,-0.044,0.041,0.023,0.017,3.42,-0.064,6.213,-0.04,5.362,2012-04-17,consumer_staples
INGR,UL,2017-04-04,0.529,0.5,2.561,0.079,28.819,3.889,3.97,0.051,0.611,0.032,-0.062,-0.036,-0.015,0.038,-0.074,-0.043,0.079,0.012,-0.012,-0.048,3.895,-0.136,6.314,-0.085,4.898,2012-04-17,consumer_staples
K,PM,2017-04-04,0.627,0.167,4.52,1.259,-6.1,3.889,3.97,0.052,3.742,0.035,0.032,-0.042,0.042,-0.024,-0.016,0.025,0.026,-0.002,-0.002,-0.001,4.578,-0.032,5.876,-0.055,6.82,2012-04-17,consumer_staples
PPC,UL,2017-04-04,0.725,0.667,2.643,0.142,32.369,3.889,3.97,0.726,1.203,-0.091,-0.014,0.068,0.009,-0.044,0.07,0.069,-0.01,0.044,0.02,-0.048,3.569,-0.142,5.38,-0.095,4.473,2012-04-17,consumer_staples
PRMW,UL,2017-04-04,0.569,0.667,3.149,0.609,29.22,3.889,3.97,0.265,0.618,-0.055,-0.038,0.054,0.0,0.013,0.005,-0.009,-0.021,0.009,-0.012,-0.04,4.284,-0.111,6.342,-0.062,4.932,2012-04-17,consumer_staples
RAD,UL,2017-04-04,0.784,0.5,2.735,0.002,35.076,3.889,3.97,0.593,1.209,-0.013,0.001,0.039,0.067,-0.032,0.02,0.007,0.032,-0.005,0.002,-0.06,3.798,-0.155,5.488,-0.101,4.535,2012-04-17,consumer_staples
TAP,UL,2017-04-04,0.569,0.333,2.652,0.112,27.083,3.889,3.97,0.429,0.779,-0.017,0.04,-0.032,0.041,-0.009,-0.041,-0.043,-0.003,-0.089,0.02,-0.056,4.18,-0.124,6.022,-0.098,5.326,2012-04-17,consumer_staples
THS,UL,2017-04-04,0.647,0.667,2.879,0.154,22.683,3.889,3.97,0.497,0.85,0.039,-0.001,-0.003,0.009,-0.009,0.041,0.002,-0.065,-0.005,-0.027,-0.066,4.67,-0.138,6.589,-0.085,5.163,2012-04-17,consumer_staples
TSN,UL,2017-04-04,0.725,0.667,2.786,0.134,29.33,3.889,3.97,0.433,0.515,-0.01,-0.003,0.005,0.008,-0.018,-0.028,-0.004,0.025,0.006,0.005,-0.049,4.126,-0.141,6.656,-0.085,5.139,2012-04-17,consumer_staples
