ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACIW,INTU,2020-03-27,0.529,0.333,2.854,9.707,-64.535,5.053,4.95,0.372,1.132,0.006,0.009,-0.012,0.035,-0.012,0.009,-0.007,-0.06,-0.005,0.017,-0.013,3.104,-0.048,3.783,-0.059,3.998,2015-04-13,software_and_services
ACIW,VRSN,2020-03-27,0.569,0.167,3.504,7.68,-61.844,5.053,4.95,0.14,1.14,-0.013,0.025,-0.014,0.023,-0.027,0.044,0.03,-0.018,0.008,0.029,-0.036,4.271,-0.038,4.305,-0.017,3.867,2015-04-13,software_and_services
ACN,WNS,2020-03-27,0.529,1.0,-3.35,0.41,-14.285,5.053,4.95,0.345,-0.291,-0.001,-0.039,0.037,0.007,0.027,0.004,-0.008,0.04,0.009,-0.035,-0.028,-4.476,-0.087,-6.806,-0.079,-6.483,2015-04-13,software_and_services
ADBE,WNS,2020-03-27,0.569,0.667,-6.011,0.168,9.368,5.053,4.95,0.363,-1.647,0.004,0.03,0.015,0.032,-0.005,0.003,-0.019,0.012,-0.002,-0.007,-0.013,-6.384,-0.064,-7.873,-0.093,-8.728,2015-04-13,software_and_services
ADP,GIB,2020-03-27,0.843,0.5,-4.173,0.417,9.886,5.053,4.95,0.19,-1.896,0.029,0.019,-0.005,0.003,0.013,-0.01,-0.014,0.053,-0.016,0.003,0.06,-2.184,0.082,-1.434,0.062,-2.093,2015-04-13,software_and_services
ADP,INTU,2020-03-27,0.902,1.0,2.588,2.049,-61.682,5.053,4.95,0.589,0.21,0.087,-0.035,-0.078,-0.124,-0.118,0.088,0.109,-0.04,0.114,0.062,-0.028,3.886,-0.056,5.201,-0.058,5.307,2015-04-13,software_and_services
ADP,IT,2020-03-27,0.706,1.0,-3.189,0.541,66.089,5.053,4.95,0.015,-0.091,-0.039,-0.04,-0.025,0.031,0.024,-0.007,-0.032,0.039,0.008,-0.022,0.022,-2.787,0.057,-2.154,0.032,-2.604,2015-04-13,software_and_services
ADP,MSFT,2020-03-27,0.765,0.0,4.204,1.115,-38.683,5.053,4.95,0.635,4.024,-0.003,-0.024,0.009,0.038,-0.037,-0.016,0.023,0.057,-0.005,0.039,-0.025,4.896,-0.059,5.852,-0.107,7.186,2015-04-13,software_and_services
ADP,NICE,2020-03-27,0.725,0.0,4.514,1.126,-32.345,5.053,4.95,0.037,1.156,0.012,-0.002,-0.0,0.005,0.015,-0.046,-0.028,-0.019,-0.044,0.01,-0.009,4.802,-0.06,6.494,-0.077,7.057,2015-04-13,software_and_services
ADP,VRSN,2020-03-27,0.529,0.833,2.897,1.577,-53.867,5.053,4.95,0.027,0.285,-0.036,-0.005,0.006,-0.012,-0.021,0.029,-0.008,0.069,0.027,0.014,-0.051,5.032,-0.049,4.916,-0.021,3.777,2015-04-13,software_and_services
ADSK,IT,2020-03-27,0.843,0.5,-3.004,0.465,71.493,5.053,4.95,0.793,-1.17,0.061,-0.074,-0.039,-0.052,0.028,-0.009,-0.02,0.04,-0.05,-0.002,-0.039,-3.619,-0.067,-4.06,-0.172,-5.714,2015-04-13,software_and_services
ADSK,MMS,2020-03-27,0.667,0.167,-2.793,0.134,45.796,5.053,4.95,0.684,-0.82,0.014,0.025,-0.011,0.043,0.034,0.008,-0.024,0.053,-0.019,0.041,0.096,-1.128,0.131,-0.531,0.026,-2.341,2015-04-13,software_and_services
ANSS,IT,2020-03-27,0.588,0.333,-3.314,0.241,93.886,5.053,4.95,0.376,-2.088,-0.011,0.026,0.012,0.019,0.036,0.05,-0.045,-0.013,0.043,-0.052,0.011,-3.184,0.028,-2.974,-0.009,-3.424,2015-04-13,software_and_services
ANSS,MMS,2020-03-27,0.804,0.167,-3.944,0.09,48.557,5.053,4.95,0.729,-1.645,-0.03,0.046,0.005,0.049,-0.005,0.019,-0.017,-0.041,0.002,0.052,0.118,-1.767,0.176,-0.688,0.118,-1.758,2015-04-13,software_and_services
ANSS,SSNC,2020-03-27,0.51,0.0,-2.593,0.153,22.109,5.053,4.95,0.263,-1.336,0.013,0.042,0.055,0.064,0.043,-0.06,-0.023,0.068,-0.049,-0.011,0.07,-1.631,0.096,-1.272,0.035,-2.107,2015-04-13,software_and_services
APPS,MMS,2020-03-27,0.608,0.5,-4.114,1.946,58.368,5.053,4.95,0.0,-0.876,-0.007,0.015,0.038,0.017,0.013,0.006,-0.001,-0.016,-0.037,0.024,0.134,-1.609,0.229,0.155,-0.011,-4.321,2015-04-13,software_and_services
AZPN,GIB,2020-03-27,0.549,0.0,-4.117,0.41,25.457,5.053,4.95,0.466,-1.544,-0.01,0.106,-0.013,0.016,0.095,-0.175,-0.165,0.06,-0.116,-0.089,0.116,-1.131,0.112,-1.214,0.107,-1.343,2015-04-13,software_and_services
BB,MMS,2020-03-27,0.706,0.0,-3.444,-1.077,74.149,5.053,4.95,0.253,-1.492,-0.03,-0.007,-0.012,-0.003,-0.024,0.03,0.054,0.004,-0.0,0.081,0.248,-0.978,0.376,0.295,0.307,-0.387,2015-04-13,software_and_services
CDNS,IT,2020-03-27,0.588,0.5,-3.432,0.828,94.168,5.053,4.95,0.067,-1.08,0.016,-0.102,0.04,-0.03,0.193,-0.181,-0.235,0.042,-0.196,-0.14,-0.022,-3.721,-0.028,-3.8,-0.084,-4.528,2015-04-13,software_and_services
CDNS,MMS,2020-03-27,0.882,0.667,-4.588,0.322,48.051,5.053,4.95,0.429,-1.111,-0.028,0.024,-0.02,0.021,0.033,-0.055,-0.082,0.006,-0.031,-0.066,0.089,-2.602,0.127,-1.751,0.053,-3.393,2015-04-13,software_and_services
CDNS,VRNT,2020-03-27,0.529,0.0,-2.616,0.205,13.373,5.053,4.95,0.151,-0.778,0.029,-0.006,0.06,-0.006,-0.024,0.044,0.038,0.05,0.024,0.011,-0.075,-3.919,-0.098,-4.304,-0.159,-5.361,2015-04-13,software_and_services
CSGS,IBM,2020-03-27,0.608,1.0,-2.875,0.539,90.056,5.053,4.95,0.166,-0.336,-0.011,-0.028,-0.019,-0.014,-0.023,0.052,0.021,0.004,0.017,0.037,0.102,-1.279,0.109,-1.171,0.082,-1.584,2015-04-13,software_and_services
CSGS,MMS,2020-03-27,0.706,0.5,-3.057,0.704,35.468,5.053,4.95,0.218,-0.817,-0.117,0.154,0.122,0.019,0.158,-0.114,-0.122,0.003,-0.114,-0.036,0.081,-1.149,0.167,0.859,0.177,1.089,2015-04-13,software_and_services
