ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ADP,INFY,2017-01-06,0.784,0.0,-2.712,0.056,2.701,2.869,2.793,0.123,-1.317,-0.013,-0.022,-0.005,-0.079,0.044,-0.077,-0.057,0.033,0.016,0.002,0.002,-2.666,0.012,-2.478,0.019,-2.338,2012-01-20,software_and_services
CRM,MA,2017-01-06,0.941,0.5,2.673,0.909,23.925,2.869,2.793,0.251,0.991,0.023,-0.026,-0.052,-0.059,-0.006,0.008,-0.013,-0.047,-0.014,0.021,0.04,1.325,0.033,1.573,0.029,1.695,2012-01-20,software_and_services
DSGX,PEGA,2017-01-06,0.569,0.833,2.739,1.398,0.281,2.869,2.793,0.173,0.587,0.019,0.047,-0.043,-0.002,0.02,-0.027,-0.021,0.026,0.052,0.034,-0.03,3.673,-0.095,5.717,-0.082,5.326,2012-01-20,software_and_services
INFY,INTU,2017-01-06,0.706,0.0,2.507,8.87,30.52,2.869,2.793,0.911,1.696,-0.074,-0.054,0.063,0.056,0.096,-0.018,-0.058,0.019,-0.078,0.008,-0.02,2.842,-0.036,3.095,-0.001,2.516,2012-01-20,software_and_services
INFY,PAYX,2017-01-06,0.529,0.0,2.719,4.279,10.905,2.869,2.793,0.886,2.438,-0.022,0.081,-0.011,0.038,-0.048,0.02,0.024,0.018,0.021,0.021,0.018,2.44,-0.004,2.787,0.039,2.096,2012-01-20,software_and_services
MMS,WU,2017-01-06,0.627,0.833,2.848,0.149,6.542,2.869,2.793,0.118,1.469,0.126,-0.084,-0.055,-0.085,0.038,0.012,-0.049,0.019,-0.044,-0.003,0.072,1.234,0.108,0.446,0.097,0.696,2012-01-20,software_and_services
ABG,WSM,2017-01-06,0.98,1.0,-2.501,0.657,10.203,2.897,3.334,0.739,-0.204,0.002,0.026,-0.033,-0.026,0.02,0.031,-0.008,0.023,-0.011,-0.015,-0.052,-3.749,-0.009,-2.707,0.092,-0.306,2012-01-20,retailing
AEO,EBAY,2017-01-06,0.667,0.833,3.199,1.139,10.218,2.897,3.334,0.025,0.379,0.016,0.001,0.029,0.023,0.046,-0.002,-0.032,0.045,0.021,-0.017,-0.022,3.756,-0.046,4.348,-0.079,5.18,2012-01-20,retailing
BBWI,EBAY,2017-01-06,0.569,0.0,2.514,0.139,17.793,2.897,3.334,0.833,1.586,0.006,0.024,-0.009,0.043,0.064,0.087,-0.025,-0.067,0.021,0.007,-0.045,3.123,-0.085,3.665,-0.112,4.035,2012-01-20,retailing
DLTR,ROST,2017-01-06,0.569,0.0,2.672,0.682,-2.221,2.897,3.334,0.672,1.661,0.039,-0.018,-0.015,-0.037,0.049,-0.015,-0.059,-0.009,-0.02,-0.041,-0.02,3.165,-0.022,3.21,0.02,2.17,2012-01-20,retailing
GPI,WSM,2017-01-06,0.941,0.5,-3.468,0.683,7.546,2.897,3.334,0.005,-1.215,0.073,0.016,-0.02,0.055,-0.016,0.047,0.021,0.03,0.05,0.015,-0.012,-3.714,0.015,-3.166,0.14,-0.679,2012-01-20,retailing
KMX,SNBR,2017-01-06,0.608,1.0,-2.575,0.498,-4.31,2.897,3.334,0.264,-0.121,-0.022,0.002,0.014,0.039,-0.018,-0.007,0.022,0.015,0.075,-0.03,-0.065,-4.303,0.032,-1.724,0.124,0.733,2012-01-20,retailing
BP,SWN,2017-01-06,0.549,0.833,-3.154,3.457,-64.893,3.228,3.32,0.318,-1.443,0.044,0.031,-0.016,0.037,0.095,0.005,-0.076,-0.0,-0.027,0.031,0.074,-1.93,0.064,-2.087,0.04,-2.483,2012-01-20,energy
CLR,HAL,2017-01-06,0.961,0.667,3.28,0.59,14.231,3.228,3.32,0.475,0.238,0.036,-0.007,-0.057,-0.021,0.051,0.084,-0.03,-0.071,-0.018,0.096,-0.026,4.255,0.008,2.961,0.037,1.894,2012-01-20,energy
CLR,RES,2017-01-06,0.51,0.0,3.192,0.21,5.139,3.228,3.32,0.874,1.279,-0.047,-0.014,0.059,-0.045,0.03,0.035,-0.04,0.064,0.03,-0.033,-0.039,4.017,0.042,2.288,0.034,2.47,2012-01-20,energy
CRK,SU,2017-01-06,0.588,0.333,2.907,0.063,20.964,3.228,3.32,0.995,0.98,-0.099,0.053,-0.021,-0.008,-0.042,0.063,0.018,-0.043,0.001,0.025,0.075,1.789,0.086,1.615,0.059,2.021,2012-01-20,energy
CVX,OXY,2017-01-06,0.627,0.833,-2.766,0.528,19.801,3.228,3.32,0.075,-1.376,0.047,0.075,0.044,0.02,0.092,-0.041,-0.062,0.041,0.084,0.106,-0.012,-3.117,-0.038,-3.912,-0.029,-3.657,2012-01-20,energy
DRQ,TS,2017-01-06,0.608,0.0,2.791,0.273,5.217,3.228,3.32,0.278,1.991,-0.032,0.025,0.035,-0.01,-0.009,-0.04,0.019,0.017,0.009,0.04,0.028,2.325,0.038,2.155,-0.019,3.118,2012-01-20,energy
