ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ADBE,CDNS,2018-04-03,0.863,0.167,-4.211,0.196,5.191,3.807,4.598,0.463,-4.128,-0.059,0.04,0.044,0.027,0.016,0.009,-0.007,0.058,0.01,-0.057,0.034,-3.218,-0.0,-4.225,0.027,-3.422,2013-04-17,software_and_services
ADBE,IT,2018-04-03,0.627,0.333,-2.846,0.361,59.074,3.807,4.598,0.439,-0.911,-0.044,0.032,0.066,0.026,-0.032,0.034,0.025,0.019,-0.027,-0.021,0.01,-2.564,0.016,-2.412,0.034,-1.908,2013-04-17,software_and_services
BLKB,EEFT,2018-04-03,0.745,0.333,-3.852,0.561,39.111,3.807,4.598,0.166,-1.6,-0.025,0.023,-0.036,0.014,-0.02,0.036,0.039,-0.055,0.02,0.022,0.06,-2.534,0.099,-1.684,0.081,-2.084,2013-04-17,software_and_services
BR,EBIX,2018-04-03,0.529,0.0,-2.996,1.046,-16.314,3.807,4.598,0.145,-1.466,0.001,-0.001,-0.024,-0.007,0.013,-0.043,-0.025,0.056,0.013,0.023,0.025,-2.28,-0.044,-4.264,-0.026,-3.76,2013-04-17,software_and_services
BR,FICO,2018-04-03,0.549,0.0,-3.136,1.756,9.969,3.807,4.598,0.011,-0.97,0.043,0.018,-0.031,0.035,-0.017,-0.001,-0.004,-0.048,-0.022,-0.019,0.014,-2.391,0.019,-2.171,0.038,-1.147,2013-04-17,software_and_services
CDNS,DSGX,2018-04-03,0.941,1.0,2.608,0.514,7.025,3.807,4.598,0.199,0.184,0.003,-0.023,0.03,-0.013,0.023,-0.014,-0.002,-0.052,0.039,0.012,0.017,1.898,0.039,0.929,-0.007,2.895,2013-04-17,software_and_services
CRM,EEFT,2018-04-03,0.745,0.0,-3.455,0.545,33.546,3.807,4.598,0.005,-2.004,-0.071,-0.001,0.032,-0.013,-0.058,0.039,0.071,-0.023,-0.001,0.007,0.019,-3.094,0.033,-2.828,-0.003,-3.507,2013-04-17,software_and_services
DOX,EEFT,2018-04-03,0.686,0.333,-3.571,2.064,-33.383,3.807,4.598,0.303,-0.904,0.023,-0.01,-0.008,-0.017,-0.036,-0.037,-0.007,0.049,-0.018,-0.054,0.024,-2.731,0.041,-2.13,0.06,-1.455,2013-04-17,software_and_services
DSGX,EEFT,2018-04-03,0.922,0.833,-4.653,2.187,31.469,3.807,4.598,0.0,-0.772,0.025,-0.068,-0.052,0.021,-0.047,-0.031,-0.027,0.001,-0.012,-0.012,0.027,-3.872,0.063,-2.842,0.027,-3.88,2013-04-17,software_and_services
DSGX,SPNS,2018-04-03,0.569,0.0,-2.889,0.116,8.283,3.807,4.598,0.178,-1.623,0.018,0.007,-0.018,-0.0,0.03,-0.031,-0.072,0.019,0.024,0.029,0.029,-2.666,0.089,-2.195,0.085,-2.227,2013-04-17,software_and_services
