ticker_x,ticker_y,trade_date,adf_pass_rate,adf_pass_rate_recent,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACIW,VRSN,2020-05-11,0.569,0.0,3.281,7.145,-43.435,4.302,4.46,0.349,1.831,-0.002,-0.015,-0.034,-0.013,0.04,-0.02,-0.042,0.009,-0.042,-0.017,0.031,2.686,-0.002,3.314,0.093,1.517,2015-05-26,software_and_services
ACN,WNS,2020-05-11,0.549,0.667,-4.147,0.399,-12.951,4.302,4.46,0.381,-1.076,-0.03,-0.036,-0.012,0.001,0.006,-0.018,-0.011,0.029,-0.018,-0.05,-0.008,-4.437,-0.032,-5.273,0.019,-3.494,2015-05-26,software_and_services
ADBE,WNS,2020-05-11,0.569,0.167,-4.356,0.146,14.121,4.302,4.46,0.616,-3.445,-0.133,-0.025,-0.05,0.02,-0.012,0.039,0.034,-0.024,-0.011,0.02,0.023,-3.904,-0.05,-5.336,0.087,-2.647,2015-05-26,software_and_services
ADP,INTU,2020-05-11,0.902,0.5,4.511,2.04,-58.55,4.302,4.46,0.745,1.624,0.03,-0.017,-0.009,-0.089,-0.009,-0.016,-0.005,0.037,0.053,0.002,0.026,3.353,-0.023,5.557,-0.049,6.707,2015-05-26,software_and_services
ADP,MSFT,2020-05-11,0.706,0.0,4.204,1.133,-38.754,4.302,4.46,0.828,1.361,-0.0,-0.017,-0.001,-0.019,-0.014,-0.006,0.005,0.055,-0.015,-0.007,0.006,4.066,-0.068,5.747,-0.081,6.05,2015-05-26,software_and_services
ADP,NICE,2020-05-11,0.725,0.0,3.987,1.137,-32.08,4.302,4.46,0.181,2.209,-0.013,-0.022,0.01,-0.015,0.015,0.008,-0.009,0.019,0.008,-0.004,-0.001,4.018,-0.045,5.243,-0.14,7.903,2015-05-26,software_and_services
ADP,VRSN,2020-05-11,0.529,0.333,3.453,1.585,-53.081,4.302,4.46,0.068,1.191,0.031,-0.012,0.014,-0.005,-0.001,-0.002,-0.028,-0.041,0.009,0.077,0.038,2.096,0.017,2.846,-0.006,3.683,2015-05-26,software_and_services
DLB,JKHY,2020-05-11,0.588,0.167,4.459,2.168,-1.221,4.302,4.46,0.084,3.538,0.027,0.018,0.009,0.003,0.018,0.003,-0.013,-0.015,-0.006,0.01,0.061,3.141,0.072,2.888,0.093,2.423,2015-05-26,software_and_services
DSGX,IT,2020-05-11,0.725,0.0,-2.769,1.687,80.086,4.302,4.46,0.049,-1.566,0.037,0.02,-0.003,0.021,0.046,-0.041,-0.061,0.037,-0.066,0.029,-0.005,-2.842,-0.08,-3.929,-0.027,-3.159,2015-05-26,software_and_services
DSGX,OTEX,2020-05-11,0.608,0.833,-3.082,0.677,12.802,4.302,4.46,0.226,-0.323,0.008,-0.027,-0.029,-0.018,-0.019,-0.002,-0.005,-0.054,0.006,-0.003,0.005,-2.834,-0.046,-5.286,-0.037,-4.876,2015-05-26,software_and_services
DSGX,SAP,2020-05-11,0.549,0.833,-3.258,1.581,55.079,4.302,4.46,0.124,-0.467,0.05,-0.007,-0.064,-0.008,0.021,-0.004,-0.027,0.054,0.026,-0.001,0.075,-0.826,0.13,0.974,0.146,1.482,2015-05-26,software_and_services
EEFT,ORCL,2020-05-11,0.51,1.0,3.221,0.108,35.716,4.302,4.46,0.327,0.12,0.052,-0.002,-0.018,-0.014,-0.017,-0.041,0.022,-0.018,-0.043,-0.017,0.027,2.415,-0.056,4.882,-0.007,3.432,2015-05-26,software_and_services
FICO,GIB,2020-05-11,0.51,0.0,-3.304,0.111,38.168,4.302,4.46,0.2,-2.319,0.003,0.018,0.009,0.061,0.023,0.009,-0.021,-0.016,-0.003,-0.027,-0.015,-3.642,-0.046,-4.337,-0.008,-3.479,2015-05-26,software_and_services
FIS,MSFT,2020-05-11,0.51,0.333,4.51,1.638,-65.331,4.302,4.46,0.217,1.788,-0.111,-0.095,0.008,-0.016,0.104,0.022,-0.013,-0.103,0.053,-0.03,0.026,3.443,-0.033,5.826,0.019,3.73,2015-05-26,software_and_services
FIS,NICE,2020-05-11,0.608,0.833,4.029,1.6,-54.169,4.302,4.46,0.066,0.283,-0.011,0.006,-0.01,0.044,-0.016,-0.012,-0.03,0.078,-0.034,0.028,0.02,2.982,-0.013,4.699,-0.032,5.724,2015-05-26,software_and_services
FISV,NICE,2020-05-11,0.667,0.667,3.481,1.612,-16.783,4.302,4.46,0.504,0.572,0.018,0.047,-0.005,0.001,-0.029,-0.017,-0.023,0.026,-0.043,-0.006,-0.015,4.1,-0.083,6.932,-0.131,8.95,2015-05-26,software_and_services
GIB,INTU,2020-05-11,0.647,0.0,3.493,4.295,-67.291,4.302,4.46,0.388,2.631,-0.007,0.053,0.062,-0.011,0.048,-0.01,-0.016,-0.045,0.038,0.033,0.022,2.952,-0.037,4.424,0.021,2.977,2015-05-26,software_and_services
GIB,LPSN,2020-05-11,0.765,1.0,3.726,0.867,-32.565,4.302,4.46,0.093,0.304,0.047,0.0,-0.015,-0.006,0.001,-0.028,-0.004,0.051,0.016,-0.066,0.038,2.636,-0.089,6.246,-0.193,9.221,2015-05-26,software_and_services
GIB,MA,2020-05-11,0.667,0.0,3.037,4.966,-110.32,4.302,4.46,0.442,1.853,-0.013,-0.003,-0.02,0.025,-0.006,0.017,-0.007,-0.054,0.039,0.059,-0.014,3.394,-0.026,3.7,-0.015,3.419,2015-05-26,software_and_services
GIB,MSFT,2020-05-11,0.588,0.0,3.949,2.328,-39.83,4.302,4.46,0.839,2.821,0.032,0.044,0.047,0.057,-0.003,0.006,-0.013,-0.022,0.007,0.039,0.001,3.928,-0.083,5.394,-0.019,4.287,2015-05-26,software_and_services
GIB,NICE,2020-05-11,0.804,0.0,3.874,2.421,-38.694,4.302,4.46,0.478,3.366,0.017,0.021,-0.018,0.056,0.014,0.023,-0.006,-0.012,0.023,0.024,-0.005,3.983,-0.058,5.128,-0.075,5.483,2015-05-26,software_and_services
MA,MSFT,2020-05-11,0.725,0.0,4.46,0.523,0.558,4.302,4.46,0.733,4.063,0.034,-0.088,0.016,-0.028,0.111,-0.112,-0.164,0.084,-0.096,-0.124,0.018,3.755,-0.059,6.738,-0.0,4.46,2015-05-26,software_and_services
MA,NICE,2020-05-11,0.961,0.667,3.8,0.508,10.665,4.302,4.46,0.4,0.741,-0.025,-0.008,-0.008,0.013,-0.018,0.014,-0.014,-0.001,-0.008,-0.059,0.01,3.291,-0.036,5.663,-0.061,6.997,2015-05-26,software_and_services
