ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ACHC,NTUS,2020-08-13,0.882,-2.725,0.472,15.151,4.29,0.36984724,-1.1206071,0.017,-2.598,-0.013,-2.817,-0.057,-3.14,2015-08-27,health_care_equipment_and_services
ALGN,MODV,2020-08-13,0.804,3.477,0.079,44.259,4.29,0.8412477,1.175476,0.022,3.073,-0.053,4.436,-0.242,7.83,2015-08-27,health_care_equipment_and_services
ALGN,QDEL,2020-08-13,0.686,3.472,0.104,48.819,4.29,0.9708521,0.5965799,0.324,1.591,-0.083,3.955,0.179,2.431,2015-08-27,health_care_equipment_and_services
AMEH,HUM,2020-08-13,0.686,2.606,2.145,258.847,4.29,0.7974126,1.5641574,0.034,2.27,-0.026,2.867,-0.012,2.723,2015-08-27,health_care_equipment_and_services
AMEH,ISRG,2020-08-13,0.882,2.66,2.183,129.669,4.29,0.79463136,1.3309596,-0.034,3.046,-0.073,3.49,-0.052,3.249,2015-08-27,health_care_equipment_and_services
AMEH,MODV,2020-08-13,0.941,3.724,0.817,50.878,4.29,0.7786764,1.3591474,0.015,3.508,-0.065,4.697,-0.372,9.26,2015-08-27,health_care_equipment_and_services
AMEH,PHG,2020-08-13,0.588,2.524,0.084,37.773,4.29,0.71388054,1.4491607,0.111,1.159,0.083,1.501,-0.004,2.567,2015-08-27,health_care_equipment_and_services
AMEH,QDEL,2020-08-13,0.725,3.559,0.378,69.204,4.29,0.931836,0.07608806,0.351,1.716,-0.098,4.071,0.138,2.836,2015-08-27,health_care_equipment_and_services
AMEH,UNH,2020-08-13,0.824,2.572,2.077,203.755,4.29,0.7558098,1.1689432,0.031,2.186,-0.026,2.89,-0.083,3.597,2015-08-27,health_care_equipment_and_services
AMN,HUM,2020-08-13,0.51,2.711,1.374,220.422,4.29,0.6620808,1.6132073,0.042,2.256,0.006,2.644,0.011,2.59,2015-08-27,health_care_equipment_and_services
AMN,ISRG,2020-08-13,0.549,2.78,1.123,105.574,4.29,0.48061076,1.4155333,-0.016,2.98,-0.027,3.113,-0.019,3.011,2015-08-27,health_care_equipment_and_services
AMN,QDEL,2020-08-13,0.588,3.551,-0.775,117.999,4.29,0.70245457,0.19372754,0.418,1.749,-0.167,4.27,0.134,2.975,2015-08-27,health_care_equipment_and_services
ANTM,CYRX,2020-08-13,0.588,2.64,0.096,-9.202,4.29,0.873307,2.1162307,-0.442,7.384,-0.311,5.985,-0.36,6.501,2015-08-27,health_care_equipment_and_services
ANTM,ISRG,2020-08-13,0.627,3.139,0.671,0.655,4.29,0.8121104,0.6015351,-0.046,4.471,-0.027,3.913,0.029,2.296,2015-08-27,health_care_equipment_and_services
ATRI,HOLX,2020-08-13,0.529,3.829,0.025,28.202,4.29,0.7429523,3.3312397,0.083,2.721,0.004,3.773,-0.04,4.362,2015-08-27,health_care_equipment_and_services
BAX,CHE,2020-08-13,0.667,2.902,8.415,-271.564,4.29,0.16169983,0.12815696,0.004,2.729,-0.017,3.624,-0.007,3.182,2015-08-27,health_care_equipment_and_services
BAX,CYRX,2020-08-13,0.863,3.121,0.535,-24.337,4.29,0.4453575,1.4284223,-0.328,9.654,-0.289,8.877,-0.352,10.141,2015-08-27,health_care_equipment_and_services
BAX,SLP,2020-08-13,0.549,3.607,1.072,-51.614,4.29,0.079987794,2.7104552,-0.018,3.987,-0.12,6.082,-0.078,5.206,2015-08-27,health_care_equipment_and_services
BDX,ISRG,2020-08-13,1.0,2.913,1.135,-88.676,4.29,0.12186703,0.054867193,-0.071,5.985,-0.094,7.009,-0.069,5.915,2015-08-27,health_care_equipment_and_services
BDX,QDEL,2020-08-13,0.725,3.345,1.175,-189.011,4.29,0.67553985,2.631235,0.113,1.922,-0.098,4.58,0.026,3.011,2015-08-27,health_care_equipment_and_services
BSX,ENSG,2020-08-13,0.51,2.518,1.63,-20.488,4.29,0.07390004,0.47269517,0.026,1.847,-0.01,2.768,-0.118,5.558,2015-08-27,health_care_equipment_and_services
BSX,HOLX,2020-08-13,0.529,3.981,0.793,16.729,4.29,0.2194379,3.2921429,0.086,2.266,0.014,3.705,-0.036,4.699,2015-08-27,health_care_equipment_and_services
BSX,LHCG,2020-08-13,0.608,3.086,4.2,-42.658,4.29,0.5526754,2.7122314,-0.01,3.245,-0.073,4.223,-0.092,4.522,2015-08-27,health_care_equipment_and_services
CAH,NTUS,2020-08-13,0.804,-2.624,0.233,19.84,4.29,0.9058216,-1.6887226,0.061,-2.285,0.056,-2.313,0.065,-2.261,2015-08-27,health_care_equipment_and_services
CHE,IDXX,2020-08-13,0.627,2.744,0.566,40.473,4.29,0.48095694,1.4054213,0.017,2.22,-0.066,4.815,-0.121,6.541,2015-08-27,health_care_equipment_and_services
