ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,CUTR,2017-03-29,0.686,2.924,0.107,4.293,3.535,0.72,2.9,-0.012,-0.017,0.029,0.008,0.073,-0.051,-0.056,-0.014,-0.102,-0.034,0.006,2.857,-0.052,3.522,-0.184,5.054,2012-04-11,health_care_equipment_and_services
ABT,CUTR,2017-03-29,0.686,2.555,0.442,-4.063,3.535,0.532,2.127,0.013,-0.074,0.009,-0.045,-0.064,-0.041,0.049,0.077,-0.015,0.02,0.015,2.319,-0.038,3.137,-0.115,4.33,2012-04-11,health_care_equipment_and_services
ACHC,CUTR,2017-03-29,0.706,2.673,-0.008,13.275,3.535,0.939,2.656,-0.028,0.092,-0.015,0.014,0.012,0.001,-0.005,-0.039,0.034,-0.002,0.045,2.353,-0.084,3.269,-0.306,4.854,2012-04-11,health_care_equipment_and_services
ANTM,ENSG,2017-03-29,0.863,-2.923,0.13,2.358,3.535,0.733,-1.307,0.023,-0.021,-0.004,-0.0,0.031,0.021,-0.036,-0.07,-0.01,0.028,-0.051,-3.87,-0.061,-4.059,0.017,-2.603,2012-04-11,health_care_equipment_and_services
ANTM,MOH,2017-03-29,0.569,-3.114,0.396,6.821,3.535,0.802,-1.582,0.008,-0.023,-0.013,-0.029,-0.03,0.028,0.028,-0.035,0.032,0.021,-0.002,-3.138,0.134,-1.193,0.154,-0.9,2012-04-11,health_care_equipment_and_services
ATRI,IDXX,2017-03-29,0.569,3.514,0.332,-36.988,3.535,0.109,2.044,0.004,-0.063,-0.041,-0.04,-0.024,-0.004,0.007,0.015,0.055,0.002,0.015,3.155,0.044,2.44,0.181,-0.889,2012-04-11,health_care_equipment_and_services
ATRI,SYK,2017-03-29,0.961,2.662,0.226,10.976,3.535,0.422,0.245,0.021,0.028,-0.03,0.003,-0.002,0.02,-0.018,-0.047,-0.039,0.015,0.034,1.098,0.038,0.918,0.16,-4.719,2012-04-11,health_care_equipment_and_services
CI,CUTR,2017-03-29,0.51,2.672,0.093,1.406,3.535,0.902,1.826,-0.022,-0.029,0.022,-0.017,0.024,-0.044,-0.012,0.007,0.011,0.044,0.051,1.836,-0.012,2.861,-0.123,4.687,2012-04-11,health_care_equipment_and_services
CI,MOH,2017-03-29,0.784,-2.704,0.349,13.322,3.535,0.751,-1.176,-0.002,0.013,0.049,-0.011,0.035,-0.058,-0.04,-0.044,-0.114,-0.052,0.016,-2.486,0.17,-0.344,0.19,-0.072,2012-04-11,health_care_equipment_and_services
CNC,CUTR,2017-03-29,0.549,2.527,0.256,5.381,3.535,0.972,1.98,-0.009,0.039,0.034,0.034,0.052,-0.007,-0.052,-0.009,-0.049,0.006,0.045,1.967,-0.047,3.118,-0.162,4.552,2012-04-11,health_care_equipment_and_services
CVS,HCA,2017-03-29,0.686,2.814,0.591,24.986,3.535,0.744,1.73,-0.032,-0.028,0.006,-0.028,0.046,0.018,-0.077,0.018,0.011,0.013,0.055,1.859,0.049,1.969,0.029,2.311,2012-04-11,health_care_equipment_and_services
DGX,USPH,2017-03-29,0.51,-2.731,1.011,-17.523,3.535,0.132,-0.47,0.022,0.042,-0.021,0.014,-0.012,-0.012,0.019,0.007,-0.017,0.053,-0.04,-4.365,-0.07,-5.567,-0.081,-6.039,2012-04-11,health_care_equipment_and_services
EW,ISRG,2017-03-29,0.686,3.479,1.376,25.924,3.535,0.272,1.137,-0.015,0.013,-0.032,-0.027,0.006,-0.019,-0.007,0.025,0.022,0.025,-0.006,3.649,-0.056,5.067,-0.071,5.465,2012-04-11,health_care_equipment_and_services
EW,SYK,2017-03-29,0.647,3.279,1.69,49.656,3.535,0.763,1.979,0.093,-0.018,-0.013,-0.018,0.019,-0.036,-0.031,0.065,0.004,-0.02,0.025,2.633,0.01,3.009,0.032,2.449,2012-04-11,health_care_equipment_and_services
FMS,HSKA,2017-03-29,0.667,3.12,3.379,-89.255,3.535,0.597,1.953,0.016,-0.034,-0.043,0.011,0.008,-0.034,-0.003,0.044,0.041,0.061,-0.025,3.451,0.057,2.35,0.081,2.029,2012-04-11,health_care_equipment_and_services
HOLX,HSKA,2017-03-29,0.51,2.784,2.715,-57.085,3.535,0.604,2.656,-0.01,-0.027,0.028,-0.04,0.024,0.068,-0.005,-0.082,0.092,0.049,-0.027,3.208,-0.0,2.791,0.017,2.515,2012-04-11,health_care_equipment_and_services
HSKA,IART,2017-03-29,0.51,-2.544,0.284,22.536,3.535,0.696,-1.384,-0.063,0.0,0.004,0.012,0.06,-0.044,-0.043,-0.009,-0.062,-0.079,0.002,-2.498,0.104,-0.081,0.156,1.168,2012-04-11,health_care_equipment_and_services
