ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,DGX,2021-12-03,0.824,2.923,1.188,-1.317,4.09,0.06552073,0.10614457,0.055,0.557,0.153,-3.689,0.183,-5.01,2016-12-16,health_care_equipment_and_services
ABC,MCK,2021-12-03,0.627,3.277,1.803,-14.384,4.09,0.32090592,0.49134675,-0.007,3.714,-0.025,4.804,-0.021,4.537,2016-12-16,health_care_equipment_and_services
ABC,PHG,2021-12-03,0.549,-3.589,0.231,22.26,4.09,0.0016426226,-2.7933648,0.004,-3.532,-0.102,-4.909,-0.183,-5.958,2016-12-16,health_care_equipment_and_services
ABC,UNH,2021-12-03,0.51,2.838,4.082,-81.751,4.09,6.1321434e-06,0.09678813,0.019,1.904,0.05,0.419,0.085,-1.251,2016-12-16,health_care_equipment_and_services
ABT,PHG,2021-12-03,0.784,-4.284,0.211,23.879,4.09,0.741286,-3.9504337,0.041,-3.722,-0.021,-4.576,-0.033,-4.741,2016-12-16,health_care_equipment_and_services
ABT,ZBH,2021-12-03,0.824,-3.081,0.696,65.443,4.09,0.551711,-1.3738077,0.026,-2.659,0.0,-3.077,0.033,-2.539,2016-12-16,health_care_equipment_and_services
ADUS,MLAB,2021-12-03,0.745,2.62,1.021,160.49,4.09,0.63622683,0.80202377,-0.009,2.766,0.077,1.352,0.121,0.625,2016-12-16,health_care_equipment_and_services
ADUS,PHG,2021-12-03,0.843,-3.218,0.328,15.249,4.09,0.22005957,-0.66615725,0.026,-2.735,0.028,-2.694,-0.049,-4.135,2016-12-16,health_care_equipment_and_services
ALGN,EHC,2021-12-03,0.529,-2.848,0.028,43.331,4.09,0.6329407,-0.91117144,0.114,-1.447,0.089,-1.753,0.191,-0.51,2016-12-16,health_care_equipment_and_services
AMED,DGX,2021-12-03,0.549,3.318,0.198,73.308,4.09,0.5539672,3.231737,0.026,3.041,0.106,2.17,0.133,1.872,2016-12-16,health_care_equipment_and_services
AMED,HOLX,2021-12-03,0.647,2.785,0.162,27.961,4.09,0.3596613,1.9415171,0.086,1.826,0.0,2.782,0.059,2.126,2016-12-16,health_care_equipment_and_services
AMED,HUM,2021-12-03,0.686,2.704,0.924,180.637,4.09,0.87320787,1.193859,-0.02,2.96,-0.015,2.903,0.025,2.379,2016-12-16,health_care_equipment_and_services
AMED,MLAB,2021-12-03,0.51,2.858,0.232,206.125,4.09,0.45186022,1.0381753,-0.009,2.979,0.114,1.324,0.167,0.599,2016-12-16,health_care_equipment_and_services
AMED,UNH,2021-12-03,0.51,3.288,0.718,167.741,4.09,0.81532896,0.59466654,-0.037,3.656,-0.077,4.045,-0.041,3.693,2016-12-16,health_care_equipment_and_services
AMN,EHC,2021-12-03,0.627,-2.803,0.201,40.376,4.09,0.44825137,-1.0971842,0.078,-1.907,0.048,-2.251,0.129,-1.317,2016-12-16,health_care_equipment_and_services
AMN,GMED,2021-12-03,1.0,-2.575,0.528,20.603,4.09,0.472486,-0.63857764,0.058,-1.429,0.056,-1.47,0.116,-0.287,2016-12-16,health_care_equipment_and_services
AMN,MDT,2021-12-03,0.588,-2.61,0.585,62.929,4.09,0.68982863,-0.5755356,-0.034,-3.278,-0.009,-2.776,0.035,-1.939,2016-12-16,health_care_equipment_and_services
ANTM,EHC,2021-12-03,0.608,-2.732,0.081,29.822,4.09,0.5944401,-1.321119,0.029,-2.334,-0.028,-3.116,0.027,-2.36,2016-12-16,health_care_equipment_and_services
ANTM,ZBH,2021-12-03,0.804,-2.515,0.218,66.818,4.09,0.0065278257,-1.357785,-0.022,-2.838,-0.059,-3.371,-0.068,-3.489,2016-12-16,health_care_equipment_and_services
ATEC,DGX,2021-12-03,0.706,3.103,3.479,82.392,4.09,0.78419715,1.7723373,0.018,2.801,0.086,1.693,0.115,1.221,2016-12-16,health_care_equipment_and_services
ATEC,EHC,2021-12-03,0.588,-2.804,1.24,43.906,4.09,0.8609494,-0.35478356,0.096,-1.379,0.061,-1.897,0.105,-1.241,2016-12-16,health_care_equipment_and_services
ATEC,LH,2021-12-03,0.804,2.749,9.33,123.171,4.09,0.52647114,1.4359157,0.033,2.226,0.008,2.623,0.073,1.569,2016-12-16,health_care_equipment_and_services
ATEC,MCK,2021-12-03,0.784,3.383,5.54,110.591,4.09,0.761916,0.88237077,-0.078,4.924,-0.195,7.21,-0.205,7.416,2016-12-16,health_care_equipment_and_services
ATEC,PHG,2021-12-03,0.98,-3.689,0.954,36.277,4.09,0.6886625,-1.9128522,0.054,-3.073,-0.006,-3.76,-0.113,-4.972,2016-12-16,health_care_equipment_and_services
