ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,AMEH,2021-11-18,0.608,3.301,1.056,-70.942,4.1,0.015990054,2.1498854,0.197,0.32,0.282,-0.965,0.315,-1.473,2016-12-02,health_care_equipment_and_services
ABC,DVA,2021-11-18,0.667,-2.836,1.485,-54.662,4.1,0.020132024,-0.72216177,0.011,-2.522,-0.016,-3.318,-0.042,-4.073,2016-12-02,health_care_equipment_and_services
ABC,PHG,2021-11-18,0.549,-2.537,0.253,20.278,4.1,0.012362871,-1.2369238,-0.112,-4.389,-0.143,-4.905,-0.169,-5.347,2016-12-02,health_care_equipment_and_services
ABC,ZBH,2021-11-18,0.784,-2.505,0.827,54.125,4.1,0.13019767,-1.0523722,-0.048,-3.359,-0.054,-3.47,-0.096,-4.207,2016-12-02,health_care_equipment_and_services
ABMD,AMEH,2021-11-18,0.725,3.55,0.191,-23.033,4.1,0.45674774,2.9888809,0.235,1.454,0.296,0.907,0.283,1.017,2016-12-02,health_care_equipment_and_services
ABT,AMEH,2021-11-18,0.51,3.298,0.809,-48.376,4.1,0.011012695,2.4459252,0.242,0.344,0.268,0.031,0.232,0.469,2016-12-02,health_care_equipment_and_services
ABT,CRVL,2021-11-18,0.569,2.727,1.429,-41.791,4.1,0.05754699,2.251708,0.017,2.401,0.032,2.107,0.042,1.914,2016-12-02,health_care_equipment_and_services
ABT,PHG,2021-11-18,0.784,-2.759,0.233,21.946,4.1,0.7711046,-1.4478664,-0.133,-5.099,-0.108,-4.654,-0.076,-4.099,2016-12-02,health_care_equipment_and_services
ABT,ZBH,2021-11-18,0.843,-2.614,0.74,61.558,4.1,0.56521744,-0.93709385,-0.069,-3.871,-0.016,-2.913,0.002,-2.587,2016-12-02,health_care_equipment_and_services
ADUS,AMEH,2021-11-18,0.549,3.556,0.104,19.257,4.1,0.9332596,0.5667105,0.362,1.636,0.463,1.096,0.446,1.187,2016-12-02,health_care_equipment_and_services
ADUS,PHG,2021-11-18,0.824,-2.871,0.335,14.661,4.1,0.16351493,-0.44057703,-0.031,-3.632,0.001,-2.858,0.038,-1.937,2016-12-02,health_care_equipment_and_services
ALGN,AMEH,2021-11-18,0.765,3.508,0.103,-10.442,4.1,0.15194313,1.885638,0.202,1.039,0.217,0.851,0.214,0.887,2016-12-02,health_care_equipment_and_services
ALGN,EHC,2021-11-18,0.529,-2.881,0.029,43.093,4.1,0.6350005,-0.54959756,0.036,-2.385,0.079,-1.779,0.121,-1.189,2016-12-02,health_care_equipment_and_services
ALGN,MODV,2021-11-18,0.706,-2.57,0.254,4.199,4.1,0.15017083,-0.13694349,0.041,-1.357,0.033,-1.587,0.001,-2.552,2016-12-02,health_care_equipment_and_services
AMED,AMEH,2021-11-18,0.51,3.7,0.058,17.456,4.1,0.8671168,1.1422808,0.368,1.746,0.47,1.204,0.462,1.246,2016-12-02,health_care_equipment_and_services
AMED,ANTM,2021-11-18,0.706,2.812,0.389,224.177,4.1,0.6269566,2.1210895,-0.047,3.305,-0.087,3.722,-0.068,3.53,2016-12-02,health_care_equipment_and_services
AMED,DGX,2021-11-18,0.549,2.549,0.21,70.253,4.1,0.51124394,1.9497883,-0.153,4.301,0.012,2.417,0.051,1.97,2016-12-02,health_care_equipment_and_services
AMED,HUM,2021-11-18,0.686,2.646,0.94,176.39,4.1,0.8493141,1.0162724,-0.042,3.277,0.044,1.976,-0.009,2.789,2016-12-02,health_care_equipment_and_services
AMED,MLAB,2021-11-18,0.529,2.658,0.249,201.742,4.1,0.4219275,0.82979286,-0.053,3.431,0.017,2.41,0.133,0.709,2016-12-02,health_care_equipment_and_services
AMED,OPCH,2021-11-18,0.843,2.678,0.033,9.111,4.1,0.8416613,2.2106407,-0.011,2.759,0.091,2.008,0.058,2.251,2016-12-02,health_care_equipment_and_services
AMED,UNH,2021-11-18,0.51,3.039,0.745,160.397,4.1,0.75615233,2.9637356,-0.09,4.038,-0.075,3.872,-0.075,3.87,2016-12-02,health_care_equipment_and_services
AMEH,GMED,2021-11-18,0.627,-3.236,0.425,44.247,4.1,0.57914317,-1.2363056,0.152,-0.741,0.215,0.281,0.188,-0.158,2016-12-02,health_care_equipment_and_services
AMEH,RDNT,2021-11-18,0.784,-3.14,0.24,12.02,4.1,0.5645962,-0.07718085,0.207,0.085,0.239,0.582,0.183,-0.295,2016-12-02,health_care_equipment_and_services
