ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ABC,ACHC,2016-12-15,0.529,-2.974,0.733,0.492,4.308,0.467,-1.364,0.026,0.024,-0.031,0.015,0.009,-0.008,0.011,-0.003,0.023,0.034,-0.016,-3.216,-0.022,-3.307,-0.009,-3.108,2011-12-29,health_care_equipment_and_services
ABC,CUTR,2016-12-15,0.804,4.099,0.105,3.822,4.308,0.301,2.643,0.015,-0.02,-0.016,-0.002,-0.006,-0.018,0.022,0.016,-0.036,0.025,-0.046,4.9,-0.11,6.026,-0.122,6.226,2011-12-29,health_care_equipment_and_services
ABC,HUM,2016-12-15,0.51,2.771,1.541,31.625,4.308,0.492,1.89,-0.044,0.036,-0.006,0.009,-0.061,0.104,0.084,0.022,0.087,0.051,0.035,2.264,0.05,2.041,0.014,2.573,2011-12-29,health_care_equipment_and_services
ABMD,USPH,2016-12-15,0.804,2.972,0.268,25.433,4.308,0.347,0.672,0.0,0.024,0.013,-0.011,0.038,-0.049,-0.044,-0.053,-0.125,-0.111,-0.009,3.219,-0.05,4.379,0.044,1.727,2011-12-29,health_care_equipment_and_services
ABT,CUTR,2016-12-15,0.804,3.687,0.373,-2.042,4.308,0.173,2.195,-0.031,0.001,0.008,0.017,0.034,0.025,-0.041,0.04,0.022,0.03,-0.041,4.501,-0.07,5.077,-0.06,4.868,2011-12-29,health_care_equipment_and_services
ACHC,ANTM,2016-12-15,0.549,3.137,1.153,51.966,4.308,0.697,2.312,0.013,-0.083,-0.055,-0.079,0.102,-0.086,-0.092,0.029,-0.009,-0.055,0.011,3.002,-0.059,3.886,-0.091,4.288,2011-12-29,health_care_equipment_and_services
ACHC,CUTR,2016-12-15,0.824,4.152,0.09,6.787,4.308,0.564,3.74,0.028,-0.021,-0.061,-0.019,-0.017,-0.004,-0.008,-0.012,-0.022,0.011,-0.077,5.082,-0.167,6.158,-0.17,6.19,2011-12-29,health_care_equipment_and_services
ACHC,NEOG,2016-12-15,0.745,2.893,0.037,16.19,4.308,0.823,2.104,0.003,0.028,-0.015,0.028,-0.014,0.019,-0.008,0.017,-0.031,0.056,-0.009,2.993,0.0,2.888,-0.049,3.425,2011-12-29,health_care_equipment_and_services
AMED,AMN,2016-12-15,0.667,2.866,0.711,1.852,4.308,0.556,0.209,0.029,0.005,0.033,0.019,-0.046,-0.012,0.001,-0.003,0.012,0.014,0.057,1.179,0.042,1.615,0.015,2.421,2011-12-29,health_care_equipment_and_services
AMED,NEOG,2016-12-15,0.686,3.115,0.148,13.43,4.308,0.276,0.679,0.02,-0.062,0.008,-0.043,0.044,-0.055,-0.028,-0.04,-0.072,-0.059,0.006,2.984,0.02,2.715,-0.008,3.268,2011-12-29,health_care_equipment_and_services
AMED,USPH,2016-12-15,0.824,4.225,0.714,20.109,4.308,0.633,2.739,0.068,0.042,0.013,0.078,-0.049,0.104,0.061,-0.051,0.018,0.068,0.035,3.41,0.003,4.148,0.094,2.061,2011-12-29,health_care_equipment_and_services
ANTM,CVS,2016-12-15,0.529,-3.612,0.488,19.03,4.308,0.676,-1.833,0.021,0.021,0.058,0.012,-0.015,-0.006,0.07,0.066,0.196,0.172,0.022,-3.015,-0.059,-5.226,-0.078,-5.762,2011-12-29,health_care_equipment_and_services
ANTM,IDXX,2016-12-15,0.529,2.525,0.286,42.566,4.308,0.947,2.449,-0.02,0.021,0.013,0.041,-0.012,-0.084,0.027,0.035,0.021,0.047,0.012,2.397,-0.105,3.61,-0.158,4.157,2011-12-29,health_care_equipment_and_services
ATRC,NEOG,2016-12-15,0.647,2.549,0.135,15.772,4.308,0.805,1.735,-0.008,0.043,0.017,0.009,-0.008,-0.016,-0.02,0.01,-0.044,0.075,-0.031,2.903,-0.015,2.717,-0.053,3.153,2011-12-29,health_care_equipment_and_services
ATRI,BDX,2016-12-15,0.706,-2.813,0.342,7.969,4.308,0.363,-0.348,0.041,-0.024,-0.005,-0.057,-0.005,0.018,-0.011,0.027,-0.019,0.015,0.057,-0.414,0.072,0.21,0.072,0.197,2011-12-29,health_care_equipment_and_services
ATRI,BSX,2016-12-15,0.765,-2.883,0.063,-4.728,4.308,0.498,-1.197,-0.03,0.029,0.005,-0.022,-0.023,0.014,0.014,0.005,0.002,-0.009,0.101,0.199,0.124,0.909,0.096,0.056,2011-12-29,health_care_equipment_and_services
ATRI,HSIC,2016-12-15,0.529,-3.155,0.123,13.131,4.308,0.615,-1.412,-0.012,0.006,0.04,0.004,-0.028,0.003,-0.016,-0.082,-0.069,-0.006,0.06,-1.421,0.08,-0.818,0.086,-0.652,2011-12-29,health_care_equipment_and_services
ATRI,TFX,2016-12-15,0.922,-3.335,0.421,-20.241,4.308,0.127,-0.83,-0.026,-0.027,0.05,-0.02,-0.033,0.022,0.049,0.019,0.122,0.162,0.076,-0.678,0.103,0.274,0.143,1.646,2011-12-29,health_care_equipment_and_services
BDX,MDT,2016-12-15,0.961,-4.021,0.408,11.829,4.308,0.001,-1.017,0.02,-0.03,-0.071,-0.015,0.023,-0.044,-0.004,-0.031,-0.013,-0.019,0.005,-3.759,0.002,-3.927,0.018,-3.048,2011-12-29,health_care_equipment_and_services
BDX,UNH,2016-12-15,0.549,2.916,1.065,-33.816,4.308,0.225,0.291,0.056,-0.005,-0.041,0.007,-0.031,0.061,0.02,-0.019,0.042,0.015,0.023,1.768,0.026,1.617,0.02,1.921,2011-12-29,health_care_equipment_and_services
BSX,IART,2016-12-15,0.549,2.636,1.577,3.769,4.308,0.15,0.253,-0.017,-0.031,0.008,0.06,0.01,-0.009,-0.018,0.026,0.036,0.052,0.039,0.765,0.048,0.342,0.043,0.598,2011-12-29,health_care_equipment_and_services
BSX,NEOG,2016-12-15,1.0,2.549,0.484,10.056,4.308,0.343,0.588,0.01,-0.001,0.014,0.067,0.043,-0.0,-0.057,-0.014,0.003,-0.01,0.026,1.969,0.05,1.421,0.001,2.526,2011-12-29,health_care_equipment_and_services
CAH,IDXX,2016-12-15,0.608,2.864,0.598,38.655,4.308,0.93,0.186,-0.036,-0.015,0.031,0.008,0.029,0.058,-0.041,-0.011,0.006,-0.045,0.018,2.684,-0.116,3.999,-0.17,4.537,2011-12-29,health_care_equipment_and_services
CHE,MODV,2016-12-15,0.529,-2.859,0.21,18.314,4.308,0.003,-0.64,-0.056,-0.025,0.033,-0.041,0.007,-0.003,-0.004,0.025,0.008,0.017,-0.023,-3.207,0.009,-2.726,0.015,-2.637,2011-12-29,health_care_equipment_and_services
CI,CUTR,2016-12-15,0.647,2.828,0.061,4.896,4.308,0.901,1.294,-0.094,0.013,0.037,0.009,-0.011,-0.032,0.006,-0.016,0.041,0.019,-0.059,3.894,-0.134,5.232,-0.118,4.943,2011-12-29,health_care_equipment_and_services
CI,HUM,2016-12-15,0.725,2.755,1.217,9.493,4.308,0.702,0.408,0.085,-0.024,-0.041,-0.021,-0.016,-0.012,0.043,0.002,0.013,0.023,0.022,1.977,0.026,1.832,0.028,1.777,2011-12-29,health_care_equipment_and_services
CI,NEOG,2016-12-15,0.824,2.823,0.074,9.678,4.308,0.542,0.985,0.001,0.057,-0.018,0.016,0.023,0.033,-0.002,-0.092,0.041,0.048,0.005,2.718,0.017,2.494,-0.007,2.959,2011-12-29,health_care_equipment_and_services
CI,USPH,2016-12-15,0.686,3.158,0.355,2.326,4.308,0.742,2.161,0.02,-0.012,-0.006,-0.048,-0.012,-0.003,0.038,-0.038,0.009,-0.041,0.029,2.598,0.001,3.136,0.079,1.638,2011-12-29,health_care_equipment_and_services
CNC,CUTR,2016-12-15,0.627,3.077,0.175,7.167,4.308,0.947,1.655,-0.018,-0.076,-0.006,-0.048,0.027,-0.058,-0.023,0.037,-0.007,-0.006,-0.067,4.048,-0.132,4.994,-0.139,5.097,2011-12-29,health_care_equipment_and_services
CNC,DGX,2016-12-15,0.765,3.809,1.044,31.516,4.308,0.5,0.578,-0.012,-0.041,0.001,-0.023,0.01,-0.036,-0.012,-0.023,-0.028,-0.004,0.015,3.508,0.029,3.208,-0.012,4.063,2011-12-29,health_care_equipment_and_services
CNC,IART,2016-12-15,0.647,2.59,0.683,11.864,4.308,0.91,2.031,-0.055,0.061,-0.034,0.049,-0.061,0.094,0.106,0.003,0.047,0.002,0.011,2.421,0.025,2.201,0.03,2.115,2011-12-29,health_care_equipment_and_services
CNC,NEOG,2016-12-15,0.529,3.16,0.223,12.184,4.308,0.599,1.114,-0.003,0.019,-0.001,0.008,0.025,-0.002,-0.007,-0.038,0.007,-0.028,0.007,3.035,0.038,2.511,-0.01,3.334,2011-12-29,health_care_equipment_and_services
COO,MCK,2016-12-15,0.51,-2.623,0.543,93.315,4.308,0.176,-2.037,0.007,-0.018,-0.064,-0.029,-0.049,0.012,0.068,-0.04,0.02,0.045,0.014,-2.464,-0.005,-2.679,-0.026,-2.922,2011-12-29,health_care_equipment_and_services
CUTR,MOH,2016-12-15,0.549,-3.042,4.424,1.506,4.308,0.154,-0.966,-0.031,-0.023,0.025,0.011,-0.033,-0.053,0.0,0.0,-0.026,-0.053,-0.024,-3.464,-0.172,-6.043,-0.207,-6.645,2011-12-29,health_care_equipment_and_services
CVS,ENSG,2016-12-15,0.725,3.187,0.318,-6.633,4.308,0.494,0.518,-0.027,0.069,-0.001,0.061,0.016,-0.024,-0.002,0.02,0.085,0.057,0.075,1.436,0.106,0.716,0.09,1.079,2011-12-29,health_care_equipment_and_services
CVS,HUM,2016-12-15,0.863,3.721,2.204,-17.89,4.308,0.228,2.169,0.012,-0.02,-0.027,0.02,0.045,-0.007,-0.028,0.004,0.052,0.09,0.024,3.259,-0.003,3.783,-0.025,4.209,2011-12-29,health_care_equipment_and_services
CVS,IART,2016-12-15,0.569,2.593,0.306,7.098,4.308,0.478,0.183,-0.035,-0.025,-0.038,-0.051,-0.072,-0.001,0.082,-0.039,-0.054,0.079,0.002,2.571,-0.039,3.057,-0.024,2.874,2011-12-29,health_care_equipment_and_services
CVS,IDXX,2016-12-15,0.549,3.008,0.401,45.621,4.308,0.967,1.423,0.015,0.016,0.023,0.013,0.012,-0.002,-0.022,0.034,-0.039,-0.041,0.019,2.828,-0.146,4.375,-0.213,4.999,2011-12-29,health_care_equipment_and_services
CVS,STE,2016-12-15,0.804,2.741,0.649,8.869,4.308,0.826,1.536,0.03,0.009,0.001,0.029,0.037,-0.007,-0.013,-0.013,0.048,0.044,0.022,2.237,0.017,2.34,0.011,2.499,2011-12-29,health_care_equipment_and_services
CYRX,THC,2016-12-15,0.725,-2.606,4.764,20.65,4.308,0.49,-1.397,0.019,0.051,0.002,0.057,0.003,0.026,0.013,-0.028,0.006,0.029,0.102,-2.228,0.142,-2.079,0.023,-2.522,2011-12-29,health_care_equipment_and_services
DXCM,HOLX,2016-12-15,0.588,3.755,1.276,11.74,4.308,0.143,0.728,0.02,-0.07,-0.048,-0.056,0.055,0.034,-0.074,-0.038,0.001,0.034,0.119,0.594,0.111,0.794,0.055,2.297,2011-12-29,health_care_equipment_and_services
DXCM,HUM,2016-12-15,0.902,2.833,5.103,69.965,4.308,0.701,1.104,-0.004,-0.007,-0.017,0.003,0.028,-0.043,-0.03,-0.046,-0.05,-0.065,0.088,1.334,0.066,1.707,0.035,2.24,2011-12-29,health_care_equipment_and_services
DXCM,IART,2016-12-15,0.588,2.842,1.027,14.266,4.308,0.939,2.34,0.05,-0.043,-0.033,-0.026,0.035,-0.122,-0.067,0.022,-0.044,-0.058,0.069,1.796,0.029,2.406,0.04,2.228,2011-12-29,health_care_equipment_and_services
DXCM,MMSI,2016-12-15,0.667,4.068,0.704,7.22,4.308,0.436,1.425,-0.01,-0.099,-0.048,-0.04,0.06,0.014,-0.049,0.065,0.034,0.034,0.096,2.219,0.03,3.497,-0.064,5.301,2011-12-29,health_care_equipment_and_services
